# _root_ Még inkább meglepődtek a vizsgálódók azon , hogy az idősek és fiatalok értékválasztása alig különbözött : az 55 éven felüliek 97 százaléka , a 15-24 évesek 93 százaléka említette első helyen a családot .
#goldHeads=2,3,0,5,3,3,3,3,10,13,13,13,15,15,6,3,20,19,20,22,22,29,29,26,26,28,28,29,3,31,29,33,29,3,
#predictedHeads=3,3,0,5,3,3,3,3,10,15,13,13,15,15,6,15,19,19,20,22,22,29,29,26,26,28,28,29,15,31,29,33,29,3,
(30,23),-1.35514 # DEPENDENCYPART_ARC
(30,24),-0.985932 # DEPENDENCYPART_ARC
(30,25),-1.28508 # DEPENDENCYPART_ARC
(30,26),-1.37063 # DEPENDENCYPART_ARC
(30,27),-0.969999 # DEPENDENCYPART_ARC
(30,28),-1.20297 # DEPENDENCYPART_ARC
(30,29),-0.0359861 # DEPENDENCYPART_ARC
(30,31),-1.0901 # DEPENDENCYPART_ARC
(30,32),-1.33444 # DEPENDENCYPART_ARC
(30,33),-1.83523 # DEPENDENCYPART_ARC
(30,34),-1.08724 # DEPENDENCYPART_ARC
(31,1),-1.5659 # DEPENDENCYPART_ARC
(31,2),-1.74475 # DEPENDENCYPART_ARC
(31,3),-3.22322 # DEPENDENCYPART_ARC
(31,4),-3.02428 # DEPENDENCYPART_ARC
(31,5),-4.63597 # DEPENDENCYPART_ARC
(31,6),-1.50004 # DEPENDENCYPART_ARC
(31,7),-2.06099 # DEPENDENCYPART_ARC
(31,8),-2.17647 # DEPENDENCYPART_ARC
(31,9),-1.82603 # DEPENDENCYPART_ARC
(31,10),-3.55068 # DEPENDENCYPART_ARC
(31,11),-1.17184 # DEPENDENCYPART_ARC
(31,12),-4.60455 # DEPENDENCYPART_ARC
(31,13),-4.63051 # DEPENDENCYPART_ARC
(31,14),-0.594708 # DEPENDENCYPART_ARC
(31,15),-2.65777 # DEPENDENCYPART_ARC
(31,16),-2.68005 # DEPENDENCYPART_ARC
(31,17),-0.515608 # DEPENDENCYPART_ARC
(31,18),-0.199602 # DEPENDENCYPART_ARC
(31,19),-4.06519 # DEPENDENCYPART_ARC
(31,20),-2.14821 # DEPENDENCYPART_ARC
(31,21),0.187907 # DEPENDENCYPART_ARC
(31,22),-3.51339 # DEPENDENCYPART_ARC
(31,23),-0.869646 # DEPENDENCYPART_ARC
(31,24),0.598353 # DEPENDENCYPART_ARC
(31,25),0.785068 # DEPENDENCYPART_ARC
(31,26),-2.18042 # DEPENDENCYPART_ARC
(31,27),1.24601 # DEPENDENCYPART_ARC
(31,28),-1.61581 # DEPENDENCYPART_ARC
(31,29),0.323245 # DEPENDENCYPART_ARC
(31,30),4.03662 # DEPENDENCYPART_ARC
(31,32),-0.472943 # DEPENDENCYPART_ARC
(31,33),-0.223296 # DEPENDENCYPART_ARC
(31,34),0.261233 # DEPENDENCYPART_ARC
(32,1),-2.68836 # DEPENDENCYPART_ARC
(32,2),-2.57531 # DEPENDENCYPART_ARC
(32,3),-3.04831 # DEPENDENCYPART_ARC
(32,4),-2.43815 # DEPENDENCYPART_ARC
(32,5),-2.41657 # DEPENDENCYPART_ARC
(32,6),-3.06284 # DEPENDENCYPART_ARC
(32,7),-1.96644 # DEPENDENCYPART_ARC
(32,8),-2.27098 # DEPENDENCYPART_ARC
(32,9),-2.30602 # DEPENDENCYPART_ARC
(32,10),-2.43967 # DEPENDENCYPART_ARC
(32,11),-2.22141 # DEPENDENCYPART_ARC
(32,12),-3.38487 # DEPENDENCYPART_ARC
(32,13),-3.82429 # DEPENDENCYPART_ARC
(32,14),-2.32967 # DEPENDENCYPART_ARC
(32,15),-2.63138 # DEPENDENCYPART_ARC
(32,16),-1.89545 # DEPENDENCYPART_ARC
(32,17),-1.97759 # DEPENDENCYPART_ARC
(32,18),-2.26039 # DEPENDENCYPART_ARC
(32,19),-3.19061 # DEPENDENCYPART_ARC
(32,20),-2.19635 # DEPENDENCYPART_ARC
(32,21),-2.19535 # DEPENDENCYPART_ARC
(32,22),-3.44497 # DEPENDENCYPART_ARC
(32,23),-1.65049 # DEPENDENCYPART_ARC
(32,24),-1.75165 # DEPENDENCYPART_ARC
(32,25),-2.01629 # DEPENDENCYPART_ARC
(32,26),-2.77096 # DEPENDENCYPART_ARC
(32,27),-1.93537 # DEPENDENCYPART_ARC
(32,28),-3.00922 # DEPENDENCYPART_ARC
(32,29),-1.56284 # DEPENDENCYPART_ARC
(32,30),-1.1209 # DEPENDENCYPART_ARC
(32,31),-1.35819 # DEPENDENCYPART_ARC
(32,33),-0.503335 # DEPENDENCYPART_ARC
(32,34),-1.16744 # DEPENDENCYPART_ARC
(33,1),-2.3683 # DEPENDENCYPART_ARC
(33,2),-2.60716 # DEPENDENCYPART_ARC
(33,3),-3.65729 # DEPENDENCYPART_ARC
(33,4),-4.28554 # DEPENDENCYPART_ARC
(33,5),-6.25908 # DEPENDENCYPART_ARC
(33,6),-2.6053 # DEPENDENCYPART_ARC
(33,7),-2.97844 # DEPENDENCYPART_ARC
(33,8),-2.84533 # DEPENDENCYPART_ARC
(33,9),-3.14775 # DEPENDENCYPART_ARC
(33,10),-5.08386 # DEPENDENCYPART_ARC
(33,11),-2.27951 # DEPENDENCYPART_ARC
(33,12),-5.48109 # DEPENDENCYPART_ARC
(33,13),-5.91006 # DEPENDENCYPART_ARC
(33,14),-1.41726 # DEPENDENCYPART_ARC
(33,15),-3.18763 # DEPENDENCYPART_ARC
(33,16),-3.73051 # DEPENDENCYPART_ARC
(33,17),-1.73229 # DEPENDENCYPART_ARC
(33,18),-2.35254 # DEPENDENCYPART_ARC
(33,19),-4.98614 # DEPENDENCYPART_ARC
(33,20),-4.03362 # DEPENDENCYPART_ARC
(33,21),-1.94262 # DEPENDENCYPART_ARC
(33,22),-4.41706 # DEPENDENCYPART_ARC
(33,23),-1.8603 # DEPENDENCYPART_ARC
(33,24),-0.706843 # DEPENDENCYPART_ARC
(33,25),-1.3219 # DEPENDENCYPART_ARC
(33,26),-3.28159 # DEPENDENCYPART_ARC
(33,27),-1.10435 # DEPENDENCYPART_ARC
(33,28),-3.15028 # DEPENDENCYPART_ARC
(33,29),-0.947616 # DEPENDENCYPART_ARC
(33,30),0.598128 # DEPENDENCYPART_ARC
(33,31),-1.2549 # DEPENDENCYPART_ARC
(33,32),3.34355 # DEPENDENCYPART_ARC
(33,34),-0.424851 # DEPENDENCYPART_ARC
(34,1),-3.66816 # DEPENDENCYPART_ARC
(34,2),-3.72498 # DEPENDENCYPART_ARC
(34,3),-3.78288 # DEPENDENCYPART_ARC
(34,4),-3.51586 # DEPENDENCYPART_ARC
(34,5),-3.76916 # DEPENDENCYPART_ARC
(34,6),-3.77798 # DEPENDENCYPART_ARC
(34,7),-3.36839 # DEPENDENCYPART_ARC
(34,8),-3.39707 # DEPENDENCYPART_ARC
(34,9),-3.42132 # DEPENDENCYPART_ARC
(34,10),-3.65625 # DEPENDENCYPART_ARC
(34,11),-3.38191 # DEPENDENCYPART_ARC
(34,12),-4.48193 # DEPENDENCYPART_ARC
(34,13),-4.49063 # DEPENDENCYPART_ARC
(34,14),-3.33947 # DEPENDENCYPART_ARC
(34,15),-3.38658 # DEPENDENCYPART_ARC
(34,16),-2.94057 # DEPENDENCYPART_ARC
(34,17),-3.08549 # DEPENDENCYPART_ARC
(34,18),-3.25888 # DEPENDENCYPART_ARC
(34,19),-4.19124 # DEPENDENCYPART_ARC
(34,20),-3.33901 # DEPENDENCYPART_ARC
(34,21),-3.12486 # DEPENDENCYPART_ARC
(34,22),-4.0548 # DEPENDENCYPART_ARC
(34,23),-2.74536 # DEPENDENCYPART_ARC
(34,24),-2.95133 # DEPENDENCYPART_ARC
(34,25),-3.00352 # DEPENDENCYPART_ARC
(34,26),-3.82224 # DEPENDENCYPART_ARC
(34,27),-2.92356 # DEPENDENCYPART_ARC
(34,28),-3.70866 # DEPENDENCYPART_ARC
(34,29),-2.68575 # DEPENDENCYPART_ARC
(34,30),-2.42913 # DEPENDENCYPART_ARC
(34,31),-3.06169 # DEPENDENCYPART_ARC
(34,32),-1.85115 # DEPENDENCYPART_ARC
(34,33),-2.51454 # DEPENDENCYPART_ARC
