# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,7,7,8,4,4,4,12,13,5,13,13,13,13,19,21,21,5,21,21,21,27,27,30,29,30,20,33,33,30,4,
(30,24),-0.0977544 # DEPENDENCYPART_ARC
(30,25),-0.870311 # DEPENDENCYPART_ARC
(30,26),-0.438062 # DEPENDENCYPART_ARC
(30,27),1.90824 # DEPENDENCYPART_ARC
(30,28),1.17171 # DEPENDENCYPART_ARC
(30,29),2.26113 # DEPENDENCYPART_ARC
(30,31),2.04032 # DEPENDENCYPART_ARC
(30,32),0.531245 # DEPENDENCYPART_ARC
(30,33),2.22542 # DEPENDENCYPART_ARC
(30,34),2.18564 # DEPENDENCYPART_ARC
(31,1),-1.5179 # DEPENDENCYPART_ARC
(31,2),-0.941463 # DEPENDENCYPART_ARC
(31,3),-1.75046 # DEPENDENCYPART_ARC
(31,4),-1.66081 # DEPENDENCYPART_ARC
(31,5),-2.10113 # DEPENDENCYPART_ARC
(31,6),-1.80946 # DEPENDENCYPART_ARC
(31,7),-2.52486 # DEPENDENCYPART_ARC
(31,8),-1.54915 # DEPENDENCYPART_ARC
(31,9),-0.774232 # DEPENDENCYPART_ARC
(31,10),-1.30153 # DEPENDENCYPART_ARC
(31,11),-1.57095 # DEPENDENCYPART_ARC
(31,12),-1.82508 # DEPENDENCYPART_ARC
(31,13),-0.817746 # DEPENDENCYPART_ARC
(31,14),-0.592174 # DEPENDENCYPART_ARC
(31,15),-0.996005 # DEPENDENCYPART_ARC
(31,16),-0.845546 # DEPENDENCYPART_ARC
(31,17),-0.675923 # DEPENDENCYPART_ARC
(31,18),-0.899174 # DEPENDENCYPART_ARC
(31,19),-1.02526 # DEPENDENCYPART_ARC
(31,20),-1.28102 # DEPENDENCYPART_ARC
(31,21),-0.278522 # DEPENDENCYPART_ARC
(31,22),-1.54178 # DEPENDENCYPART_ARC
(31,23),-0.401005 # DEPENDENCYPART_ARC
(31,24),-0.66943 # DEPENDENCYPART_ARC
(31,25),-0.510205 # DEPENDENCYPART_ARC
(31,26),-1.55962 # DEPENDENCYPART_ARC
(31,27),-1.21987 # DEPENDENCYPART_ARC
(31,28),-0.298833 # DEPENDENCYPART_ARC
(31,29),-0.526299 # DEPENDENCYPART_ARC
(31,30),0.288401 # DEPENDENCYPART_ARC
(31,32),-1.0206 # DEPENDENCYPART_ARC
(31,33),-0.333362 # DEPENDENCYPART_ARC
(31,34),0.321231 # DEPENDENCYPART_ARC
(32,1),-3.24403 # DEPENDENCYPART_ARC
(32,2),-2.33291 # DEPENDENCYPART_ARC
(32,3),-3.75095 # DEPENDENCYPART_ARC
(32,4),-3.11691 # DEPENDENCYPART_ARC
(32,5),-3.36197 # DEPENDENCYPART_ARC
(32,6),-2.44436 # DEPENDENCYPART_ARC
(32,7),-3.69847 # DEPENDENCYPART_ARC
(32,8),-2.69618 # DEPENDENCYPART_ARC
(32,9),-1.94255 # DEPENDENCYPART_ARC
(32,10),-2.24527 # DEPENDENCYPART_ARC
(32,11),-3.47707 # DEPENDENCYPART_ARC
(32,12),-3.84166 # DEPENDENCYPART_ARC
(32,13),-2.75421 # DEPENDENCYPART_ARC
(32,14),-1.86972 # DEPENDENCYPART_ARC
(32,15),-2.28446 # DEPENDENCYPART_ARC
(32,16),-1.83914 # DEPENDENCYPART_ARC
(32,17),-1.82843 # DEPENDENCYPART_ARC
(32,18),-2.2118 # DEPENDENCYPART_ARC
(32,19),-2.15716 # DEPENDENCYPART_ARC
(32,20),-2.73333 # DEPENDENCYPART_ARC
(32,21),-2.48304 # DEPENDENCYPART_ARC
(32,22),-3.06104 # DEPENDENCYPART_ARC
(32,23),-1.45534 # DEPENDENCYPART_ARC
(32,24),-1.56728 # DEPENDENCYPART_ARC
(32,25),-1.68218 # DEPENDENCYPART_ARC
(32,26),-1.94009 # DEPENDENCYPART_ARC
(32,27),-2.6761 # DEPENDENCYPART_ARC
(32,28),-1.55609 # DEPENDENCYPART_ARC
(32,29),-1.34908 # DEPENDENCYPART_ARC
(32,30),-1.37472 # DEPENDENCYPART_ARC
(32,31),-0.801326 # DEPENDENCYPART_ARC
(32,33),-0.645195 # DEPENDENCYPART_ARC
(32,34),-1.32008 # DEPENDENCYPART_ARC
(33,1),-5.59274 # DEPENDENCYPART_ARC
(33,2),-3.28169 # DEPENDENCYPART_ARC
(33,3),-7.09445 # DEPENDENCYPART_ARC
(33,4),-4.18156 # DEPENDENCYPART_ARC
(33,5),-3.7159 # DEPENDENCYPART_ARC
(33,6),-3.74494 # DEPENDENCYPART_ARC
(33,7),-7.23056 # DEPENDENCYPART_ARC
(33,8),-1.74316 # DEPENDENCYPART_ARC
(33,9),-3.16794 # DEPENDENCYPART_ARC
(33,10),-2.45355 # DEPENDENCYPART_ARC
(33,11),-5.89152 # DEPENDENCYPART_ARC
(33,12),-6.32655 # DEPENDENCYPART_ARC
(33,13),-3.57717 # DEPENDENCYPART_ARC
(33,14),-3.16947 # DEPENDENCYPART_ARC
(33,15),-1.81845 # DEPENDENCYPART_ARC
(33,16),-3.15818 # DEPENDENCYPART_ARC
(33,17),-2.42338 # DEPENDENCYPART_ARC
(33,18),-1.42101 # DEPENDENCYPART_ARC
(33,19),-1.69966 # DEPENDENCYPART_ARC
(33,20),-1.86465 # DEPENDENCYPART_ARC
(33,21),-3.19558 # DEPENDENCYPART_ARC
(33,22),-3.98905 # DEPENDENCYPART_ARC
(33,23),-1.94989 # DEPENDENCYPART_ARC
(33,24),-1.81878 # DEPENDENCYPART_ARC
(33,25),-1.19167 # DEPENDENCYPART_ARC
(33,26),-1.8202 # DEPENDENCYPART_ARC
(33,27),-4.22015 # DEPENDENCYPART_ARC
(33,28),-0.775315 # DEPENDENCYPART_ARC
(33,29),-0.870126 # DEPENDENCYPART_ARC
(33,30),-1.9449 # DEPENDENCYPART_ARC
(33,31),2.52172 # DEPENDENCYPART_ARC
(33,32),3.14956 # DEPENDENCYPART_ARC
(33,34),-0.430816 # DEPENDENCYPART_ARC
(34,1),-3.8858 # DEPENDENCYPART_ARC
(34,2),-3.68756 # DEPENDENCYPART_ARC
(34,3),-4.67365 # DEPENDENCYPART_ARC
(34,4),-3.76208 # DEPENDENCYPART_ARC
(34,5),-3.92243 # DEPENDENCYPART_ARC
(34,6),-3.61225 # DEPENDENCYPART_ARC
(34,7),-4.72926 # DEPENDENCYPART_ARC
(34,8),-3.59932 # DEPENDENCYPART_ARC
(34,9),-3.2746 # DEPENDENCYPART_ARC
(34,10),-3.38069 # DEPENDENCYPART_ARC
(34,11),-4.46009 # DEPENDENCYPART_ARC
(34,12),-4.50523 # DEPENDENCYPART_ARC
(34,13),-3.56279 # DEPENDENCYPART_ARC
(34,14),-3.02919 # DEPENDENCYPART_ARC
(34,15),-3.30363 # DEPENDENCYPART_ARC
(34,16),-3.00368 # DEPENDENCYPART_ARC
(34,17),-2.94618 # DEPENDENCYPART_ARC
(34,18),-3.2726 # DEPENDENCYPART_ARC
(34,19),-3.25611 # DEPENDENCYPART_ARC
(34,20),-3.38564 # DEPENDENCYPART_ARC
(34,21),-3.2175 # DEPENDENCYPART_ARC
(34,22),-4.05488 # DEPENDENCYPART_ARC
(34,23),-2.74133 # DEPENDENCYPART_ARC
(34,24),-2.74765 # DEPENDENCYPART_ARC
(34,25),-2.88491 # DEPENDENCYPART_ARC
(34,26),-3.15554 # DEPENDENCYPART_ARC
(34,27),-3.8443 # DEPENDENCYPART_ARC
(34,28),-2.7748 # DEPENDENCYPART_ARC
(34,29),-2.6756 # DEPENDENCYPART_ARC
(34,30),-2.52677 # DEPENDENCYPART_ARC
(34,31),-2.34586 # DEPENDENCYPART_ARC
(34,32),-1.83819 # DEPENDENCYPART_ARC
(34,33),-2.5105 # DEPENDENCYPART_ARC
