# _root_ Addig is egy sebtében összehívott " kinevezési bizottság " kapta feladatul , hogy november 30-áig három jelölt nevét tegye le a végső döntést meghozó kuratórium asztalára , ki legyen az új művészeti vezető .
#goldHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,19,29,19,33,33,33,29,10,
#predictedHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,10,29,10,33,33,33,29,10,
(30,23),-2.7798 # DEPENDENCYPART_ARC
(30,24),-1.79089 # DEPENDENCYPART_ARC
(30,25),-2.62091 # DEPENDENCYPART_ARC
(30,26),-2.71988 # DEPENDENCYPART_ARC
(30,27),-1.09331 # DEPENDENCYPART_ARC
(30,28),-1.57702 # DEPENDENCYPART_ARC
(30,29),-0.493414 # DEPENDENCYPART_ARC
(30,31),0.63668 # DEPENDENCYPART_ARC
(30,32),0.344794 # DEPENDENCYPART_ARC
(30,33),-0.71543 # DEPENDENCYPART_ARC
(30,34),-0.739537 # DEPENDENCYPART_ARC
(31,1),-2.4937 # DEPENDENCYPART_ARC
(31,2),-2.42667 # DEPENDENCYPART_ARC
(31,3),-2.2957 # DEPENDENCYPART_ARC
(31,4),-1.90651 # DEPENDENCYPART_ARC
(31,5),-3.88874 # DEPENDENCYPART_ARC
(31,6),-2.53816 # DEPENDENCYPART_ARC
(31,7),-3.79168 # DEPENDENCYPART_ARC
(31,8),-3.92879 # DEPENDENCYPART_ARC
(31,9),-2.5816 # DEPENDENCYPART_ARC
(31,10),-2.62706 # DEPENDENCYPART_ARC
(31,11),-2.95516 # DEPENDENCYPART_ARC
(31,12),-2.26502 # DEPENDENCYPART_ARC
(31,13),-1.53032 # DEPENDENCYPART_ARC
(31,14),-3.3063 # DEPENDENCYPART_ARC
(31,15),-2.86199 # DEPENDENCYPART_ARC
(31,16),-2.73937 # DEPENDENCYPART_ARC
(31,17),-3.3426 # DEPENDENCYPART_ARC
(31,18),-2.9106 # DEPENDENCYPART_ARC
(31,19),-1.58935 # DEPENDENCYPART_ARC
(31,20),-1.75091 # DEPENDENCYPART_ARC
(31,21),-1.90739 # DEPENDENCYPART_ARC
(31,22),-2.34406 # DEPENDENCYPART_ARC
(31,23),-1.91737 # DEPENDENCYPART_ARC
(31,24),-2.48625 # DEPENDENCYPART_ARC
(31,25),-2.94025 # DEPENDENCYPART_ARC
(31,26),-2.34173 # DEPENDENCYPART_ARC
(31,27),-1.55156 # DEPENDENCYPART_ARC
(31,28),-1.76463 # DEPENDENCYPART_ARC
(31,29),-0.531916 # DEPENDENCYPART_ARC
(31,30),0.324075 # DEPENDENCYPART_ARC
(31,32),-0.760044 # DEPENDENCYPART_ARC
(31,33),-0.540848 # DEPENDENCYPART_ARC
(31,34),-0.824549 # DEPENDENCYPART_ARC
(32,1),-1.7989 # DEPENDENCYPART_ARC
(32,2),-1.49938 # DEPENDENCYPART_ARC
(32,3),-1.46492 # DEPENDENCYPART_ARC
(32,4),-0.861843 # DEPENDENCYPART_ARC
(32,5),-2.84194 # DEPENDENCYPART_ARC
(32,6),-1.50122 # DEPENDENCYPART_ARC
(32,7),-2.66231 # DEPENDENCYPART_ARC
(32,8),-3.19674 # DEPENDENCYPART_ARC
(32,9),-1.53579 # DEPENDENCYPART_ARC
(32,10),-1.66914 # DEPENDENCYPART_ARC
(32,11),-2.32854 # DEPENDENCYPART_ARC
(32,12),-1.25862 # DEPENDENCYPART_ARC
(32,13),-0.551351 # DEPENDENCYPART_ARC
(32,14),-2.44401 # DEPENDENCYPART_ARC
(32,15),-1.87122 # DEPENDENCYPART_ARC
(32,16),-1.82323 # DEPENDENCYPART_ARC
(32,17),-2.45678 # DEPENDENCYPART_ARC
(32,18),-1.94602 # DEPENDENCYPART_ARC
(32,19),-0.600585 # DEPENDENCYPART_ARC
(32,20),-1.03356 # DEPENDENCYPART_ARC
(32,21),-1.27146 # DEPENDENCYPART_ARC
(32,22),-1.202 # DEPENDENCYPART_ARC
(32,23),-0.852458 # DEPENDENCYPART_ARC
(32,24),-1.54899 # DEPENDENCYPART_ARC
(32,25),-2.18291 # DEPENDENCYPART_ARC
(32,26),-1.55624 # DEPENDENCYPART_ARC
(32,27),-0.779465 # DEPENDENCYPART_ARC
(32,28),-1.00522 # DEPENDENCYPART_ARC
(32,29),0.0923646 # DEPENDENCYPART_ARC
(32,30),0.513457 # DEPENDENCYPART_ARC
(32,31),1.83341 # DEPENDENCYPART_ARC
(32,33),-0.447441 # DEPENDENCYPART_ARC
(32,34),-0.939437 # DEPENDENCYPART_ARC
(33,1),-1.18325 # DEPENDENCYPART_ARC
(33,2),-2.60743 # DEPENDENCYPART_ARC
(33,3),0.846356 # DEPENDENCYPART_ARC
(33,4),-0.807073 # DEPENDENCYPART_ARC
(33,5),-1.22094 # DEPENDENCYPART_ARC
(33,6),-2.93578 # DEPENDENCYPART_ARC
(33,7),-1.21485 # DEPENDENCYPART_ARC
(33,8),-4.41402 # DEPENDENCYPART_ARC
(33,9),-4.12057 # DEPENDENCYPART_ARC
(33,10),-0.868207 # DEPENDENCYPART_ARC
(33,11),-4.82467 # DEPENDENCYPART_ARC
(33,12),-1.88567 # DEPENDENCYPART_ARC
(33,13),-0.663224 # DEPENDENCYPART_ARC
(33,14),-3.36198 # DEPENDENCYPART_ARC
(33,15),-5.4526 # DEPENDENCYPART_ARC
(33,16),-0.895685 # DEPENDENCYPART_ARC
(33,17),-2.8034 # DEPENDENCYPART_ARC
(33,18),-5.95169 # DEPENDENCYPART_ARC
(33,19),-0.507141 # DEPENDENCYPART_ARC
(33,20),-0.538143 # DEPENDENCYPART_ARC
(33,21),0.216137 # DEPENDENCYPART_ARC
(33,22),0.400538 # DEPENDENCYPART_ARC
(33,23),-3.65232 # DEPENDENCYPART_ARC
(33,24),0.321297 # DEPENDENCYPART_ARC
(33,25),-1.40487 # DEPENDENCYPART_ARC
(33,26),-3.65742 # DEPENDENCYPART_ARC
(33,27),-0.894257 # DEPENDENCYPART_ARC
(33,28),0.195567 # DEPENDENCYPART_ARC
(33,29),-0.131998 # DEPENDENCYPART_ARC
(33,30),2.61992 # DEPENDENCYPART_ARC
(33,31),3.23 # DEPENDENCYPART_ARC
(33,32),3.81946 # DEPENDENCYPART_ARC
(33,34),0.113962 # DEPENDENCYPART_ARC
(34,1),-3.77588 # DEPENDENCYPART_ARC
(34,2),-3.82002 # DEPENDENCYPART_ARC
(34,3),-3.70687 # DEPENDENCYPART_ARC
(34,4),-3.67674 # DEPENDENCYPART_ARC
(34,5),-3.87258 # DEPENDENCYPART_ARC
(34,6),-3.44828 # DEPENDENCYPART_ARC
(34,7),-3.84603 # DEPENDENCYPART_ARC
(34,8),-4.70835 # DEPENDENCYPART_ARC
(34,9),-3.38635 # DEPENDENCYPART_ARC
(34,10),-3.70516 # DEPENDENCYPART_ARC
(34,11),-4.63037 # DEPENDENCYPART_ARC
(34,12),-3.3827 # DEPENDENCYPART_ARC
(34,13),-3.46093 # DEPENDENCYPART_ARC
(34,14),-4.47658 # DEPENDENCYPART_ARC
(34,15),-4.48831 # DEPENDENCYPART_ARC
(34,16),-3.47189 # DEPENDENCYPART_ARC
(34,17),-4.38705 # DEPENDENCYPART_ARC
(34,18),-4.45046 # DEPENDENCYPART_ARC
(34,19),-3.45503 # DEPENDENCYPART_ARC
(34,20),-3.23975 # DEPENDENCYPART_ARC
(34,21),-3.09524 # DEPENDENCYPART_ARC
(34,22),-3.38293 # DEPENDENCYPART_ARC
(34,23),-4.24102 # DEPENDENCYPART_ARC
(34,24),-3.36039 # DEPENDENCYPART_ARC
(34,25),-4.06025 # DEPENDENCYPART_ARC
(34,26),-3.98484 # DEPENDENCYPART_ARC
(34,27),-2.6778 # DEPENDENCYPART_ARC
(34,28),-3.13856 # DEPENDENCYPART_ARC
(34,29),-2.78523 # DEPENDENCYPART_ARC
(34,30),-2.46612 # DEPENDENCYPART_ARC
(34,31),-2.51714 # DEPENDENCYPART_ARC
(34,32),-2.28932 # DEPENDENCYPART_ARC
(34,33),-2.66261 # DEPENDENCYPART_ARC
