# _root_ halaber , batzarkide eta parlamentario ugari ere agertu ziren hitzordura , eta hainbat euskal_erakunde nazionaletako ordezkariek ongi etorria eman zioten ekimenari .
#goldHeads=0,3,4,8,4,4,0,12,8,8,10,0,16,16,16,19,19,17,12,19,19,21,
#predictedHeads=0,3,4,8,4,5,0,12,8,8,10,0,14,16,14,19,19,19,12,19,19,21,
(14,4),(14,10),-0.107484 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0675343 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0615027 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0558211 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0504345 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0259156 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0493378 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0227569 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0122006 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0285785 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0227569 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0591 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0111291 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00788046 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0259473 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0337037 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0257906 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00801717 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.000314721 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0311281 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.00621156 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.056595 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0491664 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.00589437 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0274174 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0438738 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.00723713 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0749144 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0865491 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0280845 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00581898 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0114832 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.00295183 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0577954 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0752183 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.00295183 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0345917 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.025948 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.033701 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0257899 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0080158 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.000313376 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0311565 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00621022 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0565702 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0490981 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.00589303 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0270635 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.029213 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0367418 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0288967 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0562319 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0464141 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0562268 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0253421 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0153488 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0562268 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0822575 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0558211 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0504345 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0259156 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0493378 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0227569 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0122006 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0285785 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0227569 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0591 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0708828 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0725015 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.053702 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0712983 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0193559 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0325367 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0712983 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0071224 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00868361 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0579638 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00867562 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0420482 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.00529602 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.00867562 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0776367 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0218904 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00732181 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0327695 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.00154787 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.00732181 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0887528 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0160079 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0196339 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0233005 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0160079 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0886223 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0327695 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.00154787 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0073091 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0887528 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0438945 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.00559508 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0702242 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0361577 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0549565 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0887528 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0714532 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0538948 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0593094 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0197303 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0534031 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0311732 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00892136 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0100881 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0101195 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0593094 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0197601 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0534032 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00790892 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00279141 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.024272 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0228074 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0220063 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0161679 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0220533 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0309876 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0228074 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0207503 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0220041 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.00931332 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0226284 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0157487 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0650977 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0579236 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0160659 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0175886 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.125541 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.132818 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.125541 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0741085 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0506316 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0623953 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.125541 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0500252 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0529282 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.019617 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.00860993 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0249881 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.019617 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0713221 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0161694 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0220533 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0309876 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0228074 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0207503 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0220041 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.00931332 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0226298 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0157473 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0650927 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0576646 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0160645 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0175927 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0376885 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.00733099 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.071612 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0864553 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0377393 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0674277 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0114411 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.00963997 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0577529 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0751762 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.00963997 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0369284 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0309884 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0228047 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0207495 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0220049 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.00931253 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0226582 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0157487 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0650679 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0575964 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0160658 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0172388 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0324168 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0367418 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.121616 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0404959 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0464141 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0494965 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0253424 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0153488 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0494965 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0844677 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0623953 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.125541 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0500252 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0529282 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.019617 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.00860993 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0249881 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.019617 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0713221 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0354606 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0315091 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.053702 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.064568 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0193562 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0325367 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.064568 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00491222 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.00931332 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0226284 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0157487 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0650977 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0579236 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0160659 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0175886 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0311881 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0290341 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00157442 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.013038 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0290341 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0954039 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0160079 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0196339 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0233005 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0160079 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0886223 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0327695 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00154787 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0073091 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0887528 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0438945 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.00559508 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0702242 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0361577 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0549565 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0887528 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.00227326 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0363382 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.00386493 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.00386493 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0378202 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0112142 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0112142 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0231855 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0235027 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00965755 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0675343 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.107484 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.043451 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.107485 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0196488 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0122006 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0285785 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0227569 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0591 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.115615 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0404959 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.115615 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0486766 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0253421 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0153488 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0562268 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0822575 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0143537 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0116657 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0240264 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0566 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0494253 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.005893 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0274133 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0156237 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00364223 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00157406 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0130379 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0357644 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0931937 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0181156 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0551484 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.050168 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.00857434 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0274555 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0331769 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0150165 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0246093 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0183421 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0438945 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00559508 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0702242 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0361577 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0549565 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0887528 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.00293855 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0220369 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0359491 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0778033 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0068496 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0342765 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0192297 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0683719 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.00293855 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0305656 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0220304 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0133867 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0312439 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.00868783 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0220304 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0549757 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0172232 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.105021 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.102346 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0746531 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0509239 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0406916 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.10212 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0933789 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0225228 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0930267 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.105019 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0576776 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.108089 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0151383 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.105019 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.03467 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0275815 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0359506 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0778048 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.00685412 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.034275 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0192312 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0683734 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.00294006 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0305671 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0220319 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0133882 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0312455 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.00868632 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0220319 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0541993 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0174845 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0319365 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0126843 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.0304299 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.00227224 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0765655 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.00411386 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0407892 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.000626727 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.000436675 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.00369379 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0151194 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.000626727 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0284066 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0545237 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0430778 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0459224 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0947787 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0911923 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0193038 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0873723 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0976777 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0546981 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.100746 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0356377 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0976777 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.143622 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.123517 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.00943944 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.021456 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0700992 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0101431 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.00414419 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0186586 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0105662 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0154341 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0366442 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0186586 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.097763 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0120514 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0112798 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0437568 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.00293899 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.038068 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.00581016 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0106733 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0027431 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0194569 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.00581016 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.04869 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.024435 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0683736 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.00294285 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0305673 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0220321 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0133883 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0312456 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.00868596 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0220321 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0540479 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0174967 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.10356 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.122215 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.165139 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0952927 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.168206 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.103296 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.165139 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.00901596 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0122443 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0930267 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.105019 # DEPENDENCYPART_SIBL
