# _root_ agentzien_arabera , bi alderdi abertzaleek lan horretan dihardute egun hauetan , eta oraindik ez dute erabaki osoko zuzenketa aurkeztuko duten .
#goldHeads=12,1,4,8,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
#predictedHeads=8,1,4,6,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
(16,1),(16,9),-0.0715779 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0397013 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0845001 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0120603 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0022595 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0181353 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0175164 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0454352 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0396269 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0145701 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0341594 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.181883 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0998016 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.178639 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.120799 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0753247 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.18737 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.115591 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.135238 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0995487 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.102102 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0811491 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0617626 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.01788 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.00793181 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.014123 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0123941 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0356931 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0536366 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0435533 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.00281461 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0700191 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.037744 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0802473 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0198749 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.00280046 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0131663 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0174976 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.050481 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0315503 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0385653 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0352806 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.00856508 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0330338 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0156651 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.00153954 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0278259 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0436825 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0167248 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.00487065 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0382447 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0314011 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.059229 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0246056 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.00346939 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0149614 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0508123 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.022292 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0858916 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0450031 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0891678 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0169019 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00738593 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0134676 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0221845 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0564838 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0540308 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0217118 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.00768229 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0238545 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.00856522 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0329691 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0778318 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.00217824 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0226753 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.00281976 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0235344 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0379202 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.01138 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0136407 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0151642 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0397034 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0545715 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0580646 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.00121362 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0084336 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0051706 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.00655178 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0223515 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0028043 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.000391684 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0217605 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.00977433 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0646488 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0165077 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0331981 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.03706 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.00294416 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0422804 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0339495 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.00226547 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0417103 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0780246 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.000752422 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.022322 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.00520753 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0241031 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0311291 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.00876582 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00934216 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0168731 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0995487 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.102102 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0811491 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0617626 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.01788 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00793181 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.014123 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0123941 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00185787 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0394315 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.056079 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.000825235 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0107933 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00387286 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0552871 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.103756 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0778496 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00109143 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0226756 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00555528 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00620456 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.297579 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0156758 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0336417 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0283775 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.224614 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0141415 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0245121 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0463251 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0617706 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0237025 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00103626 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0109243 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0115264 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0307566 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0182266 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0380199 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0521267 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0583164 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.00609029 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0329545 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0215748 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.00119633 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0145256 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0281142 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.00567235 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0293124 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0233169 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0267446 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.144948 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.000800848 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0021487 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0152411 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0663126 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0239928 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0554011 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0155241 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0238726 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0260867 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0125962 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.00326729 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0632888 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0694206 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.00832792 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0210885 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0121235 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0985855 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0324762 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.00386012 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.031195 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0282582 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0268001 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.148224 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.00973378 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.00464584 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0196802 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0466649 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0352238 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.00987331 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0305225 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0336276 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0360022 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.148796 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.00702543 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0120481 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0222743 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0569557 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0527689 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0348527 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0445763 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.00601243 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0606777 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0216138 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0300671 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.042654 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0335902 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0267876 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.029213 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0504931 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.00693978 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.105331 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0412673 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0380078 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.02296 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0862364 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0118219 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.00312173 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.130455 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0442225 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.00322852 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0306028 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0630789 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.131613 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0258826 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0183106 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0130393 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.00113443 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0190235 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0614036 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00742116 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0910304 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0792119 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0496508 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0553946 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0121795 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0429176 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0348276 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0232076 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0126563 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.100658 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0242104 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0696467 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0550565 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0398519 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0173239 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0300799 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0341811 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0118378 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0464624 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0283719 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0708299 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.00429761 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0121907 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0374903 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.000694126 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.00782438 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0141728 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.00455645 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0660498 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0311702 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0198782 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0284228 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0321256 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0030703 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0448053 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0263164 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0664788 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.00341873 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.011748 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0326196 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.000577032 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0322094 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0154929 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.00289934 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0694396 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0284682 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0107038 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0321085 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0118525 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.000599184 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0269006 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0414835 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0125483 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.00891024 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.043539 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0357021 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.00685065 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0114115 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.021356 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.00629117 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.00146519 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.039483 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0165054 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0607761 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0336737 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0754976 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.000544003 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.00706427 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0328227 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.00536227 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.00224394 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0220614 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0188702 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0395727 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0255534 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0250599 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.00415249 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0294359 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0730249 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.00511869 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0160278 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0107217 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0304557 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.000238339 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.00312611 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.00730979 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.000586699 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0523529 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0434283 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0575778 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0597972 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.00266297 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.00966037 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0065331 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0061738 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0407234 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0127056 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0164855 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.000649572 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0349145 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.00155504 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0509786 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0328656 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0476483 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0564151 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0197664 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0310681 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.00870924 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0364199 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0736006 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.030608 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0732177 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.00654452 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0156745 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0131095 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0310244 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.000188104 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.00452513 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.00229233 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.00229559 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0555304 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0963798 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0992938 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0770864 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0586804 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.107532 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0944853 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.166866 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0312133 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0374538 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.00375325 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.040168 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0577965 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.052429 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0613527 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.114152 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0234822 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.08039 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0912249 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0643169 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0279095 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0265538 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0318055 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.043581 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.114712 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.310967 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00671335 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0252785 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0350449 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.2366 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0945942 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0135076 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0209917 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.000822433 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0795886 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.124258 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0110825 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0013413 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00595316 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0490246 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00726679 # DEPENDENCYPART_SIBL
(19,17),(19,20),7.57392e-05 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00116139 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.064877 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0276287 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0514545 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0210668 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.00855688 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0366621 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.124898 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0628804 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0270057 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.340382 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.128317 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0238635 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.643577 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.278546 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.056084 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.209097 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.362274 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.330397 # DEPENDENCYPART_GRANDPAR
