# _root_ " ekintza guztietan material asko kendu digute , telefono mobilak , mendiko materiala ... portugalen kendu zizkiguten hiru furgonetak ez dizkigute itzuli " .
#goldHeads=0,6,2,6,4,8,6,0,11,9,4,13,11,13,16,19,16,19,22,22,22,8,22,23,
#predictedHeads=0,6,2,6,4,0,6,7,6,9,10,13,6,13,16,19,16,19,22,22,22,9,22,23,
(13,12),(13,14),-0.0146097 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00621019 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0228502 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0386369 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00530498 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0201338 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0255762 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00354437 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0404033 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0156115 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0169264 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0404471 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.124079 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0303086 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.001522 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.000600943 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0368407 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.0887528 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0322178 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0249486 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0077758 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.0694719 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0211428 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0267987 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0549268 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0862072 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.129508 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.0694006 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.115615 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.115615 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0374859 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0168655 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.00591618 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0228503 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00530498 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0227385 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00530498 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0249486 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.054718 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0349982 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.030107 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.00269289 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0818697 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0636763 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0300208 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0818697 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0585994 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0467511 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0585994 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0656655 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0184085 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0258463 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0316896 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.067534 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.0441423 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0317487 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0177025 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.000203141 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0793088 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.06422 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0225651 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0793088 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0591431 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0472948 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0591431 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.00967148 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0467363 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0338968 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.00336179 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0115399 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.00216862 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0014891 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0307459 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0709235 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.00983856 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.00678335 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0709235 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.00926178 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0012437 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.00926178 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.00152593 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.011564 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.021077 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.000169975 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.00193323 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0209331 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0171035 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.085492 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0232302 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.00255235 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.085492 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0226535 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00921594 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0226535 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0344322 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0313127 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.00417181 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0439354 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0348395 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.00447004 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.041615 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0133625 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.00623285 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.041615 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0125641 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00454608 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0125641 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0665068 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.027932 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0185716 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0495375 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0660995 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0333489 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.186417 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0941418 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.13427 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.18584 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.177822 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.18584 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00121007 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0188139 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.00777957 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0158404 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.000802775 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0138763 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0199341 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0781735 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.055548 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0436997 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.055548 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00433542 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0508028 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.035253 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.000704699 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.00620389 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.00788081 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0494266 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.00754088 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.00047719 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.00754088 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0157003 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00978659 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0171528 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.00724419 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0161076 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.000149604 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.18584 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.177822 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.18584 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00121007 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0188139 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.00777957 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0158404 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.000802775 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0138763 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.042889 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0547373 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00570507 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0494332 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0336968 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.000664926 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00757354 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00639542 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0548846 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00674749 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0536862 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.038033 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00358814 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00487902 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.010872 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00570507 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0495217 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0363948 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.000664926 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00757354 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00639542 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0138542 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0221249 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.044131 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.126744 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.019272 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0273003 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0137528 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.00216514 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0278499 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0107354 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0227387 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0205273 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.086335 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0115505 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0192643 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0431338 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0712354 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0515988 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0685789 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0556986 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.00349113 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00251469 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.0620207 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0274039 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0301136 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0274039 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0371177 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.00745813 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0672204 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0168298 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0683725 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.0260396 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0156237 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0156237 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0156237 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0612679 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0123175 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0414466 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0447307 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.010005 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0931937 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.00591618 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.00783131 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00506229 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.00316401 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.00736975 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.013919 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0393622 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0274133 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.00783131 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.00502916 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0032782 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.00736975 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.013919 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0352625 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0274133 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.00506229 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00316401 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.00736975 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.013919 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0393622 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0272888 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00745813 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0672204 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0168298 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0683725 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0260396 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0240225 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00855606 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0288419 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0278324 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0480754 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00417212 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.00069831 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00653671 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0739455 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0549268 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0636739 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0462374 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0988705 # DEPENDENCYPART_SIBL
(22,2),(22,4),0.0219354 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0129663 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.00833623 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.0607502 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.0129771 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.00888738 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0607502 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.018054 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.0299024 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.018054 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.00833623 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0185034 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.00834468 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.018054 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.04601 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.0185031 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0431294 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.0392122 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.00971687 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.00406825 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0581894 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0124334 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.00143168 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0581894 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0175103 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.0293586 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0175103 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.00406825 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0213994 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.0115942 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0175103 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.0501309 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0213992 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0534715 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0125599 # DEPENDENCYPART_SIBL
(22,5),(22,6),0.000959931 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0717783 # DEPENDENCYPART_SIBL
(22,5),(22,9),0.0155523 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.00593595 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0717783 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.016129 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.0241471 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.016129 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.000959931 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.0300505 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0017269 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.016129 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0145489 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.0300505 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.00754544 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.00771308 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0851936 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.00385076 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.00224658 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0851936 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.00442755 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.0178651 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.00442755 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0364779 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0166768 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.00775298 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.00442755 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.0152154 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0166768 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0807925 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0502219 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.159317 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0941344 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.13427 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.15874 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.150722 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.15874 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.108094 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0599786 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.102121 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.15874 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0770864 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0599786 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0307556 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0385303 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.00119926 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0570541 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.0211054 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.0329537 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.0211054 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0051827 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0225347 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.0127294 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0211054 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0512662 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0225345 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0490071 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.0145079 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0460347 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.0263826 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0344006 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.0263826 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.00211851 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0230742 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0153699 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0263826 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0399219 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0230742 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.00855748 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.00627905 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.15874 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.150722 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.15874 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.108094 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0599786 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.102121 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.15874 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0770864 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0599786 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0307556 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0385303 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0337645 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0219161 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.00761483 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0233454 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0135402 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0219161 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0520769 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0233452 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0526108 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0141998 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0217688 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0074013 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0229697 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0133929 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0217688 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0519296 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0229695 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0568639 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.00994678 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.00761483 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0233454 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0135402 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0219143 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0544949 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0233452 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0524864 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0143243 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0166768 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.00775298 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.00442755 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0152154 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0166768 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0807925 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0502219 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0162216 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0144619 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0104749 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.008531 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0863174 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.087338 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00820112 # DEPENDENCYPART_SIBL
