# _root_ horrela zeudela , john_wayne famatuarengana joatea erabaki zuten , beren loria egunetan john_wayne beren adiskidea izan zelako .
#goldHeads=2,7,2,6,4,7,0,7,8,12,12,16,16,15,16,7,16,17,
#predictedHeads=2,7,2,6,4,7,0,7,8,11,12,16,15,13,16,7,16,17,
(16,4),(16,17),0.0347785 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.044572 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.014875 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0206272 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0340773 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0555551 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.042309 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0145536 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.00993726 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0145536 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.042309 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0145536 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.00283877 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0176325 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0495931 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0101836 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.080044 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0190838 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.00903878 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.00424144 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00903878 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0190838 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.00903878 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0258995 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0899605 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.00291821 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0873077 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0284939 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0213805 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0165832 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0213805 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0284939 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0213805 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0257538 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0836113 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0448484 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0362722 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.00710069 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.00228504 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00710069 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0362722 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.00710069 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.105564 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0845414 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.117048 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.18269 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.177875 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.18269 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.117048 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.18269 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.00577996 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0404038 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0110051 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.00728242 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0110051 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0266768 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0110051 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0437013 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0835098 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0148915 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0288103 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0278767 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0288103 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0347785 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.044572 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.013216 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0250636 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.013216 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0372614 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0419559 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0278767 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0288103 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0347785 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.044572 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0110051 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0437013 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0835098 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.027866 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0432277 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0132023 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0438506 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0463812 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0484931 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.172856 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0858955 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.118645 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.276937 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.178399 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.185139 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.170975 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0267447 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.341449 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.399679 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0617924 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0558603 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.0859297 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.2807 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.216272 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.238088 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0742633 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.454171 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.451126 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0676465 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.290186 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.127168 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.218236 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.232376 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0400737 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0404088 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.277827 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.176543 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0322889 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.186811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0580697 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.277361 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.388272 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.473767 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.117359 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0247725 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0356566 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.080601 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0619058 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.329513 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-1.14223 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.203745 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0382129 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.186317 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.040635 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.270244 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.00438111 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.502231 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.121595 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0288535 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0432186 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.073039 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.105362 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.0694679 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.337887 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-1.11847 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0942928 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.305547 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0201754 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.123681 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.179886 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.118723 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-1.39109 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.216272 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0212142 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.13168 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.452934 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0698989 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.172098 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0544457 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.198348 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.451126 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.10963 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.0180429 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.325309 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.117467 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.20328 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0293523 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0522806 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.103579 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0696551 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.389088 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.244485 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-1.36501 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.102895 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.325309 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.20328 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.0306492 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0523165 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.230178 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0701455 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.381422 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.244975 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.169897 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-1.36501 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.34057 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.228889 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.110506 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.389088 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.244485 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.10963 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.325309 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.20328 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0293523 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.228889 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.110506 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0803082 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.354996 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.170333 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-1.36513 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.340215 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.179342 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.00964288 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.158313 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.0280698 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.310966 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.0950998 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.212653 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.141271 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.120019 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.0358936 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.218862 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.0964291 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0702812 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.338609 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.253792 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-1.14454 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.220378 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.133913 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.312239 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.300846 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.206439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.2931 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0361122 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.106755 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0402972 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.0756852 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0529202 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.0740159 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.0742666 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.113375 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),0.0413936 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.230075 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0824702 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0433889 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0844797 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),0.0630224 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.314266 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0799067 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.041459 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.11753 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.791152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.354353 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.110203 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.451962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.106868 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.166206 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.463726 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.579634 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.186517 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0388646 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0458937 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.528073 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),0.0172398 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0848174 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.103084 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.536589 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.0946856 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.624076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.234806 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0944147 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.091843 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.388526 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.73445 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.342843 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.239423 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.525172 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.606698 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.33925 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.519201 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),0.0731492 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.0949789 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.627923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.239838 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0853769 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0849353 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0471947 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.721997 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.351982 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.250742 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.546315 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.627841 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.294574 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.360394 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.537037 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.0795047 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.104162 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0480592 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.342398 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.247763 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.607172 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.515132 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.0638465 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.0453137 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.0856923 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.0451897 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.0689284 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.232582 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.463377 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0139143 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.611185 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.276332 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.313076 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.342151 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),0.0354464 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.0453137 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.0451897 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.232582 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.46208 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.0139503 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.538994 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.276822 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.30541 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.342641 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.482561 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),0.0354464 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.513938 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.0453137 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.0451897 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.232582 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.463377 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.537705 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.618308 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.285964 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.154628 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.479892 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),0.037558 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.51135 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.0954796 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.630425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),-0.25142 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),0.0624083 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.104579 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.0778831 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.368304 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.582565 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.52828 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.135604 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.560989 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.640125 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.309248 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.276317 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.377049 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),0.0803115 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.520709 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0521782 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.449391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.341171 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.337789 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.235953 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.232113 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.13284 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.500217 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.487742 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.413611 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.225401 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.279855 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.0183814 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0940484 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),0.102452 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.33604 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.192321 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.330283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.00445177 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0284609 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0782706 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.00895032 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.196326 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0907425 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.154465 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.143389 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.0678592 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.0834052 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.00905529 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.336869 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.192985 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.329907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.00903869 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0200356 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.13914 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0361204 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.197145 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0913566 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.162594 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.151518 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.108111 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.0759877 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.081979 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),0.0272655 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.337776 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.197105 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.327605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),-0.0165532 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.0254141 # DEPENDENCYPART_GRANDPAR
