# _root_ gogoan_dut beste batzuetan nola barneratzen ninduzun itsasoan txalupa koskor - niretzat , intxaur azal txikitxo - batean , atsegin bait zenuen nire izu-ikara zentzugabearen_aurrean zure segurtasun babeslea agertzea .
#goldHeads=0,3,5,5,1,5,5,5,8,9,14,11,14,8,14,15,8,17,0,21,19,23,28,23,26,28,26,21,28,
#predictedHeads=0,3,5,5,1,5,6,5,8,9,5,11,14,19,14,15,14,17,0,19,20,23,19,23,26,28,26,21,28,
(15,13),(15,16),-0.0896977 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0265914 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0174003 # DEPENDENCYPART_SIBL
(15,13),(15,28),0.0229113 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0896977 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0265914 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0174003 # DEPENDENCYPART_SIBL
(15,14),(15,28),0.0229113 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0281701 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.221128 # DEPENDENCYPART_SIBL
(15,16),(15,28),0.0218057 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0694193 # DEPENDENCYPART_SIBL
(15,17),(15,28),-0.0384281 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.064409 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0534119 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00131477 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0186689 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0176615 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0186689 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0176615 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00684764 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0158301 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.00215885 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.00102522 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.00145193 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.00145193 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.00173499 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0162128 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0785491 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.00145193 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.00145193 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.00173499 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.007638 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0785491 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0586495 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.035944 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0160575 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0335337 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0559746 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0236799 # DEPENDENCYPART_SIBL
(19,2),(19,26),-0.0335337 # DEPENDENCYPART_SIBL
(19,2),(19,27),-0.0559746 # DEPENDENCYPART_SIBL
(19,2),(19,28),-0.0370383 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.00712579 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.00893187 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.00893187 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0036446 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0111238 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0768395 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.00893187 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.00893187 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0036446 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0357262 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0768395 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0937464 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.00073045 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0186692 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.0270065 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.023573 # DEPENDENCYPART_SIBL
(19,3),(19,25),0.0110468 # DEPENDENCYPART_SIBL
(19,3),(19,26),0.0270065 # DEPENDENCYPART_SIBL
(19,3),(19,27),-0.023573 # DEPENDENCYPART_SIBL
(19,3),(19,28),-0.000618872 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.00890701 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.00890701 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.00093914 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0571488 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0829989 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.00890701 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.00890701 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.00093914 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0253968 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0829989 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.081977 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.064049 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.00244779 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.014658 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.00883422 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.00556924 # DEPENDENCYPART_SIBL
(19,5),(19,26),0.0139003 # DEPENDENCYPART_SIBL
(19,5),(19,27),-0.00883422 # DEPENDENCYPART_SIBL
(19,5),(19,28),0.0163789 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0337598 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0184115 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0322096 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0747765 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0337598 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0337598 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0184115 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0360715 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0747765 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.00280992 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0519949 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0558577 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0273706 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0469921 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.0602801 # DEPENDENCYPART_SIBL
(19,7),(19,26),-0.0283218 # DEPENDENCYPART_SIBL
(19,7),(19,27),-0.0469921 # DEPENDENCYPART_SIBL
(19,7),(19,28),-0.0133488 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0184115 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0322096 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0747765 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0337598 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0337598 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0184115 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0360715 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0747765 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.00280992 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0519949 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0558577 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0273706 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.0469921 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0602801 # DEPENDENCYPART_SIBL
(19,8),(19,26),-0.0283218 # DEPENDENCYPART_SIBL
(19,8),(19,27),-0.0469921 # DEPENDENCYPART_SIBL
(19,8),(19,28),-0.0133488 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.00876341 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0494266 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.00161171 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.00161171 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0144872 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0406897 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0494266 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0438409 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.00108457 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0102129 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0133222 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.0585673 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.00273575 # DEPENDENCYPART_SIBL
(19,9),(19,26),-0.0137742 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0585673 # DEPENDENCYPART_SIBL
(19,9),(19,28),-0.00271635 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0337551 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0233483 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0233483 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.026064 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.024984 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0337551 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0486868 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.00546945 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.00972452 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0238982 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.012047 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.00104669 # DEPENDENCYPART_SIBL
(19,11),(19,26),0.0238982 # DEPENDENCYPART_SIBL
(19,11),(19,27),0.012047 # DEPENDENCYPART_SIBL
(19,11),(19,28),-0.00263698 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.176688 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.176688 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0950785 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.120724 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.13427 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.00917599 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0118916 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.00364425 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.00323158 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0206542 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.00399158 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.00323158 # DEPENDENCYPART_SIBL
(19,12),(19,27),-0.0206542 # DEPENDENCYPART_SIBL
(19,12),(19,28),-0.0159088 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0337598 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0184115 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0360715 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0747765 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00280992 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0519949 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0558577 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0273706 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0469921 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0602801 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0283218 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.0469921 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.0133488 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0184115 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0360715 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0747765 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.00280992 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0519949 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0558577 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0273706 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0469921 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0602801 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.0283218 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.0469921 # DEPENDENCYPART_SIBL
(19,14),(19,28),-0.0133488 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0406897 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0494266 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0438409 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00108457 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0102129 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0133222 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0585673 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.00273575 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0137742 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0585673 # DEPENDENCYPART_SIBL
(19,15),(19,28),-0.00271635 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0773587 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0699503 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0247446 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00813097 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0191583 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0475481 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0157534 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0191583 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0475481 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.0247148 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00917599 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0118916 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00364425 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.00323158 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0206542 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.00399158 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.00323158 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0206542 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.0159088 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0314866 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0214709 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.00560127 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.00824722 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0155941 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.00566995 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.00824722 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.012082 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0129244 # DEPENDENCYPART_SIBL
(19,21),(19,23),-6.1024e-05 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00223833 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.00695935 # DEPENDENCYPART_SIBL
(19,21),(19,26),-6.1024e-05 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.00223833 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.010883 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0122211 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.00772312 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0312632 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0122211 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.00772312 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.0383418 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.00766809 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0249333 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0148154 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.00766809 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0153455 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0275481 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0221372 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.00121239 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.00515212 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0145675 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.00587079 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.0110391 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.00767218 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.0153455 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.00515212 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.00105208 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.101929 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.0540087 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.0539769 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.136867 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00719932 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.00640993 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0211415 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0211415 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.000617676 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0135782 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0100733 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.032579 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0135782 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0135782 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.000508201 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0133262 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.032579 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0338512 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0111579 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0234032 # DEPENDENCYPART_SIBL
(21,5),(21,26),0.0221029 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.00754638 # DEPENDENCYPART_SIBL
(21,5),(21,28),0.028476 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.0398441 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0295269 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0433491 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0433491 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0292733 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0123581 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0295269 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.00845919 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0314776 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.00140743 # DEPENDENCYPART_SIBL
(21,7),(21,26),-7.62536e-05 # DEPENDENCYPART_SIBL
(21,7),(21,27),-0.030734 # DEPENDENCYPART_SIBL
(21,7),(21,28),0.013756 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0295269 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0433491 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.0433491 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0292733 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0123581 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0295269 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.00845919 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0314776 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.00140743 # DEPENDENCYPART_SIBL
(21,8),(21,26),-7.62536e-05 # DEPENDENCYPART_SIBL
(21,8),(21,27),-0.030734 # DEPENDENCYPART_SIBL
(21,8),(21,28),0.013756 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.102865 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.102865 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0660691 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0380105 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0466568 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0559235 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.00162001 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.045454 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.045969 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.0282314 # DEPENDENCYPART_SIBL
(21,12),(21,28),-0.015835 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0433491 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0292733 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0123581 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0295269 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.00845919 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0314776 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.00140743 # DEPENDENCYPART_SIBL
(21,13),(21,26),-7.62536e-05 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.030734 # DEPENDENCYPART_SIBL
(21,13),(21,28),0.013756 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0292733 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0123581 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0295269 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.00845919 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0314776 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.00140743 # DEPENDENCYPART_SIBL
(21,14),(21,26),-7.62536e-05 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.030734 # DEPENDENCYPART_SIBL
(21,14),(21,28),0.013756 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0181363 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0133999 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0109083 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0121497 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.00686115 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.00827465 # DEPENDENCYPART_SIBL
(21,15),(21,27),0.0546165 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.0237556 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0394249 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.01485 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00382841 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.00519185 # DEPENDENCYPART_SIBL
(21,17),(21,26),0.00467684 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.0371219 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.00957994 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0559235 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.00162001 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.045454 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.045969 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0282314 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.015835 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0111579 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0234032 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0221029 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.00754638 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.028476 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0178555 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0178624 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0153603 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.00685716 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0118453 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.00677022 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.00221052 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.00676616 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.00221052 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.0305525 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.00881163 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.00204744 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.034383 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0260689 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0691823 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.010272 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.00308782 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0295892 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.00827722 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.0362164 # DEPENDENCYPART_SIBL
(23,9),(23,27),0.0295892 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.0197966 # DEPENDENCYPART_SIBL
(23,9),(23,29),-0.0931937 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.034383 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0260689 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0691823 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.010272 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.00308782 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0295892 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.00827722 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0362164 # DEPENDENCYPART_SIBL
(23,15),(23,27),0.0295892 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.0197966 # DEPENDENCYPART_SIBL
(23,15),(23,29),-0.0931937 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.028638 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0142223 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0132625 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0372237 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0808811 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0290876 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0672496 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0808811 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.0364566 # DEPENDENCYPART_SIBL
(23,17),(23,29),-0.0181618 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.105313 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0214941 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0563248 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0288967 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0120445 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0562269 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0288967 # DEPENDENCYPART_SIBL
