# _root_ benetan , erdi tontolo geratu naiz leihotik begira : muxuka zeuden txirikorda eta nicolasito , biak eskutik helduta ! .
#goldHeads=5,3,4,5,0,5,5,7,8,11,0,13,11,13,14,18,18,11,18,19,
#predictedHeads=5,3,4,5,0,5,5,7,8,11,5,13,11,13,14,18,18,11,18,19,
(17,7),(17,20),-0.0274133 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0317988 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0350452 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0317988 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0115026 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0141435 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0367531 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0179044 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0337037 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00783131 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0259473 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0130702 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0206767 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0274133 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.107484 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0675343 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0699577 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00370084 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0591 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0259473 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0130702 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0206767 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0274133 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0462994 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0374452 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0822575 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0407998 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0187631 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0694 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.00424688 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0615356 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.00556662 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0298901 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0182719 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0494948 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0467904 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0100813 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0182719 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0184215 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0182719 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.00424688 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0232473 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0182719 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0404254 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0633677 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.129529 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0941344 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.113183 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.174817 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.117488 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.114784 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0805077 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.174817 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0896274 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.174817 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.13427 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.11168 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.174817 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.00888197 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0374513 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.000814526 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0200606 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0324364 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0690169 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0663124 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0174097 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0324364 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0139871 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0324364 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0534083 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0308832 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0324364 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0356063 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0733547 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.00634653 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.00348266 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0216458 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0189414 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.010491 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.00348266 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.013302 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.00348266 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0494266 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0306269 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.00348266 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0187064 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.00373177 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0164539 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0166714 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0132318 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0317178 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0164539 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.00439913 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0164539 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0893949 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0190058 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0164539 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.00526189 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0632839 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.024852 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0146494 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0128381 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0272028 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0103114 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0272028 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0719613 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0177326 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0272028 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0471312 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.00919489 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0386844 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.00713691 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0146221 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0252729 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0146221 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0421226 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0195975 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0146221 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0542448 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.091998 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.00612402 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0146221 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0252729 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0146221 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0421226 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0195975 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0146221 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0562929 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0975641 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0230045 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.01091 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0230045 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0583026 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0505843 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0230045 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0258003 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0284632 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0103114 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0272028 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0719613 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0177326 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0272028 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0471312 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.00919489 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.113468 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0888668 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0809113 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.113468 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0162003 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0653934 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0719613 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0177326 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0272028 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0471312 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00919489 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.11168 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.174817 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00888197 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0374513 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00912189 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.042947 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0598772 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0471312 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00919489 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.130623 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.18354 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.00805913 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0605833 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.491342 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.17489 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.476862 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.105697 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0889644 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.109173 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0731661 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.241559 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.530172 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.112028 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.376697 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.516405 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0327381 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.110067 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0366664 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.579161 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.298692 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.143114 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0270886 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.465117 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.255645 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.127649 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.125727 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.101678 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.200041 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0054718 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0586957 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.227089 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.164928 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.402697 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.167034 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.00312811 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0266372 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.32508 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0881494 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0709318 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.222816 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.239324 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.370691 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.322497 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.131417 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.251323 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.0265411 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.312823 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0524994 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.104319 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.24675 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.48984 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.154211 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.277932 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0400406 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.472469 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.339287 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.12738 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0525062 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.00604973 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.307848 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.484125 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.159402 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.272218 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.198712 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.27122 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.540017 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0320331 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.125788 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.0018167 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.376511 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.117946 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0514401 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.107876 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.176483 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.201339 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0354239 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.337546 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0364223 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.0650115 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.195495 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.11059 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.109592 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.292684 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.121376 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.455964 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0112238 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.166259 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.189915 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.355298 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.306199 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.550208 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.259396 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.186893 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.136693 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.258398 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.0546073 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.185073 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.251323 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.109592 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.0265411 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.369163 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.329979 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.293846 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.118072 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.337256 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.0634541 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.17489 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.454623 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.0403705 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.193294 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.254295 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.189843 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.402697 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.00312811 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.0266372 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.32508 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.0507983 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.195495 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.33315 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.146555 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.121243 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.202368 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.305469 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.0265411 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.188942 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.509154 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.0476617 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.102815 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0215178 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.402256 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.0928499 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.0254734 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.129266 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.177897 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.291099 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.222967 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.0791915 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.32174 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.304954 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0781931 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.371013 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.048637 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.0177314 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0110308 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.109265 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.103436 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.380219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.118477 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0146413 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.280195 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.186592 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.223647 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.213241 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.205025 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.241443 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.276301 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.558774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.236522 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.203808 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.144621 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.276819 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.382162 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.40812 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.166736 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.366382 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.14772 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.369705 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.274642 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.568725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),-0.242862 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.21354 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.223689 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.313193 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.366289 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.377266 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.217261 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.233105 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.241413 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.182757 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.168608 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.275368 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.184094 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.363555 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.414712 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0752505 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.696305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.279407 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.469461 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.428008 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.309824 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.411441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.217277 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.322361 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.214665 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.400681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.058726 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0890538 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.189299 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.362684 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0510186 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.330506 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.121501 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.339216 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.22214 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.251474 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.193622 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.199527 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.186935 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0917254 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.259843 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.38378 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.208101 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.39611 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.186935 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.248565 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.125893 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.383257 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.208101 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.395587 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.198648 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.41357 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.238608 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0470853 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.127307 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0806509 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.929905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,7),-0.510755 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.527738 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.550693 # DEPENDENCYPART_GRANDPAR
