# _root_ 25 urtetik beherako gazteen langabezi tasa ebn %%16,2koa zen ekainean eta euro eremukoa %%17,2koa .
#goldHeads=2,4,2,6,6,9,9,9,11,9,0,13,11,11,14,
#predictedHeads=2,9,4,5,6,9,9,9,11,11,0,13,11,12,14,
(13,3),(13,15),-0.0274133 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.00783131 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0107327 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00783131 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00783131 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0276035 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.00783131 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00195913 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0274133 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0107327 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00783131 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00783131 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0276035 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00783131 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00195913 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0274133 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.00988653 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.00988653 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0269176 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00988653 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0330178 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.00988653 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00196128 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0274154 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.00783131 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0276035 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00783131 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00195913 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0274133 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0276035 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00783131 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0337037 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00783131 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00195913 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0274133 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0471292 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0373356 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0471292 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0108805 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0141926 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0335561 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00632157 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00252975 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0276915 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.107484 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0683427 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0591 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00195913 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0274133 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.129497 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00472035 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00472035 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00910357 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00306442 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00910357 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00910357 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0421557 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.227278 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.338792 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.134367 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.350011 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0876396 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.227311 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0201307 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.130874 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0772345 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.150705 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.206451 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.282256 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0876881 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.227311 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0201307 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.345952 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0749246 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.148395 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.204141 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.279946 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.350059 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0876881 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.578553 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.227311 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0201307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.345952 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.142542 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.150705 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.206451 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.282256 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.130983 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.010198 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.579911 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.296727 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.227311 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0259513 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.340132 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.136722 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.082067 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.207189 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.282993 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.350059 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.131721 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0846635 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.186196 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.0109358 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.579911 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.296727 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0201307 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.345952 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.142542 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0878876 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.161661 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.282256 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.350059 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.130983 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0876881 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.185458 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.010198 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.227311 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0201307 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.345952 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.142542 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0878876 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.161661 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.217104 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.350059 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.130983 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0876881 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.185458 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.010198 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.579911 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.296727 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.164357 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.115043 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.25104 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0476304 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.00702435 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0642304 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.122192 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.197997 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0170143 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.178835 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0380115 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.137249 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.462262 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0878899 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.161663 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.217107 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.292911 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.096204 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.087684 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.185462 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0102021 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.582437 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.296731 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0334878 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.196927 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.56301 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.3596 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.304945 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.364761 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.434162 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.509966 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.180256 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.361375 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.334264 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.159004 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.695854 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.0962063 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.144335 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.010198 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.579911 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.296727 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.345952 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.142542 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0878876 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.161661 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.217104 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.292909 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.0962063 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.144335 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.102826 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.196111 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.579911 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.296727 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.197399 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.249193 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0739334 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.262143 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.32808 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.277473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0371706 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.104399 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.0654082 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.124226 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.634698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,1),-0.0613015 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.297144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.285489 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.157017 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.0611796 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.306526 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.239716 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.186489 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.0613015 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.297144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.176081 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.148729 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0694679 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.298238 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.231427 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.486491 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.18282 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.250371 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.0336414 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.434572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0386537 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.32215 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.192914 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0334776 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.342422 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.275612 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.292341 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.190256 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.23925 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0509757 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.190449 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.0242297 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.274435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.19879 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.162013 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0327771 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.216684 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.182286 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.115476 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.332512 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.263276 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.188352 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-7.75345e-05 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.147741 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.261873 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0738948 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.988498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.915692 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.848291 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.436027 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.3108 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.635448 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.562826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.210652 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.190581 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.750918 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.982387 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.645471 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.244031 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.732256 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.3108 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.635448 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.562826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.490403 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.198869 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.759207 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.990676 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.83427 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.810193 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.738642 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.39197 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.3108 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.635448 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.559495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.487072 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.11415 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.762488 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.993957 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.650945 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.837551 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.254666 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.443134 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.813475 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.740448 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.393776 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.635448 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.562826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.490403 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.117481 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0925607 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.990676 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.649139 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.83427 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.2477 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.439853 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.810193 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.3108 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.635448 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.562826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.490403 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.117481 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0925607 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.657747 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.649139 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.83427 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.2477 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.439853 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.810193 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.738642 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.39197 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.273728 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.665409 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.540117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.467694 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0947716 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0434364 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.635038 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.866507 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.491492 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.709146 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.293375 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.663716 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.629627 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.20858 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.239127 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.186401 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.952549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,9),-0.66789 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.271711 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.240507 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.258399 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.952549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.389476 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.444864 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.932953 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.18934 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.271711 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.476032 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.582155 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.236856 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.52726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.124313 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.609196 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.865588 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.596083 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.693613 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.108912 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.283635 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.476032 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.582155 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.236856 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.523929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0395274 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.612478 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.868869 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.470544 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.599364 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0903499 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.326915 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.696894 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.107107 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.285441 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.582155 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.236856 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.52726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0361963 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0175485 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.865588 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.468739 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.596083 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0833835 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.323634 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.693613 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.476032 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.582155 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.236856 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.52726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0361963 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0175485 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.507281 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.468739 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.596083 # DEPENDENCYPART_GRANDPAR
