# _root_ hori guztia " bazterketarik gabe , inor bakartu gabe , betorik gabe eta indarkeriarik gabe " egin behar_dela gaineratu zuen ibarretxek .
#goldHeads=17,1,2,13,14,5,8,13,14,9,13,14,17,13,14,15,18,19,0,19,19,21,
#predictedHeads=0,1,2,8,4,5,8,18,8,9,13,11,19,13,14,15,18,19,0,19,19,21,
(17,4),(17,19),0.0448725 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0651969 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0469905 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0561157 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0213828 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.122682 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0561157 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.00505929 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.122682 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0113586 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.00505929 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.122682 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0731913 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0829422 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.15473 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0917937 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.115937 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.185557 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.134422 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.14395 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.185557 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0991285 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.14395 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.185557 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00563055 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0150064 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0585684 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0101317 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0841303 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0615902 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.074035 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0841303 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0122547 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.074035 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0841303 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.00923885 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0357874 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0451784 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0334526 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0561157 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.00505929 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.122682 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0113586 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.00505929 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.122682 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0731913 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0829422 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.15473 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0917937 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.14395 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.185557 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0991285 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.14395 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.185557 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.00563055 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0150064 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0585684 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0101317 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.169961 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.000961037 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.00165024 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.169961 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0516651 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0416728 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.048778 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0435381 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0113586 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00505929 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.122682 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0731913 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0829422 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.15473 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0917937 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0562986 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.115919 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0139646 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00638031 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0362131 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0583822 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.169961 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0516651 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0416728 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.048778 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0435381 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0731913 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0829422 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.15473 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0917937 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0340879 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0210298 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00889011 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0260009 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0046423 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.14649 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.181253 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.00714774 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.181253 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0382594 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.181253 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.00434056 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0382594 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.181253 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.00120808 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.00725439 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.010825 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.00504323 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.124098 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0328504 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.124098 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0106583 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0328504 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.124098 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0374496 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0834785 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.124722 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.100497 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0103269 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.100497 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.00737178 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0103269 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.100497 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0617269 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.00827432 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0305385 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0328504 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.124098 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0106583 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0328504 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.124098 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0374496 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0834785 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.124722 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.18123 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.00436444 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0381877 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.18123 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0011842 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0104541 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.00559388 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0106583 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0328504 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.124098 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0374496 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0834785 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.124722 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.118782 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.127583 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0270375 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0096095 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0595549 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.18123 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0011842 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0104541 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.00559388 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0374496 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0834785 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.124722 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00977133 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00829111 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00835956 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.174292 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0699607 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.00114694 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.174292 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0699607 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0210067 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.174292 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0114424 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0210067 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.174292 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.00160401 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0067841 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0378269 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.00281088 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0520894 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.00770057 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.1274 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0520894 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0284071 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.1274 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.00720101 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0284071 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.1274 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0160149 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0128945 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.106571 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0845814 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.104646 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.187846 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.134289 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.173438 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.187846 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0902604 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.173438 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.187846 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.085909 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.106813 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0892571 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0090868 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.108883 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0863334 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0100116 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.108883 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.00143498 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0100116 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.108883 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0156736 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.030822 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0704849 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0438846 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0520894 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0284071 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.1274 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.00720101 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0284071 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.1274 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0160149 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0128945 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.106571 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0845814 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.173438 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.187846 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0902604 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.173438 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.187846 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.085909 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.106813 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0892571 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0090868 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.174268 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0114662 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.020935 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.174268 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.00158013 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.00676022 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.021408 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00626334 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.00720101 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0284071 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.1274 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0160149 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0128945 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.106571 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0845814 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.112175 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.127871 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0124727 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0390812 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.00898973 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0578562 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.174268 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.00158013 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00676022 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.021408 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00626334 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0160149 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0128945 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.106571 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0845814 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0669866 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.03238 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0019997 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.111178 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0553932 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0512803 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0096213 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0376473 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.164007 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.200696 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.272491 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.00587245 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.338728 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.294967 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.218094 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.131049 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.159122 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.402269 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.0607083 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.239468 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.248859 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0453815 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.10205 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.42339 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.105063 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.698025 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.843483 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0537805 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.440868 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0184733 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.179561 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.286333 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.210997 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0960955 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.170271 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0056883 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.176815 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.255068 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0286336 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.255819 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.529702 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.446759 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.174461 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.675161 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.323134 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.374263 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.377149 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.654876 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.140162 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.105063 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0903187 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.698025 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.355883 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.171677 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.843483 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.411215 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.124476 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.440868 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.338728 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.205686 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.113684 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.130549 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.162079 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.389862 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.116697 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.676903 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.331185 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.00302029 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.822362 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0607083 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.239468 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.147931 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.140162 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.360675 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0624575 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.355883 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.171677 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.134899 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.166448 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.361505 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.251461 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.545681 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.00686128 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.149372 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.820315 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.151827 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.848059 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.0629285 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.316904 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.334153 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.0624575 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.635309 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.406227 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.0189011 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.553179 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.183132 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.150146 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.0290006 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.276907 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.223568 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.115452 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.229367 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0453285 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.0679189 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.413542 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.0483413 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.129093 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.688176 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.423541 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0477346 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.833635 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.356794 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.359682 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.558951 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.672778 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0760343 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.18817 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.19516 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.372346 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0896755 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.64698 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.404849 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.008317 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.792438 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0758388 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.376033 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.639208 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.14962 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.13826 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.044057 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.287412 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.322436 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.0410442 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.163261 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.59707 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.495253 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.0819029 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.742528 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.0170656 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.3832 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.701424 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.554003 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.26345 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.270982 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),0.253553 # DEPENDENCYPART_GRANDPAR
