# _root_ jeltzaleen jarrerari_buruz mintzatu zen eta , adierazi zuenez , " konturatu behar_dute haien apustuak kale_egin duela eta estatutuaren bidera itzuli beharko dute " .
#goldHeads=2,3,5,3,0,5,17,7,8,9,17,11,14,15,11,15,0,19,20,17,20,21,22,23,
#predictedHeads=2,3,5,3,0,5,5,7,8,9,12,17,14,15,17,15,0,19,20,21,17,21,22,23,
(11,7),(11,20),0.0151151 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.00101406 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.122666 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0470117 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0153317 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0298501 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0199944 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0215737 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0993947 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0386612 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0199944 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0199944 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0211827 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.00457774 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.039507 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0221496 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0166225 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00323158 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0159077 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.029452 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0452097 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00323158 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00323158 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0162958 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0418558 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0119033 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00917158 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0454232 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0245501 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0477556 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0474899 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0454232 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0454232 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0248051 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0295494 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.00137586 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0246234 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0267542 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00805022 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.00947712 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0246234 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0246234 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0269521 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0296627 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0222058 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0153158 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0323671 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0177629 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0147462 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0147462 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0164842 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0191243 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0391639 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0479394 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0409922 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0453893 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0453893 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0223264 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0270708 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.00155963 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0142919 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.00373747 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.00373747 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0123659 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0198158 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.178895 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00258793 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.00258793 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0270132 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0347871 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0351046 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0152018 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0166809 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.019321 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0391639 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0164842 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0191243 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0391639 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0272495 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.00113292 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0333034 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.000489306 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.00581878 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0245711 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0194322 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.00489925 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0122786 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.00711081 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0381765 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0176104 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.000869655 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0137198 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0249868 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0159751 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0176104 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.000215794 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0622301 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0154247 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0147302 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0290101 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0327267 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0138106 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0167175 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0160222 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0359734 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0171301 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.00304473 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0158886 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.022763 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0154948 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0171301 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.00195928 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.060055 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0132559 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.00840836 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.00636301 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0223294 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0143635 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0194606 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0146442 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0218595 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.00886881 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0297432 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0019851 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0218595 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0218595 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.00937074 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.00675845 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.108964 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.042969 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.00475217 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.00485972 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.00710179 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0300726 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0167441 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0137171 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0893938 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0559317 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0167441 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0167441 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0133261 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0127687 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.029506 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0412382 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0469591 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0382452 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00998949 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0146275 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0065609 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0271938 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00218827 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0146275 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0146275 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.00694903 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0391503 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0691791 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.00884188 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.000279334 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0132455 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00537433 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0144542 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0311729 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00933724 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00537433 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00537433 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0149561 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.00117309 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.12358 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0212557 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0313871 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.022605 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0202369 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0997339 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0464954 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.022605 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.022605 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0198459 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00591454 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0398461 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0192131 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0124312 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00575193 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0197505 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00655724 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0124312 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0124312 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.00625386 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00987533 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0989709 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0252238 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0273847 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00805032 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00660869 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0252238 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0252238 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0275827 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0302932 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0222059 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0167754 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0327954 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0211022 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0157808 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0157808 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0179438 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0205839 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0395922 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0479383 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0438615 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0459906 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0459906 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0229586 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.027703 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.00155855 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0171604 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.00313704 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.00313704 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0129964 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0204463 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.178895 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00100095 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00100095 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0281372 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0359111 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0355982 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0162365 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0181404 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0207805 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0395922 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0179438 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0205839 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0395922 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0278817 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.00113184 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0333045 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00110746 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00110746 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0425607 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.105313 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.105356 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0500137 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0374452 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.000376767 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0562282 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0822575 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0447437 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0521063 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0209873 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0883246 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.000668288 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0371781 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0558547 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0218709 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0873518 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.000929836 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0414703 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0389402 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0164242 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0697292 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.00830653 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0402966 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00638306 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0694 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0270037 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0579055 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0887528 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0275362 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.00103269 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0103114 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.00195221 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.00403117 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.00025934 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.00449734 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0271971 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0274943 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.00796825 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0221423 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0188133 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0204486 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.00685651 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0688708 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0211763 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.00787869 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0236059 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.00695916 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.00847013 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.00917071 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0134087 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0227581 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0242394 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.010137 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0199185 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.018333 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0199683 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00468144 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0666957 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0190075 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0033941 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0248891 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.016897 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0220203 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0220482 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0140537 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0104832 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0291423 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.00895005 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0240863 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0240863 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00952977 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.00659941 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.108363 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0378253 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0465211 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0348323 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0348429 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0821848 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.113468 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0271937 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.00499384 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0165859 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0165859 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.00626456 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0384658 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0691791 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.00630841 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.00228037 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0023083 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00550205 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0196784 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.030572 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.00159791 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.00760114 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00760114 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0151151 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.00101406 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.122979 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0169713 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0169818 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.033003 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0119944 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0990817 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0386612 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0199944 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0199944 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0211827 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.00457774 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.039194 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0281696 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0146372 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00703606 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0191496 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00437792 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.014658 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.014658 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.00641289 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0097163 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.09837 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0148354 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00466443 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0189405 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00424226 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0151346 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0151346 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.00808357 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00804562 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.098161 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0143722 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0170014 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0374111 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00842026 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00842026 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0142944 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0413045 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0142467 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00796825 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0221216 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0184833 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0201186 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00685651 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0688708 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0211763 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0142919 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00373747 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00373747 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0123659 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0198158 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.178895 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00258793 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.00258793 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0270132 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0347871 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0351046 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0152018 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0166809 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.019321 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0391639 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0164842 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0191243 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0391639 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0272495 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.00113292 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0333034 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0418113 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.010476 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.000972712 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0109088 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0188183 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0216567 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0216671 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.062717 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.224421 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0216567 # DEPENDENCYPART_SIBL
