# _root_ orain , sasoi hura udazkenean enarak_bezala ostendu eta urrundu denean , etxetxoak egiteari ekin diot berriro .
#goldHeads=14,3,7,3,7,7,8,14,8,9,10,13,14,0,14,14,16,
#predictedHeads=14,3,5,3,7,7,8,0,8,9,10,13,14,0,14,14,16,
(13,5),(13,14),0.00216462 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00901059 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.00601905 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.00261143 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0128749 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.00261143 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.00772936 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0693905 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0193227 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00312449 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00156703 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0113082 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.00266874 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0283031 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0189922 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0830509 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00451296 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00396711 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.063381 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0597973 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0349477 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.047114 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0888727 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.110853 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00600608 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0325466 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00146099 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0189922 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0830509 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00451296 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.00396711 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.063381 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0597973 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0439288 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00264028 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0297107 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0773827 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0189013 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.17219 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0159077 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0110623 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00490238 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00312449 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00156703 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0113082 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0306524 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0283583 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0614602 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0373874 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0262766 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0252768 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0153062 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0262766 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0469527 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0450614 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0469527 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0271427 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0373874 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0262766 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0469527 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0427741 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0163433 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.175351 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.114652 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.16438 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.175351 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.103032 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0903812 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.103032 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0624195 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.13427 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.175351 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.103032 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0126799 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.00700826 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0331699 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.00710144 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0346812 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0044928 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.00533958 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0044928 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.000940429 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0761794 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0346812 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0044928 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.000142302 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0119462 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0341353 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0231649 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0156374 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0248013 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0156374 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0373527 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0609684 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0231649 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0156374 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0211252 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0166163 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0108923 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.00342556 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0132579 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.00342556 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00885879 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.068261 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0108923 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.00342556 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0104353 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00665714 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0044928 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.00533958 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0044928 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.000940429 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0761794 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0346812 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0044928 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.000142302 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0119462 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.000496926 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0309846 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0214003 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.085459 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0118649 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0309846 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0575287 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.054948 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0289956 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0404252 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.082184 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0990682 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0289956 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0373624 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00050067 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0214003 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.085459 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0118649 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0309846 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0575287 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.054948 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0439288 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00580128 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0131272 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.078973 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0209651 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.175351 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.103032 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0126799 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00700826 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0044928 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.000142302 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0119462 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0575287 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.054948 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0661651 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0889375 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0351977 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0107946 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0330272 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0324222 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00521657 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00721821 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.093394 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0935508 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.234858 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.206646 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.103772 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.132634 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0110629 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.361549 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.413113 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.222558 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0024664 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.117992 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.051945 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0935081 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.98272 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.19831 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.132263 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.163744 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.00189081 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.413113 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.222558 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0457295 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0649427 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.051945 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.379427 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.413113 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.222558 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0457276 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0649427 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.123314 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.160118 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.219053 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.98272 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.379427 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.535148 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.103185 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.003676 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0669939 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0732661 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0205465 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.209083 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.351528 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.778924 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0559191 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.022339 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.0991894 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.192996 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.216637 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.326207 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.28511 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.262785 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.126869 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.345312 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.279656 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.252457 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.300201 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-1.05038 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0476186 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.303948 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.14284 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.131633 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.535148 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.103185 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.003676 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0669939 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0732661 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0205465 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.233738 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.185058 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.778924 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0559191 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.022339 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0991894 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.192996 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.216637 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.326207 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.178009 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.117294 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0313647 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0625654 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.090299 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0471997 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.242073 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.289022 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.00258948 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0279482 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.146181 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.412211 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.255937 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.471145 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-1.18577 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.109005 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0278028 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.258629 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.413113 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0649427 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.163075 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.108646 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.222009 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-1.22098 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0321441 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.229329 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.056496 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0047019 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.139635 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.379427 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.535136 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.103198 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.00025444 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0669818 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0698445 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0171249 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.233497 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.185033 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.292431 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-1.06191 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.0872161 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.120322 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.19299 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.216631 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.3262 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.534204 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.103711 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.0114796 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0661656 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.0810697 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0283501 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.230049 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.190682 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.288983 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-1.06151 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0867026 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.131547 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.157776 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.223387 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.329321 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.212192 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.355168 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.149968 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.169001 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.247658 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0436516 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.420644 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.188335 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0999989 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.384165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.169323 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.164563 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.23004 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.270737 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.14634 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.277755 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.426254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),-0.0838684 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.0769095 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.10002 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.135776 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.0511484 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0628278 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.229347 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),0.132191 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.175564 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.070267 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.0588902 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.190847 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.107138 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.0864075 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),0.313055 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.193221 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.539053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.405182 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.273387 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.267344 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.320063 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.266211 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.283644 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.610141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.283625 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.309602 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.338082 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.334704 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.359907 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.358166 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.262029 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.0417358 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.471859 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.27744 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.24205 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.267157 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.330373 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0861355 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.653938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,8),-0.432636 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.200256 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.685983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,7),-0.624027 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.0654746 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.10502 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.357634 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.275515 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.264234 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.184041 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.321738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.102258 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.109343 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.425241 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.264234 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.184041 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.321736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.102258 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.029619 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.340493 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.320077 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.450418 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.425241 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.286728 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.299027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.178577 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0433023 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0148259 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.11846 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.249116 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.375616 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.127566 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.138091 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.162997 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.169787 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.0342776 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0717799 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.258545 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.19372 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.238129 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0154025 # DEPENDENCYPART_GRANDPAR
