# _root_ aparicio ez zen atzoko bileran izan , haren menpeko juan chozas_lan idazkaria baizik , eta chozasek auzia bideratu beharra dagoela onartu du .
#goldHeads=6,6,6,5,6,13,6,9,12,12,10,13,15,13,0,21,18,19,20,21,15,21,22,
#predictedHeads=6,6,6,5,6,13,6,9,10,12,12,15,15,13,0,21,18,19,20,21,15,21,22,
(15,5),(15,11),-0.00259888 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.00541897 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0274746 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0569038 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0397731 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0448987 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.083077 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0579499 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0922524 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0749628 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0767517 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.242577 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.23518 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.242577 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.242577 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0421402 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.13933 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.171968 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.173542 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0200549 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.172321 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0749899 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0322857 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0337718 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0308066 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0337718 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0337718 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.00481768 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0662408 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.00115684 # DEPENDENCYPART_SIBL
(15,8),(15,17),5.4512e-05 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0125295 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00338485 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00713877 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.00459719 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.00130666 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.00439628 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.00721637 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0241467 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0518421 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0603005 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0654262 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0807019 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0784774 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0875677 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0725878 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00757806 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0103981 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0263781 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0523165 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0560967 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0612224 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0799568 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0742736 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0918747 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0718427 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00721637 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0241467 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0518421 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0603005 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0654262 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0807019 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0784774 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0875677 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0725878 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0243061 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0518421 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0935914 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.098717 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0682338 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.111768 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0739925 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0601197 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0325497 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0154803 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0165783 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0115473 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0136329 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0284184 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0294252 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0723837 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0734816 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0848507 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0708524 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0693588 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0677008 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.217994 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.146655 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.220469 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0650993 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.153693 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.146664 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.220475 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0651012 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.153701 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.10281 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.043452 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.117417 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0466855 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.147642 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0722242 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0358738 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00827266 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00288688 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.000480335 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0260224 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0333059 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0139536 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0161454 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0244195 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.000945336 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.00246551 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0312034 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0271168 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0619737 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.029078 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.000596734 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00155903 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0199343 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.031665 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.058512 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.029213 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.115728 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0376564 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0474701 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00684875 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0382558 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0822588 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.107597 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00267538 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0133679 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00550974 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0110705 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0591013 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0190403 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0209858 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00424111 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0118896 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0274461 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00290623 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0108665 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0430091 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0694064 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.00571463 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0292493 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0887532 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.00709564 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0638097 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0495952 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0187338 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.00855315 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.00148185 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0668263 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0187772 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.000521485 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0092027 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.000521485 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.00894873 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00937707 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0668263 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0154351 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.000521485 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.00427932 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0380883 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0102202 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0291048 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0706511 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0255101 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.00175723 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0323815 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0148396 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0170468 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0228214 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0170468 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0142346 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0323293 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0323815 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0349992 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0170468 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0153434 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0240733 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0114514 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0275686 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.100733 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0121311 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0556666 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.00135104 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.034794 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0445182 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.034794 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0263667 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.00524044 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0556666 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0334916 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.034794 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0310362 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0238912 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0135521 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0374362 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0875112 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0922939 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0242789 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.00603749 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0274437 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.00603749 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.00322533 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00532031 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0922939 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0126241 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.00603749 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.00187909 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0120469 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0156052 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0334625 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.0551746 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.114281 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.15738 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.151488 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.15738 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.160192 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0744885 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.13427 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0896388 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.15738 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.159083 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0098348 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0154607 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.00292813 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.00278984 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.00100522 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.00763366 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.00100522 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.00381738 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.00915997 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0784353 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.00807534 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.00100522 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.00270859 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.00289623 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0231732 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00816076 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0414541 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0092027 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.000521485 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.00894873 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.00937707 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0668263 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0154351 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.000521485 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00427932 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0380883 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0102202 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0291048 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0706511 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0020692 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0104964 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0118985 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0673228 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0108888 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0020692 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.00582704 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0753807 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0362417 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0678109 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.103671 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.00894873 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.00937707 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0668263 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0154351 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.000521485 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.00427932 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0380883 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0102202 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0291048 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0706511 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0156303 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0727628 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.00886521 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0180981 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.021856 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.037449 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.00344033 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0212179 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0503165 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0811151 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.000540186 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0661406 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0681787 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.026959 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.025715 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0033026 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0681501 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0896388 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.15738 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.159083 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0098348 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0154607 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00292813 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00278984 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.101983 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.104356 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0196969 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0501439 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.000499364 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0335973 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00428675 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0351227 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0123631 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0244483 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0677109 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0379738 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0114256 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0281942 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.076441 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0539742 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0254618 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00106989 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0151811 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0201802 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0827485 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0273156 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0617611 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0294131 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0297495 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0681706 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.018108 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00108771 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0312409 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0480767 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0292267 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.115752 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.115754 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.10671 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00847027 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.036115 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.038608 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0717264 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.108158 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.108829 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.129007 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00367186 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00458586 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0106301 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0486803 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0102547 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0202545 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00647092 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0195738 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0151773 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0136041 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0225247 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.000734366 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0159684 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0142746 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0198943 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.110423 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0191469 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0639342 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0226933 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0332538 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.00707989 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0638106 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0412678 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0791592 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0497789 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0164369 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.0129692 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0106627 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0161308 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0130639 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0161308 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0161308 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0218282 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0267522 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0664102 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0161308 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.017575 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0206109 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0108773 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0108265 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.00104071 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.0368666 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.000621124 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0419649 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0331938 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0419649 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.044785 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0157979 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0375109 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.0484187 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0419649 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0461142 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.00110817 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0212226 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0139712 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0234885 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.00562373 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.00295208 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0134755 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.00295208 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.00295208 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0324782 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0228051 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0734723 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.00295208 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.000279444 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0106492 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.00675357 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0319682 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0141048 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.00703747 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.00223957 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.00703747 # DEPENDENCYPART_SIBL
