# _root_ elkartasun taldeak ugaritu arren zeregin asko dagoela ere argi dute , eta beraz , jarraitu beharra dagoela .
#goldHeads=2,3,7,3,7,5,10,0,10,12,10,0,0,13,16,17,12,17,
#predictedHeads=2,3,12,0,7,5,10,0,10,12,10,0,0,13,16,17,12,17,
(16,12),(16,18),-0.0486803 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.106715 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00847027 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0717264 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.111217 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0168009 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0638106 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0452401 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0141986 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0451496 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0210944 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0427565 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.026408 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0298084 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0526435 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.00116111 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0298084 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0238327 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0282611 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.00882008 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0147493 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0393154 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0201924 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0421721 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.025506 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0289064 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0535896 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.00208517 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0289064 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0243834 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0224269 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0108452 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0071406 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0126455 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.000998864 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0163424 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0279941 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0766538 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.033685 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0279941 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0236807 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.00333911 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0441856 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0210826 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0427448 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0263962 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0297967 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0527023 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.00119638 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0297967 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0238445 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0282402 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.00674272 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.027264 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0177125 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.010912 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0292707 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0100055 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.010912 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0159764 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.00973824 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.00692767 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0147859 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.030829 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0587893 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0210653 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.030829 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0338284 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0197648 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0880764 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.00929887 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0308323 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.011071 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00929887 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0154176 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0140794 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.031001 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.00464754 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0262134 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0467524 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0517948 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.101262 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0465035 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0129918 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0393238 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0346247 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0954413 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0588169 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0260255 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0130446 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0612926 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.068534 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0517948 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.101262 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0465035 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00386638 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0375137 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0149871 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.14553 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.213572 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.12365 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.157176 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.153066 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.211166 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.41258 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.16713 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.196998 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.196451 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.011881 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0959221 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.341278 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.193416 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.222103 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.556357 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0885665 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.23482 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.184884 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0734845 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0452399 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.301444 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.229703 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.171519 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.202121 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.189273 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.17259 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.129105 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.239573 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.15718 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.197457 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.51837 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.175414 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.00946462 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.141326 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.192977 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0327733 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0312605 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.286167 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.045356 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0167826 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.317146 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.128954 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.211763 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.564722 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.114434 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.179431 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.343644 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.282216 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.312818 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.264363 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.126121 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0184088 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.196783 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.221162 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.165521 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.340906 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.110234 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.187205 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.235562 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.00588044 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.109195 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.216102 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.287146 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.32489 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.344234 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),-0.0942445 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.0652116 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.2504 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.393311 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.179858 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.553361 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.30054 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.110339 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.0098863 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.0500255 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.011818 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.427381 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.0723256 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.212342 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.116134 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.107653 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.427192 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.0265206 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.287146 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.378186 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.281675 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.121003 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.2372 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.344234 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.156546 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.186414 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.233082 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.144785 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.176041 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.0810892 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.333852 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.350859 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.153628 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.112827 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.193126 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.194715 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.177824 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.134825 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.189255 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.163565 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.456044 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.00515632 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.133492 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0598404 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.0790523 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.109063 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.028388 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.171519 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.202121 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.189273 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.129105 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.176436 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.394331 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.291305 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.12354 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.245301 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.255455 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.188537 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0515807 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.242505 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.216062 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.42723 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.246769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.301993 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0842229 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0164327 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.150052 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0449655 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.956779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,6),-0.361773 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.324274 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.635643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.359904 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0776928 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0893282 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.331008 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0498872 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0502241 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.164267 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.069666 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.0506309 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.380187 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.304515 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.529804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.111275 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.244603 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.116318 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.378577 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0237971 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.165544 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.232605 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.176632 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.160031 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.0867337 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.171236 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.141918 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.00545225 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.466688 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.414551 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.509803 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.212127 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.566189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.351553 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.509826 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.248857 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.163352 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.0587327 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.119625 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.028226 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.192224 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.309633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0502902 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.243603 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0515286 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0646854 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.138743 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.279562 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.164821 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.256394 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.0343092 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.486235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0937679 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.217625 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.32756 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.101838 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0300505 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.207069 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.314271 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.341634 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.586251 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.413548 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.499012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,7),-0.162359 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.196308 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.287355 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.230422 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.391278 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.139631 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.127818 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.183203 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0041041 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.0881918 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.758298 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.267348 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.0452635 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.476019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.104207 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.213479 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.34667 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.1727 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.129452 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.116595 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.126039 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.324209 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.270453 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.369251 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.591419 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.417936 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.04761 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.341645 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.409468 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.255538 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.0334532 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.367433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,5),-0.147549 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0810338 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.128617 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.135919 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.233767 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.272396 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.311109 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.322974 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.567786 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.418104 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.256394 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.0343092 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.486235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,5),-0.217625 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.151206 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.103026 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.210885 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.159048 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.35752 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.253074 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.251344 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.394808 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.721311 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.352003 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0658308 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.567828 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.022878 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.146134 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.194704 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.567828 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.433747 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.29924 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.371253 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.264613 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.297521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.351405 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.109447 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0622187 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.276749 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.383068 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.245428 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.375988 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.490467 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0260429 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.753954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.375987 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.372078 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.348205 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.179846 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0777564 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.773689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.351333 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.485204 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.411525 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.413618 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.466285 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.315603 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.369023 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.479321 # DEPENDENCYPART_GRANDPAR
