# _root_ " ez dizkiegu gauzak errazak jarriko andaluzian " , esan zuen torresek , eta polizia lanean ari_dela gehitu zuen .
#goldHeads=0,6,6,6,6,10,6,7,8,14,10,10,12,0,17,17,18,14,18,19,
#predictedHeads=0,6,6,6,6,10,6,7,8,0,10,10,12,0,17,17,18,14,18,19,
(16,18),(16,20),-0.0696219 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0642661 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.00148442 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0238306 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0250249 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0159474 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0172073 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0175268 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0056907 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.00289371 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0132599 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0591932 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0165758 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.00577835 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.00347914 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.00717998 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.00352865 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00204512 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.044798 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.00172643 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0157972 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.00903519 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0186005 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0064902 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.02521 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0935958 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0283084 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.00438435 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0283084 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0274709 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0157781 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.130284 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.00883404 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0320898 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0202537 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00023217 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.00665139 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.114787 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.109814 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00555608 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0543823 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00706143 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00708322 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0135768 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00364127 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00614178 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0108386 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.000253729 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.00299313 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0142616 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0647664 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0223219 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.025324 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0153502 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0647664 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0170304 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0169296 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.00509351 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.00639046 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.00823367 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.00692376 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.00365258 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0026541 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0494266 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0119352 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0317048 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0026541 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0494266 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0136288 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0026541 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.00811807 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.00183274 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0146737 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.00272734 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.00583463 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0813183 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0590609 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0169557 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.00583463 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0813183 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.00262408 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.00723626 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.00347236 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0372092 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0505328 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0613331 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0731425 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0273365 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0169481 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0299164 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0731425 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.00865495 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0314958 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0196597 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.00137594 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0016252 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.00420578 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.118771 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0573797 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.175645 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.13427 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0899542 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.175646 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.174614 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.105004 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0787809 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.038933 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0021064 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0158535 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0660529 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.00818012 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0186567 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.00654649 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0198111 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0993306 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0604546 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0265603 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0556469 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.00468648 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0265603 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0257227 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0296204 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.124442 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0724422 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0731401 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.00865716 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0314926 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0196565 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.00137816 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0016252 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.00426679 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0899542 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.175646 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.174614 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.105004 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0787809 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.038933 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.114408 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.109435 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0432195 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0326566 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0548538 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.00765861 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0159898 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.00855066 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.024983 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00201142 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00111559 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00238388 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0541337 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0509231 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0289393 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0328205 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0850261 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.033042 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0845524 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0256538 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.125686 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.165164 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0261842 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.101406 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0666601 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.148573 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.058103 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.22878 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.244105 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.436457 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0685367 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.279165 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.164227 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0411362 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.163826 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.45967 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.141697 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.628571 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.291251 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.328921 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.272723 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0425711 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0478562 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0782561 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.118103 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0644744 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.143458 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0179911 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.297239 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0788337 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.730438 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.193823 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.218411 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.0267445 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.114368 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.196978 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.404018 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.224166 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0205285 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0479052 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.109905 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0299217 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.62354 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.306965 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.233471 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0470575 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.30354 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.199473 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.215463 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.00457916 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.138751 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0360117 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.193485 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0206264 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.231691 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.26409 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.841736 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.298968 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.16183 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0787222 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.35643 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.00922227 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.188188 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.412808 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.335464 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.171053 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0636852 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.138371 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.0637777 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.0551896 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.319476 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.623529 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.286209 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.32692 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.21669 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.00963956 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0659449 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.125484 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.475625 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.198018 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.0349742 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.38755 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.271174 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.154551 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0634784 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.210589 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.192345 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.770778 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.44374 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.249364 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.361685 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.200167 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.174279 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.00405821 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.303859 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.126185 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.278489 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.319008 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.0375264 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.435075 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.200684 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.17302 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.381022 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.0546735 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.00531753 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.302193 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.124575 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.6208 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.328497 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.273147 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.0455814 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.448274 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0644886 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.00878772 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.175623 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.260681 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.0457832 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.0517107 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.573694 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.217885 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.403674 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.216738 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0662359 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.146987 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.0125146 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.129444 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.258683 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.17935 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.268061 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.0475305 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.179854 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.0299056 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.571946 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.216137 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.236911 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.257717 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.297681 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.70587 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.364681 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.100321 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.400938 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.360564 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.22647 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.23235 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.21769 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.141371 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.202834 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.0228595 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.327469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.265237 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.00385858 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.095082 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.184091 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.317892 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),0.162446 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.242753 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.266669 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.228929 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.219497 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.276666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.127572 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.101331 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0205678 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.166167 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.179167 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.248503 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.300046 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.241392 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.247087 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),0.131041 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.246588 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.284137 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.2763 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.316763 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.229787 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.68094 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.411392 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.503033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.384178 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.459294 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.330241 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.361951 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.206152 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),0.0316571 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.191263 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.395268 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.625572 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.0471553 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.464571 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.114481 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.324926 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.00819136 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.515888 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.0357313 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.392203 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.100333 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.181213 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.35385 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.908182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.756704 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0303461 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.932672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.838738 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.728432 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.536 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.588374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.474332 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.212243 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.817695 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.64865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.550894 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.278217 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0952569 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.394549 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.392505 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.207365 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.030599 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.0337748 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.00517446 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.396997 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.274037 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.372263 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.536911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),-0.280068 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.243683 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.346282 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.0443269 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.165138 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.293342 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0630924 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.333201 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.517136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,6),-0.294737 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.311102 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.205446 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.124371 # DEPENDENCYPART_GRANDPAR
