# _root_ " antidemokratiko " eta " baztertzailetzat " jo zuen udalbiltza erakundea , eta haren xedeak lurraldetasuna , subiranotasuna eta eraikuntza nazionala direla azpimarratu zuen .
#goldHeads=0,4,2,8,4,4,6,13,8,11,8,11,0,15,22,19,16,19,22,19,20,23,13,23,24,
#predictedHeads=0,4,2,8,4,8,6,13,8,11,8,11,0,15,22,19,16,19,22,19,22,23,13,23,24,
(15,10),(15,12),-0.0259559 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0336951 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0040755 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00747713 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0449963 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0159188 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0259473 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0337037 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00408411 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00621091 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0483478 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0155904 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.029213 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.051783 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0562268 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00342551 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0320083 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0797692 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0227569 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.051318 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0535772 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0718693 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0752582 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0883103 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0816293 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00484053 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.028174 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0127207 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.00204744 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0156237 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0156237 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0260739 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0127207 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0183967 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0156237 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0215244 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0358761 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0100007 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0426529 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0264775 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.010169 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0198244 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.0931937 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.043451 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.108649 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.107484 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0675393 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0615027 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0797692 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.107484 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.051318 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0227569 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0409109 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0186374 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0535772 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.00557132 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.00366008 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0591 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0156237 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0156237 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0260739 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0127207 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0183967 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0156237 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0215244 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0358761 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0100007 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0426529 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0264775 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.010169 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0198244 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0931937 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.00690592 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0259709 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0336901 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0040705 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.00690592 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0449963 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.00133471 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.00568411 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0290491 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0159188 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0286394 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0171535 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0338884 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0259623 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0336987 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0040791 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00783632 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0483478 # DEPENDENCYPART_SIBL
(16,11),(16,18),-6.84961e-05 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00711494 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0277829 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0155904 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0290165 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0206213 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0274133 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.029213 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.051783 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.115615 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00342551 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0562268 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0342394 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0630884 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0320083 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.000139795 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0374583 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0822575 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0797692 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.107484 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.051318 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0227569 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0409109 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0186374 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0535772 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00557132 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00366008 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0591 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0291615 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0752582 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0718693 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00834674 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0787304 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0883103 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.00979569 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0397577 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.00440013 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0483478 # DEPENDENCYPART_SIBL
(16,15),(16,18),-6.84961e-05 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00711494 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0277829 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0155904 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0290165 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0206213 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0274133 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0493342 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0281902 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.049336 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.028174 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.014172 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0299798 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.224837 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00858012 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0102957 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.00484053 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0146552 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.038359 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0887528 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.00390127 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0171505 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.01116 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0232806 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0546885 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0058549 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0156696 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0405279 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0897672 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.00432136 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0401427 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0728903 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0406187 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0637048 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.0694 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.295501 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.162172 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00469198 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.00204744 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0260689 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0183967 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0155856 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0155856 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0260689 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0100007 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0426545 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0264775 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0169908 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0260689 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0183967 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0155856 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0155856 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0260689 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0100007 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0426545 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0264775 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0169908 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.051783 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.115653 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.115653 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0684877 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0342394 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0630899 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0320083 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0334705 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0291233 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0291233 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0345407 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00834674 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.078732 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0883103 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0123726 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0123643 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0259854 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.00711032 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0277906 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.015595 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.065686 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0259854 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00513826 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.024466 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0157013 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0647174 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0342394 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0630899 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0320083 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0334705 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00390127 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0171505 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.00879282 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0058549 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.00767317 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.005594 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.012364 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0310095 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.029788 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0744961 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0159092 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.029788 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0357598 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0227466 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.029803 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0253589 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.00357731 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0755134 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.00384256 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.227523 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.225641 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0157563 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0632039 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.225641 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.231613 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.125041 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.225723 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.13435 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0627145 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.132521 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.108709 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.00385256 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.00754015 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0256064 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.00385256 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0202148 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0522374 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.00447117 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0510593 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.000503774 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0811234 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0881771 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.00714487 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0252111 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.00439628 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0207585 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0518421 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0050149 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0524443 # DEPENDENCYPART_SIBL
(19,11),(19,21),-8.96642e-05 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0805991 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0845722 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0159092 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.029788 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0357598 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0227466 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.029803 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0253589 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00357731 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0755134 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.00384256 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0337718 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0397436 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0662408 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0338282 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.00115392 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.000884156 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.00490697 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0166929 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0207585 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0518421 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0050149 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0524443 # DEPENDENCYPART_SIBL
(19,15),(19,21),-8.96642e-05 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0805991 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0845722 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0518421 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.00682232 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0835118 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0204707 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0608487 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0433176 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.108302 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.072387 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.02236 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0688028 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0890141 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0492117 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.000108853 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0806968 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0847546 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00791963 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0668535 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.150287 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.118551 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.186627 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0803658 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.00204744 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0183953 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0260689 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0128983 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0127207 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0192959 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0101694 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0203137 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.0169948 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.0935537 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0183953 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0260689 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0128983 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0127207 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0192959 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0101694 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0203137 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.0169948 # DEPENDENCYPART_SIBL
(20,6),(20,25),-0.0935537 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0352091 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0250483 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0442219 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0956381 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.00992299 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0403739 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0125035 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.00389017 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.118339 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.029213 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.042032 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00200592 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0400929 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0313212 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0847628 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0316479 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.034333 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0231891 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0137466 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0599286 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0338418 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0609156 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00570527 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00300824 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.018853 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0596271 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.00580233 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0303153 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.015717 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0627667 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.040915 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.000124371 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0637048 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0556249 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0694007 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0642661 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.051441 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.112074 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0480047 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0488357 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.114825 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0498096 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0496689 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0314343 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0263706 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0487737 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0348154 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0812501 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0800844 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.034591 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.0647935 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0531562 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0800844 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0809053 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.034591 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0801497 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0647935 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0801176 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0663513 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0239239 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0481957 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0265637 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0247379 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0335661 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.0824523 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0125103 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0247379 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0255588 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0335661 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0248716 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0824523 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0247588 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.011576 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.00403923 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.00834942 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0597592 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0323035 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0815686 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0132064 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0597592 # DEPENDENCYPART_SIBL
