# _root_ gasteizek onartu egingo luke eaeko kuotetara iristen ez den diru kopuru bat , kontuan_hartuz forcem_espainiako langileen prestakuntzarako erakundeak ere eaen jarduten duela , hobetuzekin_batera .
#goldHeads=2,0,2,2,6,7,10,7,7,2,10,10,12,2,16,17,18,21,0,21,0,14,22,21,24,
#predictedHeads=2,0,2,2,6,7,10,7,7,14,10,11,12,2,16,18,18,21,0,21,2,21,22,21,24,
(7,14),(7,16),-0.0417715 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0417708 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0432246 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0351967 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0189711 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0455006 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0105513 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0105418 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.00596422 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.00804792 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0115523 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.033631 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.010542 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.00596437 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.00804776 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0115523 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0336311 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.00596485 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.00804729 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0115523 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.033631 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.00803117 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.01158 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.0336367 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0091805 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.0312592 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0455006 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.106029 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.10459 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.102621 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0713801 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0680268 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0687567 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0673186 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0516635 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00764633 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0014531 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0144827 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0154517 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0602441 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0230587 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0173694 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00829825 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.013361 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0143847 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.150708 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0259856 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0541266 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0252359 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0619578 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0481593 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0519947 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.047002 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0230222 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0272111 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.044136 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0679791 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0162827 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0526944 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.031198 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00784022 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0283728 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0283704 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0273459 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0314846 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0454086 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0646851 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.01878 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0672233 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0367061 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0252507 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0429018 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0428994 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.056487 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0271955 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.138334 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0383658 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0501556 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0338412 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0867387 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0443895 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0482249 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0143847 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.150708 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0259856 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0531493 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0305457 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0637324 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0471821 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0510175 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.065126 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0185521 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0598958 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.031292 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0047539 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0355742 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0355718 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.110528 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0298468 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.000286059 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0107461 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0202056 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0202056 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00424608 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00721443 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00935222 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00539507 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00539507 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0683462 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0788333 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.011549 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0115578 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.132809 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0124494 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0124494 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0531142 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0531143 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0090203 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0153758 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0154804 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.00617889 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0123911 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.152696 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0238959 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00267436 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0191414 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0438439 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0239491 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00804945 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00421407 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.018845 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0292109 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0333496 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0456454 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0644458 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0189183 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0219758 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0092093 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0158847 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0205414 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00411423 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.00411189 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0215494 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0493049 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0252018 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.140323 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0362761 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0458003 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0105361 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0686248 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0250015 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0118192 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00798385 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0198973 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0123911 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.152696 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0238959 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00544444 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0138317 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0456185 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0229339 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00902671 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00519132 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0178298 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0648866 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0186904 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.015657 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00379521 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00461211 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0153154 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00321334 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00321569 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0163234 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.111033 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0500295 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0156119 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0109359 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0914192 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00334308 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00334308 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0914415 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0108244 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00822099 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00927199 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0303249 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0291128 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0291128 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0303473 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.052697 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0373637 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.005167 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00786429 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00402891 # DEPENDENCYPART_SIBL
(11,10),(11,21),6.28517e-05 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.13313 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0761083 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0158255 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0158255 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0741117 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0331923 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0494192 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0494192 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0373066 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00646823 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00646823 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0114106 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00740306 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0359261 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0359261 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00447289 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0132 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0224114 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.149559 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.150137 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.00578644 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0301734 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.00211027 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0220496 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.00611571 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0191099 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0330674 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0170304 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0178565 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0102531 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.00248454 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0769741 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.00697848 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00697398 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00697741 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.00811971 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.000215233 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.023245 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0163563 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0138785 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.00215588 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.028628 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0154459 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0312764 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.00958007 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.00198148 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00560171 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0849627 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0109907 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0109862 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0109896 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0121319 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.00210619 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0115475 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0172116 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.00179287 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.00892175 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0104225 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0175153 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.00967094 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.00270473 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0167469 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.041614 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0137719 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.013774 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0137719 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0105335 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0317833 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0944113 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.060003 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.00339747 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0285993 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0251122 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0262651 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.042076 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0130147 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0799411 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0195557 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0157247 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0196301 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.00184515 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.00267927 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0209971 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.00457032 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.036106 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0175926 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.00577621 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0100347 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00550467 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0722143 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0199685 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0161374 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0200429 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.00225789 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.005621 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.00811831 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0166187 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0305323 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00384557 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00375788 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.00414051 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0835008 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0123835 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.012379 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0123824 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0135247 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.000660456 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0140806 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.277664 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0373187 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0313385 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0289379 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.00606844 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0230382 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0230403 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0230382 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0198127 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0354 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.249837 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.00359033 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0105565 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0221438 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0479054 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.018462 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0184642 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0184621 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0152237 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0328811 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.100407 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0355756 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0103262 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0761678 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0476489 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.05148 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0475746 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0653595 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.025507 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0675361 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00375294 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0695972 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0140719 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0102408 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0141463 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00363871 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.00901222 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.00413789 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0806329 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0200553 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0200575 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0200554 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0168172 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.011398 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0167952 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00323158 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00323373 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00323163 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0010615 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0159077 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.029139 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0147557 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0147462 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0101686 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0153158 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0323671 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0147463 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0101688 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0153159 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0323672 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0101692 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0153158 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0323671 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0153435 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0323729 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0479394 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0562268 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0562268 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0588993 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.061507 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00730918 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.000655603 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.000435376 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.000656163 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.000434816 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.000429877 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0172606 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.00392169 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0289072 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0189027 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0261892 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00304721 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00666292 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00701096 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0129192 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0795699 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0250254 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.00728143 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0319398 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0204401 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0233804 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00409875 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.00561138 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.00463056 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0139707 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0779273 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0278021 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0356565 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0245339 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0301324 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0888162 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0893523 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0873959 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0919669 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0277455 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0545096 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.105313 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.11793 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0570776 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0597501 # DEPENDENCYPART_SIBL
