# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,19,10,22,
(10,9),(10,17),-0.0342485 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0236111 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.035605 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0250359 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0236111 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.010613 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0438151 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00302516 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0114174 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0518336 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.040843 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.027363 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0300826 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.052585 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.027363 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.00799114 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0444885 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0712474 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.178903 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.183788 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0583231 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0388183 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.176467 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0583231 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0584608 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00977545 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0208236 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0139488 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.00351167 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00329109 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0198 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.00351167 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0250727 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00562001 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.010328 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0169326 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0223764 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.00659845 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0169326 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0572813 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0175518 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.00596759 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0183061 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0123622 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.00596759 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.047308 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.00561074 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.016685 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.00659347 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.00561074 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0519302 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0145307 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0324797 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0029925 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0326984 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0173721 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.00180647 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0469877 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0065801 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0470698 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0326984 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0797768 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0604331 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0556074 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0321498 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0462613 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0436499 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0177021 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0232335 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00391703 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00680311 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0293502 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0383713 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.16885 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0902617 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0814986 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.035436 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.00310483 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0255632 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0210507 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0231709 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0289968 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.030828 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0219802 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0256396 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.417675 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00213175 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0155742 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.141898 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0256563 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.4627 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.144199 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0164527 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0848369 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0882452 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0110066 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0494502 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0852881 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0891144 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00995692 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0550301 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0215557 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0227848 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0165571 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0150129 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.119213 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0881483 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0477021 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0477027 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0171051 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0417952 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.00428128 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00268518 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0209818 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.023847 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.000862071 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0242145 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.00550602 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0419148 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.00927768 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0458714 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00353303 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0010684 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0141635 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0226888 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.00385755 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0219028 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0375117 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0134791 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0444606 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.00214251 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.000322127 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.012773 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0217104 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.00246703 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0259345 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0469453 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0296327 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0471625 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0498719 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0264381 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0342394 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0486657 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0462765 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0822575 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.000324016 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00669244 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.112691 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0041264 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.000465815 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0945435 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.131474 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.00745544 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0062075 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00779886 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0102869 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0209473 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0894467 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0180011 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.00510551 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0326729 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0138428 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0761049 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0776447 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0579517 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0534509 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0776367 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0357295 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0256207 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0546885 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0188835 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0895513 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0729448 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.00620556 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0371869 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.00266403 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0153107 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0145598 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0316467 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00212082 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0153107 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0145598 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0280991 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0119319 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00334399 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00591757 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00286698 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00193887 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.00721751 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0330764 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.00162985 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0227328 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.000801076 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.015774 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.017715 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0275362 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.003155 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0227052 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.000982432 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.015774 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.017715 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.029107 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.051876 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00354851 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00889396 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00579817 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0079855 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00974001 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.011262 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.00479422 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00782526 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00665843 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0129539 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0122918 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0191727 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.00633776 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0341147 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00142542 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0196497 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0445812 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0348264 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0565147 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0648635 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0570789 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0614113 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.00119719 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.00767477 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.00035725 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0056585 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.00439628 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0339938 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.00178741 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0317672 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0785956 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.019499 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0021426 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0621953 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.00790431 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.00530529 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0724376 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.00569073 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0229509 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0260105 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.06721 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.110054 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.00665117 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0015092 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0276456 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.222929 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0647047 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0668866 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0640514 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.116811 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0199297 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0760011 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0704759 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.22572 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.066275 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.069619 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0667803 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.1177 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0254574 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0815287 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0653448 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0339938 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00178741 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0317672 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0785956 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.019499 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0021426 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0621953 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0441498 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0398969 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0647471 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.031557 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00957105 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0148284 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0284394 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0678535 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.113977 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00589587 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.00345419 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0807347 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0999145 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0114773 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0167259 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0519079 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.260707 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0154555 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0143853 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.109771 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.205979 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0249239 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.00111729 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00301031 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0341147 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.00142542 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.114837 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0241657 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0467955 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0348264 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0426566 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0263592 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0734964 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0403836 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0373326 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0752888 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0299719 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0827294 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0741879 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0334158 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.0334158 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.000384792 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.0334158 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.0204707 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0193555 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.0090729 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.0719898 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.00977748 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0334158 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0322495 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0329315 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0441114 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.002187 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.0361149 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.00323157 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.002187 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0435901 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.0289875 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.00153505 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.0289875 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0185251 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0174099 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.0116338 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.07007 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.00784076 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0289875 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0303297 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0348513 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0421915 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.000399611 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0380517 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.00515141 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.000399611 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0445669 # DEPENDENCYPART_SIBL
(22,5),(22,6),0.00159391 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0288103 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0184663 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.017351 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.0116927 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0700111 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0077819 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0288103 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0302708 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.0349102 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0421327 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.000458473 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.0381105 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.00521028 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.000458473 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.044572 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0300611 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0186474 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.019471 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.0286983 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.0468763 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.0090892 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0300611 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.0286105 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0131569 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.046331 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.0153848 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0290364 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0249017 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.0153848 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0728477 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0184663 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.017351 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.0116927 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0700111 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0077819 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0288103 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0302708 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0349102 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0421327 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.000458473 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.0381105 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.00521028 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.000458473 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.044572 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0392741 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.0109338 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0800457 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.00318784 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.00956877 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0213701 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0313561 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0108826 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.0102669 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0207811 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.0137959 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0102669 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0887341 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.00333142 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0876301 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.00972347 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0214608 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0296295 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.0200908 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.000375778 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.00268952 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.00253669 # DEPENDENCYPART_SIBL
