# _root_ proposamenak pse , pp eta uaren babesa jaso zuen ; eajk eta eak kontra bozkatu zuten , eta iu-eb abstenitu egin zen .
#goldHeads=8,5,2,5,15,7,8,0,8,9,12,15,12,15,18,15,16,0,20,18,20,21,22,
#predictedHeads=8,5,2,5,8,7,8,18,8,9,12,15,12,15,18,15,16,0,20,18,20,20,22,
(12,9),(12,18),-0.0326175 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0241731 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0551914 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0540571 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00967007 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0791777 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.030541 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0843813 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00490601 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0778269 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.107146 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0112754 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.148412 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0654049 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.107791 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0323191 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.147019 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.159546 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0958284 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0485285 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.086901 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0212475 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0944825 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0822943 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0104863 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0666458 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0125337 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.117253 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0773546 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0555811 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0239024 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0491136 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0228648 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0168617 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0124629 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0180308 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0932112 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0793325 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0772379 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0151143 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0193683 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0279324 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0156035 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0422856 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0747228 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0406396 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.00743087 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0404566 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.016048 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0145821 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0141509 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0470923 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.00743087 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0416203 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00664943 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.00288674 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.00597629 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0249688 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0166857 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0084781 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.049989 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0257963 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0790546 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0536342 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.002829 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0543678 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0299592 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0192099 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0105861 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0602909 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.002829 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0555316 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0156206 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.00969913 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00235162 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0237378 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0223326 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00810655 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0503605 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0170811 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.183399 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0897809 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.184085 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.166119 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.109086 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0578645 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.18447 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0897809 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.183192 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.112882 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.017107 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00549256 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0452097 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.00323158 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0163097 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.00349138 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0217642 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.00402065 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.056728 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0323194 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.00609726 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0129027 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0626511 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.00402065 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0578918 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0131125 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.000384998 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0221706 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0251918 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0234014 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.00963232 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0488347 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0271652 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.123722 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0860503 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0482618 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0443891 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.124108 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.00680129 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.12283 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0190616 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0583515 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0078413 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.00191487 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0135069 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.00935737 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0345534 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0736386 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0198801 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0146357 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0134939 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0502118 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.00600687 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0454524 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0127128 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.00989678 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0045941 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0234635 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0214605 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00782338 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0506437 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0168834 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0216176 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0110863 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0531658 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.00263678 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0484064 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0151187 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.00968911 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.00156967 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0228002 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0239461 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.00517147 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0532791 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0170911 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0250665 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0212943 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.00345043 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0182748 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0161709 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0431239 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0115094 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00818741 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00183189 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.000639549 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0161264 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0820949 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0395171 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00317147 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0364695 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.010913 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.102841 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0486006 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0398438 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0259217 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.017071 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0326562 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.062278 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.020032 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0375726 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00301952 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00418827 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00581094 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0119067 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0246805 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00296835 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0517042 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0217039 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.12283 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0190616 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0583515 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0078413 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00191487 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0135069 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00935737 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0345534 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0736386 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0139338 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0126314 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00544173 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0223893 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0245645 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00304248 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0554246 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0141077 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0127705 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0184484 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0182255 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00832981 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00124395 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.016539 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0634337 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0349332 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0624332 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0230842 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.00351718 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0365218 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.174169 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0468171 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0970364 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0384837 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0390487 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.080388 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00258793 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0256894 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.00813235 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0147837 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0153925 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0190527 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.023916 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00305012 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.05027 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.275585 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0655239 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0480568 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00590933 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0435998 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0447045 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0357245 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0227117 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0436685 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00299382 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0390913 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0449546 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0353881 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0272601 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0113277 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0258527 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0327512 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0602662 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.059325 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0956775 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0360148 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0723687 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.086848 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0169681 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0260236 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0186733 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0115231 # DEPENDENCYPART_SIBL
(16,19),(16,22),-6.64537e-05 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0433879 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0245125 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0119905 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0143745 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0956991 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0235703 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0176968 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0751406 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0122163 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0907324 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0085339 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0123372 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0273762 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.00714487 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.00319221 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0146204 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.00444392 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0121516 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.00714487 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00749158 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.00436048 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.00430525 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.000974037 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0518421 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0643889 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0766299 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.104052 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0705967 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0299406 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.00697826 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.00759003 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0102226 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.00448079 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0161931 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.00697826 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0118894 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.00637852 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.00426838 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.000288884 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0515404 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0520805 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.084595 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.112017 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0730983 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0067173 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.00815457 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.00965808 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.00310679 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0167576 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0067173 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0124539 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.00485203 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.011856 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.00113493 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.05001 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0458251 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0918804 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.119303 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0838537 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.029788 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0134482 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.00863445 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0335276 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0744961 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.031242 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0226125 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0045981 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0079182 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0227466 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0363367 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.00241906 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0152701 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0882513 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0134164 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.00311599 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0129993 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.00714487 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00869565 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.00668016 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.00563318 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.000590517 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0518421 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0603005 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0783019 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.105724 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0668479 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.00571712 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0132749 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.00779394 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.00897119 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.00668016 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.00303205 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0005914 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0518421 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0614423 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0767121 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.104142 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0662183 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.222601 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.00693773 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.218134 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.066023 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0133119 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0818599 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.119832 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.141691 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0845422 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0446994 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.00501059 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0088358 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0139135 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.00563138 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.000656536 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0016756 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0548349 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0621374 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0778269 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.107146 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0703815 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.031242 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0226125 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0045981 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0079182 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0227466 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0363367 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.00241906 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0152701 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0882513 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00765058 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00400981 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.00124652 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0524654 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0543876 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0781487 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.105571 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0676674 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0113168 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.000528346 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0521659 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.000179808 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0145682 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0448191 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00892317 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0858691 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.124463 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.138392 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0756479 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0358051 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.00846479 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0234538 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0617604 # DEPENDENCYPART_SIBL
