# _root_ esteban olaizola_gipuzkoako_kofradien_federazioko lehendakariaren ustez , " itsasontzi zaharrak dira , baina teknologia puntakoa dute " , esan du .
#goldHeads=9,1,1,3,4,5,9,7,11,9,17,14,12,11,14,15,0,17,18,
#predictedHeads=2,3,4,9,4,5,9,7,11,9,0,14,14,11,14,15,0,17,18,
(17,2),(17,12),-0.0439809 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0210101 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0365364 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0798893 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0205481 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0223484 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0593501 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0798893 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0431949 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0185603 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0266577 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0798893 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.040046 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0439811 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0210101 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0365364 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0798893 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0205481 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0223484 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0538606 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0163299 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0173235 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0020049 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0538606 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.00509048 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0205493 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0148737 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0124704 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0538606 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0337862 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0232585 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.200867 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.107134 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0990394 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.14574 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.108664 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.201028 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.107134 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0998397 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.14574 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.00527474 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0327325 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.00989725 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0179947 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0712262 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.031383 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.017006 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0123471 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0278733 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0712262 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0216513 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0274702 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0254616 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0577508 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0335076 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0216433 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0234109 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0187467 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0577508 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0114377 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0139182 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0736242 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.00504361 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.06309 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0313791 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0644037 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0736242 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0199521 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0286093 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.108664 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.201028 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.107134 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0998397 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.14574 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.00527474 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0327325 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.12795 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0663973 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0940315 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.100852 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0257755 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0601709 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0213665 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0374339 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0807868 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0223928 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0228283 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0187467 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0577508 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0114361 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0163318 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0661469 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.000736475 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0448619 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00527474 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0327325 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00383027 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0162047 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.10765 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.23478 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.122817 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0308936 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.276582 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.000114622 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0801834 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.00313705 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0424723 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.151881 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.240321 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.12473 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0382717 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0306089 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.107408 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),1.20105 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.258353 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.513209 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.178497 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.143893 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.188102 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.234774 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0420314 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.1221 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.00677851 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.00189362 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.21857 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.159544 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.963161 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0723178 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.287427 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.305625 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.196273 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.494207 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.327639 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.0689732 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.322981 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0455959 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0402807 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.129704 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.22947 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0022321 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.132061 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0785785 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.437842 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0719817 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0141737 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.63823 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.432599 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.546319 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.240321 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.926083 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.487449 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.258353 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.144175 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.720159 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0691871 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.210161 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.29659 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.142676 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.258244 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.35856 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.791886 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.0903853 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.410208 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.30694 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.503582 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.125461 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.394276 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.058027 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.067822 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.362546 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.296666 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.56063 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0419767 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.39639 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.115819 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.0299427 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.188835 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.175102 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.0679914 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.125776 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.888225 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.125595 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.3851 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.163862 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.164668 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.29534 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.0527237 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.379407 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.502461 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.45517 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.351305 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0149148 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.344803 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.926083 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.402514 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.429673 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.513209 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.172545 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.10321 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.1891 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.0137073 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.118813 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.153965 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.189008 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.709782 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.0693065 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.295527 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.382226 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.225776 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.168055 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.0455347 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.733378 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.136418 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.031716 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.194975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0349921 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.00752841 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.194976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.130714 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.00764587 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.297532 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.0855701 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.29142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.507842 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.604024 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.864527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.180579 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0176242 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.746721 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.604064 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.878787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0895751 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0533157 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.038614 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.767616 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.546465 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.999864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.267898 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.998641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.519007 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.580198 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.0984799 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.581597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.166888 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.160249 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.511186 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.51849 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.570794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),0.0858318 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.19849 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.47626 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.313551 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.55262 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.252405 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.625452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.148634 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.1205 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.250689 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0159439 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.275349 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.419617 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.235831 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.117868 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.376565 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0833824 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.774295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.376683 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0723412 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.774295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.159624 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.869377 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.62499 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.314467 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.272937 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.155397 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.566631 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.324661 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.426354 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.306641 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.683206 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.248846 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.37244 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.351073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0543757 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0276831 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.581385 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.321869 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.04837 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.230703 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.397964 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.599043 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.185236 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.212613 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.463378 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.332237 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.399516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,7),-0.0718655 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.264852 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0943638 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.208499 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.297437 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0955577 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0646948 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0415764 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0351236 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.265882 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.404198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,8),-0.289795 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.254951 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.227862 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.155193 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.293233 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.221696 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.258474 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.0275399 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.365297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0579777 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.159274 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0909078 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.000654104 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.171719 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.111152 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.298862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.0243818 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.197295 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.35146 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.326898 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.0957236 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.188356 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0525954 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0252871 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.19571 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.17176 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.457557 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.386222 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.423 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.193936 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.292107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.174162 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0418222 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0648459 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.172382 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.066105 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.201869 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.00889135 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.225553 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.315885 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.365297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,8),0.101944 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.185441 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0981417 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0709697 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.298862 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0243818 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.197265 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.294423 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.347755 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.455775 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.384914 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.421692 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.19108 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.418521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,7),-0.204916 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0315285 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),0.0252763 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.151366 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.114082 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.173139 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.171155 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.10227 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.280578 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.319662 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.358228 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.321866 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.123913 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.106304 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.536728 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.487379 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.440314 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.399535 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.250482 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.444047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.277635 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.00453276 # DEPENDENCYPART_GRANDPAR
