# _root_ zergatik oroitu behar_zuen nitaz , bere bizitzan_zehar , gainean eta azpian izandako ehundaka haietariko beste bat gehiago ez banintz bezala ? .
#goldHeads=3,3,0,2,4,7,3,7,10,12,10,16,14,16,16,19,16,19,3,19,20,21,
#predictedHeads=2,3,0,2,4,7,10,7,10,12,10,0,12,15,16,19,16,19,12,19,20,21,
(11,16),(11,19),-0.0195476 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.111541 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0377594 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.129497 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0631244 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0281418 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.056987 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.082999 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0122224 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0178164 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.082999 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0222622 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.00217577 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0178164 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0193733 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.016697 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0264013 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0295512 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.027606 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0341122 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0246498 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0109369 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0573475 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.082999 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0122224 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0182205 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.082999 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0226663 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.00217577 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0182205 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0199148 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0172384 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0269428 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0300927 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0281474 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0341122 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0246498 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.0109369 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0337537 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0163177 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0115812 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0337537 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.00713545 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0331696 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0115812 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.000267034 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0029434 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.00242371 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.00399261 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.00763806 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0652294 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0314539 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0236312 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.112439 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.185597 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.13427 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.190043 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0901761 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.185597 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0179651 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0152887 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0232071 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0141451 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.026764 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0158404 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.025002 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.039892 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0110083 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0780732 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0154541 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00535758 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0110083 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00128003 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.00395639 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0137925 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0249076 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00782333 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0126526 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0222693 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.039256 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0821422 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0714076 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.000966689 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0580703 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.04774 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0397109 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0827698 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0532853 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0531958 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00441061 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0261516 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0501842 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.190043 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0901761 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.185597 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0179651 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0152887 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0232071 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0141451 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.026764 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0158404 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.025002 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.039892 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00343948 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0605435 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0536894 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0456603 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0887192 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0592347 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0591452 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00562884 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.032101 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0568356 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.127369 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0106979 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0080215 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0157146 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00809753 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.000682118 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0116456 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0529317 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0516356 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.04774 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0397109 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0827698 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0532853 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0531958 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00441061 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0261516 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0501842 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0220859 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0324189 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0326656 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0262432 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0130271 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0266155 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0104905 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.032412 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0326587 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0262363 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0130202 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0266085 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0104805 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0517431 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0387986 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0166893 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.030483 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0141682 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0215487 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0163809 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0300706 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.000836756 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.01344 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0275271 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0109002 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.00316188 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0321607 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0200338 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0361058 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.035498 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0139429 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00014461 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0086021 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0206023 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0104828 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0235169 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0236361 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.126203 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0276187 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00406002 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0185984 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0313897 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0127335 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.026826 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0124777 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0154513 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0828293 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0124777 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0318794 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.00952206 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.00687968 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0166542 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.00149997 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.00010404 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0226966 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0564256 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0609501 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0490062 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.00140709 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0199349 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.00241417 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0183702 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0122177 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.00114149 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0225712 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0609501 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0490064 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.000527341 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0199349 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.00241417 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0183702 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0122177 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.00202785 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0201752 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0778991 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0337614 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0492666 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0538943 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0697309 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0429849 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0475124 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0336736 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.00140709 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0199349 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.00241417 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0183702 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0122177 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.00114149 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0225712 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00952206 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.00687968 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0166542 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.00149997 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.00010404 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0215781 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.000888191 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.00730789 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0044113 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.022484 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00229761 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0151028 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0324654 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0362705 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0022558 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00448491 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0455649 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.000929857 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00701986 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00710522 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0594406 # DEPENDENCYPART_SIBL
(20,19),(20,21),2.25611e-05 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0241851 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0840056 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.412865 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.241729 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.218295 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.19076 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.150851 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0941555 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.19144 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0568103 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.287074 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0676861 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0988335 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.129788 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.469862 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.415351 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.371048 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.127453 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0235125 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.3014 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0343883 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.092919 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.406194 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.154476 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.550956 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.342812 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.037188 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.186017 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.377144 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.168555 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0965847 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.00851274 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.0525126 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.30182 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.107799 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.00998298 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.102697 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0597956 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0860823 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.232154 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.1715 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.245167 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0303569 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.0157674 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.0392258 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.105292 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.0354334 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.430486 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.342812 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0908071 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.186017 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.168555 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.0965847 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.0525126 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.30182 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.107799 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.102697 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0597956 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0945024 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.103377 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.171499 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.258709 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0157673 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0392259 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.105292 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.0354335 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.430486 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.391202 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.19773 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.212533 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.311036 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.213213 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.465293 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.393973 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0482719 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.10579 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.249297 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.37392 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.30182 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.102697 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0939785 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.103377 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.232084 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.186637 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0303569 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.0157674 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.179342 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.0392258 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.105292 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.0354334 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.430486 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.170807 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.372478 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.178968 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.041935 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.222064 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.07243 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.0526739 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.222744 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.209858 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.263043 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.214515 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.129772 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0559058 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0348834 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0228758 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.103182 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.420613 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.469846 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.502843 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.256305 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.308902 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.159182 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0138255 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0447143 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.0597027 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0297189 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.217246 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.19178 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.0742688 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0518713 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.36198 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0667234 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.195442 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.552107 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.320287 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.341937 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.363922 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.0111874 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.165493 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.314799 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.173029 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.0303394 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.16826 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.0507313 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.162905 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0388801 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.34822 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.39272 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.337101 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.475318 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.189739 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.0903264 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.192138 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.385122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,7),-0.131261 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0541674 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0623237 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.229192 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.0147014 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.28331 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.257347 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.0354519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.168042 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.152189 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0708485 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0692163 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.0189052 # DEPENDENCYPART_GRANDPAR
