# _root_ aurtengo ekoizpenen erakusketez_gainera , bertso txapelketak eta lete , valverde eta lertxundiren kantaldiek hartuko dute lekurik nabarmenena .
#goldHeads=2,3,14,3,6,7,14,11,8,11,13,11,7,0,14,14,16,17,
#predictedHeads=2,3,7,3,6,7,14,11,8,11,13,11,14,0,14,14,16,17,
(14,5),(14,10),-0.0208737 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0131831 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0208737 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0208737 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00206764 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00548016 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0266558 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0131831 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0208737 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0691831 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0208737 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0131831 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0208737 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0208737 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.00778194 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.00436942 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0168062 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.114733 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0903273 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.114733 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.00652354 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.114733 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.114733 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0565944 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00253736 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00431842 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0691831 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0208737 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0131831 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0208737 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0208737 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00778194 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00436942 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0168062 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.174668 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0896274 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.174668 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.174668 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.00743688 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00850321 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0223668 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0131831 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0208737 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0208737 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00778194 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.00436942 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0168062 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.114733 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.114733 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0565944 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00253736 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00431842 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0208737 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00778194 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00436942 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0168062 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00778194 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00436942 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0168062 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0717529 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00287461 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0109277 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0720721 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0720721 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0720721 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.116136 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0413218 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0720721 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0720721 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.116136 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0413218 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0720721 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.116136 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0413218 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.116136 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0413218 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0256316 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0709495 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.00334684 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0684722 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0709495 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0684722 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0684722 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0188013 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0305821 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0224852 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0201965 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0675343 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.107484 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0615027 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.107484 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.107484 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.126173 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0745327 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0504345 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0591 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.115615 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.029213 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.115615 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.115615 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.105336 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0501192 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0288967 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0822575 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0337037 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.00783131 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.00783131 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.013246 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0095947 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00839281 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0277903 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.107484 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.107484 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.126173 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0745327 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0504345 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0591 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00783131 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.013246 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0095947 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00839281 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0277903 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.013246 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0095947 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00839281 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0277903 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0105975 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0103419 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0391793 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0395889 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0243182 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0776367 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0443499 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0537317 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0438551 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00069849 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0180108 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0438551 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.37356 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0712706 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0299102 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0055881 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0948243 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0398675 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.133444 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.150545 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0357087 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.243805 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0055881 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.218119 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0398675 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.133444 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.150545 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0357087 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.243805 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.00434832 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.0482445 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.214947 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0873425 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0873062 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.104408 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.00416404 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.0055881 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.218119 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0841712 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0225726 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.150545 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0357087 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.243805 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.197623 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.00434832 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0055881 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.218119 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0841712 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0225726 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.14428 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0357087 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.243805 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0574726 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.197623 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.00434832 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.5224 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.120685 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.435176 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.132886 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.087263 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.361502 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.378256 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.392612 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0556522 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.346429 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.148239 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.671207 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.213566 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.0320235 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.192746 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.14428 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.161198 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0574726 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.00434832 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0647595 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0482445 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0504291 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.198137 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.201296 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.152311 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.254458 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0401777 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.5224 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0647595 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.120685 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.435176 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.132886 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.361502 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.378256 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0803188 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.471516 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0696579 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.425334 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.671207 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.213566 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0320235 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.2936 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.192746 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0647595 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0482445 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0504291 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.0055881 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.218119 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.14428 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.161198 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.0508467 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.254458 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.0401777 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.208276 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.0107896 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.533054 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0482445 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.32514 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0504291 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.418112 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0327917 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.0884338 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.159949 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.142341 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0963198 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.0846224 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.103029 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.12337 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.196289 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0787147 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.150107 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0833126 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.474884 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0172431 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.642053 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.170882 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.190781 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.104605 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.187843 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.51262 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0549791 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.114052 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.485748 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),-0.00700408 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.0494292 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0415937 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.211788 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.00937219 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.536566 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0789248 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.0508018 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0145462 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.419024 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.0335928 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.0533817 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.00356101 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.0397788 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.124867 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.343824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.154286 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.217475 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.190254 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.213851 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.125964 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.222777 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.343824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0684063 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.217475 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.190254 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.213851 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.125964 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.222777 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.181166 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),0.0111769 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.07613 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.00135637 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.160267 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.183864 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.25455 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.87644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.28035 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.363196 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.27346 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.544233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0837191 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.18954 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.373017 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.231019 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.317702 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.230273 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.580682 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.541777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0543137 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.216622 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.400099 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.666267 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),0.27346 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.544233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0518577 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.246291 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.373017 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.231019 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.317702 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.351879 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.230273 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),0.27346 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.544233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0518577 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.246291 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0880567 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.231019 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.317702 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.129691 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.351879 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.230273 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.602985 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),0.26041 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.521523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0745668 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.192505 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0655122 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.248848 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.171224 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.219616 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.205402 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.242864 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.456507 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.288037 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.510212 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.486346 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0880567 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.271558 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.129691 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.230273 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.434515 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.580682 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.639248 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0449001 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.716714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.209657 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.304993 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.810178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.186095 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.471131 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.750654 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.19903 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.532235 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.363017 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.38205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.174024 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.453523 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.71653 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.18421 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.424443 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.384506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0927523 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.426441 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0107029 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.208022 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.283554 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.050027 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),0.18421 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.424443 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.384506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0927523 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0454589 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0107029 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.208022 # DEPENDENCYPART_GRANDPAR
