# _root_ bigarrenik , polimerizazio edo oxigeno zein nitrogenozko zubi baten bidezko bi molekula organikoren konbinazioa , eta alderantzizko prozesu edo hidrolisia .
#goldHeads=0,1,4,14,6,8,6,4,8,9,12,14,12,16,14,0,18,19,16,19,20,
#predictedHeads=3,3,4,8,6,8,6,12,8,9,12,14,12,16,14,0,18,19,16,19,20,
(14,5),(14,9),-0.0468294 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0114572 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0276919 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.010072 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0143537 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0483478 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00711494 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0080158 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0146765 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.00060383 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.00621019 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0274133 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0463209 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0463209 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0411143 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0475295 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0226142 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0463209 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0166766 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0307794 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0378039 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0123031 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.00374939 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0164189 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.00431719 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0456483 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.00783131 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0468294 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0114572 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0276919 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.010072 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0143537 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0483478 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00711494 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0080158 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0146765 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00060383 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.00621019 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0274133 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0468294 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0114572 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0276919 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.010072 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0143537 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0483478 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00711494 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0080158 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0146765 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.00060383 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.00621019 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0274133 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.019161 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0231351 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0203696 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0279052 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.013005 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0199625 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0965504 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0823752 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0489165 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.081046 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0486069 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0276919 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0100759 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0143537 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0250297 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00222216 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0257884 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0242463 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00873327 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.01578 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0437402 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0179072 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.02323 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0410648 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0243557 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0878567 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0720236 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0171142 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0706944 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.01197 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.014224 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0473723 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00678978 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00834096 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0150217 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.000278666 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.00655537 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0290391 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0215244 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0100007 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0295892 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0363319 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0124279 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0357644 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0931937 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0281902 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.028174 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0507232 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.043681 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.049334 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.224837 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0171505 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00388583 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0271199 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.00388583 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0546885 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00867562 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0371505 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.00867562 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0776367 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0147306 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.00807407 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0892224 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0204639 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0815104 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0887528 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0912229 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0946572 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0101213 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0232857 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.00439637 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.00474371 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.00439637 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.00439637 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0468149 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.00560511 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.00573687 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.00663707 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0785956 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.00439637 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00214233 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0425894 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0362289 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0575096 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0645758 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0143552 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0645758 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0645758 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0095863 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0645758 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.000675724 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0645758 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0496616 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0645758 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0359593 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.00744347 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0211465 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.00918061 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0165508 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.00474371 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.00439628 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.00439628 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.045934 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.00560502 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.00485601 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.00663698 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0785956 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.00439628 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0021426 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0453804 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0316314 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0603005 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0461579 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0461579 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0123317 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0461579 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.00342114 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0461579 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0498162 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0461579 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0350582 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0123494 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0220763 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.00437644 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0174806 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.00439628 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.045934 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.00560502 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.00485601 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.00663698 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0785956 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.00439628 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0021426 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0453804 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0316314 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0603005 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.045934 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.00560502 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.00485601 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.00663698 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0785956 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.00439628 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0021426 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0453804 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0316314 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0603005 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0312167 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.00414014 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0312167 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0467056 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0312167 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0640421 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00394855 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.000105585 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0317592 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.00677495 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.00485601 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.00664087 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0785956 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00440017 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00207759 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0452634 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0316301 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0601836 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0352708 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0470168 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0352708 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0640374 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.029712 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0388255 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0689513 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.045706 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0785956 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00439628 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0021426 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0453603 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0316314 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0602805 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0593823 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0308057 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.260935 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00404138 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0180528 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.000554116 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0021426 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0453804 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0316314 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0603005 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.02236 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.078114 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0597742 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0723837 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.18427 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0949687 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.182881 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0426385 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.217996 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.078927 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.114837 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0455045 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0325297 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0534032 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0433829 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0407107 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0433832 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0136603 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.00250867 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0186883 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.00203652 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0129423 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0593399 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0113347 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0593399 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0340202 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0478053 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0113347 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.00968183 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0042535 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0578407 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0243836 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0463651 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0166766 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0463651 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0382755 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0530896 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0166766 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0147269 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.00858315 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0457759 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0160751 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0214421 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0160751 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0437042 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0354637 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0214421 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0247464 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0723686 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0180378 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0141798 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.00809344 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0261211 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0334929 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0141798 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.00121091 # DEPENDENCYPART_SIBL
(18,12),(18,20),2.52558e-05 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0265436 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0155796 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0260689 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0126837 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00204744 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0141018 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0314802 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0933031 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0259914 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0336226 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0143095 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00153607 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.000370435 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0249178 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.02925 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0404959 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0500893 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0526423 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0830666 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.043451 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00496542 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0185094 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0592462 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0141018 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0314802 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0933031 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00724445 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0747465 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0890178 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.00418994 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.00418994 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.00418994 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.00539868 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.00844138 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.00643064 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.00418994 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0298325 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0910436 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0312081 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.00217126 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0377571 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.00418985 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.00418985 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.00539859 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.00932225 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.00643055 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.00418985 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0298325 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0910436 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0312081 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.00217117 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.040548 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.00418985 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.00539859 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.00932225 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.00643055 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.00418985 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0298325 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0910436 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0312081 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.00217117 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.040548 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.00539859 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.00932225 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.00643055 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00418985 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0298325 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0910436 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0312081 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.00217117 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.040548 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.00932225 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.00643444 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.00419373 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0298325 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0910436 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0312081 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.00217505 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.040431 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0296871 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0296871 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0582489 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0543305 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0235172 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0296927 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0108279 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00418985 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0298325 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0910436 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0312081 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.00217117 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.040528 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0298325 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0910436 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0312081 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00217117 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.040548 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0503387 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0265117 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0891221 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0399908 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0391639 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0648028 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0396567 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0392432 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00750486 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0306192 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0260689 # DEPENDENCYPART_SIBL
