# _root_ hura ikustean arkitektoa izan behar_nuen burutazioa sartu zitzaion aitari , etxetxoak ganbarara bazterreratu eta traste_artean zapuztu , potortu eta hautsatu ziren arte .
#goldHeads=2,7,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,14,7,14,20,21,22,
#predictedHeads=2,5,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,19,0,19,20,20,22,
(3,2),(2,4),-0.4972 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.567739 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.689205 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.294181 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.186051 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.243468 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.599555 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.000867353 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.45256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.298527 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.17817 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.238798 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0987727 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0388844 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.149939 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.121354 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.362895 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.101294 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.0146483 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.106462 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),0.00314102 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.0136576 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.026511 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.421119 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0192709 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.123335 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.119035 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.588978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.253444 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.336558 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.533664 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.38572 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.0955727 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0266409 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0398221 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.490923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.342353 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.243646 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.253309 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.390655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.00390031 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.109662 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.286046 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.049949 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.1881 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.103179 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),0.0291264 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.475601 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.281565 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.148871 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0752118 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.19623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.165053 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.267158 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.342941 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.244918 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.254133 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.394769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0848454 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0324755 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.277351 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0428856 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.156977 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0733498 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.181036 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0543271 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.115219 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.42504 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.248735 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.178235 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),0.0411664 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.37162 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.470071 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.337002 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0339394 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.0752118 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.19623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.165053 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.133861 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.196949 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.27621 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0627594 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.00287377 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.102345 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0440429 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0878122 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0536376 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.102345 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.348817 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.291759 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.196944 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0878002 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.0536376 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.057336 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.119067 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.346883 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.291115 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.342353 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.253309 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.390655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.0807321 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.033285 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0492501 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.179229 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0127637 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.133362 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0432279 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.145825 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.103179 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.432103 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.254489 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.342439 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.18399 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.377375 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.475601 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.344065 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.334271 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.315366 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.251201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.0712701 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.0739513 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.137357 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.0279026 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.141183 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.00256165 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.108432 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.154807 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.264029 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.150826 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.363993 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.0803265 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.10943 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.273711 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.212542 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.342353 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.243646 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.253309 # DEPENDENCYPART_GRANDPAR
(4,16),(16,5),-0.0807321 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),0.033285 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.0492501 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.179229 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.0127637 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.133362 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.0432279 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.145825 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.00280504 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.123239 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.394918 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.342439 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.18399 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),0.0291264 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.377375 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.475601 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.344065 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.342353 # DEPENDENCYPART_GRANDPAR
(4,18),(18,5),-0.0807321 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.0492501 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.179229 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.0127637 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.0432279 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.145825 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.00280504 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.123239 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.394918 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.191602 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.322008 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),0.0291264 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.377375 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.475601 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.344065 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.334271 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.251201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,7),0.137357 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.00256165 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.108432 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),0.154807 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),0.192324 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.354252 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.0396003 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.329829 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),0.030899 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.273711 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.508888 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.212542 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.123239 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.394918 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.191602 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.322008 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.121103 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.0491858 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.475601 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.344065 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.267788 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),0.0709126 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),0.176955 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.122472 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.480943 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.325813 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.504879 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.459917 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0326845 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0463529 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.6644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.135191 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.926499 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.35072 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.173904 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.396722 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.490984 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.175206 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.470895 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.615514 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.00342854 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.65303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.111346 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.81567 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.913719 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.301862 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.336008 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.415167 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.558158 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.37355 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.0559339 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.536842 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.530219 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.141691 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.00723 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.617467 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.667813 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.670913 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.208799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0624144 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.31905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.690917 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.720271 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.756808 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.361647 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.151582 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.50625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.189637 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.612652 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0463745 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0542741 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0669305 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.212386 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.196558 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.129387 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.391942 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.359849 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.353226 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),0.0436296 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.830239 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.501705 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.247417 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.191367 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.208799 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.0624144 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.31905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.238234 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.478902 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.726746 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0222931 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0804133 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.223401 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.478906 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.0477065 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.129387 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0655985 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.114863 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.403491 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.436792 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.848825 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.436111 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.243521 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.37685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.220768 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.502511 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0302521 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.157482 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0830529 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.226692 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0973748 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.333806 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.318302 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.301572 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.311679 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),0.0435401 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.788691 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.217081 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.848825 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.243521 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.502511 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.0830529 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.226692 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.0973748 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.139197 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.408064 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.260666 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.316526 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.254044 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.788691 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.613092 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.217081 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.345546 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.165674 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.488474 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.253711 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0843251 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.228284 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.781469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.488101 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.211343 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.226991 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.529044 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0287803 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.177011 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.50015 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.015537 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0834589 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.218314 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.776652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.579064 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.487684 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.531443 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.208885 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.46332 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.640435 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.412116 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.247822 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.440907 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.312165 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.215815 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.369648 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.720274 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.489663 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0182813 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0942247 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0203693 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.781469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.576728 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.488101 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.53626 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.645251 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.258998 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.226991 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.15993 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.399922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,2),0.0668051 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0210587 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0473992 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.109285 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.302802 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.490683 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.77225 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.223045 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.387679 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0702239 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0645221 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.240839 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0100801 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0567383 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0852369 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.288936 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.470232 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.703024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.759471 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.316818 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.208332 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.2598 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.555898 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.113007 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.258936 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.266359 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.226905 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.355466 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.506425 # DEPENDENCYPART_GRANDPAR
