# _root_ - abuztuaren 9an , berriozarren espainiako ejerzitoaren_aurka armaz burututako ekintza , zeinaren ondorioz francisco_casanova vicente tenienteordea hilik gertatu zen .
#goldHeads=0,3,9,3,9,7,9,9,10,0,10,13,18,16,14,18,18,10,18,19,
#predictedHeads=0,3,18,3,9,7,8,9,10,18,10,13,18,16,14,18,18,0,18,19,
(16,5),(16,19),0.0311031 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0274133 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.00999533 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0074462 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0217704 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0144839 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.00164613 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.00674474 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.00674474 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0307589 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0293709 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0324802 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.027233 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0127369 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0561434 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0266707 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.02807 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.02807 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00627937 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.113143 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0365738 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0274458 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00744468 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0154966 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0103979 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0103979 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0227158 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0552514 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0260984 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0463686 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.117833 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.115615 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.115615 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0466611 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00960198 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0822575 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0264206 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.032538 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.032538 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0596558 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0120272 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0250594 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00634171 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00634171 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0386972 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0392453 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0379253 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00783131 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0305406 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0311031 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0274133 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0305406 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0311031 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0274133 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.029833 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0886444 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.052143 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0179612 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0184407 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0149012 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.00179571 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0571266 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.00179571 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.00525895 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.00179571 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.00179571 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0245115 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.00562859 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0571266 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.00531544 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.00774265 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.00179571 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.00179571 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.00179571 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0149025 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.000553182 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0305355 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0698773 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0221649 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0292196 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0221649 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0221649 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.00171738 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.018332 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0698773 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.00743529 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0317033 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0221649 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0221649 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0221649 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.00215177 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.00627193 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0272767 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.171384 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.173828 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.171384 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.171384 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.10663 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.16993 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.13427 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.102861 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.174984 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.171384 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.171384 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.171384 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.109234 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0259587 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0132554 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0292196 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0221649 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0221649 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.00171738 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.018332 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0698773 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.00743529 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0317033 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0221649 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0221649 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0221649 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.00215177 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.00627193 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0272767 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0193083 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0193083 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.00358239 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0154754 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0711939 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.00875187 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0288466 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0193083 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0193083 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0193083 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.000830182 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0106205 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0232334 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0221649 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.00171738 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.018332 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0698773 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.00743529 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0317033 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0221649 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0221649 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0221649 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.00215177 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.00627193 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0272767 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.00171738 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.018332 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0698773 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.00743529 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0317033 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0221649 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0221649 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0221649 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.00215177 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.00627193 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0272767 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.00703387 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0848983 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.00563651 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.00881727 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0068591 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0068591 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0068591 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00319003 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0838812 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0384639 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0746913 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0129379 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0359608 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0264224 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0264224 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0264224 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.00296498 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0811744 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0720422 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.102861 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.174984 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.171384 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.171384 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.171384 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.109234 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0259587 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0132554 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0210747 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0277002 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0277002 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0277002 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0138021 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0523873 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0990302 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00190973 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.00190973 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.00190973 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0178938 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0258872 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0213525 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0221649 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0221649 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00215177 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00627193 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0272767 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0221649 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00215177 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00627193 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0272767 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00215177 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00627193 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0272767 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0698907 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.134362 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00377291 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0623044 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0466155 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0850445 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0240707 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0466155 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0850445 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0240707 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0229338 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0328719 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0958539 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.134394 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.082698 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.174996 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0570517 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.102546 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.057518 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.275377 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0330945 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.10947 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.138242 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.223612 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.271482 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0844188 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0936116 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0371424 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.06738 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0630381 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.469018 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0844188 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0763167 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.279425 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0371424 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.113517 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0844491 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0821422 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0722493 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0566606 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.133036 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0844188 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0763167 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0722189 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.257698 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.113517 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.134674 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0844188 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0763167 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0722189 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.257698 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0477955 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.138242 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.22766 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0880642 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.374717 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.134674 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.271482 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.0491195 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.084401 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0430557 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0301686 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.236002 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.00574513 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0821201 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0871063 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0172928 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.350083 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.0430905 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.215856 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.0424252 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.406449 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.403037 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.154209 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.085632 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.078129 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0734322 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.258911 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0490087 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.125384 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.131263 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0847234 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.361588 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.168995 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.128425 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0443409 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.12909 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.595997 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.272628 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.358808 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.113688 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.227726 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.209004 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0892019 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.469018 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0177723 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.080474 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0750973 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.260576 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0506738 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.127049 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.136615 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.234804 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0931682 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.335952 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.132434 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.0403314 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.133099 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.582783 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.350584 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.231926 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0707693 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.15971 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0380913 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.135339 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.231926 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.15971 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.145327 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.135339 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.0722189 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.257698 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.13561 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.231926 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0707693 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.326745 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.15971 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.145327 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0274382 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.595746 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.361196 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.360353 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.156619 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.146144 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.207141 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.0791543 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.0543662 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0312358 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0602034 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.266037 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.03578 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.112155 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.0859633 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.202987 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0367832 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.34643 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.174755 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.133312 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.0394537 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.133977 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.503332 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.181831 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.246609 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.0150606 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.188491 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.641331 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.120662 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.331433 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.32123 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.39518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.155013 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0745607 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.219354 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.224922 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.196013 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.119604 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.0815962 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.100104 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),0.332139 # DEPENDENCYPART_GRANDPAR
(1,9),(9,2),-0.211983 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.160589 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.105642 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.22493 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.230302 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.201589 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.12518 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.171478 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.117353 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.182376 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.12363 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.131241 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.100105 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.29647 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),0.270143 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),0.310707 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.985916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,9),-0.39284 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.629666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.00589593 # DEPENDENCYPART_GRANDPAR
