# _root_ haren ustez , eaj eta eaeko gobernua dira askatasun faltaren arduradunak , " etak finkatutako ildoak jarraitzen dituztelako " .
#goldHeads=2,8,2,5,7,5,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
#predictedHeads=2,8,2,5,8,7,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
(11,12),(11,16),-0.049334 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0376597 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0641672 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.224837 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.040167 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0105903 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0345874 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00152155 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0887529 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00638306 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0108329 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0323009 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0694 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.030172 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00152147 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0887528 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0302312 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0694347 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0549268 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0124102 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0582157 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.288296 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.11028 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.278574 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0259362 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.155118 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.289362 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.157885 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0475888 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0623931 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0471944 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.00192054 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00630504 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.01003 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00149739 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0116203 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0203576 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00712296 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0262983 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0445217 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00638311 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0318988 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0248861 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.00808669 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.000493786 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0176529 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0295834 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0204607 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0184424 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0185673 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0784353 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0122101 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0166593 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0250542 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.00844499 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0324287 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0619303 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0778214 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0453734 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0258223 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0428841 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0449024 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0447775 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0160939 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.068541 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0294532 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0536848 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0725178 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0121054 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0223417 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0216301 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0216927 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.032209 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0261902 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0263151 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0819001 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0207666 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0137034 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.00676763 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0198762 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0964295 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.113082 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0468869 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.115488 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.113468 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.113593 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0888668 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.107241 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0165859 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0125028 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0479547 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.054684 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0199188 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0652629 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0592441 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.059369 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0796881 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0538205 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0197058 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.00522044 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0319394 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0116054 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0315334 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0255146 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0256395 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0719434 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.020091 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0148288 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0100384 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0140784 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0219285 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0199102 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0200351 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0561746 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0136869 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.000551786 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00280655 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0366474 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0305383 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0306632 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0752968 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0251147 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0220807 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.010083 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0133418 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0273278 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0719613 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0217792 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0201186 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00816216 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0190606 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0719613 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0220642 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0203989 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00845768 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0187802 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.168759 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00323158 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0217752 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00421619 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0102428 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0022427 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0545098 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0253368 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0219799 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.025979 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0586894 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0578118 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0578118 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0164198 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0664919 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0394085 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0359336 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0199045 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0166008 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.107485 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.107484 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0675343 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.10751 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.12615 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.00286452 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0217206 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0591 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.00783131 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0259473 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.00851709 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0131464 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0260035 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0367388 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0274145 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0259473 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.00880204 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0131836 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0259884 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0386377 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.027974 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.115725 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.105313 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0378192 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0147614 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0822575 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0139623 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0202649 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0476754 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0272059 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0119891 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.065761 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0371781 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0302312 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0694347 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0549268 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0382682 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0793808 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0179568 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.00191974 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.00742306 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0107236 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.030593 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0135315 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0115131 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.011638 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0793808 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0058887 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0060124 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0115131 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.00327837 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0215094 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0353503 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0503833 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.080743 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.048295 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0203427 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0458057 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.047824 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0476991 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0215094 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.070855 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0187965 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.047824 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0556401 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.169739 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0954196 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.148134 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.167486 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.078332 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.169157 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.167138 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.167263 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.134841 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.161732 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.107603 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.167138 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.000298905 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0223331 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0298791 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0140927 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0249758 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0246715 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0186528 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0187777 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0850544 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0141447 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0253085 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0186528 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0253001 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0856386 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.102291 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.046621 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.104697 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.102677 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.102802 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0885368 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0970592 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0390614 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.102677 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0282481 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0471466 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0232019 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0577254 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0517067 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0518316 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0828424 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0471986 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0155437 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0517067 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0373633 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0148885 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0239959 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0179772 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0181021 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0750977 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0134691 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0079627 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0179772 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0195023 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0142792 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0122609 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0123858 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0567719 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.00664521 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0213226 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0122609 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0307137 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0230009 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0231258 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0784511 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0184928 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0109127 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0230009 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0187657 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0197903 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0751156 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0151573 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.00757586 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0196654 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0244845 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0751156 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0154423 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.00761373 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0199503 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0242042 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.161732 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.107603 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.167138 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.000298905 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00562963 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00764968 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0598368 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0023182 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0644554 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0244845 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0881196 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0484988 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00781299 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0309901 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0180588 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0108433 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0232922 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0106154 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00921672 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0279355 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.18621 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.202478 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0704657 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.310402 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.196693 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.436487 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),1.05028 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.216106 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.295898 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.198557 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.141744 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0849821 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.32559 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.446411 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.338198 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.799513 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.221476 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.459169 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.0997187 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.0917532 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0874038 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.264538 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.217053 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.194874 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0911749 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.190322 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.00680072 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.227668 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.197987 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.100158 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0883581 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.302405 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.812019 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0698298 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.309624 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.249134 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.320897 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.0193286 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.436336 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.0327586 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.000552736 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.133212 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.206556 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.10204 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.160903 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0788906 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.479455 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0292873 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.11574 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.184836 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-1.08879 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.00803334 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.233052 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.194818 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0961922 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0867444 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.29844 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.192634 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.608279 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.310362 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.248395 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0935737 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.0732454 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.320107 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.00803334 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.233052 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.194818 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0865865 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.29844 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.192634 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.608279 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0812228 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.248395 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.0935737 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0732454 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.00803334 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.233052 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0876847 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0865865 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.289933 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.184127 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.608279 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0727153 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.312508 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0916482 # DEPENDENCYPART_GRANDPAR
