# _root_ berdin egiten dute elefante eta zaldi gidariek , zeintzuek praktikaz hezitzen dituzte abere hoiek , hezitzeko zientziatik ezertxo_ere jakin gabe .
#goldHeads=2,0,2,5,7,5,2,7,11,11,7,11,11,13,14,17,19,19,11,19,20,
#predictedHeads=2,0,2,5,7,5,11,7,11,11,0,11,11,13,14,17,19,19,11,19,20,
(11,12),(11,15),-0.00956618 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0500315 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0756665 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0473273 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0660691 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0653589 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00485364 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0287287 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0153158 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0147462 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.025386 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0107428 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0144381 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0569011 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0256651 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0240416 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0116442 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0204274 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.000343598 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.038407 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0970364 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0510007 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0339167 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.193548 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0453893 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00262241 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0169008 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0422522 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.025386 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0107428 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0144381 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0172523 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.00316017 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0449826 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0847293 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0683231 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0127207 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0260689 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0238726 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0156165 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0691823 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0130751 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0154233 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0200562 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.021844 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0357644 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0251712 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.00841616 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0924596 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0770945 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.00939273 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0555507 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0335757 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0436639 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00669345 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0332931 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00830876 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.00846943 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00264556 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.00549276 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.0305725 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0262012 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0675343 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0696554 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.107484 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.12615 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0600368 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0683427 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.051318 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00370084 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0227569 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.000239944 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0202073 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0591 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0463173 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.115615 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.105313 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0502388 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0144277 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00342551 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0374452 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0562268 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0407972 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0312181 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0822575 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0312788 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0208028 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00422036 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0385519 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0386849 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0426794 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.073432 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0464092 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0454333 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0248446 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0131457 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00273614 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00195913 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0483478 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0206767 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00621019 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0208298 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0221596 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0274133 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00934513 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0305901 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00298676 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0209873 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.000666955 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0180106 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0273233 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0371781 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0196681 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0089358 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.022183 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0311719 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.018819 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.021515 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0301538 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.150547 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0861927 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00916667 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0848441 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.00248805 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.129497 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0372475 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.049334 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0366463 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.139353 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.224837 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00638306 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.010058 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.00769726 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0694 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0350368 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0173021 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0887528 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0158167 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0616293 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0900839 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0102495 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0392108 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.000986488 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0389214 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0283635 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0135894 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0291109 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0168152 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0173202 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0196592 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.127234 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0267328 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.00343992 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0133303 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.00343992 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.00335453 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.049455 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.00343992 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0041593 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.020955 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.00343992 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0324986 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.049455 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0123993 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.00442907 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.00541117 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.00442735 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.005551 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0148787 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.005551 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.00563639 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.080698 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.005551 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0301306 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0144963 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.005551 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0174793 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.080698 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0294136 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.00686064 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0133832 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.052918 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0103114 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0272028 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.027459 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0719613 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0272028 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.00025934 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0113423 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0272028 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0249639 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0719613 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0201186 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0525053 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0130114 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0373387 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.113468 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.113553 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0888668 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.113468 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0348323 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0336383 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.113468 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0821143 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0888668 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0165859 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.00336895 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0031104 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0285443 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.027459 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0719613 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0272028 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.00025934 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0113423 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0272028 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0249639 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0719613 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0201186 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0525053 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0130114 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0373387 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0712168 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0183046 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.00100386 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0120869 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0183046 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0242194 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0712168 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0167251 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0491118 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0178468 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.029604 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.174817 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.102649 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0583977 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.174817 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.113524 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.13427 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00323158 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.00306397 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.00668625 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0203439 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.00025934 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0113423 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0272028 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0249639 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0719613 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0201186 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0525053 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0130114 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0373387 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0154521 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00703606 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0142992 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0829989 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.014658 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00425621 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0196011 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0421955 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.00440487 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0271407 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0411629 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.015035 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00517196 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0396403 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0438935 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0249639 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0719613 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0201186 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0525053 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0130114 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0373387 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0738738 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00599488 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.000219407 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00326798 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0350286 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00323158 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00306397 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00668625 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0203439 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.025386 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0107428 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0144381 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0172523 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00316017 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0449826 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0103763 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0259473 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0131457 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0208298 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0221596 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0274133 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0347518 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0200814 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0443383 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0433775 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0227889 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.105313 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0407972 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0312181 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0822575 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0180106 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0273233 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0371781 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0158167 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0616293 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0900839 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00579048 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.00667052 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.013564 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.00667052 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.00675591 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.00667052 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0294574 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0155901 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.00667052 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.018566 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0817846 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0294574 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.00667052 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0560682 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0730569 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0289256 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.00488652 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0324698 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.032726 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0324698 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.00341061 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.00608848 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0324698 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0302032 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0772007 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.00341061 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0324698 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0336621 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0256187 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0111365 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.113496 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.113581 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.113496 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0320338 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0336456 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.113496 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0821143 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0888668 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0320338 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.113496 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0144995 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0247061 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0710243 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.032726 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0324698 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.00341061 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.00608848 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0324698 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0302032 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0772007 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.00341061 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0324698 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0336621 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0256187 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0111365 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0235715 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.00266609 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.006833 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0235715 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0294587 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0764562 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.00266609 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0235715 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0329176 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.017884 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0136531 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.00341061 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.00608848 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0324698 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0302032 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0772007 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.00341061 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0324698 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0336621 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0256187 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0111365 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.016546 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.00815558 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0153859 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0840855 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0274684 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.00815558 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0580686 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0623344 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0518457 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.00423429 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0272837 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0413058 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.00754146 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.00423429 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.00290804 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0351315 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0887518 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0302032 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0772007 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00341061 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0324698 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0336621 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0256187 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0111365 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0741851 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00802819 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.00838303 # DEPENDENCYPART_SIBL
