# _root_ agian , bizpahiru urte gehiago izan zitzakeen , kirolariak erretiratu baina profesionariek gailurra jotzen duteneko adina .
#goldHeads=6,3,4,6,4,0,6,7,10,11,16,14,14,11,14,4,16,
#predictedHeads=6,3,4,6,4,0,6,7,10,11,0,14,14,11,14,14,16,
(14,1),(14,8),-0.0406362 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.00176236 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0100569 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00295044 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.00176236 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00176236 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0801434 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0226751 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.182685 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.118847 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.120854 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0603541 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.13427 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.179024 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.103021 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0958686 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.179024 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.179024 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0046529 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.003965 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0182079 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.00749524 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.00920181 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0700715 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0343095 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.00299051 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.00944246 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0343095 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0343095 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0238148 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0010552 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0201295 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0240736 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0773531 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0204436 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.000951158 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0107739 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0204436 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0204436 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0462803 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0215609 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0390652 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0978002 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0233711 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0383992 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0302576 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0233711 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0233711 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.00824648 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00362933 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0416159 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.00575021 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0107995 # DEPENDENCYPART_SIBL
(14,7),(14,11),-7.20154e-05 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.00575021 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.00575021 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0707215 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00746103 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.179024 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.103021 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0958686 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.179024 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.179024 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0046529 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.003965 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00168376 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0250535 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.029507 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.029507 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0257324 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0149543 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0159164 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0154055 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0154055 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0459134 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0154274 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0962863 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0962863 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0423817 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0480863 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.029507 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0257324 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0149543 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0257324 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0149543 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0470432 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0431338 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.071277 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.071277 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0469542 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0391718 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0251415 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0481983 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0481983 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0391782 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.00824638 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0154085 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0454812 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.04269 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0212791 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0212791 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0407779 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0175661 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0792047 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0532453 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0281079 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0281079 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0399884 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.00744624 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0371781 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0504075 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0504075 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0831907 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0412868 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0670598 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00783131 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0131856 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00316401 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0274133 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0131856 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00316401 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0274133 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00744815 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0387597 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0278324 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.00932457 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.298229 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0545045 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.633628 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.68303 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.509184 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0301421 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0448284 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.449457 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0919437 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.263646 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0694778 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.225481 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0630514 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0480536 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.118619 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.452432 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.0859771 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.509141 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0143833 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.300707 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.135973 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.568758 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.00752777 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.290482 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0371173 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.00908489 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.469774 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0832885 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.137281 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.276998 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0714839 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.153346 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0817136 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.566849 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.526475 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.281636 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.00277892 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0984242 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.112563 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0722175 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0964975 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.763892 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.592917 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0431438 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.0189694 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.392984 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.68303 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.0831392 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.260563 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0862197 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.284695 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0079311 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0161225 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.191553 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0753184 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0111025 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0827352 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.480651 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.74219 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.121861 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.132538 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.5777 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.0362332 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.256191 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.0760401 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0252062 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.411074 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.157229 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.135495 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0042305 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.116415 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.166378 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0947456 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.61388 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.521282 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.294668 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.44006 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.0964544 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.171723 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.404728 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0251968 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.154121 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.205958 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.248638 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.11682 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.188452 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.55614 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.76436 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.0114701 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.0161225 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.0378211 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.19451 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0547825 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0827352 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.74219 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.121861 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.132538 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.453907 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0862197 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.284695 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0161225 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.0378211 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.19451 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.0547825 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.0217556 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.480651 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.74219 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.121861 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.132538 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.569522 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0359259 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0835262 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.033182 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.403564 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.150714 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.135188 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0117166 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.257663 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.138771 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0277821 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0438507 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.506364 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.317638 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0763752 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.148008 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0317922 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.453906 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.284694 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.194508 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.0547811 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.022267 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0938998 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.489985 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.988319 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.132538 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.100341 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.113043 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.104813 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.0833227 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.154925 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.407486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.172007 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.154925 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.16791 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.279911 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.247702 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.205737 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.450979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0147049 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.202809 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0807343 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.064941 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.232521 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.1641 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.262406 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.306146 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.231278 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.215756 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.242148 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.0982283 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.267033 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.204002 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.454391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),-0.183014 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.125292 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.237766 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.0332409 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.0793477 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.238176 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.222616 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.20128 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.305353 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.289832 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.118036 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.3289 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0617819 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.640456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.285873 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.355616 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.371998 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.392272 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.263945 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.31109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0679288 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.294681 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.204073 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0613693 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.062692 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.123847 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.104002 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.146567 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.17252 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.252388 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.597936 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.510177 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.176477 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.128994 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.548492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.333458 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.24401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.328122 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.243267 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.261057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,8),0.0245673 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0114233 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.16597 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0302539 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.135329 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.260699 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.121184 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.201972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.11049 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.193431 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.190856 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.225895 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.201647 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0881553 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.146282 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.236973 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.222438 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.309704 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.38853 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.394496 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.0732813 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.25233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),-0.124112 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.175679 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.139665 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.00733669 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0324925 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0903719 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0322456 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.121399 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.087597 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.135854 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.379967 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.201972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),-0.11049 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.190856 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0151059 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.0110488 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0918852 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.00372472 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.236973 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.222438 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.309704 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.38853 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.421525 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.334924 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.320177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.0459639 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.208171 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.0290753 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.176884 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0911419 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.125834 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.080308 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.109972 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.168099 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.155994 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.160506 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.379967 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.11049 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.0110488 # DEPENDENCYPART_GRANDPAR
