# _root_ ildo horretan , ppk eta pse-eek ere " joko bikoitza " egiten dutela esan du , eta euren testua ehren babesa lortzeko aldatzea leporatu die .
#goldHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,23,21,22,23,24,17,24,25,
#predictedHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,24,21,22,23,24,17,24,25,
(0,23),(23,9),-0.196789 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),-0.0890818 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),0.243181 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-1.20773 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),0.506462 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),0.168387 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.132116 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.0428331 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.40988 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.260772 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.24593 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.282964 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.576824 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.311291 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.0182608 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),0.446502 # DEPENDENCYPART_GRANDPAR
(0,24),(24,5),-0.0718871 # DEPENDENCYPART_GRANDPAR
(0,24),(24,6),-0.322863 # DEPENDENCYPART_GRANDPAR
(0,24),(24,9),-0.177647 # DEPENDENCYPART_GRANDPAR
(0,24),(24,10),-0.0860554 # DEPENDENCYPART_GRANDPAR
(0,24),(24,12),0.22393 # DEPENDENCYPART_GRANDPAR
(0,24),(24,13),-1.20118 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),0.487211 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),0.17494 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),-0.129207 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.0213377 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),-0.406968 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.24043 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.225589 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.262623 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.596075 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.475242 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.0116085 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),-0.191932 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.656518 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.290075 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.394116 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.181416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),0.0758299 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.127867 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.750679 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.214712 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.26843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,3),-0.305154 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.845933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,2),0.104371 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0186239 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.400861 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0578125 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0335762 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.017633 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.462065 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.167448 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.043573 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0752144 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.193229 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.507802 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.319274 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.522456 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.344961 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.16746 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.0436077 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.376621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0324398 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.206493 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.257938 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.894569 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.785349 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.461505 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.521787 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.413779 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.522644 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.387081 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.302555 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.252971 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.443545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.131711 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.192787 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.136196 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.346967 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.726912 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.287612 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.565704 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.660038 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.394622 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.328351 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.289215 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.757276 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.362817 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.38384 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.459229 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.353791 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.461367 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.535124 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.391955 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.312657 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.265303 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.411616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.133881 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.162197 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.137717 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.313465 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.209806 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.634485 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.587055 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.703938 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.378891 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.355624 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.324196 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.792257 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.397798 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.402592 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.47798 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.372543 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.481672 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.372038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,10),-0.18972 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.0320896 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.703609 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.425217 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.392846 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.849806 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.457794 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.64334 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.372392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,10),-0.189974 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.703863 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.425571 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.3931 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.297579 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.765796 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.442862 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.516281 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.641432 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-1.51028 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-0.515223 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-0.245402 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.408749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),-0.0905486 # DEPENDENCYPART_GRANDPAR
(5,22),(22,7),-0.165367 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),-0.0950337 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),-0.323423 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.279195 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.672129 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.105468 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.549285 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.743316 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.461928 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.462024 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.35787 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.827013 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.39967 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.408285 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.302848 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.414083 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-0.515214 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.245392 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.421615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,6),-0.12392 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),-0.128405 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.333133 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),-0.291897 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.683261 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.11817 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.560418 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.7502 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.474794 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.473157 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.391241 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.860384 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.433041 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.308203 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.303164 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.416532 # DEPENDENCYPART_GRANDPAR
(5,24),(24,1),-0.505782 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.406683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,6),-0.111666 # DEPENDENCYPART_GRANDPAR
(5,24),(24,9),-0.117554 # DEPENDENCYPART_GRANDPAR
(5,24),(24,10),-0.324427 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),-0.291336 # DEPENDENCYPART_GRANDPAR
(5,24),(24,13),-0.664901 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),-0.117609 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.542057 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),-0.74277 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),-0.459863 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),-0.465726 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.378987 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-0.84813 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.420787 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),-0.307642 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.37319 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.421478 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-1.52019 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.538806 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.252807 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.05554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,6),-0.641397 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.428839 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.531162 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.860036 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.672181 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.810138 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.668875 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.666796 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.330429 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.51404 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-1.53086 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-1.20042 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.705494 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.758543 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.630172 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.21553 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.878598 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.776797 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.959855 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.76068 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.813829 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.869789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.313929 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.59994 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-1.50774 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.731595 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-1.1494 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.68704 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.717915 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.757775 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.611143 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-1.02149 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.696169 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.794042 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.812999 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.686827 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-1.35396 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.22377 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.877855 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.781286 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.967949 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.768578 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.822071 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.8627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),-0.340889 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.591705 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.643456 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-1.36978 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-1.15713 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.724372 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.697829 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.780028 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.631074 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-1.04143 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.716101 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.812115 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.831072 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.7049 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-1.36065 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-1.17326 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.914986 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.720785 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.771539 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.29378 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.699359 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-1.54136 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.512689 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-1.206 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.775829 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.864381 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.624077 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-1.03547 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.708812 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.692074 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.703473 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.577129 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.165787 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.108457 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.401126 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.264589 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.333964 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.16901 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.323986 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.572978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.402742 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.165971 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.118739 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.350803 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.102264 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.0893082 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.468577 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.215981 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.435061 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0381277 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.567404 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0617716 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.171709 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.41674 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.440374 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0125128 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.186439 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.141069 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.00655461 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.843064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.662008 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.684295 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.570034 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.647027 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.533719 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.543012 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-0.584102 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0847927 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.322959 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.315019 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.732587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.272119 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.846479 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.438643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.00831598 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.371493 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.330807 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0498919 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.240059 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.27882 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.195028 # DEPENDENCYPART_GRANDPAR
(9,21),(21,10),0.113536 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.161073 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),0.0290713 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.169856 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.112296 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.169481 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.225112 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.235264 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.386023 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-0.442534 # DEPENDENCYPART_GRANDPAR
(9,23),(23,1),-0.905523 # DEPENDENCYPART_GRANDPAR
(9,23),(23,4),-0.676391 # DEPENDENCYPART_GRANDPAR
(9,23),(23,5),-0.226767 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-0.616845 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.490634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),0.014586 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),-0.249146 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),-0.0903111 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),-0.257806 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.0171591 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-0.145204 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),0.0224461 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.20987 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.215839 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.27395 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.285976 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.126277 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.283898 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.301197 # DEPENDENCYPART_GRANDPAR
(9,24),(24,1),-0.905664 # DEPENDENCYPART_GRANDPAR
(9,24),(24,5),-0.22689 # DEPENDENCYPART_GRANDPAR
(9,24),(24,6),-0.616987 # DEPENDENCYPART_GRANDPAR
(9,24),(24,9),-0.48602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,24),(24,10),0.0158358 # DEPENDENCYPART_GRANDPAR
(9,24),(24,12),-0.256606 # DEPENDENCYPART_GRANDPAR
(9,24),(24,13),-0.0866984 # DEPENDENCYPART_GRANDPAR
(9,24),(24,14),-0.265265 # DEPENDENCYPART_GRANDPAR
(9,24),(24,15),-0.0135464 # DEPENDENCYPART_GRANDPAR
(9,24),(24,16),-0.145235 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),0.0299311 # DEPENDENCYPART_GRANDPAR
(9,24),(24,18),-0.209896 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),-0.210357 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.268469 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.280494 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.133737 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.14044 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.300104 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.378411 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.217721 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.238623 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.686353 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.354806 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.133701 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.747676 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.137963 # DEPENDENCYPART_GRANDPAR
