# _root_ baina oraingoan , alderdiko ordezkaritza guztiek eman die abisu alderdikideei , " abenturazko bideetara eraman nahi_gaituztenak berriz_ere uxatzeko " agindurik .
#goldHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,16,18,18,20,18,7,20,
#predictedHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,18,15,18,7,18,19,20,
(15,4),(15,20),0.0233829 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0346031 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0312294 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.00366708 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.00311197 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0605665 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.00152756 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.00218676 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0456253 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0169331 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0289076 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0276427 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0134168 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0137851 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0185931 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0873182 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0154232 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0168727 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0437369 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0384908 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0371377 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.036619 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.00981964 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0130296 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.046179 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0114571 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0121157 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.052639 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0281673 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0458232 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.045393 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.00474995 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0618482 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.00316555 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.00382475 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.041383 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0197432 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0246652 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0234004 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0607446 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.00206264 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00272184 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0357613 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0245969 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0190436 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0177787 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.175361 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.176019 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00356101 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0158886 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0032548 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00368416 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0027236 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0417356 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0203889 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0250179 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0237531 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0632582 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0169113 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0397246 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0384598 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0219057 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0186209 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0195273 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.000839322 # DEPENDENCYPART_SIBL
(15,17),(15,20),1.60855e-05 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0195082 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0143886 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0148731 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.00595071 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0312799 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0126687 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0158787 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0143059 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0154059 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.000639612 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0421764 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.00257316 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.00300252 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0270619 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.019128 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0191113 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0201658 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0269448 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0253599 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0261873 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0140541 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0342788 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.00643735 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.00770217 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0206203 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0197318 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0220672 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0288462 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0272613 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0280887 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0125618 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.030453 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.00217747 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0034423 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0166046 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0155992 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0204071 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0172366 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0191494 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0379073 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0252477 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0173112 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0167925 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0095626 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0127726 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0111997 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0120267 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0245294 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0333826 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0331702 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.03274 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0304842 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0288993 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0297267 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0154172 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.033263 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.00641979 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.00768462 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0277964 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0286238 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0127399 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0381167 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0120415 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0133063 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0286248 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0127401 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0339087 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00606714 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00733197 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0176119 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0342093 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00181038 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.000545556 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0118949 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.000547443 # DEPENDENCYPART_SIBL
(16,15),(16,20),2.87299e-05 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0145768 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0154001 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0229778 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0285757 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0303421 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0215482 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00888377 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0275761 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0297166 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0351306 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0821527 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0908334 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0913178 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0300714 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0377648 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0891135 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0923235 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0821527 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0907506 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0912829 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0341208 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0310904 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0254679 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.00309995 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0156563 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0411848 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0137674 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0142518 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.00790385 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0316064 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0120475 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0152575 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0411848 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0136846 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0144899 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.00421943 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.00842472 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0149612 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.00599749 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.00270762 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.1749 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.175384 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.100801 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.054567 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.17318 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.17639 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.13427 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.174817 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.175349 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.106721 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.103737 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.103655 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0296767 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0163371 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0264697 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0210231 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0194088 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0195736 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0263526 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.072403 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0247677 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0253003 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0105613 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.00374534 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.00498387 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0579859 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.00740609 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0225155 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0200292 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.021475 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.028254 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0717833 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0266691 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0272017 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.00906901 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.00225302 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0043642 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.057031 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.00314622 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0156336 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0140387 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0188467 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0895454 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0156762 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0169995 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0329834 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0313472 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.00105997 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0905492 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0192531 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.00926786 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0124778 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0461747 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.010905 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0114372 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.021929 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0189458 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0190534 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0858398 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.03274 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.029892 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0730649 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0283071 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0288397 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0119244 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0051084 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00620688 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.057912 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.00738854 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0719613 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0272042 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0277368 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.00924714 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.00243115 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.00454216 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0618238 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0130102 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.174817 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.175349 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.106721 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.103737 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.103655 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0296767 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0163371 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0277379 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.00924729 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0024313 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00454251 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0576158 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.00703589 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0135242 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0077006 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00767833 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0561332 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00113771 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0396359 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00953339 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0867557 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.00451141 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00401041 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0828587 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00348409 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0136893 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00635744 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0769954 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.206698 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.0351475 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0913348 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0300884 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.0891305 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.0923405 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0821697 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0907676 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0912999 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0341378 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0311073 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0254849 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0300191 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.057532 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0142518 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.00790385 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.0120475 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.0152575 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.0411848 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.0136846 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0144899 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.00421943 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.00842472 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0149612 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.00988577 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0994046 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0225155 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.021475 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.028254 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0717833 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0266691 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0272017 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.00906901 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.00225302 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0043642 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.000437271 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.00909807 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0141158 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0189238 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.0896225 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0157533 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0170766 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0330605 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0314243 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.000982824 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0301342 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.056284 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.029892 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.0730649 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0283071 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0288397 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0119244 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0051084 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.00620688 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.00241811 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.00889861 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0719613 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0272042 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0277368 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.00924714 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.00243115 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.00454216 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.000259134 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.00498688 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.174817 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.175349 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.106721 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.103737 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.103655 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.102649 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0374513 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0277379 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.00924729 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0024313 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.00454251 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.00025899 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.00919489 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0135242 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0077006 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.00767833 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.00342301 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0106774 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0397131 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.00945625 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.038423 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0504207 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.00393326 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0291974 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0558168 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0139435 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.106373 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0541123 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0920657 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.072574 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.377108 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.0821491 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.110805 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0110896 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.113223 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.329427 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.23384 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.312441 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0582871 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.121661 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0773551 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.108524 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.109587 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.06869 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.257675 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.449962 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.134431 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.004989 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.229084 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0123867 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.107842 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.00820616 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.231237 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.723354 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.27853 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.336041 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.113513 # DEPENDENCYPART_GRANDPAR
