# _root_ jaurlaritzak prezioak hitzartzen dituztela irizten badio , europako_batzordera jotzeko asmoa du , hark azter dezan europako lehia askearen gaineko legedia betetzen den ala ez .
#goldHeads=5,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,20,17,18,21,23,21,14,21,24,
#predictedHeads=3,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,19,17,20,21,23,21,14,23,24,
(3,1),(1,6),0.269927 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.161069 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.659498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.0590657 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),0.270048 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.225123 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.00194627 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.334585 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.350203 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.210436 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.0135202 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.584544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.302952 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.446287 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.12132 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.294235 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.084314 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0462983 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.274037 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.209144 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.225269 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.577968 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.321387 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.378421 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.326178 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.248176 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.217777 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),0.0655713 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.224971 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.00179391 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.107273 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.411809 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.356651 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.476824 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),0.0504304 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.239392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.257937 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.468338 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.127881 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.19078 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.00306092 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0442066 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.210714 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.0132417 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.586693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.302236 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.317428 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.505486 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.178375 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.334673 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0544291 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.276252 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.211359 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.227487 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.575753 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.483567 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.219996 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.113755 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),0.0633561 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.405842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),-0.135195 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.198885 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.288185 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0677663 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.212266 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.183474 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.0880107 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.508259 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.283418 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.0607148 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.589012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.318456 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.152698 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.38069 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.114938 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0910202 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.166015 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.192264 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.551174 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.317958 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.511282 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.262325 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.189089 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.180218 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.159097 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),0.139288 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.136628 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0967335 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.23037 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.0166296 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.436138 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.232651 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.0649611 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.380102 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.287846 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),0.151692 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.064961 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.302919 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.377134 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.497792 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.268552 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.190465 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.421261 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),0.15169 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.301637 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.375852 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.497839 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.314514 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.108896 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.179658 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.410467 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-0.211707 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),0.0122485 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.58573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,5),-0.316465 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),-0.177565 # DEPENDENCYPART_GRANDPAR
(3,21),(21,8),-0.342192 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.113371 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.0848307 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.349323 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.000121227 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.248059 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),0.673351 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.362906 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.43996 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.625145 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.373885 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.303416 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.109268 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),0.0703932 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.0235882 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-0.505286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,5),-0.23473 # DEPENDENCYPART_GRANDPAR
(3,23),(23,8),-0.368385 # DEPENDENCYPART_GRANDPAR
(3,23),(23,9),-0.0312118 # DEPENDENCYPART_GRANDPAR
(3,23),(23,10),-0.10494 # DEPENDENCYPART_GRANDPAR
(3,23),(23,11),-0.264239 # DEPENDENCYPART_GRANDPAR
(3,23),(23,13),0.0172128 # DEPENDENCYPART_GRANDPAR
(3,23),(23,14),-0.17176 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.388519 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),-0.460335 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.400078 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.327646 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.158087 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.233777 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),0.0401821 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.136854 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.726476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.591612 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.113932 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0365798 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.726435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.591571 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.372839 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.536562 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.339494 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.340474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.429109 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.115092 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.544872 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.289552 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.518963 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.441689 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0796079 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.343827 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.322207 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.833013 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.143245 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.613784 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.539421 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.463572 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.0716573 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.33724 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.501591 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.23932 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.509007 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.40929 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.276139 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.00123519 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.206497 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),1.02643 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),0.093919 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0940172 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.532677 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),1.02511 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),0.0940393 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.089035 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.200864 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),1.20012 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.738011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0353429 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.341212 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.609671 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.206462 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.332726 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.456908 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.408268 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),0.240856 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.647078 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.640833 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.59865 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.366639 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.0899192 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0279725 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0800959 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.732419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0200691 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.290845 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.178903 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.0282969 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.361587 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.318931 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.447246 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),0.0810732 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),0.167995 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.850774 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.29233 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.39027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),-0.110639 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0642681 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0215709 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.276588 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.163867 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),0.189088 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),0.823957 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.577897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.329478 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0963132 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.285211 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0148064 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.237771 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.110852 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.130385 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.546936 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.389222 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.187641 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.128575 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),0.0947594 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),0.27519 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.397585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.118744 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.240644 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.133128 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.176484 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0855368 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0520204 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.476743 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.349293 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.237823 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),0.123025 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.578925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),-0.0706364 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.331228 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0476558 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.024065 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0662694 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0959221 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.521596 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.247513 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.417698 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.216297 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.171357 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.148624 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.174677 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),0.169931 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.203583 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0590134 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.198775 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.276499 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.163778 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),0.188978 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.82363 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.572622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.340917 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.0916671 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.282212 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0417768 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.0073575 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.312047 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.158723 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0314519 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.553384 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.27077 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.293281 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.382148 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.265455 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.215749 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.182718 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.122127 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),0.100551 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0183958 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.400216 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.248231 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.0315294 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.311594 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.191741 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),0.105055 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),0.0267198 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.44794 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.275316 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.402213 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.30365 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.249204 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.210924 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),0.141333 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.234027 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.186936 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),0.113774 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),0.0315294 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.269677 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.309369 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.40829 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.252757 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.207983 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.23109 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),0.113771 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.268395 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.308087 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.408337 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.271167 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.0813077 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.197176 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.220296 # DEPENDENCYPART_GRANDPAR
(5,21),(21,1),-0.277581 # DEPENDENCYPART_GRANDPAR
(5,21),(21,2),-0.16486 # DEPENDENCYPART_GRANDPAR
(5,21),(21,3),0.188918 # DEPENDENCYPART_GRANDPAR
(5,21),(21,5),-0.576934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,21),(21,7),-0.0955039 # DEPENDENCYPART_GRANDPAR
(5,21),(21,8),-0.29273 # DEPENDENCYPART_GRANDPAR
(5,21),(21,9),-0.046089 # DEPENDENCYPART_GRANDPAR
(5,21),(21,10),-0.0178755 # DEPENDENCYPART_GRANDPAR
(5,21),(21,11),-0.311603 # DEPENDENCYPART_GRANDPAR
(5,21),(21,13),-0.0351467 # DEPENDENCYPART_GRANDPAR
(5,21),(21,14),-0.149648 # DEPENDENCYPART_GRANDPAR
(5,21),(21,15),0.643773 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),-0.327743 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.370274 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.532642 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.328618 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.286443 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.124088 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),0.101797 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.116729 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),0.14488 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.4952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,8),-0.318923 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),0.03607 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.0379852 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),-0.226519 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.0178126 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.0733489 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.353356 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.39065 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.35481 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.310673 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.124424 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.249357 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.0537194 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.552515 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0604683 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.05209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.49544 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0486604 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0604629 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.05205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,3),-0.316399 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.29003 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.832803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,5),-0.259241 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.138632 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.399925 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-1.02972 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.762283 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.949887 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.33413 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.319129 # DEPENDENCYPART_GRANDPAR
