# _root_ juan jose_ibarretxe_eaeko lehendakariaren ustez , herritarrek " sendotasun moralaz_gain beste zerbait espero_dute erakundeetatik etarekin amaitzeko , indakerkeriari eta heriotzari aurre_egiteko " .
#goldHeads=3,1,4,12,4,12,6,12,8,11,12,0,12,15,16,12,18,20,18,12,20,21,
#predictedHeads=3,3,4,12,4,12,6,9,12,9,12,0,15,15,12,15,18,20,18,12,20,21,
(15,9),(15,18),-0.0221216 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0201186 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.00221297 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00905835 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00102522 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.000419023 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00166532 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.011384 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0335337 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0399807 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0335337 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0338212 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00811354 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.00873624 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0100905 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00709274 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0112367 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0049396 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0112367 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0112226 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.00703606 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00623824 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00472154 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.014658 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00437792 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.014658 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0128465 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0227917 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00593605 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0201186 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0221216 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0201186 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00221297 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00504195 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.017077 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0230157 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.017077 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00130944 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0971794 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.04696 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0971794 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0426258 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0177629 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0147462 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.019649 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00258793 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0284015 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.019649 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0127382 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0208604 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0961931 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.378212 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.035843 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.293301 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.156498 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.096061 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.378211 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0171705 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0745712 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.00384168 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.00384168 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0745712 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0339441 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.00709552 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0159837 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.00446536 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0281079 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0277255 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0446917 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.012718 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.023391 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.000696872 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.037208 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.00630288 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0131457 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0259473 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00711494 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00621019 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0274133 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0131463 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0259473 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00711494 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00227108 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0274133 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.012718 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0234209 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.000798536 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0411164 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0342394 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0562268 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0822575 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00388583 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0546885 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0887528 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.00757806 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0143711 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0079419 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.00757806 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.00757806 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.00314187 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00757806 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.00680172 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.00314187 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0523165 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.00757806 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0560967 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0718732 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.013537 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.00476039 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.00439655 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.00439655 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.000361799 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.00439655 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.00362022 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.000361799 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0518421 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.00439655 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0603005 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0726185 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.051368 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0513679 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0513679 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.020431 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0513679 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0521201 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.020431 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0508612 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0513679 # DEPENDENCYPART_SIBL
(18,4),(18,19),2.36239e-05 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0170057 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.00250715 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.00250715 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0092744 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00250715 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0023885 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0092744 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0518421 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.00250715 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0585201 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0774187 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.00439628 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.000362169 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.00439628 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.00361995 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.000362169 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0518421 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.00439628 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0603005 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0726183 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.000362169 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.00439628 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.00361995 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.000362169 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0518421 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00439628 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0603005 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0726183 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.222361 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.223912 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0243826 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.124463 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.222361 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.138392 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0866735 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00361995 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.000362169 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0518421 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00439628 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0603005 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0726183 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00036157 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0518421 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00546276 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0788168 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0659309 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.124463 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.221997 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.138524 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0866735 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.108298 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0723837 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0794613 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0603005 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0726183 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.148387 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.115615 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.029213 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0380093 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0822575 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0337037 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0224549 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0274133 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00306945 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0591 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0694814 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0283194 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0330981 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.0357647 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0357647 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.0357647 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.0313536 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.00195669 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0357647 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.00786913 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0357647 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0677171 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0403571 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0369651 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0369651 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0369651 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0383192 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0309947 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0369651 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0596211 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.0369651 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0163087 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0211819 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.0211819 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0211819 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0180861 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0266744 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0211819 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0186731 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0211819 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0724588 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0357645 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0357645 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.0313533 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.00195632 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0357645 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.00786913 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0357645 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0677171 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0357645 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0313533 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.00195632 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0357645 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.00786913 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0357645 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0677171 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0313533 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.00195632 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0357645 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.00786913 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0357645 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0677171 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.00390173 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0398417 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.00483291 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0398417 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0686112 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.00639942 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00472907 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.00639942 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0822292 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00786913 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0357645 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0677171 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.117856 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0549364 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0677171 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0180398 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0324345 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.00921672 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0324345 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00921672 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0110455 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.293682 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.194083 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.192835 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.307925 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.115953 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.14351 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0787017 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.140162 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.214271 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.0891536 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.140113 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.117607 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0473084 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.156729 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.198899 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.18056 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.124953 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.1879 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.415765 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.192818 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.177941 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0684957 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.125217 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.130234 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0627492 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0307409 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.14016 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.214258 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0143288 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0110396 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.0910406 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.196653 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0592968 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.129759 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.127264 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0952561 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0795577 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0749582 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.0997293 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0677211 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.264553 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.145414 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0765327 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.108263 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.0349355 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.00292726 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.15376 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.430242 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.189656 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.15076 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.122723 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0572351 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.20892 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.154002 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.0633005 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.0684902 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0732657 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.0412574 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.140855 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.388102 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.21828 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.324193 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.011026 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0158974 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.232425 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.091042 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.329192 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.196639 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.226041 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.0038096 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.011026 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.0158974 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.232428 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.329195 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.196639 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.268275 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.141693 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0791407 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.0182378 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.111985 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0312141 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.000794187 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.156368 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.43285 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.288975 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0458639 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.295698 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0886708 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.0551702 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.206391 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.151937 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.0658017 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.467456 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.331675 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.246594 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.186288 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.00334746 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.388102 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.21828 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.00381232 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.334846 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0024464 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.00139749 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.091042 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.329192 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.226041 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),-0.0220619 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.401892 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.159798 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.147009 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.290323 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.258315 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.307702 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.213245 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.552739 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.0869359 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.111233 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.460136 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.477998 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.117959 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.00139749 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.243078 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.10618 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.196639 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.226041 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.14317 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.076377 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.110508 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.0326909 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.000682685 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.044387 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.297175 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.0744869 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.202504 # DEPENDENCYPART_GRANDPAR
