# _root_ plangintzak lan arloan dauden arazoei ez die aurre_egiten , ugtko kidearen ustez , eta ppk estatu mailan duen plangintza jarraitzen duela gehitu zuen .
#goldHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,20,17,18,19,20,22,20,14,22,23,
#predictedHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,16,17,18,19,20,22,20,14,22,23,
(4,11),(11,10),-0.348992 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.502842 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.225432 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.332604 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.262539 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0828137 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.342944 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.351406 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.229478 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.154448 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.264417 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0868075 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.26732 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),0.266305 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.518666 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.468084 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.394292 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.0624481 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.242507 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.580142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.14279 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.285233 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-1.15454 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.356545 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.265371 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.357873 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.366441 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.505049 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.443625 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.228125 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0498324 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.210699 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.17178 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.21028 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.515163 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.474424 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.160591 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.355719 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.36418 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.509845 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.338846 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.222294 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.335462 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.347203 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.245774 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.525399 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-1.63011 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.350806 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.504932 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.340063 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.240865 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.330549 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.163856 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),0.251364 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.300306 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.52049 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-1.62521 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.612673 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.413667 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.0818226 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.261795 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.607007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.234064 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.428481 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.174194 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.450737 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.459305 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.5838 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.352449 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.300847 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.430497 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.255983 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.4226 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.267883 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.593994 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.505004 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.541319 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-1.62617 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.350042 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.248967 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.337932 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.17124 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.332665 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),0.259904 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.534005 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.523821 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.483423 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-1.62854 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.609585 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.427782 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-0.095938 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-0.276212 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.637742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),-0.129932 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),-0.197111 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),-0.413383 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),-0.222956 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),-0.347186 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.355754 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.481449 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.40121 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.301961 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.326536 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.148281 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.313206 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.148041 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.307249 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.464676 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.54914 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-1.6056 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.42653 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.0946857 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.274959 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.643598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),-0.148955 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.424823 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.229649 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.366209 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.374777 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.500472 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.407903 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.296151 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.345559 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.167304 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.332229 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),0.14234 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.326272 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.552143 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.336673 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-1.60579 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.607756 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.117284 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0131318 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.767052 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.600303 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0096655 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.76711 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.566001 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0299492 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.190176 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.883673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.198122 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.767052 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.501649 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0803358 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0477254 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.898422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.188031 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.77011 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.509082 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.751147 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.361097 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.223466 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.506265 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.47759 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.178156 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.738468 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.50203 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.628292 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.386927 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.529358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,11),-0.433866 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.508995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0150733 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.499057 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.172544 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.412298 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0352898 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.638652 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.382154 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.230203 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0996094 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0322941 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.536136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.456908 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.390321 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.238371 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.313997 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.13791 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.536136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.456908 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.321391 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0150299 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.000500895 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0143287 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.214304 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.149229 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.12164 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.804962 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.378823 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.74977 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.677344 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.170997 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.887643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.822771 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.831348 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.478886 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.422769 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0304029 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.213992 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.311485 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.678461 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.228558 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0820638 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.374461 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0381745 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.062608 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.382405 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.00171214 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.258958 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.160245 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.00604398 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0214833 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.372322 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.0159149 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.248644 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.103649 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0950155 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.00465072 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.34492 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.807641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,11),-0.461049 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.215886 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.281434 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.466569 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.424324 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.0780713 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.557712 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.398835 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.562238 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0198799 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.240791 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0656179 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.140444 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0189602 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.374845 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.201299 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0102916 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0919951 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.335038 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.125431 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0291085 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.367564 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.44358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.548218 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.234733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,22),-0.326362 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.401147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.095495 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0209574 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.220771 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.300919 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.240241 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.394001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.18363 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0195575 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0171323 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.298077 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0342023 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.157153 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0740606 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0832313 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.320444 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.0347961 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.200461 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.4507 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.233547 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.365299 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.494214 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.443729 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.245621 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.605823 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.458305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.067412 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.00364478 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0331954 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.205577 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.165501 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.198568 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0354376 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0762003 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.154018 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.0706847 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.0830973 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.263096 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.0905512 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.00271081 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.0339789 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.186616 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.188641 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0148557 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.227597 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0367886 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.2753 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.357251 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.658682 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.0249417 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.208847 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.195305 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0174061 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.205366 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0373079 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.305436 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0961642 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),0.386691 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.629242 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.111663 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.187832 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.0241191 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.213709 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.0456506 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.00973059 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.216793 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.0646419 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),0.369291 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.230306 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.646647 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.129859 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.375896 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.158743 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.290623 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.444087 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.368912 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.221336 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.59204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.102614 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.0422974 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.0791369 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.170304 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.200703 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.135288 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.268789 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.0948729 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.0413523 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.119629 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.177261 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.468822 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.332633 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.611324 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.111713 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.1336 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.378538 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.700797 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-0.371446 # DEPENDENCYPART_GRANDPAR
(8,22),(22,2),-0.154293 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-0.286173 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.442693 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.364462 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.579724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),0.11726 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),-0.0303352 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.0671748 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.182266 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),0.21535 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.10319 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.256827 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),-0.0829108 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.0293901 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),0.135385 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.165299 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.182837 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),0.531153 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.592999 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),0.0413552 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.1782 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.156275 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.0980124 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.104152 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.152756 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0444536 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0571393 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0828155 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.058591 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.191494 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.446933 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.358559 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.360429 # DEPENDENCYPART_GRANDPAR
