# _root_ era_berean , astrologiak egokitzat adierazitako egunetan pertsona ugarik betetzen ditu bere egin beharrak , zientzia horren ezagutza izpirik eduki gabe .
#goldHeads=0,1,5,5,6,9,9,7,0,9,12,9,12,13,17,15,19,17,9,19,20,
#predictedHeads=9,1,5,5,6,9,9,7,0,9,12,13,9,13,18,15,18,19,9,19,20,
(12,3),(12,11),-0.0153151 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0176668 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.00769586 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0175249 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0176668 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0176668 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0491112 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.052804 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0238034 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0269561 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.028357 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0203037 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0251717 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0132482 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0425232 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0103616 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00453622 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00610886 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0103616 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0103616 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0502863 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0539217 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.078625 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0798448 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.026785 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0183339 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0150408 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0181305 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00835459 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0795282 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0126075 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00835459 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00835459 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0334803 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0356508 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0401861 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.00459523 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0136681 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.00594634 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0121516 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0189901 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00950659 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0188481 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0189901 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0189901 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0445376 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0519335 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0136113 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.00137377 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0021316 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00142444 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0553183 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0275395 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0551764 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0553183 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0553183 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0834623 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.10262 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0251717 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0132482 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0425232 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0103616 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00453622 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00610886 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0103616 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0103616 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0502863 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0539217 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00896439 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0242083 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0233681 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0681107 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0191152 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0233681 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0233681 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0264469 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0470814 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0178428 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0212921 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00386337 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0255447 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0212921 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0212921 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0469875 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0172311 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00622935 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0387659 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0105524 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00622935 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00622935 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00332033 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0107931 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0162225 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0303803 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0306702 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0306702 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.000732422 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00367118 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0717642 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0717642 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0717642 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0415661 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.19801 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0293511 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0293511 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00214753 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.00498993 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0306701 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.000732422 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00367118 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.000732422 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00367118 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0444103 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0138578 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0097541 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00204744 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0623041 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00349613 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0746471 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0215244 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0357644 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0172449 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0357644 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0357644 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0148766 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00839963 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0931937 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0033171 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.012416 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00282438 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0175575 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.03769 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0448697 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00407374 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.029842 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0081845 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0081845 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0187274 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0251675 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.031294 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0119711 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00241206 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0159718 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0372777 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.042037 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00651679 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.035819 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0106275 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0106275 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0169302 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0190336 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0324706 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0623041 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00349613 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0746471 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0215244 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0357644 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0172449 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0357644 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0357644 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0148766 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.00839963 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0931937 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0363118 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0358534 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.000956076 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0166206 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0302808 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0166208 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0166208 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.016138 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0322071 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0335508 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0135376 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.166741 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0232401 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00856413 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0231698 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0231698 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0192589 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.000543632 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0738575 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0589527 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0144954 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0173143 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0144952 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0144952 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0160842 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0158623 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0994893 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.049334 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0534129 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.049334 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.049334 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0372565 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.139353 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.224837 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0431172 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00730926 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00730926 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.036305 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0173021 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0887528 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00711759 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00711759 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0831989 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0020019 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.125007 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.00730928 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0362568 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.017302 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0887529 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0362568 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0173021 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0887528 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00768465 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0694126 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0900839 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0309711 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.00755295 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.108418 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.367171 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.008507 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0282619 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.122047 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0999721 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.391225 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0161645 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0545787 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00100536 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0167563 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0150535 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0150535 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0153043 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.096978 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0259473 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.025631 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00621047 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00621047 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0221597 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0237876 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0165468 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.056227 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.056227 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0312181 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0786317 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00711759 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00711759 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0020019 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.125007 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.00730983 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0173015 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0887535 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0173016 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0887534 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0900839 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00831117 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00831117 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0429252 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0259983 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00806454 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0118426 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.00621019 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0221596 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0274133 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.115666 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.055466 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0562268 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0312181 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0822575 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0118426 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00621019 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0221596 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0274133 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.086771 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0563776 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0654071 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0173021 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0887528 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0900839 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0291216 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0128342 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0287718 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0468804 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0289087 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.016138 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0322071 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0335508 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0259473 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0079115 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0117916 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00847016 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.023462 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0221596 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0274133 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.115615 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.055466 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.115828 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0375138 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0312181 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0822575 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0117916 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00894855 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0234593 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0221596 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0274133 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0172065 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0570532 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0563776 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0654071 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0233702 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0221596 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0278851 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00768465 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0694126 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0900839 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0345298 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.00192721 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.018366 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0297141 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0430193 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.00192721 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.016711 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.006206 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0312384 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0420608 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0345298 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0493038 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0349919 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.031544 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0345298 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0345298 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0832559 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0704177 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.00764578 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.00407451 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.00148617 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.00221655 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.00764578 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.00300215 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.00599049 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0170572 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0017004 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0124326 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0658991 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0130545 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0317953 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0126457 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0124326 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0298702 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0197911 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.00255367 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0168216 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0102094 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.013543 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.00118534 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0168679 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.035819 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0197189 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0122053 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0494266 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0117437 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0374785 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0122052 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0122053 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.00438901 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.006001 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.014558 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.00776471 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.00612266 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0179047 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.00918057 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.00796426 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0267067 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.00976062 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0768813 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.00859938 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.011306 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.00976055 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.00976062 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0427944 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.045738 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0133778 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.00320997 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.00541273 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.016883 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0138937 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.00411097 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.00316172 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0614633 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.00253978 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0286318 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.00294857 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.00316172 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0307406 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.017175 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0018668 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0100341 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0130248 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0108395 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.00873232 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.00994751 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0588649 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.00932557 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0254151 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.00973436 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.00994751 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.00391947 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.041082 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.00118534 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0168679 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.035819 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0197189 # DEPENDENCYPART_SIBL
