# _root_ - oi , ez naute ni geroko ifernuek izutzen , orain honelako paradisuak dastatu ahal_izanez gero hemen - erantzun ohi nizun halakoetan .
#goldHeads=0,9,2,9,9,9,8,9,19,9,15,13,14,15,9,15,15,17,0,19,19,19,22,
#predictedHeads=0,0,2,9,9,9,8,9,0,9,12,13,14,15,19,15,15,17,0,19,19,19,22,
(15,8),(15,14),0.00025934 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.016945 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0309397 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0120489 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.02211 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0231066 # DEPENDENCYPART_SIBL
(15,9),(15,12),5.0469e-06 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.00703606 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0281416 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0673917 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0391067 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.00313031 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0605244 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0193723 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0257427 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0473356 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00354386 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0151938 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00500034 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0858943 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.00196065 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00418764 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0177503 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00216233 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00578432 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0187589 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00025934 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.016945 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0309397 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0120489 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.02211 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0673917 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0391067 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00313031 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0605244 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.013842 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0366582 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0381404 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0337428 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0367388 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.037522 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0330279 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0330279 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00245674 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00721799 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00733001 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00733001 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0166783 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0303879 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0160347 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.210288 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.108583 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0945195 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.193183 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.107772 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.134284 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.118389 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0945195 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.193183 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.107772 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.107772 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.134233 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.129468 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.00453079 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0237111 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0219905 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0218234 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0122406 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.010569 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0409753 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.00467636 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0218234 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0122406 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.010569 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.010569 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0125871 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.00301861 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0198065 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0186137 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.0141496 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0153886 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0011877 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0496924 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0227991 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0141805 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0153886 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0011877 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0011877 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0387312 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0338784 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0115802 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.00660621 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0607814 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.00594768 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0781854 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0222399 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0206754 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0547419 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00594768 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.00594768 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0388541 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.041761 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.00715301 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.031856 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0593042 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0891028 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.00152202 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00647053 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0316751 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0418243 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0418243 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0534914 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0270886 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.00280921 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0265049 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.019735 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.118389 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0945195 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.193183 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.107772 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.107772 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.134233 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.129468 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.00453079 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0237111 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0219905 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0121171 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0509658 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0293197 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0293197 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0610988 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0589722 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0113821 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0233561 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0225413 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0169106 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0011877 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0011877 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0387312 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0338784 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0115759 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.00661825 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0607772 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.00594768 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.00594768 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0388541 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.041761 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00715301 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.031856 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0593042 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0418243 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0534914 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0270886 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00280921 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0265049 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.019735 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0534914 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0270886 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00280921 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0265049 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.019735 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0376772 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0054509 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0244384 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0225654 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0027046 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0253764 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0300434 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.051798 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0130591 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0169984 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.0214866 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0383509 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0214866 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0258799 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.00363458 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0154973 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0173746 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0214866 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0258799 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0173746 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0171105 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0266691 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0255475 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.048797 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0248774 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0438551 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0277168 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0112585 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0129181 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.118193 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.003401 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0118797 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.110945 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.00416082 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0144157 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0345805 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.0151181 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.00262226 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.131448 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.122627 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.227952 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.191559 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.132442 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.142832 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0232402 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.179618 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.14706 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.160821 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.118732 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0120664 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.294501 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0309781 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0051298 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0185917 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.240609 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.0983115 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0279669 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.101788 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0317394 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0375438 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.338977 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0487306 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0719795 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.158997 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.122604 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.0503395 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.284072 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.206269 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.14501 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.139183 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0157735 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0706196 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.25659 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.196403 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.227952 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.191559 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0187979 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0851599 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.354426 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.277073 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.251085 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0717481 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.0517622 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.0598611 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.289439 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0733416 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.149943 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.073791 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.00745431 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.125607 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.167156 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.284277 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0265216 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.00987185 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.24041 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.0730104 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.334823 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.201997 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.0185917 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.240609 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.0983115 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.0279669 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.101788 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.0317394 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0781179 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.00623466 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.289192 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.235469 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0741029 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.122604 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.0503395 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.284072 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.206269 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.14501 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.139183 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.354144 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0983115 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.101788 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0317394 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0781179 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.289192 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.235469 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0741029 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.100142 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0503395 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.284072 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.206269 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.139183 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.120036 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.000380501 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.036013 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.0705762 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.00772707 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.171297 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.179424 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.0887646 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.278093 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.0043976 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.0417505 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.0864021 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.0179773 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.106984 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.00795942 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.287783 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.220084 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.0603408 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.129008 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.0926147 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.107871 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.233153 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.200637 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.244624 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.284371 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.128958 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.0138011 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.171321 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.00822265 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.338404 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.44868 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.618711 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.0941236 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.120552 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),0.229978 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.26477 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),0.0660882 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.0443385 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.0648096 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.0475489 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.0222738 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.0492866 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.172605 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.417891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,14),-0.261884 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.238674 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.269822 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.431645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,3),-0.35002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.0499125 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.0284586 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.0515443 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-2.87118e-05 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.126058 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.0494003 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.0601653 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.21606 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.109651 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.106335 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.0241808 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.129114 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.167207 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.0115969 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.00909697 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.157737 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.274491 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.0284586 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-2.87118e-05 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.126058 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.0494003 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.21606 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.109651 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.106335 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.0033956 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.129114 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.167207 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.0115969 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.157737 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.35343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,6),0.049121 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.00185746 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.133073 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.053586 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),0.0567548 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.225615 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.11148 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.11335 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.00758122 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),0.0693115 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.0909634 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.156001 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.0140941 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.153981 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.27717 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0003982 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.338672 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.387046 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.416287 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.110335 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.378837 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0345152 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.394832 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0375471 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.00780761 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.588884 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.298518 # DEPENDENCYPART_GRANDPAR
