# _root_ pisu baten erosteko , beren seme-alaben ikasketen pagatzeko edo erretreta gehigarri baten segurtatzeko erabil daiteke , ministerioak eman zituen adibideen_arabera .
#goldHeads=3,1,9,3,6,7,8,9,14,13,10,10,9,0,14,15,18,20,18,14,20,
#predictedHeads=3,1,9,3,6,7,8,9,14,13,10,10,14,0,14,15,18,20,18,14,20,
(10,9),(10,13),-0.00606111 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0348266 # DEPENDENCYPART_SIBL
(10,9),(10,17),-8.70636e-05 # DEPENDENCYPART_SIBL
(10,9),(10,20),-8.70636e-05 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0577131 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.119846 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0459503 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00574023 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00915443 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00915443 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0780254 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0826685 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0382065 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00618061 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00618061 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.123948 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0294232 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00642808 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.00642808 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0694 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0292582 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0292582 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0549314 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.00735413 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0887528 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0887528 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0538861 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0444038 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0628603 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0598378 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0584729 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0444038 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0628603 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0598466 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0584729 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0312728 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.000590983 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0374489 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0286544 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0460582 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0581976 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.000224806 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0719613 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0330856 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0272028 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0272028 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.00025934 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.00141257 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.009357 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.013708 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0466321 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0057753 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0252388 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00593605 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0201186 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.00617935 # DEPENDENCYPART_SIBL
(13,1),(13,19),-9.55879e-05 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0201186 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0862123 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0218218 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0131663 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0131663 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0348093 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.000521933 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.00751362 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.00609045 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.019331 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00461841 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0878169 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00551678 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0212275 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0202609 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.118956 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0212275 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.115812 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.174817 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.174817 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.102649 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0843401 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.168874 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0941344 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.115291 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0159077 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0100658 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00549256 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00323158 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0144601 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0214741 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00323158 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0236862 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0236862 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.000217319 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.00187741 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0177577 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.000713038 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0342529 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0164959 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0127539 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0173308 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0179914 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.00645139 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0321621 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0179914 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0272141 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.000258091 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00141382 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00936824 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0137092 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0466334 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0064893 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.024521 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.00590631 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0227919 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00689335 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.000813403 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0227919 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.00025934 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00141257 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.009357 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.013708 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0466321 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0057753 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0252388 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.00593605 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0201186 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.00617935 # DEPENDENCYPART_SIBL
(13,7),(13,19),-9.55879e-05 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0201186 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00373535 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00138338 # DEPENDENCYPART_SIBL
(13,8),(13,11),5.0469e-06 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0161176 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.00591096 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0886121 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00472154 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.014658 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0215535 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.119752 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.014658 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.119371 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0597962 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0834155 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0154385 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0475898 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.033301 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0380641 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0169075 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.114596 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0380641 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0159928 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.041311 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00113494 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0399807 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0105671 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.016528 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.00153899 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0146462 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.016528 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0348504 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00177109 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.028159 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0017724 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0123781 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0124375 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0487965 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0123781 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0153499 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0280437 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00323057 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00758978 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00530541 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0488345 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00758978 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0238584 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0484521 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0453893 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0126851 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0143858 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0453893 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0255201 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0289109 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0414871 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.145446 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0289109 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0970364 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0408412 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0888656 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0970364 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00041334 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0366591 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0147462 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0157464 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0484524 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0834726 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.00743447 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0643021 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0254263 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0132158 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0132158 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.00791861 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.00247778 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.00462999 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00604872 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0389729 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.00791861 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0243504 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0235359 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0137216 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.000146489 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.000983988 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0137216 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0862123 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0218218 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0100024 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0100024 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0348093 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.00136253 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.00434976 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.00609045 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.019331 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0348093 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0841241 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00455143 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0211834 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.020179 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.115264 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0211834 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.115812 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.171653 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.171653 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.102649 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0862246 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.165711 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0941344 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.115291 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.102649 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.00637301 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0045272 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.00327575 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.014542 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0177813 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.00327575 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0205223 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0205223 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.000217319 # DEPENDENCYPART_SIBL
(14,5),(14,9),-7.04798e-06 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0145939 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.000713038 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0342529 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.000217319 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.00906111 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0182962 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0180356 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.00653331 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0284694 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0180356 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0132271 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.00791736 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.00247653 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.00461875 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.00604997 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0389741 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.00791736 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0236326 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0235062 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.016395 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.000567508 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0017018 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.016395 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.00791861 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.00247778 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00462999 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00604872 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0389729 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.00791861 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0243504 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0235359 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0137216 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.000146489 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.000983988 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0137216 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.00185088 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.00178048 # DEPENDENCYPART_SIBL
(14,8),(14,11),5.0469e-06 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0161176 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0281416 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0849194 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00375619 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0146138 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0214716 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.116059 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0146138 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.124205 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0677933 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0914126 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0639194 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0396911 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0406096 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0338399 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0211545 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.106697 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0338399 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.023652 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0336517 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0132397 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0390923 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0281669 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0101311 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00478685 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0137578 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0101311 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0348504 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00418764 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0244662 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00273775 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0124222 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0123556 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0451038 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0124222 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00481482 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.024351 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00419592 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00763394 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00538734 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0451417 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.00763394 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0849194 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00375619 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0146138 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0214716 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.116059 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0146138 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0255543 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0288334 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.041428 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.145546 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0288334 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0971461 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.040946 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0890357 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0971461 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.000392903 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0367214 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0147743 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0156446 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0485003 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0833951 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0476889 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0035085 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0508462 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0394203 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0330925 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0776877 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0801656 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.00668422 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.00162774 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0355498 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0208668 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0308262 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0961931 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.384266 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0308262 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0972575 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.388884 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.039302 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.123386 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0125365 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0446917 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00744624 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.012718 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0415413 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0800105 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.000666955 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0371781 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00744624 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.012718 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0487214 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0839743 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.00173064 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0386477 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0171764 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0341845 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0319495 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0300532 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0278403 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0253421 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0205139 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0562268 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0822575 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0389808 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00559508 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0702242 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0519141 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0576404 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0887528 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0128761 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0340774 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0220304 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0220304 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.012392 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.00715421 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0041846 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0133867 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.047624 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.012392 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.00206078 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0307837 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0683719 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0220304 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.000404021 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0181748 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0149674 # DEPENDENCYPART_SIBL
