# _root_ azkenik , agiri " nazionala " zein den ere zalantzan jarri zuen , " epaigelako bi banderen_artean ere bakoitzak bat hartzen baitu bere naziokotzat " .
#goldHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
#predictedHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
(15,13),(15,22),-0.0148759 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0562268 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0822575 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0497814 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0442168 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0486477 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.036773 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.02942 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.00489664 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0442168 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0741538 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00681969 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0304239 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.102708 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.033696 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0397061 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.00681969 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.126172 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.00402237 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00171403 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.04874 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.00152711 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0073091 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0887528 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0118806 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.103358 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0035935 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0234293 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0592926 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.22299 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.00741006 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0025087 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.0796709 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0270235 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.0164415 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.111541 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0341632 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.0549269 # DEPENDENCYPART_SIBL
(15,24),(15,26),-0.0887528 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.00131831 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0235818 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.00636676 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.00487256 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00620859 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0401896 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.013403 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.00789862 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0414557 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0178303 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0609581 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0376628 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0331209 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0295151 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.00840028 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0293801 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.00666339 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.0372245 # DEPENDENCYPART_SIBL
(17,1),(17,26),0.0139205 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.00383426 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0710768 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0262609 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0150477 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0387504 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0357589 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0241797 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0497696 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0100063 # DEPENDENCYPART_SIBL
(17,5),(17,23),0.00454853 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.0362864 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.0932994 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0413594 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0138262 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0423596 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0392321 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0325211 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0280366 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0100966 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0220612 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.00497685 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0357618 # DEPENDENCYPART_SIBL
(17,10),(17,26),0.0121651 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0128899 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0213612 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0604872 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0206431 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00176317 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.01485 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0572783 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.0152687 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.00959486 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0349916 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.115615 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0443081 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0717041 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0381532 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.000292042 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0148759 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.029658 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0562268 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0822575 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0276919 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00510517 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.014008 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00464779 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.038957 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0359688 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.00621019 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0274133 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0534695 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0920901 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0187256 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0358503 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.022846 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0706944 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.01197 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0118806 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.103358 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0035935 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0091815 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0234293 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.0592926 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.22299 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.00741006 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0133035 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0025087 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0796709 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0270235 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0745005 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0164415 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.111541 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.00892942 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0341632 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0549269 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.019624 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.132433 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0887528 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.020828 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00917673 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.00447222 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0538907 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0335708 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00844463 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.017974 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0526272 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0335708 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00844463 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.017974 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0526272 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0468971 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0169979 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0195975 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0419266 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.00456841 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0152533 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.0131 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0264195 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.00771035 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.0435539 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.0182008 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0073731 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0060158 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0256191 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.00850578 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.048412 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0371572 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0256273 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0201061 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0256273 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0060158 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0283201 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.0052556 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0584014 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0150476 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0175771 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0210226 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.0437456 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.080639 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0237394 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0238601 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0104017 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0782425 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0373038 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0310503 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0373038 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.080639 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0191732 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0135021 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0352069 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0545602 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.0112543 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0231557 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0347694 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0182291 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.000795009 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.0316573 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0494836 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.00260212 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0286013 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.00260212 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0347694 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0123017 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0267842 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0257392 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.00564696 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0144114 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.0210661 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0182628 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0465961 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.00817204 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0633733 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0342191 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0620939 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0342191 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0210661 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0159027 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0482955 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.0252714 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0205651 # DEPENDENCYPART_SIBL
(21,8),(21,24),0.000614077 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.044155 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0353674 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0505562 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0899899 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.109711 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0904471 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.109711 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0498447 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0533526 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0752178 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.13189 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.101276 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0957957 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.00212124 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0377956 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0443641 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0184549 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0281629 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0184549 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0109615 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0179351 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.00274163 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0380521 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0177243 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0216526 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0238557 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0876257 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0214647 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0230395 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0214647 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0153956 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00489678 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.00831909 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0525268 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0345043 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.00444386 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0556565 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0263614 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0440337 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0263614 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0257449 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0200467 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0330562 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0812861 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0406539 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.02683 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.175547 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.119077 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.175547 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.105851 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0928955 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.102748 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.00871933 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0238074 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.00450402 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0294353 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0399811 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.08083 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.019479 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0118871 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0262373 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0596036 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0206677 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0268113 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0284959 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.000562409 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0311113 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0279699 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0060437 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.00476035 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.08083 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.019479 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0118871 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0262373 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0596036 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0206677 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0533526 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0752178 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.13189 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.101276 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0957957 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0281405 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0299111 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.00524149 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0191823 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0310166 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.00515014 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0146746 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.00786657 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0262209 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0370521 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.01573 # DEPENDENCYPART_SIBL
(24,1),(24,5),0.013403 # DEPENDENCYPART_SIBL
(24,1),(24,11),-0.0414557 # DEPENDENCYPART_SIBL
(24,1),(24,15),0.0609581 # DEPENDENCYPART_SIBL
(24,1),(24,17),0.0609581 # DEPENDENCYPART_SIBL
(24,1),(24,19),0.0194415 # DEPENDENCYPART_SIBL
(24,1),(24,20),0.0301039 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.0379616 # DEPENDENCYPART_SIBL
(24,1),(24,22),0.0107039 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.00774643 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.0749807 # DEPENDENCYPART_SIBL
(24,1),(24,26),0.0139205 # DEPENDENCYPART_SIBL
(24,5),(24,11),-0.0710768 # DEPENDENCYPART_SIBL
(24,5),(24,15),0.0150477 # DEPENDENCYPART_SIBL
(24,5),(24,17),0.0150477 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.00273299 # DEPENDENCYPART_SIBL
(24,5),(24,20),0.00836174 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.0697313 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.0125095 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.00368815 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.0501926 # DEPENDENCYPART_SIBL
(24,5),(24,26),-0.0932994 # DEPENDENCYPART_SIBL
(24,11),(24,15),0.0213612 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.0213612 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.0601556 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.0416145 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.0411582 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.00792397 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0361626 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.19409 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0349916 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.00783131 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.0137218 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.000527742 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0144889 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.00318333 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0135043 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.102736 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.0274133 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0137218 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.000527742 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0144889 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.00318333 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0135043 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.102736 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0274133 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0071118 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0714293 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0127982 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.00589941 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0576344 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0779431 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0248642 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.00468085 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.00763511 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0583547 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0540158 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.00762689 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0363557 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.190582 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0400061 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.01191 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0910686 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0278739 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.188313 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0738575 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.202762 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.214914 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.106349 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.107071 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.00924208 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.225846 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.371048 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.199466 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0701268 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0608876 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.3719 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.00176334 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.316798 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.12951 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.198392 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.200264 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),-0.022433 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0920412 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0899361 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.17411 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.497076 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0663536 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0404567 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.094405 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.366323 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0920412 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.17411 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0347342 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0614804 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.497383 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.081537 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.100366 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.101972 # DEPENDENCYPART_GRANDPAR
