# _root_ era_berean , beti erabiltzeko prest edukiko dituen goiz , eguerdi eta gauerako opari ekitaldietarako beharrezko gaiak zainduko ditu lorategian .
#goldHeads=0,1,6,5,6,16,6,11,8,11,14,11,14,16,16,17,0,17,17,19,
#predictedHeads=17,1,4,6,6,8,6,11,8,11,17,11,14,16,16,17,0,17,17,19,
(11,6),(11,10),-0.222393 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.138414 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.138414 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.138414 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0760408 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.138414 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.075644 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.138414 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.034312 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0232511 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.034312 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0505731 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0505731 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0505731 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00489343 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0505731 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0164097 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0505731 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0518421 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00187247 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0630532 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0629985 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0630532 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.000400289 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0630532 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0787609 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0630532 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.108298 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0723837 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0723837 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0723837 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.02236 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0723837 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0827801 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0723837 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0603005 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0602459 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0603005 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.000114888 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0603005 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0783019 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0603005 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.217701 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.217701 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00791892 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.217701 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.146655 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.217701 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.217701 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00793566 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.217701 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.146655 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.217701 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00791892 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.217701 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.146655 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.217701 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.182881 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.186628 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.182881 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.146655 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.217701 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.102556 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0337037 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00637416 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00621019 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0106208 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0279808 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0274133 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0228116 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0227569 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0515527 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0106668 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0591 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00736026 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00492446 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00588552 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.088804 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00483983 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00583437 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0887528 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00851775 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0776367 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0602938 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0572585 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0136292 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0575035 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0528845 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0575035 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0298422 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0278122 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0298422 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0222473 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0107052 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0265004 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00585494 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0331563 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00585494 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00399491 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0122242 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00399491 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0296428 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0279506 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.115615 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.029213 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.115615 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0562285 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0294584 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0562285 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0225895 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0822591 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0337007 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00783428 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00623237 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0106786 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00623237 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0279537 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0274354 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.107484 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0227569 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0515706 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0227569 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0106635 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0591 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00623237 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0106786 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00623237 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0279537 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0274354 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00483983 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0073091 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00583764 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0887528 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00918701 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00903402 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.078148 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.00583764 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0887528 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0602954 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0317586 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0578457 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0317586 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0317586 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0245687 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0273555 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0108301 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.00202416 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0273555 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.00995654 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0337037 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00783131 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00988474 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0106208 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00621019 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0206767 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0279808 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00621019 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0274133 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.107484 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.107484 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0515527 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0227569 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00370084 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0106668 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0227569 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0591 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00988474 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0106208 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00621019 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0206767 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0279808 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00621019 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0274133 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0106208 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00621164 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0196926 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0283534 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00621164 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0274644 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00867569 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.044875 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00851775 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00867569 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0776367 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0358669 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00583437 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0073091 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0887528 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0194244 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00638306 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0694 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0284149 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0602938 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0887528 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0518414 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0538948 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0528208 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0538948 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0528193 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0528208 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0142898 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.00106731 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0276871 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0315136 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0137163 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0317586 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0578457 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0317586 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0317586 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0317586 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0147897 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0108301 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.00202416 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0273555 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.00995654 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.00135282 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0426074 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0572585 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0136263 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0575035 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0528845 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0575035 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0575035 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0575035 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0327896 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0224263 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0222506 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0298422 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0107052 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0372593 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0425144 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0135484 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0427594 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0535329 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0427594 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0427594 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0427594 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0163022 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0177826 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0231262 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0277875 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.013107 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0279899 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0127711 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0279899 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0700457 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0279899 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0279899 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0279899 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0730162 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.020961 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0528733 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.000717229 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0372153 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0264917 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.00585196 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0331592 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.00585196 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00790539 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.00585196 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.014809 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0197025 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0296699 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.00397272 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0279285 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.115615 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.029213 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.115615 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.115615 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.115615 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0382769 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0374452 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0225829 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0562268 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0822575 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0337037 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.00783131 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.00988474 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00783131 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0157819 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0206767 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0279808 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00621019 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0274133 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.107484 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.107484 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.107484 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.041232 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00370084 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0106668 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0227569 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0591 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00988474 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00783131 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0157819 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0206767 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0279808 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00621019 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0274133 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00783131 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0155818 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0196926 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0283534 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00621164 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0274644 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0157819 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0206767 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0279808 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00621019 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0274133 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0117238 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0196088 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0263154 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0837467 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0194244 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00638306 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0694 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0284149 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0602938 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0887528 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0413417 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0096387 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0176168 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.034789 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0290516 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0228708 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0319506 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0335153 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0353004 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0335153 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0355687 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0335153 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0094534 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0335153 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.00943891 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0208248 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0835374 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.106906 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.101663 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.102649 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0599498 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.172762 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.174817 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0896274 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.174817 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.17687 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.174817 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0945629 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.174817 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0112126 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00323158 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.00330412 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0228769 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0147389 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0373652 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.032567 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0310023 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0399028 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0310023 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0289488 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0310023 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0596194 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0310023 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0805025 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0152355 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0315656 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0281417 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0144976 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.00498125 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.00703606 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.00272451 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.00703606 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.00908949 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.00703606 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.00610604 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.00703606 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0698237 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0169133 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.00874063 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0255326 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0132769 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0148416 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0250656 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0148416 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.016895 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0148416 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.00982776 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0148416 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0720377 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.00862833 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0144976 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.00501377 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.00706858 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.00270734 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.00706858 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.00912201 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.00706858 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.00609636 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.00706858 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0675598 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0146188 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0104891 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0125439 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0160129 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0125439 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0145974 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0125439 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.011546 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0125439 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0327732 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0187374 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0200821 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0123845 # DEPENDENCYPART_SIBL
