# _root_ lau euskal_herritar horiek 1996an epaitu zituzten , eta sei urteko zigorra ezarri zieten , etari laguntza ematea leporatuta .
#goldHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
#predictedHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
(16,8),(16,17),-0.0024962 # DEPENDENCYPART_SIBL
(16,8),(16,18),4.92643e-05 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0661317 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.00442164 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0231166 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.030823 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0434234 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0234671 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0353351 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0381247 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0229008 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0586553 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00879609 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00119969 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0548748 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.00393342 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0164756 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0534788 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0146922 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0182325 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.00466573 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0253386 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0435182 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.051462 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0160981 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0224885 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0122389 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0113869 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0333727 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.112449 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0411689 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0392967 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0892883 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0105982 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0232631 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0399361 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0119259 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0694654 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0694106 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0161955 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0115994 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0246057 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0149529 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0487674 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0305868 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0080841 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0331751 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0193746 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0307404 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0487674 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.00514595 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.00724793 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0322442 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0416233 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0296007 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.00566783 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.00507052 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0799176 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0338099 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0347266 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0147601 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.00549356 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0185792 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0799176 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0327875 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0185102 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.030546 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0967734 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0272655 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0168079 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0470297 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0350126 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.00437244 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0294635 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0220344 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0325954 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0470297 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.00143429 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0109596 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0386188 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0498697 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0303354 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0838034 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.00180479 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0116017 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0151358 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0301583 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0152615 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0838034 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0137927 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0141726 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.00821755 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0474113 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0418795 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0229109 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.00327571 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0131103 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0117412 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0087247 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0418795 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.00548645 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.00492383 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0353079 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0587275 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0897426 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.175581 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.160198 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.103699 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0599574 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.13427 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.177798 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.177236 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.00443737 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0275348 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.11705 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0947091 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0365745 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0450448 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0893131 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.117308 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.118543 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.00337723 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0563741 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0259287 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0128378 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0255344 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0540907 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.000546472 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0129403 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0177838 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0234671 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.00158295 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.02399 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0556275 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0144781 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.026872 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.107901 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0562825 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0156176 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0841594 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0151304 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0155104 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00749045 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0389387 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0416715 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00462169 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00405907 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0432507 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0981603 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.177798 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.177236 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00443737 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0275348 # DEPENDENCYPART_SIBL
(17,15),(17,16),-7.04867e-05 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0460113 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0578374 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0394918 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0450384 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0378249 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0434967 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0391617 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.00135542 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0761502 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.00321262 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.042677 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.017586 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.00658651 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.00344065 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0761502 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0456152 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0580091 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0202377 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0148978 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0409307 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.00577463 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0807049 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0327432 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0460566 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.02609 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.00560036 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0178473 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0807049 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0441175 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0298401 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.00167687 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0654012 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0013044 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0744125 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0076384 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0463887 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0212977 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.00392669 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.00529569 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0744125 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0493268 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0617207 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0175779 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.00665146 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0834843 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.00201484 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.021003 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.00573453 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0289451 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0148731 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0834843 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0231939 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0235739 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0352517 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0635253 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0898493 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.18519 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.169806 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.102805 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.059902 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.13427 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.187407 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.186844 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.109154 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0459117 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.126112 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.103771 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0352341 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0445154 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0888668 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.12637 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.127605 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0413373 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0544448 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0248325 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0131233 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.00176535 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0814735 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0513076 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0637015 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0267745 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.033054 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0275441 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0033097 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0830103 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0652393 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0776331 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0411953 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.000238636 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0152292 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0838404 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0245317 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0249116 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0356078 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0550527 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0421613 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0152232 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0146606 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0174796 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0783714 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.187407 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.186844 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.109154 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0459117 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0508316 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0110646 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.00131628 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0212651 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0114827 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0605225 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0497291 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.221845 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.186933 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.161905 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.335988 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.194638 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.108753 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.196467 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.135802 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.0318158 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.21775 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.156535 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0973998 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0884278 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.593479 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.12432 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.220234 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0516759 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0525307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.0903615 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.328484 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.366465 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.169812 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.223505 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0483541 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.185039 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0841263 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.132497 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0843065 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0918782 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.415864 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0917541 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.265371 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.107135 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.0158892 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.1018 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.302488 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.233021 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0219035 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.121097 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.309762 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.417949 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.262595 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.269256 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.291898 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.112483 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.105504 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.0844904 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.346993 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.19476 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.112233 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0863528 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.176679 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.233117 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.073377 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.164192 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.11835 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.106488 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.223497 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.027371 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.450627 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.174078 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.101087 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.0704483 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.243193 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.214303 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.104288 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.155594 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.150844 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.237623 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0105161 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.328428 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.197648 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0431344 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.201965 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0608293 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.172564 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.342706 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.152674 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.191743 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0494084 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.250558 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0361899 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.45608 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.109549 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0825469 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.00896082 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.223925 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.206584 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.277831 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0326219 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.159954 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.106492 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.0845716 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.236071 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.207648 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.111609 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.15008 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.251746 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.0246394 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.277462 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.00126947 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.157101 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.159985 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.11017 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.16844 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.309163 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.132701 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.119001 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.111825 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.225972 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.121122 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.149306 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.278999 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.0518927 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.267362 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.0119154 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.166614 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.187238 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.0829166 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.107587 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.313645 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.136995 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.362465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.2887 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.164311 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.360122 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.148752 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.647819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.269057 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.30212 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.236468 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.132494 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.199086 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.423147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.247587 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0699286 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.232144 # DEPENDENCYPART_GRANDPAR
