# _root_ g. ganbelu baten hezur bat eclipta prastata landarearen uretan sartzen da , gero erre , eta hortik ateratzen den margogaia ganbelu hezurrez egindako kutxa batean gordetzen da .
#goldHeads=0,22,2,10,4,9,6,6,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
#predictedHeads=10,4,2,10,4,7,8,9,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
(7,6),(6,1),-0.40266 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.172973 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.375952 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0194972 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.211183 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.713464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.407018 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.410194 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.569487 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.483456 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.235092 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.287792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0874023 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.432105 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.140124 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.569487 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.34371 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.483456 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.235092 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.288207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0182384 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.434393 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.154139 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.173458 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.142412 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.0479187 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0512202 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.109563 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0845739 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.21373 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.261477 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.829446 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.296878 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.190176 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.326577 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.40149 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.234616 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0717057 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0604686 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.853347 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.320778 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.460336 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.228817 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.900923 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.115697 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.879331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.303922 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.853347 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.320778 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.460336 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.228817 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.900923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.117937 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.879331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.303922 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.421954 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.65387 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.55303 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.1732 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.442149 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.309975 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.454075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.33824 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.065252 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.180311 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.324403 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.520232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.0550516 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0206758 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0914277 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0198952 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.432362 # DEPENDENCYPART_GRANDPAR
(8,25),(25,13),-0.0445091 # DEPENDENCYPART_GRANDPAR
(8,25),(25,17),0.0924724 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),-0.139694 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.0870843 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),0.01477 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.231531 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.796667 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.359668 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.227494 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.820567 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.383568 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.363847 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.764122 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0526982 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.130389 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.41788 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-0.400838 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.389367 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.305002 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.271977 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.10781 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.185501 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.820567 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.383568 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.363847 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.266178 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.860906 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.130389 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.41788 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.800416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.820567 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.383568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.363847 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.266178 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.860906 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.154083 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.41788 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.800416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.782894 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.363847 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.860906 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.154083 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.231774 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.800416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.782894 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-0.400838 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.0103023 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.444153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.0209025 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.106145 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0286388 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.572291 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.072466 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.485893 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.279717 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.159353 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),-0.215351 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.233682 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.206444 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.110961 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0359108 # DEPENDENCYPART_GRANDPAR
(9,25),(25,13),-0.0592267 # DEPENDENCYPART_GRANDPAR
(9,25),(25,17),-0.0108519 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.147403 # DEPENDENCYPART_GRANDPAR
(9,25),(25,22),-0.245672 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.0518628 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),-0.366347 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0576227 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.320034 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.0135068 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.116108 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.320034 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.139131 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0135068 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.120361 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.112894 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.194169 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.116108 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.108642 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.489516 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0135068 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.063716 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0325293 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.151254 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.12537 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.105315 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.337634 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.186824 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.131998 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0357523 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.116108 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.108642 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.489516 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.19015 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.145974 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0325293 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.151254 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.173348 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.116108 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.108642 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.489516 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.19015 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.145974 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.114735 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.151254 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.173348 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.268233 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.489516 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.145974 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.114735 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0184899 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.173348 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.268233 # DEPENDENCYPART_GRANDPAR
(10,8),(8,25),-0.12537 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.490615 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.191878 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.147073 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.116463 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0202175 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0985071 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.268233 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.0473862 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.0435462 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.12537 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.260013 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.234039 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.16296 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.011801 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.143883 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.273115 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.10255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0836723 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.211853 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.197536 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.403503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.103008 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.240667 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.40454 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0599351 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.453085 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.445618 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.527127 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.451712 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.355466 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.236742 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.210768 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.455917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0535895 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.141623 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.130482 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.259361 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0804938 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0372843 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.149489 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.14117 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.246061 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.213607 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.213874 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),0.0989565 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.21553 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.188706 # DEPENDENCYPART_GRANDPAR
(10,14),(14,27),-0.0866561 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.10255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0836723 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.549256 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0856939 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.526927 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.430681 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.311957 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.285996 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.321549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.241663 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.0939747 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0759909 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.327428 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.168039 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0356671 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.107876 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.290171 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.1801 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.147647 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.148822 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),0.136179 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.14957 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.140265 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0696751 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.128837 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.453401 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.445934 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.527443 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.452028 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.355782 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.237058 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.211084 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.460482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.0515218 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.138014 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.123119 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.188878 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.212078 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.112094 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0625317 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.156672 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.246144 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.213691 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.213958 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),0.0936991 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.215614 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.193963 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.0992334 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0973564 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.357245 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.157005 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.258804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,14),0.393997 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),0.205163 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.00399165 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.0125481 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.284997 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.228566 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.22974 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),0.188289 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),-0.137558 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.205163 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.0125481 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.284997 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.21 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.22974 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),0.18267 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),0.188289 # DEPENDENCYPART_GRANDPAR
(10,21),(21,27),-0.137558 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),0.012548 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.211138 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.178685 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),0.183705 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.233395 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),0.189323 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.136524 # DEPENDENCYPART_GRANDPAR
(10,22),(22,28),-0.240561 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.212288 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.457957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,12),0.141689 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),0.125883 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),0.191404 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),0.215753 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-0.108706 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.0597676 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.192283 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.09495 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.282969 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.250515 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.252534 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.213167 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),0.0714863 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.196694 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.0925799 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.21 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.177547 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.179566 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),0.298189 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),0.188289 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.0976544 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.137558 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-0.241596 # DEPENDENCYPART_GRANDPAR
(10,26),(26,1),-0.453085 # DEPENDENCYPART_GRANDPAR
(10,26),(26,2),-0.445618 # DEPENDENCYPART_GRANDPAR
(10,26),(26,4),-0.527127 # DEPENDENCYPART_GRANDPAR
(10,26),(26,6),-0.451712 # DEPENDENCYPART_GRANDPAR
(10,26),(26,7),-0.355466 # DEPENDENCYPART_GRANDPAR
(10,26),(26,8),-0.236742 # DEPENDENCYPART_GRANDPAR
(10,26),(26,9),-0.210768 # DEPENDENCYPART_GRANDPAR
(10,26),(26,10),-0.455917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,26),(26,12),0.141623 # DEPENDENCYPART_GRANDPAR
(10,26),(26,13),0.130484 # DEPENDENCYPART_GRANDPAR
(10,26),(26,14),0.193443 # DEPENDENCYPART_GRANDPAR
(10,26),(26,15),0.215687 # DEPENDENCYPART_GRANDPAR
(10,26),(26,16),-0.106918 # DEPENDENCYPART_GRANDPAR
(10,26),(26,17),-0.0551665 # DEPENDENCYPART_GRANDPAR
(10,26),(26,18),-0.190243 # DEPENDENCYPART_GRANDPAR
(10,26),(26,19),-0.093214 # DEPENDENCYPART_GRANDPAR
(10,26),(26,20),-0.278308 # DEPENDENCYPART_GRANDPAR
(10,26),(26,21),-0.245855 # DEPENDENCYPART_GRANDPAR
(10,26),(26,22),-0.247874 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),0.0809276 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),-0.247778 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),0.0223911 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),-0.0858665 # DEPENDENCYPART_GRANDPAR
(10,26),(26,28),-0.0669216 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.126556 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.0751577 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.328761 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.159484 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0376545 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.970231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,25),-0.314519 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.126556 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.559071 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0751577 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.328391 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.159113 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.187958 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.970231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.204202 # DEPENDENCYPART_GRANDPAR
