# _root_ orduan alexander potzu izoztuaren erdialdera joan zen , besoak zabalduta , otsoaren ihesa gordeaz adiunez .
#goldHeads=6,6,5,3,6,0,6,7,10,11,6,13,14,11,14,15,
#predictedHeads=6,3,4,5,6,0,6,7,10,6,10,13,14,6,14,15,
(13,11),(13,12),-0.115615 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0374452 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0562268 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0822575 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0206767 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00621019 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0274133 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00638306 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0694 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0887528 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0647756 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0647756 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0428678 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0647756 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0253424 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0562908 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0165464 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0647756 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0424877 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0165464 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0647756 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0647756 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0430747 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.133784 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0272028 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.00025934 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0272028 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.00854421 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0163237 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0719613 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0272028 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.000420954 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0719613 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0272028 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0272028 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0201186 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00919489 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.00025934 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0272028 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.00854421 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0163237 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0719613 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0272028 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.000420954 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0719613 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0272028 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0272028 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0201186 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00919489 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.00703606 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0377875 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0116114 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0829989 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00703606 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0285218 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0829989 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.00703606 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00703606 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.014658 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0536698 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.00854421 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0163237 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0719613 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0272028 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.000420954 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0719613 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0272028 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0272028 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0201186 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00919489 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0087137 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0794994 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.00717437 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0224729 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0794994 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00717437 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.00717437 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0210368 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0433442 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0238321 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0361577 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0110061 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0238321 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0361577 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0361577 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0141336 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.113419 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.174817 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.103029 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.13427 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.174817 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.174817 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00323158 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0374513 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.000420954 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0719613 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0272028 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0272028 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0201186 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00919489 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.085562 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0132108 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0132108 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00877515 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0566099 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.174817 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.174817 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00323158 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0374513 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0272028 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0201186 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00919489 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0201186 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00919489 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0418677 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0389972 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0135603 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0729592 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0729592 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0330993 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.00803122 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0165622 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0160885 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0160885 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.04801 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0265972 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.115615 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.115615 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.105313 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0822575 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.00783131 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0131457 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0274133 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0131457 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0274133 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0371781 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.266783 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.411165 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.597853 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.220983 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.140317 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.407672 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.138095 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0872543 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.140317 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.407672 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.175655 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.293158 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0452028 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.189585 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.230191 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.361158 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.382643 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.027085 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.105674 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.109708 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.000711296 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.358546 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.225727 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.102353 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.151836 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.138095 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0872543 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.231636 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.13736 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.22689 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.175655 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.132443 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.283155 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.241603 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.403207 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.234829 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.329317 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.376646 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.322593 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0201567 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.164539 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0616796 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.351227 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.334516 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0379502 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.168002 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.140378 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0101538 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.420873 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.288054 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.133023 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.214164 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.129753 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.274135 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.294969 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.460823 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0339278 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.379589 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.63246 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.084083 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.111776 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.445256 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.129247 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.237018 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0398737 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.033398 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.283179 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.138095 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.231636 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.13736 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.418325 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.20517 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.153789 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.115148 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.241603 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.104647 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.536026 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.403207 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.234829 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.329317 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.376646 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.292564 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0384743 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.182856 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0668294 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.369545 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.286593 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0124904 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.00126198 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.245028 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.00565088 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.359783 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.226964 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.102594 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.153073 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.445256 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.129247 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.290637 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.00973311 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.489889 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.35707 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.033398 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.283179 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.115148 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.239409 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0873519 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.403207 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.376646 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.138095 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.20517 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.115148 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.293808 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.239409 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0873519 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.546679 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.234829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.329317 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.376646 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.293158 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.0452028 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.189585 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.0666966 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.376273 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.286726 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0123113 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.00422412 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.251756 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.171113 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0320205 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.504628 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.371809 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.151836 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.236341 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.138095 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.20517 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.0873519 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.546679 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.413861 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.231872 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.376646 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.156779 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0286923 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.169229 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.320186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0612272 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0286923 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.169229 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.194287 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.320186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0612272 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.0141582 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.119981 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0562387 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.194287 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.259191 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.212235 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0545314 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.219053 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.0187111 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.233106 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),0.448525 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.22606 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.714145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.162665 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.612844 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.300777 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.263799 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.818793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0710212 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.456546 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.261162 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.205839 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0420825 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.230505 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.262235 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.0166887 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.404581 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.019386 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),0.0943289 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),0.000953794 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.22606 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.714145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0336271 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.071382 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.250996 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.300777 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0506382 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.386803 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.253621 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.175683 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.102341 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.155343 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.31214 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.19575 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.646237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.365601 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.739727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.666496 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.459091 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.240482 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.2089 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.418703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0214184 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.329063 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.399229 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0937752 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.044795 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.32716 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0324987 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.005091 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.0450422 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.262037 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.116234 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.202743 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.189141 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.314055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.172474 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.318896 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.494167 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.102331 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.201092 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.318546 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.201339 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.254025 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.272531 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.34486 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.167567 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.38231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.336244 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.101675 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0486046 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.146365 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0964793 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.105829 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.225608 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.344108 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.231876 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.599438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.289832 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.134937 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.114388 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.599438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.289832 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.530335 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.232747 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.320962 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.010475 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.342956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.282654 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.441304 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0608349 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.1723 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0392401 # DEPENDENCYPART_GRANDPAR
