# _root_ jean_francois_lefort_koordinaketako kidearekin_batera eskainitako prentsaurrekoan , abuztuko polizi operazioak " porrot hutsa " izan direla esan zuen , eta " poliziaren azpijokoak porrot " egin duela .
#goldHeads=2,3,4,15,4,8,8,13,8,24,10,11,18,13,0,15,16,15,18,21,24,24,22,18,24,25,
#predictedHeads=2,3,4,13,4,7,8,13,8,13,10,11,15,13,18,15,16,0,18,21,24,24,22,18,24,25,
(13,14),(13,18),-0.0423869 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0194477 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0194477 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0194477 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.027837 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.194567 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0384301 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0651382 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.05567 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0807195 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0807195 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0807195 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.0186819 # DEPENDENCYPART_SIBL
(13,15),(13,25),0.00892098 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0955142 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0138652 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0105119 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0105119 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0105119 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0137327 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.187416 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0576156 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.11544 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.11544 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.11544 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0372391 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.0849428 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0174789 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0174789 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0174789 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0121104 # DEPENDENCYPART_SIBL
(13,18),(13,25),-0.0272834 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.052315 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.052315 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0227492 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.0574015 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0523164 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.0227492 # DEPENDENCYPART_SIBL
(13,21),(13,25),-0.0574015 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.0227492 # DEPENDENCYPART_SIBL
(13,22),(13,25),-0.0574015 # DEPENDENCYPART_SIBL
(13,24),(13,25),0.242946 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.134423 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0122477 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0404449 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0014691 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0173953 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0274793 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0464032 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.00578987 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0356676 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0798893 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0467096 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0330049 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0468124 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0464032 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0210193 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.00834534 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.00353925 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0176935 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0278832 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0216752 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0794908 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0794907 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0794907 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.047424 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.0209248 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.00578987 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0356676 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0798893 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0467096 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0330049 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0468124 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0464032 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0210193 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.00834534 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.00353925 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0176935 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0278832 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0216752 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0794908 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0794907 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0794907 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.047424 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.0209248 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0466968 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.103231 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0437732 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0390816 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0436702 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0436702 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0224634 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0830792 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0528218 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0056384 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.042394 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0272528 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0150702 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0150702 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0150702 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.00213492 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.00401893 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0807384 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0334263 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0197216 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0335291 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.03312 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0218684 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.000688548 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.00268581 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.000445053 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0306253 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0176824 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0779967 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0779967 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0779967 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.0607985 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.00367643 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.201105 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.201014 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.201003 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.201003 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.107134 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.130755 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0827344 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.111647 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.000719539 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0275787 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0104288 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0104288 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0104288 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.015839 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.00550468 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0339578 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0477653 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0473562 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0215802 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.00775363 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.00297838 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0181037 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0281415 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.02224 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0799246 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0799245 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0799245 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.0471295 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.0213351 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0561714 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0553531 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0274119 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00443598 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.000149582 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0206432 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.000459797 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00622283 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0638593 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0638592 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0638592 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.0637813 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0174361 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0488634 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0217003 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0123746 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.00226947 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0176935 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0184627 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0216753 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0824137 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0824136 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0824136 # DEPENDENCYPART_SIBL
(15,8),(15,24),0.0521342 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0209249 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0210193 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.00834534 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00353925 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0176935 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0278832 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0216752 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0794908 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0794907 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0794907 # DEPENDENCYPART_SIBL
(15,10),(15,24),0.047424 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.0209248 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0138033 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00341611 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0413885 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0182271 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00945411 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0375312 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0375312 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0375312 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.0223943 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0417237 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.072727 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0317716 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0734827 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0395824 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0165747 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0165747 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0165747 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0452884 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0281409 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0441991 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0601171 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0115422 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0158384 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0158384 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0158384 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.109364 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0573239 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0631751 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0853404 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0566281 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0566281 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0566281 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0497578 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.155271 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0276943 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0868539 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0868539 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0868539 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.02836 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0738668 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0147079 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0147079 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0147079 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0143542 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0312488 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00809242 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.00809242 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.00219822 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0373709 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0080939 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.00219822 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0373709 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.00219822 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0373709 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.240946 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.082232 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00882475 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.016615 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.016615 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.000433225 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0895153 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0295145 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0295145 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0772152 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0229759 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0229759 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0119714 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0657938 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.000696894 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.000696894 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0399702 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0270748 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0412269 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.194241 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.099859 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00375981 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0180009 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0078062 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0412234 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0357633 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.191097 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0946259 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00555259 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0472339 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0071701 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.00439628 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.00110593 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.00153416 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.00228219 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.00562375 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.00439628 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.00351836 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.00536489 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0249833 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.00647351 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0518421 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0741251 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0603005 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0603005 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0603005 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.105724 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.00110593 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.00153416 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.00228219 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.00562375 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.00439628 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.00351836 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.00536489 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0249833 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.00647351 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0518421 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0741251 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0603005 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0603005 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.0603005 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.105724 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.223488 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.21795 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.222947 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.222538 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0412472 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0875804 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.07085 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0880241 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.124463 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.125096 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.140073 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.140073 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.140073 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.0346623 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.00934837 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.00144243 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.00266991 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.000574445 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.00536704 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0290757 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.00647567 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0518421 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0781762 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0585552 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0585553 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0585553 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.101554 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0122935 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0102477 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.00124048 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.00697552 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0272612 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.00808415 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0534401 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0688295 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0547134 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0547135 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0547135 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.108234 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.000313238 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0252905 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.00198206 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.00321124 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.000873434 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0442007 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0440763 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0703727 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0703728 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0703728 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0756751 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.00351836 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.00536489 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0249833 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.00647351 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0518421 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0741251 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0603005 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0603005 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0603005 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.105724 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.106209 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0837694 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.106653 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.13933 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0836473 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.171968 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.171968 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.171968 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.00946505 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0108958 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.00976445 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.024022 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0201294 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0452777 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0452777 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0452777 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0253215 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0992114 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.135437 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.12865 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.134373 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.134373 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.134373 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.064459 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0230394 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0213819 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0545928 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0545928 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0545928 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0551914 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0110987 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0723837 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0723837 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0723837 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.11868 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0157199 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0157199 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0157199 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.170052 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.217701 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.217701 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.159181 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.217702 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.159181 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.159181 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0315859 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0137117 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0635927 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.000692054 # DEPENDENCYPART_SIBL
(20,15),(20,21),-3.00482e-05 # DEPENDENCYPART_SIBL
(20,15),(20,22),-3.00482e-05 # DEPENDENCYPART_SIBL
