# _root_ haren iritziz , irtenbide onena " hemengo jendea lortzea da " ; eta hori erdietsi ezean , kanpotik ekartzeko aukera ez du baztertzen .
#goldHeads=10,1,2,10,4,5,8,9,10,13,10,11,0,15,23,15,16,19,20,23,23,23,13,23,
#predictedHeads=2,10,2,10,4,5,8,9,10,13,10,11,0,15,13,15,16,19,20,23,23,23,13,23,
(13,10),(13,23),0.0770164 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.140991 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.108912 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.121625 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.110667 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.140991 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.109766 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.134355 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.102556 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0666458 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.104091 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.118088 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.103956 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.111451 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.107775 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.221814 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.146657 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.21934 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.140021 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0288699 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0124629 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0250477 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0107128 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.146722 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.219447 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.140086 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.103956 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.1105 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.140473 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00662406 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0048735 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0167464 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0137522 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0836766 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0127034 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0100337 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0337593 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0126742 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0108755 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0395515 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.00284545 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0504927 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0133969 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0189487 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0133747 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0231426 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0160669 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.00269492 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0220937 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0235495 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0617306 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0168387 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.00340788 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.00295279 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0128149 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0454962 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0113401 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0197062 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0233258 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0196576 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0211128 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0179888 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0226537 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00447539 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0231278 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0645313 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.0219111 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.160336 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0975051 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.113318 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.16026 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0855054 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.07495 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0896274 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.12428 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.00762165 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00550025 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.00764434 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0111104 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00352115 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.015848 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.00791401 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0115182 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0197578 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0059468 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.000515549 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0468146 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0085349 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.017741 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0264497 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0129853 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0229007 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0113165 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0184125 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0111477 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.019662 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0493746 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0176699 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0191305 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0153504 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0189077 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.00458239 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.014957 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0549263 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00621152 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.00198923 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0061888 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.00206853 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0113286 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0037094 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0158523 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.00247613 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0200004 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0420151 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0237537 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.037379 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0244991 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0119415 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0118527 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0121767 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0130274 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0205502 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0410759 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.088099 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.0126204 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.052328 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0164032 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0245782 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0187189 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0170725 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0327995 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0154037 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0232385 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00706048 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0259071 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0533238 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0224959 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0263806 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00398455 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0289083 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0254892 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0067607 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.025502 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0138346 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0227431 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0314861 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.110209 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0148926 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0167311 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0785113 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0815894 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.024319 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0816121 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.000599853 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0770754 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0439741 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0639446 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.00511824 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0972274 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0274473 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0109202 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.026889 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00107116 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0326957 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.011572 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0320762 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00147813 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00981599 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0040888 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00979382 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0100224 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00850543 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00644571 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.00226662 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0104294 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.026871 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0128961 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00840058 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0157849 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00610373 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.00431298 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.00844665 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0957324 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0354523 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0964938 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0880216 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0879294 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0289281 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00869768 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0161635 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.00627179 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.00447959 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.00874376 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0495993 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0211557 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.060319 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0215366 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00264891 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.000848351 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.00543659 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0763389 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.00718996 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0903373 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0695644 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.00901029 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0127207 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0139814 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0692984 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0215244 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0357644 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0197965 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0372252 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0309419 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0197972 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0931937 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.00629846 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0701276 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0481016 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0425356 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00585583 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.00425238 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0201852 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.00522326 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0652698 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0216859 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0327572 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.041537 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.00293536 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0563902 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0137713 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00975757 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.00388071 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.00856282 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.00829473 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0101591 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0450284 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0781669 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.126266 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.051318 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.023164 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00370084 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0190192 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0110705 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00370084 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0591 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0331088 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0373125 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0794409 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0396612 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0736867 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0574114 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0396612 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0442219 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00472235 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00235389 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0166486 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00332478 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0692816 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0181493 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.038792 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0495629 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0372475 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0463056 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.07453 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0306772 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.224837 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.035934 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00827349 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0292844 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.035934 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0887529 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0070094 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0430156 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0113514 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0694 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0290833 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.036524 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0889541 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0445814 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0495952 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0694 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.020599 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.118512 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0959984 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0331088 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0218603 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0405625 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0396678 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0736867 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.073917 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0574114 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0442221 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0272423 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.012718 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.016642 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00332478 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0222419 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0692816 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0387922 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0259492 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0200948 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0162615 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0139298 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0105122 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0274523 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0374518 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0571647 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0523377 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0382558 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0822577 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00709166 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0214651 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0430156 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0694 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0446967 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.029001 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0890363 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0075925 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0739455 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0495952 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0941344 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.113318 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.17526 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.10027 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.07495 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0896274 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.120544 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0949019 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.175709 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.13427 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.166941 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.00748086 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0158404 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.015251 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0163155 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0174755 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0030083 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.00580257 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.00292742 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.013302 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0495265 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0119349 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.00259014 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0494266 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.0113583 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0176439 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.00747095 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.0131631 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0021787 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.017603 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0113271 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0116475 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0252729 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.032103 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0166945 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0155146 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0421226 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.00800506 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.00176022 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0493125 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0696218 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.00292044 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0137956 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.00393059 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0121056 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.024495 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0228411 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.023127 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0689795 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.00227065 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0423105 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.00949176 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0237535 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.00266462 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0277604 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.00260475 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0265521 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0159637 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0105795 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0831132 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.000174986 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.000246421 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0399596 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0909431 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.000133469 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0167311 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0747754 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0415556 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0577271 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0704031 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0491279 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0660653 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0439741 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0565938 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.000312974 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0934915 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.027085 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.114481 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0888668 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.105592 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0216855 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.011572 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0247254 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0062834 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.00225482 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.00958482 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0703272 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.000816611 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0119166 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00052971 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.000946976 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.00839842 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.00969677 # DEPENDENCYPART_SIBL
