# _root_ bestalde , donostiako manifestaldian izan zen " batasuna " azpimarratu zuen elortzak , eta " demokraten batasun hori berriz eskuratu " behar dela uste_du .
#goldHeads=0,3,4,5,8,5,6,10,8,14,10,10,12,0,14,17,20,17,20,22,20,24,22,14,24,
#predictedHeads=0,3,4,5,0,5,6,10,8,14,10,10,12,0,14,17,20,17,20,24,20,23,24,14,24,
(14,11),(14,15),0.0213819 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0545944 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0545928 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0241731 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0273584 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0249376 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0518421 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0741251 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0602954 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0590891 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0783019 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.11137 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0812266 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0110987 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0723853 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0723837 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0827801 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0854504 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0835443 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0157199 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0157199 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.146966 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0753173 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.132842 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.217701 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.146655 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0901105 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.143744 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.147543 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0901108 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.144632 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0648869 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.116997 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0752857 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.00783201 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0259473 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0337036 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0116203 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.00722019 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.00482158 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0344402 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0123333 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.00744743 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0263868 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0259473 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0337037 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0116203 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00742162 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.00461661 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0346452 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0125383 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0076524 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0274133 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.029213 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0615541 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0562268 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0234639 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0504703 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0291157 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.012768 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0822575 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0537808 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0227569 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0847099 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0467355 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0558968 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0132477 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0591 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0442168 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0136805 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0237736 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0259318 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.00581885 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0741538 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00623515 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0130034 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0027192 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0209091 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0887528 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00979558 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0886294 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0468912 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.138997 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.01007 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.00497213 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.089605 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.00929863 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0778589 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.0614451 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0259473 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0337037 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0079001 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00398313 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.034759 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0130186 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.00776664 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0179528 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0275271 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.029213 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.11565 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0207759 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.051615 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0307111 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0139131 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0389476 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0834022 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.107519 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0837955 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0471303 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0569655 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0136429 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.00292615 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0594949 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00526397 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0334782 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0121321 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0064858 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0192316 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0236512 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00984176 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0886752 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0469371 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0821016 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.139043 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0100699 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.00497191 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.000780385 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0896051 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.00940063 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0477874 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0779608 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0340534 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0614451 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0697306 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0118387 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0348618 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.017919 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0348618 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0166883 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0593045 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0272037 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.010226 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.032505 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.00674503 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.0181398 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0272041 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.0719616 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0103111 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0272371 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0278401 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0271831 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.020139 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0574108 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0481106 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0109634 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0117134 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0102256 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.0325041 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0067447 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0181401 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0272032 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0719613 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0103114 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0272362 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0278391 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0271828 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0201387 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0576158 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0481101 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0109629 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0117127 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0176679 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0374935 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0386805 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0150017 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0940873 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0143979 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.015796 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.015813 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0372892 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.01884 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0450464 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0402453 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.00620165 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0499876 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.00877752 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0174404 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.0280544 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0726421 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.00962947 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0280873 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0286903 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0278636 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0216823 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0551857 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0450749 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.00792766 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0107336 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.021028 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0142696 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0854089 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.000314522 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0150639 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0150809 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0288603 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0107746 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0774629 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0185377 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.00446549 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.00537215 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0257316 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0556468 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.00501337 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0257447 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0262202 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0513952 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0116235 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0768783 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0360562 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.00824502 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0154933 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0719613 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0103114 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0272363 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0278393 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0271829 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0201387 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0576158 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0481101 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0109629 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0117127 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0896274 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.174817 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.175301 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.120544 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.115689 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0296767 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.026205 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0138118 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0181033 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.113468 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.113952 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0934915 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0224545 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0616659 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0121553 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0670463 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.00809634 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0298291 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0278438 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0207997 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0550207 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0484889 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0109629 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0117137 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0269508 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0199067 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0572748 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0478545 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.011245 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.013799 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0246903 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0623772 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0609874 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.014714 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0101902 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00914764 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0174938 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0119782 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0167489 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0365854 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0341467 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0643589 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0233102 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0120082 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0151503 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.134383 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0712564 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.149295 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0628705 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0690474 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0679276 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.1441 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0592421 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0663126 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0374124 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0210893 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0948645 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0286825 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.141367 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00775507 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.0224742 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0142129 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.00992055 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.0124258 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.0204037 # DEPENDENCYPART_SIBL
(23,4),(23,14),0.0800043 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0124588 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0150404 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.00959133 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.0164131 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.00788314 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0562882 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0032387 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.0958513 # DEPENDENCYPART_SIBL
(23,5),(23,8),0.0128966 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0317989 # DEPENDENCYPART_SIBL
(23,5),(23,12),0.013299 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.0213354 # DEPENDENCYPART_SIBL
(23,5),(23,14),0.0800668 # DEPENDENCYPART_SIBL
(23,5),(23,16),0.0125047 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.0109774 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.0113943 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.0220983 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0317969 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.000932345 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.0266836 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.00899791 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.0116861 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.0138561 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.0214932 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0789125 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.0138891 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0164707 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.0106809 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0192284 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.00964873 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0573777 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.00432202 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.0951914 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.000673998 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0278666 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.0819187 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0014683 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.00299565 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0181548 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0172927 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0449729 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0125514 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0138887 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.00266816 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0204037 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.0800043 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0124589 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0150405 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.00959143 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0164131 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.00788314 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0562882 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0032387 # DEPENDENCYPART_SIBL
(23,12),(23,25),0.0958513 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.000224342 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.101854 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.104012 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0462745 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0516887 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0746614 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0894359 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0423277 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0204786 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0743125 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0764702 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0728879 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.000293533 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0630761 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0853814 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0393064 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0364767 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0157084 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.00959133 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0164131 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.00788315 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0562882 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.00323975 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0971488 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0179973 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0248191 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0229642 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0708119 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.00634281 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.0921312 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.087694 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0183745 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0569703 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0383258 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0497514 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0414428 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0884563 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.00503821 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.035099 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0125367 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0138638 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.00266556 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00445683 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0616812 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0148755 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.103155 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.103639 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0884699 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.0177885 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.0400024 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.0516691 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0435658 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0697616 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.041099 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0373065 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0306793 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0275734 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0334827 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.00650266 # DEPENDENCYPART_SIBL
