# _root_ otsailean egindako bileran , arabera , giza_eskubideak urratzen dituen ekintzarik ez babesteko konpromisoa hartu zuten sinatzaileek .
#goldHeads=2,3,14,3,14,5,8,10,8,12,12,13,14,0,14,14,16,
#predictedHeads=2,3,14,3,8,5,8,10,8,12,12,13,14,0,14,14,16,
(12,11),(12,13),-0.0255238 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0213506 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.231664 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0230382 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0319801 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0426113 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0151663 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00964167 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0526186 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0230076 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0159883 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0393717 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0362622 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.104026 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0393719 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0376164 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00442421 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0323938 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0138643 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.105737 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.115633 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.00693978 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.105737 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0167441 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0270074 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0562268 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0795495 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0277675 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0650701 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0457056 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0554596 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0580562 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00219299 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0315656 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.153328 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0138529 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0690789 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0339093 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00495897 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0203577 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0588136 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.11161 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0914385 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00329801 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.042964 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0549962 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0574064 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00180898 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.032004 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0525836 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00246834 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0588159 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00514593 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0582031 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0887528 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.00812852 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.00566393 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0716387 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00740339 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0716387 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.00352278 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.00600519 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.00586141 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.00341071 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0337987 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.00600736 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0427086 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00861516 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00639779 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0549997 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0710518 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0051372 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0710518 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.040647 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.022524 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.00300393 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0408607 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0277269 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0225249 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0683526 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0337427 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0132158 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.060479 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.00273828 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.060479 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0317927 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0046441 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.013078 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0319048 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0347761 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.00464193 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0780241 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0201407 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00779932 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.112648 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.135026 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.15676 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.107019 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.061129 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.156649 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0794706 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.10702 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.136304 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0239605 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0122082 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0495307 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.00864412 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.00334759 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0189219 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00841279 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0287275 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.00334849 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0100262 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.00820215 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0150802 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.15676 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.107019 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.061129 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.156649 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0794706 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.10702 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.136304 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0239605 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0122082 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0163828 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.00191366 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.00744859 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0298509 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0163849 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0386707 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00377401 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0087936 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.00250257 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.040042 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0282303 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0219087 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0675339 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0372175 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0174258 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00460551 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0182081 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0218563 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0249503 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0913967 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00589353 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0337987 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00600736 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0427086 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00861516 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.00639779 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0377915 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0870798 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.241545 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00129355 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0671933 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0366311 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0169728 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00768401 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00843342 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0166608 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0278003 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0265135 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0460633 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0281079 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0446919 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0292766 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0456582 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0108873 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0371781 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0131469 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.000747699 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00555979 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.00435643 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0274133 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0291351 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0456862 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0109153 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0376166 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00643332 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00435554 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.027576 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0134292 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0621145 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00564652 # DEPENDENCYPART_SIBL
(0,1),(1,4),-0.0682844 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0257534 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.07488 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.296656 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0273179 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.157311 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0494659 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0534899 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.255285 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.888457 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0890599 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.0739001 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.0166951 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.464902 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.302239 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0439587 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0546689 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0624543 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0297786 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0403063 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.120218 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.128516 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-1.09556 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.200244 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.114656 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.148115 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.125928 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.188246 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.101091 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.333481 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.0600778 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.172572 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.0478548 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.078021 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0992543 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.000605945 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0222006 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.28532 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.252354 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.279731 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.188246 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0736194 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.0600778 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0465635 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0509568 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0976344 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0489364 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.020176 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0267884 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.13205 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-1.09325 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.19671 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.318899 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.0886155 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.00785115 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.154557 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0683683 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0811606 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0905163 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.080095 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.882244 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0907357 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0238445 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0646593 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.0623599 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.00745421 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.471115 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.303915 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.0202332 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0311686 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.193461 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.175007 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.153826 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.269308 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.0465636 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0509138 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.0976346 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0510041 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.020176 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0288561 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.126663 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.135006 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-1.34091 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.1427 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.19671 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.11415 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.144581 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.286582 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.318273 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.161865 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.224852 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.243126 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.00256899 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.0886016 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.00783341 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.154543 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0685289 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.0811541 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.0906769 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.080109 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.205652 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-1.19152 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0553607 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.101074 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.0624956 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.00750215 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.471024 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.304051 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.020735 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0291923 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.133247 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0953892 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0337248 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.195992 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.138108 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.285935 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.125487 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.319959 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.11589 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.00520558 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.181831 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0791352 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.0801054 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.101283 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0528206 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.192613 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-1.19852 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0280723 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.107988 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.136677 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.043628 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.428105 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.260477 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.15293 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.233044 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0471334 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.135006 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.0973983 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.194233 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.120709 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.112354 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0329386 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.318273 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.24107 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.107719 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.0696877 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.0681357 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.433114 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.454831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0999835 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.151006 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0774068 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.236996 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.362404 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.503679 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.0275458 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.186541 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.230742 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.0985468 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.547531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0426217 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.115256 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0942326 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.54011 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.199358 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.53197 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.237825 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.583149 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.405507 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.595619 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.391893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0797436 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.324154 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.525627 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.627248 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),0.0471452 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.696822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.086724 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.129731 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0305004 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.667178 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.662078 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.710173 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.391893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,7),-0.571783 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.525627 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),0.100155 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.54283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.0830858 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.127927 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.102788 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.264782 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.21011 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.543919 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.248576 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.403328 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.0506295 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.740466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.121023 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0938714 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0789939 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.230726 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.583064 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.495754 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.542368 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.228831 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.346493 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.591412 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.488759 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.744825 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.602977 # DEPENDENCYPART_GRANDPAR
