# _root_ irakaskuntza esparruan hezkuntza sistema propioa eduki beharra azpimarratzen da , eta kultura arloa naziotasuna , euskaltasuna eta herritasunaren_gainean oinarritzeko proposatzen da .
#goldHeads=2,8,4,6,4,8,6,11,8,9,0,13,19,17,14,17,0,17,20,11,20,21,
#predictedHeads=2,6,4,6,4,7,8,11,8,9,0,13,14,17,14,17,19,17,20,11,20,21,
(11,10),(11,17),-0.0649103 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0723837 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0803477 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0836866 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.217986 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.217986 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.108056 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.217986 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0325839 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.217986 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.147864 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.152276 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.217701 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.107775 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.217701 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0323024 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.217701 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.147583 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.151994 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.107775 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.217701 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0323024 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.217701 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.147583 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.151994 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0273345 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0168617 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0273345 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0133906 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0143667 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0323024 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.217701 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.147583 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.151994 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0640873 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0933102 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0961359 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.147583 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.151994 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.121965 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.029213 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0595607 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0595607 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0092313 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0260812 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0260812 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0386708 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0106412 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0816293 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0816293 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.012718 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0701331 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0281078 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.000666955 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00298676 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.000666955 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.000666955 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.029213 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.115615 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0562268 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00342551 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0562268 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0562268 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.107484 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0227569 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.051318 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0227569 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0227569 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00263972 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0468339 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00263972 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00263972 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0816293 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0073091 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0073091 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.049334 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.049334 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0073091 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0691823 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0260689 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0127207 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0156237 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0156237 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0215244 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0357644 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0100007 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0357644 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0198331 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.00810257 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0931937 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.012718 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0701331 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0281078 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0281079 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00298676 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.000666955 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0234209 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.000666955 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0226527 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.108485 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0371781 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.029213 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.115615 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.115615 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00342551 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0562268 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0342394 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0562268 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0375812 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0201619 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0822575 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.107484 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.107484 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.051318 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0227569 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0409109 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0227569 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00368567 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0206978 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0591 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00306369 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0468339 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00263972 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0105256 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00263972 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0193378 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0331778 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0282446 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0483478 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00621019 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00711494 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00621019 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0197297 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0333623 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0274133 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.049334 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0281902 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.049334 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0381976 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0620056 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.224837 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00858012 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0073091 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.036817 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.00352959 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0887528 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00388583 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0233187 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.00738494 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0546885 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.036817 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.00352959 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0887528 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0216523 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0694 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0430112 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.289362 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00306369 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00306369 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0263274 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00263972 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0331778 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00783131 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0259473 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00621019 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0333623 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0259473 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00621019 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0333623 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0562268 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0201619 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.00352959 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.00879781 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.00879781 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.00497076 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.00153655 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.00390536 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.00139844 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0100073 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.00635714 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.00879781 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.00879781 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0536027 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.00879781 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0513935 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0802437 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0853785 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0715796 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.00439628 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.000569225 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.000224058 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.00830689 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.000362169 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.00714487 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0107587 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.00439628 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.00439628 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0518421 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.00439628 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0603005 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0766805 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0818153 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0680156 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.000569225 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.000224058 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.00830689 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.000362169 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.00714487 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0107587 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.00439628 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.00439628 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0518421 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.00439628 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0603005 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0766805 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0818153 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0680156 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.000484299 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.00842461 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.000346189 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0114426 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0109051 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.00424983 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.00424983 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0518455 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.00424983 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0965683 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0670243 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0721591 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.053183 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.221623 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0243826 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0109088 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.209124 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.222361 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.222361 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.124463 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.222361 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.138392 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.083447 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0747561 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00109689 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.000285331 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.00750553 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0106634 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.00449158 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.00449158 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0519189 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.00449158 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0634228 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0699988 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0751336 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0647152 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0109088 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.209124 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.222361 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.222361 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.124463 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.222361 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.138392 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.083447 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0747561 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.00274966 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0165513 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.029788 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.029788 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0227466 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.029788 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0363367 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.00497229 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.00149194 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0583171 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0208447 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0208447 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0423462 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0208447 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0778054 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0705062 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0756409 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0616339 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.00439628 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0518421 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00439628 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0603005 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0766805 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0818153 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0680156 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0518421 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00439628 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0603005 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0766805 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0818153 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0680156 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.108298 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0723837 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0803477 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0836866 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0902197 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0603005 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0766805 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0818153 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0680156 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.147583 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.151994 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0363675 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.121965 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.00368479 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00269127 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0337037 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0197297 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0333623 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0274133 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00368567 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0206978 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0591 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0216523 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0694 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0430112 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0314655 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.03384 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0149085 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.00072628 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.00504184 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.000948317 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0200236 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.00823988 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.025697 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0314655 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0314655 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0314655 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.00823988 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0314655 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0163417 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.014763 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.03384 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0149085 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.00072628 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.00504184 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.000948317 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0200236 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.00823988 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.025697 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0314655 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0314655 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0314655 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.00823988 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0314655 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0163417 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.014763 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0174654 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0046448 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.00730681 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.00486684 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0175112 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.00204255 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0279047 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0336732 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0336732 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0336732 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.00204255 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0336732 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.00978486 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0301502 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.00460005 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.00707961 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.00417769 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.0268554 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0140456 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.00347225 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.00154893 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.00154893 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.00154893 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0140456 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.00154893 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.00556641 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0516828 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0042247 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0282446 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0172983 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.00178004 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.00714648 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.00906951 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.00906951 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.00906951 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.00178004 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.00906951 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.00164958 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0935653 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.00103064 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0199413 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0077326 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0257907 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0315592 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0315592 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0315592 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0077326 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0315592 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0387846 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0114069 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0172804 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.00179799 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.00712853 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.00905156 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00905156 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.00905156 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.00179799 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.00905156 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.00229816 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0909084 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0271507 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0380379 # DEPENDENCYPART_SIBL
