# _root_ psnk uste du hori ez dela bidezkoa eta upn kritikatu du , enpresa pribatuetan hori bultzatzen ari_den bitartean , publikoetan ez duelako oraindik ezarri .
#goldHeads=2,8,2,6,6,2,6,0,10,8,10,11,16,13,16,17,24,17,18,24,24,24,24,10,24,
#predictedHeads=2,0,2,6,6,10,6,6,10,0,10,11,16,13,13,17,18,10,18,19,24,24,24,10,24,
(10,19),(10,24),-0.0417665 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0171654 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.00690595 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0105695 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0440554 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00864677 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00997359 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0206053 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.052516 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0651529 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0143514 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.108364 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0854627 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.261991 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0346334 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0249963 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.143488 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0471546 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0177546 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00778759 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.027555 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0272787 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0323162 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0256003 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0392859 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.101434 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0308821 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0379775 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0384284 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0775806 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.0414269 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.0424817 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.019761 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.069204 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0123924 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.026069 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0319971 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0370252 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.019867 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0202247 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0314665 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.0212159 # DEPENDENCYPART_SIBL
(13,7),(13,25),-0.0932205 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.00946465 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0372575 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0177833 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00366497 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0028148 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.022625 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0186742 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00952615 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.015377 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.0249747 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.010266 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0139423 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0143616 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0671172 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0181408 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0195143 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0117074 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0218038 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.0372726 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00923845 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0234603 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00513588 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0335106 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0321288 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0352694 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.0321402 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0046476 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0264993 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0208505 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0375203 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0298873 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0560096 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.039708 # DEPENDENCYPART_SIBL
(13,12),(13,25),-0.0822899 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.104185 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0466582 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0466941 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0144029 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.047318 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.0823113 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0804032 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0804392 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00046029 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.0806245 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.142013 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00317391 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0106028 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.0136105 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.0724555 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0111174 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0109579 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.0727424 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0500264 # DEPENDENCYPART_SIBL
(13,18),(13,25),-0.0924202 # DEPENDENCYPART_SIBL
(13,24),(13,25),-0.0724799 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00260553 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0297225 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0338192 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.00320685 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0162473 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0213264 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0387538 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0191466 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0287379 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.074501 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0384239 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0162477 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0297225 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0243281 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0282026 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.00869315 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0509419 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.00744871 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0334822 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.032103 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.0339928 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.057047 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0251845 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0184876 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0452506 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.00936418 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00771565 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0766359 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0639216 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.010757 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0184881 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0294907 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00104702 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00112629 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0172278 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0474817 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.00671454 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.00876036 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0430209 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.00857441 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.109037 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0256289 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.086245 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0206272 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.00714552 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.386806 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.00606844 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.019248 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0256294 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0373758 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0305375 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0159479 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0602445 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0124509 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.281501 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.229797 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0365161 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.0296841 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0154645 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0355971 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0336078 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.040488 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.00194775 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.063294 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0349869 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.015464 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0687758 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.00171816 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0212431 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0109485 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.025624 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0127443 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0166832 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.00602208 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0033527 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.000252534 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.00298473 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.00366138 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0561779 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0494269 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00436388 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0135433 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0495267 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00215476 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.00452058 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.00175601 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0595091 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.00746904 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0103065 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.00478583 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.00749069 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.122388 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0439509 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0418216 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0900934 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.123917 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.057753 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0947181 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.00875435 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0333222 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0254031 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0183244 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.00292502 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0601882 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0053729 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.00290449 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0202219 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0276627 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0757066 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0360289 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.017324 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0307977 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0260481 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0324297 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.00829492 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0526921 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0089848 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0364543 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0335887 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0357128 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.00963509 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0839366 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0181823 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.000932701 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0285403 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.000977383 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0134778 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00838838 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0124815 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0377657 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0345667 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0374632 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.000746806 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0413428 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00607914 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0132067 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0408963 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0285066 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0168182 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0907345 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0208288 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0479207 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.085834 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0221383 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0251908 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.182663 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0941344 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.120544 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00806946 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0038368 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00552865 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0206761 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0158623 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00828107 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0118884 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0220649 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0148193 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0267265 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0230496 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00734332 # DEPENDENCYPART_SIBL
(16,13),(16,19),4.95963e-05 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0470549 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.000401464 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0246124 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0254746 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0327143 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0495265 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00215107 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00452376 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00175822 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0595115 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00747095 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0103084 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.00478774 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.007487 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00104702 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00112629 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0172278 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0474817 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00671454 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00876036 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0430209 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.00857441 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0502858 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0497456 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0338955 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0204824 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0270926 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0323748 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0277031 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0314915 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00975948 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.011229 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0290315 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.00668143 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0346076 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0643255 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0880216 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0853733 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.187909 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.043599 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0210337 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.013364 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0315588 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.00873849 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0719307 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0499768 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0134249 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0495366 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.00712145 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0273592 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0132211 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0241562 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.00181778 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.00122079 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0441838 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.00148791 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.00193732 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0182196 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0154098 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0224896 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0405619 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.00293125 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.014852 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0332444 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0234966 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.019123 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0427643 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.00192314 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0205022 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0157283 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.073498 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0351498 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0192133 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0233726 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0104929 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.0193365 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.00906264 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.108802 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0460096 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0415828 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.110331 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0577991 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0977408 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0383518 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0122693 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.00227978 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0131197 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0276723 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0210175 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.00229599 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0431086 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.000907129 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.000861036 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0192948 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0143346 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0267167 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0423121 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.00139516 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0178242 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0349644 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.00375271 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0127364 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00936087 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0387197 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0385343 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.000798251 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0180572 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0433413 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0269766 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0164642 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.00372617 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0158071 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0464733 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0103786 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0214891 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0212636 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.047486 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.088243 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.016444 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00336566 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0152237 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0142775 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.00163031 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.036675 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0099785 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.00598222 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0319659 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0588609 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0064683 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.000131641 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.059394 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.00735345 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.00817079 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0155148 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00900521 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0124452 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0568172 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00262088 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0273214 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0278783 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00506583 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0173793 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0421299 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0332675 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0206911 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00998751 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0114571 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0295023 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0352934 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0210337 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0131212 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.00896822 # DEPENDENCYPART_SIBL
