# _root_ adierazi zuenez , " oso erantzun ona " jaso du orain_arte egindako sinadura bilketak , eta hori oso itxaropentsua da .
#goldHeads=16,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
#predictedHeads=9,1,2,3,7,9,6,7,16,9,12,14,14,9,14,0,20,19,20,16,20,
(16,10),(16,12),0.0201485 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0183939 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0183861 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0171419 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0449957 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0240845 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.022919 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0346071 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.220724 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.22054 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.124464 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0741356 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0301917 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0811066 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.105819 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00439628 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0470213 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0293003 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0021426 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.108346 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0518421 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0470213 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0293003 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0021426 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.108346 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0246734 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0279592 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.02236 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.092034 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0293598 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.089026 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0692598 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0154143 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00583988 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.126854 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0126588 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0343724 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0348616 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.000291581 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0343724 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0348616 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.000291581 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0167654 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00511003 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0108042 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0538948 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.114837 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.00142542 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0635016 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.114837 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00142542 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0635016 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.00511132 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0550551 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.108637 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.00354751 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.000621948 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.0430842 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0450526 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.00141301 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.00122934 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0295786 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.112295 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0169787 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.00354751 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.00559406 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0487049 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0410821 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0767997 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.075773 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0431078 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0429266 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0497411 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.0457713 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0174237 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0956676 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0976473 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0993683 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.0285564 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0278589 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0305519 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0298981 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0371862 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.0483199 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0240923 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.108256 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.034852 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0127464 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0520728 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.00494866 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.00476499 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0306285 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.0743449 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0179071 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0102489 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.00703658 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0488923 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.00210172 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.00191805 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0307778 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0741692 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0176236 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.011643 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.00914766 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0423562 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0346536 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0379262 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0476289 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0241048 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.111061 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0349651 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0114482 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0379262 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0476289 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0241048 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.111061 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0349651 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0114482 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0037534 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0432936 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0881316 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0726761 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.076273 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0906182 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0589762 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0987606 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0486619 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0761313 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0244043 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.106561 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0976473 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0993683 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.016432 # DEPENDENCYPART_SIBL
(0,1),(1,2),-1.04676 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0814179 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0273969 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.371934 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.455381 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.169952 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0932325 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.209414 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.146384 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-1.44285 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0442282 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.152922 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.417266 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.246189 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.140164 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.368442 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.638843 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0145008 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.23492 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0680377 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.269959 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.189554 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.117424 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.0653354 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.0751046 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.109894 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.179653 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0194414 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.146332 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.246189 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.243595 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.598633 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-1.26988 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.158071 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0954614 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.105456 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.162439 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.43916 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0355112 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0880834 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0206348 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.164395 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0148791 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.0982499 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.480528 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.182914 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.00129634 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.229181 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.266636 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.541374 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-1.31685 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.113846 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.162521 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.154831 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.207259 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.270602 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.00107773 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.128483 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0158069 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.169223 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0288664 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.102492 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.481537 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.199139 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.00586349 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.233517 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.261915 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.217289 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.223249 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.218268 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.00674328 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.124501 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.650756 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.391213 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.00128362 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.193858 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.233512 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.197839 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.261911 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.218252 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.223244 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.217304 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.199401 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.124483 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.00274219 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.12787 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.650755 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.391212 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.00128284 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.193823 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.0582656 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.021855 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.19623 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.208386 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.230586 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.347268 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.427977 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.323826 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.191215 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.145853 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.416458 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.234293 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.00264717 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.018241 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.646647 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.536866 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.153218 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.0852531 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.201508 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.0193428 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.0756881 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.206802 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.496056 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.17737 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.00479554 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.109068 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.538133 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.0615544 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.543374 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.131623 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.086886 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.329106 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.116904 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.0897604 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.0924048 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.0580237 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),0.165978 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),0.135818 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.564443 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.320848 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.036856 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.328692 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.147306 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.682652 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.347851 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.299439 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.164161 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.0835649 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.18804 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.124786 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.178426 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.659057 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),0.262629 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.322074 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.434544 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.360011 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.372787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.386336 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.147413 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.134168 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.20729 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0428544 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.576952 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.355839 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.203271 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.312421 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.42317 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.300645 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.392311 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.329239 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.259885 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),0.099341 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.439957 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),0.168192 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.12494 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.0824951 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.189992 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),0.287268 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.389239 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),0.459257 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.219735 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.290552 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.375175 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.087103 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.3703 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.303131 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),0.189346 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),0.0498641 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.700547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.315348 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.349045 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.683464 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.113526 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.38925 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.240052 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.317688 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.623793 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.560446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.48749 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.0974482 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.250514 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.404182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.188861 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.155193 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.117671 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.149348 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.246607 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.169852 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.274379 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.197869 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.0202507 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.474195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),-0.248801 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.216543 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0506762 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.149825 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.345806 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.206385 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.320516 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.242039 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.0294093 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.330633 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.281306 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.25415 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),0.0638364 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.212898 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.246553 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.270784 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),-0.170365 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.157821 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.162655 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0670704 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.312354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.319416 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.291885 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.228904 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.244297 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.229186 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.28834 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.369113 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.102205 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.48779 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.252997 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.558408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.318971 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.424062 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.300964 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.43141 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.441521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.309998 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.347039 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.35715 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.279249 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.310746 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.39416 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.184476 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.128353 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.706442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.580624 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.00918798 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.674467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,18),-0.221083 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.294382 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.396943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0702005 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.182074 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.148169 # DEPENDENCYPART_GRANDPAR
