# _root_ jose_antonio_alvarez_kaperotxipik , afera daraman epaileak , castejonek " ez duela zerikusirik eta gaizki aholkatua " zegoela argudiatu du .
#goldHeads=17,1,4,5,1,5,10,7,10,12,10,17,14,16,14,12,0,17,18,
#predictedHeads=12,3,4,5,10,5,10,7,10,12,10,16,14,16,14,17,0,17,18,
(14,11),(14,13),-0.0132466 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0576158 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0170674 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00699549 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0186613 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0197793 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0616659 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0436352 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00843533 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0247254 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00679248 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00249172 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00268311 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0714702 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0308173 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0774862 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00667344 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0112504 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0162175 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0638136 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0346163 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0726158 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0438692 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0717778 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.014518 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0230432 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0717778 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0521073 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0503488 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.00573132 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0170083 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0304331 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.00508058 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.00781956 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.005061 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0774813 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00763106 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.005061 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0458545 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.00509793 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.015122 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0119915 # DEPENDENCYPART_SIBL
(16,4),(16,18),6.54096e-05 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0439738 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0734401 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.011611 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0233039 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0734401 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0521569 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0504551 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.00567037 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0164735 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0250832 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.108892 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.00858011 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0217639 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.108892 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0041384 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0542966 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.055208 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0412773 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0518663 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0119611 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0230432 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0735038 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0522649 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0503488 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.00532169 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0162033 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0274776 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0399419 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0302563 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0310282 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0189131 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0565781 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0360158 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.102421 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.00334968 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.040097 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0179535 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0306573 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.00169158 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.00161891 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0522649 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0503488 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.00532169 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0162033 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0274776 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.000140202 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0370485 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0351301 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0279804 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0128969 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0096328 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00791694 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00890797 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0196839 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0298358 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.0734043 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.028685 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0207889 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0330679 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0734043 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0286458 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.034916 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.00558621 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0286458 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.00884534 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0146895 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.00118371 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0183517 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0139939 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.00174898 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.174856 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0829364 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.177602 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.13427 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.174817 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0770864 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0594918 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.174817 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0896505 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.113381 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.102649 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0856159 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0157437 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0389316 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0189929 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0278199 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0716083 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0233978 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0418259 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.00738224 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0233978 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0103261 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0128935 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.00020694 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0165556 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.00483351 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0022774 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0202561 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0572379 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0174707 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.00909232 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0207362 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0174707 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0119515 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0196015 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0330916 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0480657 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0309718 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.040687 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0735538 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0284267 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0345351 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.00512445 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0284267 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.00868885 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0148425 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.00166949 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0188134 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0241512 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.00314058 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.174817 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0770864 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0594918 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.174817 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0896505 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.113381 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.102649 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0856159 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0157437 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0389316 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.034916 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.00558621 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0286458 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.00884534 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0146895 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.00118371 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0183517 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0139939 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.00174898 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.184194 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0270943 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.072667 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0374882 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0175869 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0635993 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.22963 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0931164 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.00074955 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.00331088 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0421997 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0600197 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0556919 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0387276 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.053961 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.00884534 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0146895 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.00118371 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0183517 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0139939 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00174898 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0197831 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0348361 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0774718 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.023455 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0674941 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00894793 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0111685 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0709775 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0980941 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0307082 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.105848 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0560431 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0318154 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0448148 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0242414 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0418693 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.119555 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.157966 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.325564 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.111672 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.32164 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.102221 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0155317 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.079114 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0139292 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0766782 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.237844 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.401157 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0464467 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0934951 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.235368 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.140077 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.23315 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0830783 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.117487 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.125533 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.154113 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.10649 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.373836 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.905663 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.325158 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0982246 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.169494 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.178842 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.00808287 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0777334 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0191052 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.2957 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.238845 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.203424 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.278481 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.809621 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.325564 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.00998499 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.0716 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0285454 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.083501 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0193374 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.296693 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.278713 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.08761 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.838268 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.00713358 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0596856 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.424103 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.232026 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.78102 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.401627 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.0326179 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0930253 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0986476 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.150706 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.163423 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.145321 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.116436 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.164989 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.184179 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.171103 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.124465 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.356317 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.887687 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.189246 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.178681 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0285454 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.0640932 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0107564 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.151469 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.237783 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.38613 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.20427 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.278711 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.11285 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.302583 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.105335 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.389317 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.0851754 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.145803 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.15097 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.107317 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0610472 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.528916 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.382008 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.123119 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.224783 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.908064 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.159764 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.2659 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.364445 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0171126 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.135902 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.196258 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.117879 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.147918 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.108139 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.146349 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.160494 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.269807 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.146232 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.268098 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0183167 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.341473 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.939712 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.374066 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.838268 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.090452 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0699711 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.153279 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.188253 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.147895 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.175 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.0410702 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.230051 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.0835115 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.21169 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.130066 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.900829 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.204346 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.362581 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.0174946 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.137766 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.193505 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.116016 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.1483 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.106275 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.146737 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.157741 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.27167 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.146484 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.267683 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.131846 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.091611 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.373741 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.163771 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.116219 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.269189 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.435946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0874855 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.439207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.154518 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.238098 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.118057 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.214534 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0752652 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.0501437 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.403935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.303279 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.0216845 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.364995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0850021 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0409212 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.178757 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0329019 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.393402 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.107298 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.888911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.471127 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.827485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-0.788356 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.245687 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.600454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.263813 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0856338 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.466212 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0361751 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.291488 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0467135 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.0404905 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.026532 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.239201 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.19655 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.768258 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.200641 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.460434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0671215 # DEPENDENCYPART_GRANDPAR
