# _root_ alderdiak kargu_hartu diola esan zuen atzo iturgaitzek , baina haren_kontrako neurririk ez dela hartuko , legebiltzarreko_mahaiak ere egin ez duelako .
#goldHeads=2,9,2,0,4,4,4,7,4,11,14,14,14,9,14,18,0,14,18,18,20,
#predictedHeads=2,4,2,9,4,4,4,7,0,11,14,14,14,9,14,18,0,14,18,18,20,
(14,7),(14,15),0.0298568 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0025637 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.116547 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0834427 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0316326 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0245654 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.09894 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.113524 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.174668 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0770864 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0480769 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0065505 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00850321 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0227046 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.00956235 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0168929 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.014481 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0750892 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0913087 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0429294 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0293458 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0308214 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0239528 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0423488 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0111985 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00885895 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0166323 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00789575 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0124533 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0662053 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0120539 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0114663 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0147625 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0156683 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.00828576 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.00555239 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0392306 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0221256 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0301819 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00440541 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.11368 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0732499 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0294013 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0168492 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.330766 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0602542 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0267935 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0396304 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0389787 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.281501 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.234796 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0425658 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0158596 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.026286 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0402299 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0358218 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0712058 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0890759 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0416692 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0375619 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0880216 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0854616 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0423991 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0222442 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0102403 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0293041 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0378235 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.00123649 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00771082 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0575953 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.234915 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0718423 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.000292879 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0314368 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0954598 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0947638 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.345538 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0336432 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0357006 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0970787 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0471655 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.015769 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0412738 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.00455484 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0617168 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0364767 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0289405 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0607786 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0201046 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0347518 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0757781 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0450111 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0627354 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0291036 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0227889 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0584126 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00102944 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0510599 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0806004 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.16791 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0795085 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0456719 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.012815 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0167141 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0134763 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0206612 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0594423 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0391793 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0717041 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0451999 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0523377 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0151382 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0822575 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00268 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.043294 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00331214 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0592926 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0367783 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.117748 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0653565 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00334503 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0739455 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0549733 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0592854 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.011941 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0376336 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0100443 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0103589 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0660542 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0278809 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0140268 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0103589 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.021868 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.00140528 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0122186 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0660542 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0103589 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0661476 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0351128 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0594299 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0505676 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.027573 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.074035 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0615902 # DEPENDENCYPART_SIBL
(18,2),(18,9),7.9264e-05 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.0162503 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.074015 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0170325 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0020198 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0240191 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0615902 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.074035 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0067979 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0833441 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0336588 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0643198 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0974128 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0449222 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0109099 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0423699 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0973928 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0431572 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0204266 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0110855 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0449222 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0974128 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0174077 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.07132 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.00396453 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0333631 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0484881 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0371211 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0238701 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0333631 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.000383882 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.012589 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.022152 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0484881 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0333631 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0374428 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.033787 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0777127 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0688058 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0370564 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0167784 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.00144119 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0179774 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.000469472 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0126417 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0688058 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.00144119 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0753231 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0266408 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0477088 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.103882 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.109564 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.14395 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0960737 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0683578 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.116161 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.134422 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.14395 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.109716 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0309878 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0162964 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0504102 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0310787 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0540405 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0381798 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.027764 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0678608 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0310787 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0421625 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0369216 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0775445 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0287478 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.00692922 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0455285 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.00971695 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0744211 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0287478 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0281501 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00619871 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0210462 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0168759 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.00222061 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0145369 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0710463 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.00165024 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0775635 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0244094 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0399927 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.28637 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.011059 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0158484 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0561701 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0120032 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.23906 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.264214 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0279635 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0505846 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0188144 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0141001 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0050183 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0878818 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0622402 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0727146 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00614781 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0877203 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0437973 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.14395 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.109716 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0309878 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0162964 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0775635 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0244094 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0399927 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0607649 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.119724 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0814957 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.0884786 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0539066 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0754169 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0884786 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0444011 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0244195 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.00112914 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.00733176 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0156189 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0756007 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0890483 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0453541 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0226679 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.134166 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0156189 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.366596 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.944704 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.44473 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.119899 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.16686 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.720975 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.462309 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.717373 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.167836 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.136187 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.0337219 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.378694 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.0749295 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.139787 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.000904644 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.171306 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-1.35094 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0675725 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.332587 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.420286 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.128129 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0636228 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.44479 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-1.05621 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.825761 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.386651 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.439305 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.0853634 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.258235 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.240553 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.324627 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.0807487 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.0354206 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.00213248 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-1.29731 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.0356348 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.127782 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.651347 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.122805 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.417826 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0167407 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0647724 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0927431 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.223364 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.435695 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0722855 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0477728 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.618689 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-1.15549 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.679415 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.200715 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.151252 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.326761 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.0455987 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.423681 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-1.22383 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.50655 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.0975289 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.119948 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0213901 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0830111 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.129758 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.153482 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.191897 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.668398 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.0252498 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0213488 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.422985 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.289226 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.168353 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.128016 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.105173 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.127231 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.446271 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.328532 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.052482 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.0434008 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.158469 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.242611 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.1466 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-1.61147 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.182978 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.433234 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-1.04893 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.556411 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.244603 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.287022 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.208435 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.0639053 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.176355 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.0118575 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.00462406 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0435206 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.796067 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0580946 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.0960838 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.141808 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.0308532 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.14292 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-1.31011 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.903262 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.199382 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.27113 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.128462 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.243709 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.59643 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.186216 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.275393 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.397082 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.240193 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.211674 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.0133685 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.18275 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.0509055 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.00138553 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.0309684 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.866374 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.145969 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.0100136 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.266513 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.30111 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.167202 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-1.41877 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.392387 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.0884874 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.169768 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.38762 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.544191 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.307352 # DEPENDENCYPART_GRANDPAR
