# _root_ gero pistorius organista zaharrak paperezko pezeta , hogerleko eta bosdurokoak eman zizkidan gordetzeko , baina mesede_baten_truke .
#goldHeads=11,3,11,3,6,9,6,9,11,9,15,11,11,13,0,15,16,
#predictedHeads=11,3,5,3,6,9,6,9,11,11,15,11,11,13,0,15,16,
(13,12),(13,14),0.0493314 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.03129 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0137578 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0636813 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0970364 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0307993 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.00209021 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0116817 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.00387239 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0988075 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.10336 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.03285 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0172902 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.234398 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0919734 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.00159657 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0186149 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0393022 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.234971 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0961931 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0206166 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.00212441 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.00212441 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.00212441 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.00163808 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.00212441 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0387276 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.00552251 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0273944 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0128253 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0148346 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0494405 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0187852 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0272896 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0272896 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0331301 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0272896 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0381986 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0172765 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0149166 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0205939 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0153383 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0354703 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0560692 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0272896 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0331301 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0272896 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0381986 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0172765 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0149166 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0205939 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0153383 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0354703 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0560692 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0331301 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0272896 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0381986 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0172765 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0149166 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0205939 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0153383 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0354703 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0560692 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0236174 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.037494 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0165861 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0135617 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0198363 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0139834 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0361607 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0532785 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0381986 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0172765 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0149166 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0205939 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0153383 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0354703 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0560692 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.00364756 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0421262 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0136713 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0292065 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0441513 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0221783 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0181084 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00695785 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.00749005 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0348215 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0198693 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0675345 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0562428 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.116583 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0459966 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.00215205 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0243763 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0132106 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.11797 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0444829 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0111443 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0586601 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0691823 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0260689 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.000747911 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0907793 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0416541 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0136082 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0514174 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0391181 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.012718 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0532453 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0371781 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0363632 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0822575 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0670598 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.242607 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0269797 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.067851 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0978185 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0561893 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.143345 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0807586 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0978185 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.331683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0561893 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.288132 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0702639 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0881141 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.135087 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.0891668 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.308462 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.25773 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0587281 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0564736 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.299524 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0247333 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.117878 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.2582 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.143345 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0807586 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0785041 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.134379 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0561893 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0198946 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.288132 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0702639 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.207881 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0086519 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.140776 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0817978 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0795433 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.136231 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.343376 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0201735 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.279429 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0752412 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0823166 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.203535 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.140885 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0850196 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.299759 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.00911432 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.339165 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.241994 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.0147522 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.297816 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.295562 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.559394 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.268841 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.107236 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.515843 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.384377 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.167823 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.140231 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.053939 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.183445 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0693193 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.457268 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.330547 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.283946 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.00989186 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.00763734 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0852067 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.27147 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0511014 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.119354 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.227918 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0298032 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.217833 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.475009 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.0138475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.060934 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.213926 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.116803 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.353405 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.101142 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0261134 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.193312 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0860659 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.393857 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.271819 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.0387071 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.0364525 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.0847477 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.300285 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.0222862 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.116773 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.256733 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.0212858 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.197929 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.111051 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0799077 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.130263 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.130981 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0921648 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.369752 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.00303428 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.117005 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.289189 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.262324 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.11335 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.248895 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.246641 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.510473 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.218896 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.466921 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.151718 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.366258 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.156338 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0713748 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0780022 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.0299728 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.414179 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.134379 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.117241 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.132131 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.167971 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0686309 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0086519 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.113951 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.179222 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0412428 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.24498 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0423864 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.19323 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.2371 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.274043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.278743 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.1075 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.158215 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.206495 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.172434 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.44528 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.474439 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.26173 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.265163 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.182754 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.326245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.101379 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.00157903 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0565684 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.135046 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.246406 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.2371 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.278161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0532953 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.126612 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0101587 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.177095 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.195662 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.174698 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.447802 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.488316 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.476962 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.263326 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.254329 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.491263 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0660122 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.440628 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.823522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.499005 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.549174 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.161673 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.280209 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.450052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0855119 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.112675 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.120993 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.191196 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.216019 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.319489 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.39785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.056975 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.214322 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.161151 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.274326 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.245204 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.461809 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.55408 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.216019 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.319633 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.401968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0601274 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0940915 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.163042 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.263493 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.247468 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.419021 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.463135 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.388938 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.275363 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.331248 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.558111 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.216019 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.39785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.056975 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0899738 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.133563 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.323723 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.245204 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.416499 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.461809 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.386416 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.342081 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.55408 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.238513 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.349449 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.375141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),-0.0672647 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.103298 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.269937 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.150157 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.154886 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.358024 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.386997 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.315455 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.266598 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.254058 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.195604 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.241947 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.315432 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.505205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.16934 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.197329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.220295 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.321758 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.280221 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.103014 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.169321 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.382347 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.410171 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.180494 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.260926 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.204703 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.247864 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.339247 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.502498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.157053 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.194622 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.217589 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.307837 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.277515 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.0929301 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.320572 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0363709 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.168117 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.278488 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.185784 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.230514 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.300252 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.419328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),-0.111451 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.146403 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.194344 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.157245 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.16163 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.237618 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.248057 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.194005 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.287655 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.22002 # DEPENDENCYPART_GRANDPAR
(3,16),(16,4),-0.056975 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.186515 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.152369 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.339245 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.165741 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.55408 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.148286 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.227726 # DEPENDENCYPART_GRANDPAR
