# _root_ hala ekarri dituzte antton_lopez ruiz algecirastik langraizera , joxean etxebarri_aiesta jaendik langraizera , eta iñigo_azkue eta jose_antonio galarraga mansillatik langraizera .
#goldHeads=2,0,2,14,4,2,2,7,14,9,2,2,12,2,16,14,16,17,2,2,20,
#predictedHeads=2,0,2,14,4,2,2,7,14,9,2,2,12,2,16,14,16,17,2,2,20,
(0,5),(5,7),0.141233 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.43459 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0818804 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0294291 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.141903 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.162526 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.182285 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0294624 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0118022 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.076861 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.163533 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.18078 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.290356 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.305527 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0865592 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0325074 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.417891 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.12378 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0917733 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.162577 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.182214 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.124572 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0917731 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0691424 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.182197 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.291274 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.212105 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0917733 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0685429 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.173215 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.291289 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.211954 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.12778 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.0893667 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.172603 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.16456 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.025026 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.211151 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.126977 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0865592 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0325074 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.0644061 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.417891 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.333717 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.0391422 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.526691 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.127617 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.255108 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.205188 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0918817 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.279899 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.390188 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0503841 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0575785 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.0997219 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.509106 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.015817 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.392096 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.232315 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.248034 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.0391422 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.526691 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.127617 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.255108 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.205188 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.0918817 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.279899 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.390188 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0503841 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.0575785 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.0997219 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0962197 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.586254 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.392096 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.232315 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.283309 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.0752253 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.432556 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.263466 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.426441 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.459802 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.0101137 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.260244 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.0929264 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.462089 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.0125203 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.092959 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.417242 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.106822 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.275696 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.191522 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),0.285307 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.27869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.233134 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0658731 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0738738 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.104182 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.113518 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.273726 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.125118 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.120061 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.141498 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.122029 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.189692 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.137605 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.234887 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.126518 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0987496 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.131757 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.126518 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0519232 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.132974 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.144426 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.585357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.128479 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.280145 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.0822082 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.406288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.00168876 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.101396 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.248028 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),0.175678 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),0.294378 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.269635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,5),-0.0381055 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0247106 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.272869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),0.131054 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0207512 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.122878 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.269633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),0.14246 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.00261459 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.120013 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.243935 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.177898 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.00264781 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0418882 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.224773 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.242115 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.176576 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.253975 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),-0.5106 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.311426 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.155571 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.25747 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.108398 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.105674 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0852813 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.178086 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.255983 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.295269 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.106202 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0831619 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.231937 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.256073 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.294855 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.413556 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.104277 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.230162 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.165632 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.458347 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.296261 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),0.414962 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.123157 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.31032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),0.181865 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.00620681 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.0616686 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0860626 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.0485454 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.210574 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.143835 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.221845 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.343733 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.501572 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),0.403609 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.550841 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.624623 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.123157 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.31032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),0.181865 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.00620681 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.0616686 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.0860626 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.0485454 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.210574 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.143835 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.221845 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),0.343733 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),0.301369 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.541059 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.550841 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.624623 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.405375 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),0.340257 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.615041 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.675913 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.577835 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),0.33785 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.675946 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.46081 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),0.952887 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.263747 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.264166 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.602435 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.11563 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.815988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.352294 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.690569 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.706136 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.767361 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.256454 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.647559 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.879047 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.836585 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.499057 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.516092 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.850287 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.907117 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.463633 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.4332 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.4445 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.463633 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.0589769 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.27151 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.504035 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.384927 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.616872 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.271543 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.293398 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.032968 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.385924 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.618367 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.574255 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.310547 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.545273 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),0.0188047 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.327827 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.341028 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.401374 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.215829 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.282454 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.514048 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.470598 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.0464889 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.293504 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.294833 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.336919 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.707411 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.310547 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.545273 # DEPENDENCYPART_GRANDPAR
(3,16),(16,4),0.0188047 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.327827 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.341028 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.401374 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.215829 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.282454 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.514048 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.470598 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.0464889 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.264313 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.210231 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.336919 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.707411 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.566744 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.235762 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0672771 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.697426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.386739 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.495211 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.597913 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.323871 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.63479 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.646911 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.699052 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.463282 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.466124 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.711944 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.766135 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.598363 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.255254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.15147 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.251924 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.598363 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.251469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0735259 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.251251 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.288833 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.301412 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.234011 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-1.31605 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0482752 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.998596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.832674 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.04076 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.274685 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.07764 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.12718 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.11869 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.323088 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.305921 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.0642 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.25441 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.537076 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.976787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.810877 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.799848 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.347295 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.538332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.694095 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.731688 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.781678 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.538365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.385273 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0564311 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.733419 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.783906 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.773761 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.246747 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-1.33145 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.273731 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.873003 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.83433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.638586 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.167556 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.744762 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.774761 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.790091 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.202002 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.214252 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.70425 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.896751 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.486193 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.734887 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.812533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,2),-0.486195 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.249229 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.812533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.615909 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.17938 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.386928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.163566 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.400534 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.431491 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.445158 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),-0.190832 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-1.31459e-05 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0332739 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.429471 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.443636 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0183942 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-9.22628e-05 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.032833 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.297777 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.443518 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0182508 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.0060006 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.528448 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.403685 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-1.37156 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.47094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,2),-0.528443 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.403007 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.44515 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.47094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,10),-1.22985 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.14663 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.95124 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.665522 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.70051 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0950869 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.04607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0274665 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.257985 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.823432 # DEPENDENCYPART_GRANDPAR
