# _root_ " sakabanaketa_bezalako legez kanpoko tresna presoen_kontra erabiltzeaz gain , orain espetxe_barruko errepresioa gogortzen ari_dira " , salatu dute aabek .
#goldHeads=0,5,5,3,7,7,13,7,8,13,12,13,0,0,14,15,0,17,17,19,
#predictedHeads=0,3,14,5,7,7,14,7,8,14,12,13,14,17,14,15,0,17,17,19,
(13,14),(13,17),-0.0273069 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00133702 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0454516 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0407547 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0973635 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0957166 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0138882 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0512614 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0595227 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0339837 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.04296 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.00420586 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0420469 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0144909 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0448381 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0112397 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0420469 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0440348 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0144909 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0377943 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0336039 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.020018 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0447702 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.00239566 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0438571 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0140373 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0466483 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0116927 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0438571 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.045845 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0140373 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.026398 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0345607 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0222733 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.00696012 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0532129 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.00903779 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0560041 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0155636 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0532129 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0552008 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.00903779 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.049386 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0440865 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0335507 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0331207 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0188195 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0359119 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00624493 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0331207 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0351086 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0188195 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0386244 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0390519 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0171359 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0144909 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0448381 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0112397 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0420469 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0440348 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0144909 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0377943 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0336039 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.020018 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.00274153 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0274337 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.000456669 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.00180627 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.00550354 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.105248 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0274575 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.100383 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0138136 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0469929 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0489808 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0128925 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0434438 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0424835 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0312263 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0237393 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0249418 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0737643 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0639172 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0109936 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.186641 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0440348 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0144909 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0377943 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0336039 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.020018 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0200396 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0390872 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0338702 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0202805 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.105248 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0274575 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.100383 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0595819 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00220349 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0143572 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0322829 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0257684 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0801262 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0290737 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.193621 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0378747 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00692951 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.36496 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.363094 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.023513 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0324893 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0146765 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0315763 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.00498386 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0343675 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0757917 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.00617645 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0315763 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0336 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.00498386 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0102953 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0757917 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0509799 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0684944 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0342995 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0128663 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0333865 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.00543753 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0361777 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0762448 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.00572337 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0333865 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0354102 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.00543753 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0107489 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0762448 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0532352 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0703224 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.00351054 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0427422 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.010437 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0455335 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0801157 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.00185249 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0427422 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.044766 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.010437 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0157484 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0801157 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0645125 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0815747 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.02265 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.000655268 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0254412 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.070797 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0111712 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.02265 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0246737 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.000655268 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.00596669 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.070797 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0480978 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0707585 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.00498386 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0343675 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0757917 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.00617645 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0315763 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0336 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.00498386 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0102953 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0757917 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0509799 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0684944 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0324144 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.094575 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0251006 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0301295 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.031497 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.042462 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.032853 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.094575 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0850394 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.00129552 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0770057 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.00360253 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0365223 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.038546 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.00658231 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0118937 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0770057 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0621881 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0745927 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0939231 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.181578 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.182798 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.101118 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.105291 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.13427 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0125502 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0151004 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0365269 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0377472 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.049374 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0353638 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0363576 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.191407 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0117078 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0336 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.00498386 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0102953 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0757917 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0509799 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0684944 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.000387265 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00492416 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0733459 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0512444 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0689557 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.032853 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.094575 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0850394 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00129552 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0973024 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0687707 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00739988 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0125502 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0151004 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0595442 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0297348 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0293633 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.303362 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.110256 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.404449 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.193774 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0542162 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.404699 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.194023 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.143992 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0594069 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0979623 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.194484 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.144453 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0456879 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0842433 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.411594 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.140403 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.239603 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0590298 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0975853 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.424936 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.192466 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.303422 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.192203 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.285373 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.239547 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0163949 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.309383 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0169782 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.066299 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.383322 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.148004 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.112345 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0168107 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.180015 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0319698 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.161086 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.212658 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.261528 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.430883 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.344441 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.12703 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.238019 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0592149 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0977703 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.425121 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.192652 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.154581 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.300851 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.273459 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.240073 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0177171 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.394277 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.397077 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.30631 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.00567494 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.487864 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0513297 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.203172 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0297426 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.346815 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.192573 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.500281 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.207644 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.326718 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.183188 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.227631 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.187967 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.564523 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.444805 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.154396 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.300466 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.206692 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.268078 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.203791 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.392954 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.394004 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.03807 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.493526 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.300467 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.206969 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.268082 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.203792 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0273248 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.397061 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.306326 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.00569085 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.0380722 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.493527 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.0169782 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.066299 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.383322 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.148004 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.112345 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.229802 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.164144 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.148706 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0817554 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.0150036 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.364635 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.430883 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.344441 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.12703 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.238019 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.380299 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.00388951 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.0532102 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.370233 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.134916 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0992558 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.181014 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.151055 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0425919 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0280924 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.351546 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.271596 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.322379 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.11813 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.237879 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.542745 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.401714 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.284965 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0367086 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.141911 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.590577 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.207644 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.0119327 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.0373887 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.354411 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.119093 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0834336 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.216563 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.135233 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.115457 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.0534313 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.0439146 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.335724 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.307145 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.415003 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.279883 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.312669 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.421201 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.481336 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.121176 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.038233 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.492227 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.486133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.538333 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.533418 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.307247 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.495945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.101929 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.53625 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.31008 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.482286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.115587 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.436182 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.303735 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.15418 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.220033 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.684846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.426825 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.510195 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.43129 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.258803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.208404 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0321841 # DEPENDENCYPART_GRANDPAR
