# _root_ ( ... ) paulinok azken asaltoa bota zuela uste_zuen , baina heriotzaren aurre-salara ailegatzea besterik ez zuen egin , azken asaltoek beti heriotzaren kaudrilateroan jotzen bait dute amaierako kanpanilla .
#goldHeads=0,1,0,9,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,18,27,25,29,25,29,
#predictedHeads=0,1,0,7,6,7,9,7,11,9,0,13,14,18,14,15,18,11,18,21,25,25,24,25,0,25,26,29,25,29,
(0,21),(21,23),-0.351305 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.165776 # DEPENDENCYPART_GRANDPAR
(0,21),(21,30),-0.690625 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.0667671 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.516617 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.331088 # DEPENDENCYPART_GRANDPAR
(0,25),(25,4),0.107704 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),-0.169406 # DEPENDENCYPART_GRANDPAR
(0,25),(25,7),0.0252056 # DEPENDENCYPART_GRANDPAR
(0,25),(25,9),0.140205 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),-0.163335 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),0.24498 # DEPENDENCYPART_GRANDPAR
(0,25),(25,12),-0.438734 # DEPENDENCYPART_GRANDPAR
(0,25),(25,13),-0.189338 # DEPENDENCYPART_GRANDPAR
(0,25),(25,14),-0.276564 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-0.420517 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),-0.0695252 # DEPENDENCYPART_GRANDPAR
(0,25),(25,17),0.150901 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-0.268274 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.212956 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.356512 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-0.0171907 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),0.0627252 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.312421 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.126891 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),0.162762 # DEPENDENCYPART_GRANDPAR
(0,25),(25,27),-0.13744 # DEPENDENCYPART_GRANDPAR
(0,25),(25,28),-0.0581379 # DEPENDENCYPART_GRANDPAR
(0,25),(25,29),0.130283 # DEPENDENCYPART_GRANDPAR
(0,26),(26,8),-1.26537 # DEPENDENCYPART_GRANDPAR
(0,26),(26,17),0.133239 # DEPENDENCYPART_GRANDPAR
(0,26),(26,18),-0.280632 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),0.33038 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),-0.386454 # DEPENDENCYPART_GRANDPAR
(0,26),(26,28),-0.290078 # DEPENDENCYPART_GRANDPAR
(0,26),(26,29),-0.101657 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),-0.0434467 # DEPENDENCYPART_GRANDPAR
(0,27),(27,28),-0.322339 # DEPENDENCYPART_GRANDPAR
(0,27),(27,29),-0.133919 # DEPENDENCYPART_GRANDPAR
(0,29),(29,22),-0.0593913 # DEPENDENCYPART_GRANDPAR
(0,29),(29,23),-0.361958 # DEPENDENCYPART_GRANDPAR
(0,29),(29,24),-0.176429 # DEPENDENCYPART_GRANDPAR
(0,29),(29,25),0.308826 # DEPENDENCYPART_GRANDPAR
(0,29),(29,27),-0.737624 # DEPENDENCYPART_GRANDPAR
(0,29),(29,28),-0.269486 # DEPENDENCYPART_GRANDPAR
(0,29),(29,30),-0.690625 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.213737 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.302189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,6),-0.0802736 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0843724 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.623893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0283454 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0244052 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.200367 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.159287 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.355141 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),-0.148387 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.203196 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.206582 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.167561 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.231371 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.106115 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.315994 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.444599 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.406409 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.23244 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.378705 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),0.0592627 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.118684 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.403407 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.49263 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.413799 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),-0.269363 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.321537 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-0.567503 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),-0.488396 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.102903 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.483206 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.70921 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.805301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.242625 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.451835 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.549548 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.368119 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0131443 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.738305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,4),-0.481431 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.000609011 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.423633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.520968 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.277359 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.108443 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.204292 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.143071 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.392731 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0456034 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0434784 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.205941 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),0.0738383 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.203823 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.271854 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),0.0119347 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.0654234 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),0.130691 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.390587 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-0.204085 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.433828 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.374276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),0.304466 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.502448 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.123558 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.102591 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.41267 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0957497 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.281249 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.633287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.277096 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.428929 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.283026 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.024176 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.461844 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.268675 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.0385273 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.572436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.023396 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.295168 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.231321 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.39185 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.398435 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.226111 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.172569 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.602014 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.270101 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.181009 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.483827 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.218732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0688313 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.058124 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.189277 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.248854 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.266966 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.0402369 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.548125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.237533 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.372785 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0958414 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.385653 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.392238 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.22034 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.246552 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.365945 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.375323 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.534488 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.17571 # DEPENDENCYPART_GRANDPAR
(7,11),(11,28),-0.523993 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-0.46197 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.218731 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.197175 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.137952 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.399304 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.162331 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.643267 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.378885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),-0.218731 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.197175 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.137952 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.383002 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.140801 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.162331 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.21754 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.643267 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.268674 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),0.038528 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.571181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.023087 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.405674 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.225338 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.16813 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.441547 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.448131 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.246934 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.172351 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.601308 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.270252 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.164107 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.37916 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.0776193 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.531519 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.538325 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-0.18116 # DEPENDENCYPART_GRANDPAR
(7,14),(14,26),-0.0421294 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-0.483121 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-0.52783 # DEPENDENCYPART_GRANDPAR
(7,14),(14,29),-0.465807 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.426933 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0331742 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.274985 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.226406 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.272489 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.220274 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.281121 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),0.0260814 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.662134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.0789572 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.496627 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.18858 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.180908 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.465137 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.471722 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.340506 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.287573 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.212789 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.628132 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.169122 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.35121 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.323266 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.0861485 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.475625 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.482431 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.213396 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-0.0433057 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.510176 # DEPENDENCYPART_GRANDPAR
(7,18),(18,28),-0.471936 # DEPENDENCYPART_GRANDPAR
(7,18),(18,29),-0.409913 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),-0.137952 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.383002 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.0626356 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.246898 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.262317 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.232318 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.162507 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.534748 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.541554 # DEPENDENCYPART_GRANDPAR
(7,21),(21,30),0.323003 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.262317 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.232318 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.372671 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.144356 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.541554 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.567233 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),-0.529795 # DEPENDENCYPART_GRANDPAR
(7,23),(23,30),0.323003 # DEPENDENCYPART_GRANDPAR
(7,24),(24,19),-0.262317 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),-0.232318 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.372671 # DEPENDENCYPART_GRANDPAR
(7,24),(24,22),-0.144356 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.52503 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.0967635 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.567233 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),-0.529795 # DEPENDENCYPART_GRANDPAR
(7,24),(24,29),-0.469036 # DEPENDENCYPART_GRANDPAR
(7,24),(24,30),0.323003 # DEPENDENCYPART_GRANDPAR
(7,25),(25,4),-0.270375 # DEPENDENCYPART_GRANDPAR
(7,25),(25,6),0.0368279 # DEPENDENCYPART_GRANDPAR
(7,25),(25,7),-0.575112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,25),(25,9),-0.409605 # DEPENDENCYPART_GRANDPAR
(7,25),(25,10),0.224083 # DEPENDENCYPART_GRANDPAR
(7,25),(25,11),-0.165666 # DEPENDENCYPART_GRANDPAR
(7,25),(25,12),-0.44111 # DEPENDENCYPART_GRANDPAR
(7,25),(25,13),-0.447695 # DEPENDENCYPART_GRANDPAR
(7,25),(25,14),-0.253484 # DEPENDENCYPART_GRANDPAR
(7,25),(25,15),-0.243519 # DEPENDENCYPART_GRANDPAR
(7,25),(25,16),-0.151577 # DEPENDENCYPART_GRANDPAR
(7,25),(25,17),-0.583511 # DEPENDENCYPART_GRANDPAR
(7,25),(25,18),-0.411756 # DEPENDENCYPART_GRANDPAR
(7,25),(25,19),-0.23541 # DEPENDENCYPART_GRANDPAR
(7,25),(25,20),-0.417711 # DEPENDENCYPART_GRANDPAR
(7,25),(25,21),-0.43078 # DEPENDENCYPART_GRANDPAR
(7,25),(25,22),-0.111736 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),-0.583139 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),-0.589945 # DEPENDENCYPART_GRANDPAR
(7,25),(25,26),-0.0423801 # DEPENDENCYPART_GRANDPAR
(7,25),(25,27),-0.482034 # DEPENDENCYPART_GRANDPAR
(7,25),(25,28),-0.516159 # DEPENDENCYPART_GRANDPAR
(7,25),(25,29),-0.454137 # DEPENDENCYPART_GRANDPAR
(7,26),(26,8),-0.0885754 # DEPENDENCYPART_GRANDPAR
(7,26),(26,17),-0.598265 # DEPENDENCYPART_GRANDPAR
(7,26),(26,18),-0.28782 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.0992822 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),-0.473103 # DEPENDENCYPART_GRANDPAR
(7,26),(26,28),-0.535335 # DEPENDENCYPART_GRANDPAR
(7,26),(26,29),-0.473312 # DEPENDENCYPART_GRANDPAR
(7,28),(28,22),-0.144356 # DEPENDENCYPART_GRANDPAR
(7,28),(28,23),-0.525252 # DEPENDENCYPART_GRANDPAR
(7,28),(28,24),-0.532059 # DEPENDENCYPART_GRANDPAR
(7,28),(28,25),-0.0182125 # DEPENDENCYPART_GRANDPAR
(7,28),(28,27),-0.603901 # DEPENDENCYPART_GRANDPAR
(7,28),(28,29),-0.469299 # DEPENDENCYPART_GRANDPAR
(7,28),(28,30),0.322935 # DEPENDENCYPART_GRANDPAR
(7,29),(29,22),-0.144356 # DEPENDENCYPART_GRANDPAR
(7,29),(29,23),-0.52503 # DEPENDENCYPART_GRANDPAR
(7,29),(29,24),-0.531836 # DEPENDENCYPART_GRANDPAR
(7,29),(29,25),-0.0182123 # DEPENDENCYPART_GRANDPAR
(7,29),(29,27),-0.603901 # DEPENDENCYPART_GRANDPAR
(7,29),(29,28),-0.522261 # DEPENDENCYPART_GRANDPAR
(7,29),(29,30),0.323003 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.208554 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.322762 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.502007 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.195786 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0550927 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.927667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,15),-0.304175 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.756416 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.71641 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.424293 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.539843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.10983 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0913912 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.637848 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.733724 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.427611 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.299225 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.579408 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.584238 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.623855 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-0.584169 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0440814 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.689059 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.552386 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.370137 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.51641 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),1.69224 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.480008 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.573996 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.261754 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.694498 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),1.84703 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.53936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.041759 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.447059 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.02501 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.04053 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.6381 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.529435 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.05244 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.71075 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-1.05582 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-1.23436 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-0.917539 # DEPENDENCYPART_GRANDPAR
(9,7),(7,25),-0.721345 # DEPENDENCYPART_GRANDPAR
(9,7),(7,26),-0.398406 # DEPENDENCYPART_GRANDPAR
(9,7),(7,28),-0.992768 # DEPENDENCYPART_GRANDPAR
(9,7),(7,29),-1.04704 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.378622 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.499124 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.53178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,7),0.154118 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),1.49563 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.02841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.239708 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.301006 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),0.195861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),0.316363 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.122424 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),1.46681 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.33722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0854949 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.64766 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.663175 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.440808 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.297482 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.511441 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.678465 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.540185 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-0.525059 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),-0.614756 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-0.66969 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.19223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.182609 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.190026 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.682072 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.222133 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.815179 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.264026 # DEPENDENCYPART_GRANDPAR
