# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(14,1),(14,10),0.0311019 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0190543 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0675388 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0311017 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.024526 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0262196 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0324445 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.016952 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0259473 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0287355 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00535823 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00649409 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0104686 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00330163 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0205522 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.029213 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.115615 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0344877 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0288967 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0562268 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0374454 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.107484 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0406626 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0504345 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0227569 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.00370071 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0287982 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0132488 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00026379 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.022813 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0171501 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00388605 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0231777 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00867562 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0448741 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0358683 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0956719 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0956552 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0117346 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0117435 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0147308 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0956552 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0659111 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0378212 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0956552 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.09794 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.00356281 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00172199 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0102802 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0291547 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0170689 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0603585 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.000924046 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.000167879 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.00249399 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0158596 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.00439637 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0518422 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.00714496 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.00439637 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0101084 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.000187017 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0816832 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0602684 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.078305 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0489643 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.105728 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.000311649 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00263776 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0158595 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.00439628 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0518421 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.00714487 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.00439628 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0101083 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00083843 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.081629 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0602142 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0791974 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0489101 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.106619 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0254991 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0964558 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.222361 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.124463 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0109088 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.222361 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.224646 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0754012 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.129829 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.138392 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0756479 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.153998 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.0358051 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0964558 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.222361 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.124463 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0109088 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.222361 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.224646 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0739021 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.125161 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.133725 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0825759 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.14933 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.042733 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0265572 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0189063 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0521122 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0265572 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.028842 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.00859444 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0312836 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0398473 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0448907 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0485952 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0143177 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0518421 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0121131 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.00192303 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00763507 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00018597 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0804645 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0590497 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0783019 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0477455 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.105724 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00272613 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.108298 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.110583 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.02236 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.06382 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0723837 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0827801 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0810674 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.11868 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.029788 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0335047 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00359282 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.027773 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0363367 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.00241906 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0453701 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0152701 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0131996 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00743252 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0763368 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.054922 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0825985 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0436179 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.110021 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.000943114 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0864385 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0650237 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0790733 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0537196 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.106495 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.182881 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.182881 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.186627 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.183848 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.17394 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.217703 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.146655 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.224631 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.159181 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.146655 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.224629 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.159181 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.10352 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0772379 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.16021 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0520811 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.114836 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.102279 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0526773 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0549117 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0331516 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.114836 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.102338 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0546007 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0568351 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0328376 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0665467 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0433832 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0430334 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0566371 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0632385 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0639309 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0277412 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.00222466 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0421155 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0431423 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.167954 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.16367 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0661752 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0562268 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0675388 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0311017 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0311019 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0675388 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0180763 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0310913 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0773645 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0169522 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0352803 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0162732 # DEPENDENCYPART_SIBL
(19,1),(19,25),0.00912404 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.107484 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.108916 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0615027 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.043451 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.107492 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.155595 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.00370084 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0270416 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0123046 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0591 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.00977324 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0336379 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0123576 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.00865479 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.105439 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0229375 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.00804587 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0302815 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0247101 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0337037 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0124233 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00785527 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.102736 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0200432 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.00863481 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0269777 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0274133 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.043451 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.107492 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.155595 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00370084 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0270416 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0123046 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0591 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0156151 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0502983 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0197965 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0394693 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0155548 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0931937 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.102731 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0206718 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00983783 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0276924 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0274182 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0433908 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0249493 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.000445437 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.202762 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00686428 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0295728 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0694 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.00827252 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.090624 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0554188 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0173622 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0167859 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.00027053 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0272028 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0719613 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0103114 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0272028 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.0290612 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.0103114 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0272105 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0272028 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0024914 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.052692 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.00986339 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.00133559 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0253739 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0701324 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.0121404 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0253739 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0272322 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.0121404 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0253815 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0253739 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.00345987 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0504482 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0107788 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.00703606 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.0829989 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.00272451 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.00703623 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.007752 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.00272451 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.00703606 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.00703606 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0198019 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.0226769 # DEPENDENCYPART_SIBL
(21,6),(21,24),0.0279653 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0720906 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.000245777 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0223855 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0242439 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.000245777 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0223932 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0223855 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0104287 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0472249 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0252626 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0896274 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.174817 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.175533 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0896274 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.174817 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.174817 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00533451 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0030894 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0127376 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.113468 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.117048 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.00793731 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.113468 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.113468 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0244525 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.0380343 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0165521 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0297312 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.010311 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0278805 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0278728 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.00318085 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0523769 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0098611 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0103114 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0272105 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0272028 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.00197753 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0513428 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0120202 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.113468 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.113468 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0244525 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0380343 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0165521 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0276477 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00245588 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.052696 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0098611 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00245588 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.052696 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0098611 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0223369 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0358988 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.23504 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.066043 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.066043 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0166061 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0511008 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0511113 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0534876 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.00976317 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.00910779 # DEPENDENCYPART_SIBL
(22,1),(22,25),0.0163759 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0699843 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0349439 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0734178 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0734092 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.120138 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.00335772 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0068019 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0467006 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0349439 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0734178 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0734092 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.120138 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.00335772 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0068019 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0467006 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0385641 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0385727 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0716776 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0274243 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0209778 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0807147 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0305127 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00812045 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.039436 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.036587 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0162519 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.00767554 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.039441 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.036592 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0162568 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00125727 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0393186 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0290152 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.100125 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0694824 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0554207 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0286921 # DEPENDENCYPART_SIBL
(23,1),(23,5),-0.023571 # DEPENDENCYPART_SIBL
(23,1),(23,6),-0.0388061 # DEPENDENCYPART_SIBL
(23,1),(23,8),-0.0396853 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.0270433 # DEPENDENCYPART_SIBL
(23,1),(23,11),-0.0652482 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.0224799 # DEPENDENCYPART_SIBL
(23,1),(23,13),-0.0270433 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0277593 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0224799 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.00757708 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0270443 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.0270433 # DEPENDENCYPART_SIBL
