# _root_ umeak ginen artean , eta gauzak betirako zirela uste_genuen , eta ziur nengoen gure konplizitatea ez zuela ezerk zirdinduko .
#goldHeads=2,5,2,3,0,8,8,9,5,9,0,13,5,15,19,19,19,19,13,19,
#predictedHeads=2,5,2,3,0,8,8,9,11,9,0,13,11,15,19,19,19,19,13,19,
(13,4),(13,15),-0.0435855 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0250448 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0289692 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0294917 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0796422 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.00327312 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0381651 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0332139 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0348094 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0582224 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0645553 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00815349 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0218674 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0276188 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00960641 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0215226 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.035962 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0276541 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.00139278 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0357079 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0604253 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0489527 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.026405 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.000759517 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0103023 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.010968 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00283721 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0134822 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0209232 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0285925 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.073382 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0694957 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0411647 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0171008 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.024366 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.00851816 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0273944 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0238378 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0155563 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0379328 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0305155 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0216285 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0160451 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00383312 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.00791996 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0239633 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0317439 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0825639 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00853816 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0213373 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.030535 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00401874 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0273653 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0176761 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0041384 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0759219 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00592252 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0435855 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0250448 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0289692 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0294917 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0645553 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00815349 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0218674 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0276188 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00960641 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0215226 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0165132 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00348068 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00606418 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00980639 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00664463 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00881644 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00146344 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0143326 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0291514 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0172506 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00505345 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0383133 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0220498 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.00203131 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0199478 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0215158 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.00268642 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0131457 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0259473 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0337037 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0134679 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0325618 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0100824 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.013919 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0563895 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0206767 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0274133 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.040446 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0382692 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.013623 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0577423 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0108976 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0241552 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.047451 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0612896 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0203317 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0128245 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0168706 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0148933 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0259473 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0337032 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0165976 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0325618 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0100824 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0139195 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0575197 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0198327 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0290609 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.012718 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0701331 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0619964 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0133478 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.00226342 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0207497 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0830364 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0209873 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0371781 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.029213 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.04052 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0214117 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.052384 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0523377 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0120875 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0374452 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0822575 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0435401 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0461456 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0416153 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0357947 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0216875 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00370084 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0591 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0103121 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00329969 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.044732 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00577325 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0207807 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0988684 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0194333 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.013774 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0321759 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0465825 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0130566 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.020865 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0269532 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00293814 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0195391 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0131531 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0368575 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0739455 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0195845 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0552328 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0694 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0233696 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0218889 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.041845 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0310348 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.071273 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.117362 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0503839 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0123927 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0124492 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0719613 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0103114 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0176581 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.00508176 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0175689 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.00025934 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0719613 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0103114 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0160065 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0123481 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0496433 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0272028 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0363589 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0135524 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0254464 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.00919489 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0174324 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0570819 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0121306 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0211049 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0172529 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0413395 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0329355 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0570819 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0121306 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0104229 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0393965 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0385073 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0203466 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0092484 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.00451766 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.019596 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0361827 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0259711 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0499926 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.00358079 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0154203 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.00833764 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0241641 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0259711 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0499926 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0224101 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0105526 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.000662485 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.00061195 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0990025 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0527945 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0109525 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.130417 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0896274 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.175569 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.111263 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0819684 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.102649 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.13427 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0896274 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0949661 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0800203 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.126974 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.174817 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0770864 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0577902 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.101017 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0374513 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.117706 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0176617 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.07384 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0348323 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0888668 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.00793731 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0574878 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0716752 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0262438 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.113468 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0356926 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0424845 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0113397 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0653934 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0102266 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.00919526 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.00527164 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0635877 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0186846 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.00137348 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.00397441 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0412696 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0126399 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0447326 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0219261 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0170728 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0118519 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.00778804 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.00894798 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0421226 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0252729 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.00968768 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.00557306 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0154889 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0146221 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0371592 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0281396 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.00519896 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.102157 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0368577 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0588282 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.00999553 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.01215 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0412555 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0402344 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0228803 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.00752123 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.00637562 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0213232 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0375231 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0829989 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.00272451 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.000883964 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0248153 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.070627 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.00703606 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0174101 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0138948 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0538328 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0536698 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0896274 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0949661 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0800203 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.126974 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.174817 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0770864 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0577902 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.101017 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0374513 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0574878 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0716752 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0262438 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.113468 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0356926 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0424845 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0113397 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0653934 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0100558 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0194863 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.00331098 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0365183 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0218707 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.00545188 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0121117 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0389223 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0207693 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.00883335 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.00493271 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0200111 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0358365 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.00848705 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0542728 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0657646 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0025826 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0398446 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0363589 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0135524 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0254464 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00919489 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.302788 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0673563 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0945966 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00311528 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0880506 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0696906 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.0304183 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.217206 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.210329 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.269976 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0893036 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.131156 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0200911 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.140643 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0689776 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.213075 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.262909 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.510009 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.227411 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0203481 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.129721 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.370934 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.203568 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0758895 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.299776 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.382314 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.207642 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.475213 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.0890182 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.400811 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0829058 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0900756 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.292006 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.375958 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0790107 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.196871 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.025521 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.0357691 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.362046 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.0365522 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.125924 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.142762 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0809102 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0137044 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.192743 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.394538 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.164193 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0611914 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.181243 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0807073 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.245862 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.203139 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0958203 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.25678 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.185334 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.506108 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.234251 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-1.06699 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0302838 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.170091 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.289134 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.151263 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.139457 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0982668 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.273221 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.216266 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0780167 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.295234 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.112234 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.47613 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.207916 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.308988 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.958426 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.0147751 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.475213 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0229698 # DEPENDENCYPART_GRANDPAR
