# _root_ gainera , ez da kasu honetan bakarrik ezagutzen zientziaren praktika , baina gutxi_batzuek bakarrik ezagutzen dituzte zientzia horren oinarri diren lege eta arauak .
#goldHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
#predictedHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
(12,6),(12,8),0.00578623 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.00913312 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.00908378 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.073863 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0722925 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0327945 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.00310801 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.000531477 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0223626 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0226506 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0105761 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0167594 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0235839 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.0159351 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00386386 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0276487 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0276487 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0453969 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.00493579 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0475555 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0121214 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0206114 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.019339 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0218052 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0317986 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0159138 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0171939 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.014612 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.137832 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.137829 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.119061 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0396037 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0158397 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0754049 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.000228163 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0379667 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0377884 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.103814 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0436546 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.00909545 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0444791 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0262352 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0354703 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0280585 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0223283 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0226045 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0326065 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0683447 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0695351 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0432287 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0520628 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.000194272 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0479394 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0354703 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0226478 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0223279 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0225722 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.038733 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0683973 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0695877 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0432287 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0521154 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.000186148 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.047992 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00489589 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00494349 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00015844 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0243358 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00703275 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00681494 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0114114 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0127063 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0317207 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0135579 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00550194 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.140976 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0440916 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0597901 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0599556 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0442603 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0597901 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0284589 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0613813 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.10318 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0497279 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0338559 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0339072 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0209344 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0338559 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0398795 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0353476 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.00114074 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0472169 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0472681 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0331567 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0472169 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0207881 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0487057 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00744198 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.00752858 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0108906 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.00909187 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0189451 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.00893433 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0646033 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00816457 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0644894 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0124718 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.066037 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00817314 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0644979 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.00997264 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0660455 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.048136 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.00418466 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0496265 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0103453 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0664345 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0379846 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.00752408 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0703246 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.000191044 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0161788 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.00639008 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.000442003 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.00873322 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.000268917 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.00185722 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0200428 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0103246 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0349631 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0184033 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0294352 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0301429 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0102935 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.000904336 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0118495 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0081392 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0097275 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0330447 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0258836 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00958338 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00965363 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0140688 # DEPENDENCYPART_SIBL
(14,15),(14,17),6.02439e-05 # DEPENDENCYPART_SIBL
(14,15),(14,19),6.02439e-05 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.00917528 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.00949753 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0169729 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0194806 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0431081 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.00551158 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0074011 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.022955 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.033479 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0198765 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0249894 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0214987 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0211663 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0431081 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.00244682 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0327974 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0198765 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0814336 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0150371 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.00948328 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.00725333 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0374308 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.00826578 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.00178282 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0101729 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0701761 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0504877 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.176855 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.114205 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.153045 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.105084 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.176331 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.176271 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.13427 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.100732 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.113524 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.153045 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.00732512 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0268884 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0175492 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0226709 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0346719 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0240739 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0523726 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0250204 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.306152 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0271248 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0318309 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0109851 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0172283 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0276487 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0277082 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.00400009 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0289777 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0311493 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.0109851 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.227713 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0672144 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0599308 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0629969 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.00613993 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0643999 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0470907 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0662436 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0418417 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0443941 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0396886 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0303916 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0413178 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0412583 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0561014 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0054267 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0437062 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0396886 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0396615 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0206359 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0134541 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0248534 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0534829 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0234415 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.042565 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.022574 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0312608 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0908693 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00112574 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0403812 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0408699 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0745578 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0403723 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0290422 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0908693 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0261446 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0214249 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0415174 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.016535 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0414653 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0239406 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0203923 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0278471 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.0565125 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.000798314 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0159848 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0158438 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0755807 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0136294 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0290934 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0565125 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0159176 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0299597 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00779101 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.025672 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0535408 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0270749 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0426215 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0279668 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.00415276 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0310071 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0309476 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0468224 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0156074 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0261406 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0912744 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0680324 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0764899 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0518074 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0677756 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.065009 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0691786 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0462057 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0710255 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0129454 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.01288 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0862483 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0220193 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0186437 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0364435 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0573548 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0201227 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0292258 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0159249 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.00281784 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0173226 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0101531 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0182235 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0192819 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0644494 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0294984 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.00411682 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0807609 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0491542 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.010147 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0355689 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.00525712 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0299411 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0126627 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.00626312 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0165692 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0711712 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0362202 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0241737 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0879081 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0300835 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.016558 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0366216 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0116681 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0364047 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0190737 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0127185 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0229802 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.100732 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.113524 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.153045 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00732512 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0268884 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0175492 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0226709 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0346719 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0240739 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0523726 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0250204 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0758622 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0898927 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0285745 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00290039 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0191902 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.00488333 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0384048 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.00387088 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0267978 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.00196404 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0548057 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0194311 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.027543 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00605776 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0232553 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0508638 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0246582 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0409125 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0255501 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0680324 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0764899 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0518074 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0677756 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.065009 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0691786 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0462057 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0710255 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0759372 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.038694 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0757243 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.00355653 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0709924 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0172205 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0758262 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00478673 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0225426 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0676913 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0239146 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0376117 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0224963 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0224143 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.03282 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0238053 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.000169349 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0223089 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0663725 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0225956 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0312775 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0211774 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0821587 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0738374 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0806186 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.031599 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0215287 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.00187219 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0226778 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0273504 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.00140094 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0363632 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0406048 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.106836 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0502388 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0165468 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0562271 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.00536658 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0562766 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0342426 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0562623 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0786317 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.00568573 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.085073 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.037098 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0440768 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.00544247 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0266127 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.00510147 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.052239 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.00556725 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0634358 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0422819 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0102102 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0223162 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0243169 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.053235 # DEPENDENCYPART_SIBL
