# _root_ madrilek aurtengo finantzaketa osatzeko borondatea agertu arren , arazo sakonak konpondu gabe daudela uste_du : diru hori nondik etorriko den , zenbat izango den eta hobetuzen menpekotasuna forcem-ekiko .
#goldHeads=6,3,4,5,6,14,6,7,13,9,13,11,14,0,14,19,16,19,25,19,20,23,25,23,9,27,25,27,28,
#predictedHeads=6,3,4,5,6,14,6,7,11,9,14,13,14,0,14,19,16,19,14,19,20,23,25,23,0,27,25,27,28,
(3,2),(2,3),-0.831884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-0.390578 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.133618 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.556723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.357994 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.282324 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.114299 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.165389 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.226431 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.372439 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.138959 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.438547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0367008 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.286028 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.117876 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.278585 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.342246 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.260156 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0596597 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.240448 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.038769 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.34026 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.737006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.257969 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.163701 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.00931848 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.0312004 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.469704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.247888 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0989218 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.902405 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.316647 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.090093 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.12174 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.642449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0786853 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.171399 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.119573 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.219346 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.876469 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.264129 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.241035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.13559 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.543597 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.234054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.495884 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.246494 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-1.01394 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),-0.0313343 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.047111 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.230971 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.218652 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.118537 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.663822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.0816043 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.336564 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.27383 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-1.02426 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.284738 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.158107 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.194824 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.105242 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.292704 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.363894 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.424447 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.228142 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.41035 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.391055 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.506847 # DEPENDENCYPART_GRANDPAR
(4,14),(14,27),-0.769504 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0342416 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.119951 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.148958 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0620433 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.254477 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0852005 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.719274 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.780533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.0705237 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.00396847 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.206995 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.799328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.49967 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.271033 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.7409 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.38835 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.603173 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.423208 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.32473 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.168487 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.466877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.32008 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0714129 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.137409 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.324849 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0884655 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0434678 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.255127 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0899705 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.38834 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.0170549 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0661545 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.429326 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.409364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.187573 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.000258495 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0382125 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.113559 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.109453 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0982454 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.11447 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0960022 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0705913 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.112277 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.254041 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0773854 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0668964 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.149558 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.201442 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.674411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.161569 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.558451 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.516465 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.101522 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0843507 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.128203 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.038017 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.57461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.0105401 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.467174 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.223828 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0899777 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.154394 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.170056 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.101237 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.202047 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.265411 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.309225 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.41757 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.3448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0300143 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0430857 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.138233 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0236874 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.163956 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.351357 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.15016 # DEPENDENCYPART_GRANDPAR
(6,9),(9,25),-0.465919 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.06652 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.0159786 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.187846 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.140842 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.466377 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.503214 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.240561 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.212197 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.106714 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.531832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,8),0.0824816 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.216624 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.276329 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.157456 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0761935 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.333557 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.173941 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.23345 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.223899 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.176465 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.329538 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.500106 # DEPENDENCYPART_GRANDPAR
(6,11),(11,28),-0.76968 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.196789 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.114331 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0803483 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.405241 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.53745 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.311639 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.27671 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.177788 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.510788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.0655201 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.110141 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.278065 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.255054 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.136909 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0714181 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.318019 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.27209 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.221451 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.288257 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.169094 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.393895 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.442694 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.766039 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.24125 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.213625 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.107404 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.54459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,9),-0.237206 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.288503 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.166 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.103236 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.153767 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.00113489 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.19677 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.256631 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.231823 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.230992 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.174838 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.33663 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.516308 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.80123 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.324025 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.642474 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.240899 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.451054 # DEPENDENCYPART_GRANDPAR
(6,25),(25,4),-0.302764 # DEPENDENCYPART_GRANDPAR
(6,25),(25,6),-0.399045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,25),(25,11),-0.0188684 # DEPENDENCYPART_GRANDPAR
(6,25),(25,12),-0.111282 # DEPENDENCYPART_GRANDPAR
(6,25),(25,13),-0.0403405 # DEPENDENCYPART_GRANDPAR
(6,25),(25,14),-0.226361 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),-0.303018 # DEPENDENCYPART_GRANDPAR
(6,25),(25,17),-0.294807 # DEPENDENCYPART_GRANDPAR
(6,25),(25,19),-0.136226 # DEPENDENCYPART_GRANDPAR
(6,25),(25,20),-0.352877 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.78441 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.0915985 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.458515 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.883766 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.729061 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-0.720341 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.361389 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.567869 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.222982 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0737886 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.349474 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.566467 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.397544 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.445284 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.12369 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.207957 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.585831 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.0622886 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.388155 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.622749 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.820672 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.319763 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.417087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0164187 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.35538 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.321454 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.286503 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.486545 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.49994 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.299248 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.764333 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.892166 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.812863 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.74605 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.645712 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.42514 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.0768654 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0152782 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.408876 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.228776 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.324367 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.498191 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.33703 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.476861 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.873102 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.435427 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-1.14738 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.248603 # DEPENDENCYPART_GRANDPAR
(7,11),(11,28),-0.594625 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.441441 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.477754 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.224434 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.261003 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.430385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.335148 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0820789 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.305281 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.24191 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.173955 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.30234 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.372444 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.304251 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.171325 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.282781 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.159424 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.382428 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.543644 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.436921 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.490994 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.202813 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.330005 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.034242 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.248106 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0421117 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0592711 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.779361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.396163 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.662594 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.33451 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.397562 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.637637 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.548995 # DEPENDENCYPART_GRANDPAR
(9,6),(6,25),-0.34959 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.381939 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.293558 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0181491 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.731911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.636171 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.695098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.347103 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.676972 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.325064 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.380375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.118927 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.988466 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.61729 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.826552 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.268282 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.735436 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.328222 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.239529 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.427634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0431942 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.132557 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.167883 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.337936 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.00295057 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.312248 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.35355 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.271143 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.343741 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-0.0824186 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),-0.273154 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.381101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),-0.243634 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.167991 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.231117 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.619413 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.364819 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.059907 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0895927 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.121901 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.442084 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.988446 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.826533 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.268274 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.735416 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.328214 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.239521 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.431092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),-0.0419717 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.254307 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.0951427 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.133587 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.224524 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.201305 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.107154 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.00522135 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.350041 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),0.004237 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.271657 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.340232 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.0931113 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.122134 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.277522 # DEPENDENCYPART_GRANDPAR
(9,25),(25,4),-0.266694 # DEPENDENCYPART_GRANDPAR
