# _root_ orduan , gai ezberdinei_buruzko elkarrizketa atsegin bati ekingo dio , nahiz_eta gizartean oso gaizki ikusiko liratekeen gaietaz hitzerdika hitzegingo duten .
#goldHeads=0,3,5,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
#predictedHeads=8,3,8,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
(15,6),(15,17),-0.0222435 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00912209 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00525268 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.00838373 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0162725 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0803365 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.00562872 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.00149987 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.00314177 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.00257964 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0744166 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0113542 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0667445 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0131039 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0287915 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0424987 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.00440832 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.000751454 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00138936 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0117919 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0728037 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0359885 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0209848 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0559805 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0853028 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0907239 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.172246 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.122707 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.113381 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00355439 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0123147 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00359938 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0186592 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0245555 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0378162 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00414695 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0087458 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0510469 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0120904 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.00335666 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0167953 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0435401 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0586703 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0146317 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0211795 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0335888 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00869312 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0103138 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0395861 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0858021 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0777046 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0856375 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0823465 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0682374 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0986459 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0281745 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0172424 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.021669 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00491364 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.00727568 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00883609 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0689524 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0207857 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.145405 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00337582 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0203105 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0366713 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00785765 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0377552 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.00942863 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0241994 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0307982 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0535087 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.024166 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0371919 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0104554 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00280983 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0198579 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0299414 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0325492 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0137355 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0330993 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0135603 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0729592 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.000282494 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.00178269 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0330993 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.00771806 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.00576825 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.00858215 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0557159 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.00803122 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0691823 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0260689 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0156237 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.00431874 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.00364223 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0691826 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0123175 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0287049 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0197965 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.00904613 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0931937 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0128165 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0279039 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0457967 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0432973 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0452252 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.00850732 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.00773903 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0208455 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.046094 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0375455 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.115615 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0500168 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0486766 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.105313 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0496274 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.046404 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0374452 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0221299 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0822575 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.000551517 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0249306 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0141535 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.00316401 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0302835 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0206767 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0633747 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0274133 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.00383373 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0372954 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0107076 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0210933 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0121526 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.033848 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.00716228 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0372587 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0110865 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00303794 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0174629 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0129728 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0121026 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00745156 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00788074 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.01937 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0432738 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.037352 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0304346 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0216438 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0283704 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0278324 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.01478 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0245182 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0886223 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.026425 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0694 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0550565 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.010276 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0275361 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00935481 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0232451 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0228477 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.00538134 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0129709 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0178715 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.020617 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0540224 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.00998387 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0023629 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0128493 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.020617 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.00992089 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0356519 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0302613 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.00421051 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.00700848 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0185863 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0292927 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0587618 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0147233 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.00722725 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.00688687 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0292927 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0146603 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0520419 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.00584137 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0282219 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.00161072 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.00805812 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.030603 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0219407 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.00483477 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0280346 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.00805812 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0218777 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.00986271 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0190398 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.00748595 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.00735245 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.00590967 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00534754 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0296906 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0154401 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.00735245 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.00547046 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0191164 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.00486446 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00332174 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.00138982 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0117924 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0104054 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.00929716 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.00332174 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0118554 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0846398 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0403743 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.00414053 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.00875223 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.042626 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.00128558 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0403743 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0088152 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0487704 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0572851 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0132466 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.00276463 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00776527 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0272028 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0131836 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0374672 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0858021 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0246762 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00726146 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.077695 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0857391 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0979841 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.00793949 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0260387 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0146221 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0372186 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.00793748 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0173518 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0106474 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0127126 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00711807 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00153954 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0128736 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0729997 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0131836 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0374672 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00608903 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0415891 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.036533 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0478659 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.448559 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.275427 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.64247 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.471407 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0393702 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.236636 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.312781 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.338966 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.250045 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.34191 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.395877 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.348727 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.111441 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.297436 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.0364641 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0948344 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.312869 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.326548 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.324182 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.100315 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.268547 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.384566 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.350334 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.118267 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.308274 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.378606 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0230321 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0699599 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.0432928 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.444499 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.069606 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.323185 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.291336 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.361794 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.169947 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.423525 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.459394 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.227246 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0890258 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.244157 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.352409 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.385122 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.324413 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.503745 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.138513 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.122023 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.197039 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.47396 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.25022 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.102642 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.479262 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.111607 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.339687 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.171495 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-1.49834 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.438763 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.396517 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-1.27896e-05 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0871542 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.410276 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.581296 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.387932 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0235529 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.669228 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.356549 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.127618 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.338033 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.170552 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.236636 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0688648 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0773362 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.520401 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.0604086 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.0087448 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.154258 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.396931 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.459342 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.246199 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.551199 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.149186 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.393116 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.551326 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0925107 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.237153 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.535712 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.478305 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.208067 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.0560743 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.31208 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.366312 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.193674 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.228109 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.098233 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.105958 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.33455 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.565638 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.31457 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.443367 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.111456 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.304215 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.18634 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-1.46244 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.459021 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.16092 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.527288 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.0230192 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-1.71819 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.314224 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.424026 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.107307 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.227533 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.394824 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.657894 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.437704 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0302287 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.94129 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.533477 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.0352057 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-1.68288 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.42102 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.149186 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.0473726 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0844702 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.0742962 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.330302 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.314823 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.177997 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.222986 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.114285 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.352772 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.574656 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.323589 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.0343089 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.791992 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0441265 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.427408 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-1.49333 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.146553 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.559738 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.384175 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.163416 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.125762 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.356074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.199173 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0433048 # DEPENDENCYPART_GRANDPAR
