# _root_ Many employers have already begun moving to southern countries such as Spain and Italy , where wages are low and unions are weaker ; demand for trained labor and managers will rise there , FMC says .
#goldHeads=2,3,36,3,3,5,6,9,7,11,9,11,12,13,9,18,18,9,18,18,22,20,22,3,31,25,28,26,28,29,3,31,32,3,36,0,36,
#predictedHeads=2,3,0,3,3,5,6,9,7,11,9,11,12,13,14,18,18,12,18,18,22,20,22,22,31,25,28,26,28,29,22,31,32,36,36,32,3,
(28,11),-2.61563 # DEPENDENCYPART_ARC
(28,12),-3.10828 # DEPENDENCYPART_ARC
(28,13),-1.71868 # DEPENDENCYPART_ARC
(28,14),-3.08763 # DEPENDENCYPART_ARC
(28,15),-1.72539 # DEPENDENCYPART_ARC
(28,16),-0.969939 # DEPENDENCYPART_ARC
(28,17),-1.13526 # DEPENDENCYPART_ARC
(28,18),-1.43085 # DEPENDENCYPART_ARC
(28,19),0.0320717 # DEPENDENCYPART_ARC
(28,20),-0.978105 # DEPENDENCYPART_ARC
(28,21),-0.127186 # DEPENDENCYPART_ARC
(28,22),-0.861238 # DEPENDENCYPART_ARC
(28,23),0.991722 # DEPENDENCYPART_ARC
(28,24),0.00647788 # DEPENDENCYPART_ARC
(28,25),0.607112 # DEPENDENCYPART_ARC
(28,26),0.910773 # DEPENDENCYPART_ARC
(28,27),3.11503 # DEPENDENCYPART_ARC
(28,29),3.49325 # DEPENDENCYPART_ARC
(28,30),1.33103 # DEPENDENCYPART_ARC
(28,31),1.3775 # DEPENDENCYPART_ARC
(28,32),0.547339 # DEPENDENCYPART_ARC
(28,33),0.620067 # DEPENDENCYPART_ARC
(28,34),0.870141 # DEPENDENCYPART_ARC
(28,35),0.157054 # DEPENDENCYPART_ARC
(28,36),0.154664 # DEPENDENCYPART_ARC
(28,37),1.53316 # DEPENDENCYPART_ARC
(29,1),-3.70757 # DEPENDENCYPART_ARC
(29,2),-3.27392 # DEPENDENCYPART_ARC
(29,3),-2.98732 # DEPENDENCYPART_ARC
(29,4),-3.65855 # DEPENDENCYPART_ARC
(29,5),-3.30134 # DEPENDENCYPART_ARC
(29,6),-2.2063 # DEPENDENCYPART_ARC
(29,7),-2.76863 # DEPENDENCYPART_ARC
(29,8),-3.05677 # DEPENDENCYPART_ARC
(29,9),-2.63714 # DEPENDENCYPART_ARC
(29,10),-2.80197 # DEPENDENCYPART_ARC
(29,11),-2.11587 # DEPENDENCYPART_ARC
(29,12),-1.45808 # DEPENDENCYPART_ARC
(29,13),-2.6091 # DEPENDENCYPART_ARC
(29,14),-0.877653 # DEPENDENCYPART_ARC
(29,15),-2.38667 # DEPENDENCYPART_ARC
(29,16),-1.43422 # DEPENDENCYPART_ARC
(29,17),-1.71968 # DEPENDENCYPART_ARC
(29,18),-1.32175 # DEPENDENCYPART_ARC
(29,19),-1.77613 # DEPENDENCYPART_ARC
(29,20),-1.92543 # DEPENDENCYPART_ARC
(29,21),-1.20302 # DEPENDENCYPART_ARC
(29,22),-0.986341 # DEPENDENCYPART_ARC
(29,23),-1.42837 # DEPENDENCYPART_ARC
(29,24),-0.951034 # DEPENDENCYPART_ARC
(29,25),-0.760158 # DEPENDENCYPART_ARC
(29,26),-0.315947 # DEPENDENCYPART_ARC
(29,27),-0.74084 # DEPENDENCYPART_ARC
(29,28),0.0874749 # DEPENDENCYPART_ARC
(29,30),4.0769 # DEPENDENCYPART_ARC
(29,31),1.93002 # DEPENDENCYPART_ARC
(29,32),0.833756 # DEPENDENCYPART_ARC
(29,33),-0.535245 # DEPENDENCYPART_ARC
(29,34),0.352112 # DEPENDENCYPART_ARC
(29,35),-1.20417 # DEPENDENCYPART_ARC
(29,36),-0.135603 # DEPENDENCYPART_ARC
(29,37),-0.138232 # DEPENDENCYPART_ARC
(30,1),-5.26366 # DEPENDENCYPART_ARC
(30,2),-6.88017 # DEPENDENCYPART_ARC
(30,3),-4.81117 # DEPENDENCYPART_ARC
(30,4),-6.1175 # DEPENDENCYPART_ARC
(30,5),-3.60296 # DEPENDENCYPART_ARC
(30,6),-4.10369 # DEPENDENCYPART_ARC
(30,7),-4.31785 # DEPENDENCYPART_ARC
(30,8),-4.82159 # DEPENDENCYPART_ARC
(30,9),-5.62566 # DEPENDENCYPART_ARC
(30,10),-5.18646 # DEPENDENCYPART_ARC
(30,11),-3.81091 # DEPENDENCYPART_ARC
(30,12),-5.55867 # DEPENDENCYPART_ARC
(30,13),-3.3203 # DEPENDENCYPART_ARC
(30,14),-5.15921 # DEPENDENCYPART_ARC
(30,15),-4.20106 # DEPENDENCYPART_ARC
(30,16),-1.91371 # DEPENDENCYPART_ARC
(30,17),-3.77412 # DEPENDENCYPART_ARC
(30,18),-3.16771 # DEPENDENCYPART_ARC
(30,19),-2.98354 # DEPENDENCYPART_ARC
(30,20),-2.6134 # DEPENDENCYPART_ARC
(30,21),-2.412 # DEPENDENCYPART_ARC
(30,22),-2.51929 # DEPENDENCYPART_ARC
(30,23),-1.37726 # DEPENDENCYPART_ARC
(30,24),-2.30097 # DEPENDENCYPART_ARC
(30,25),-1.58313 # DEPENDENCYPART_ARC
(30,26),-1.47448 # DEPENDENCYPART_ARC
(30,27),0.841229 # DEPENDENCYPART_ARC
(30,28),0.419608 # DEPENDENCYPART_ARC
(30,29),0.205808 # DEPENDENCYPART_ARC
(30,31),-0.193108 # DEPENDENCYPART_ARC
(30,32),-0.31433 # DEPENDENCYPART_ARC
(30,33),0.2282 # DEPENDENCYPART_ARC
(30,34),-0.711421 # DEPENDENCYPART_ARC
(30,35),-0.858981 # DEPENDENCYPART_ARC
(30,36),-0.508438 # DEPENDENCYPART_ARC
(30,37),-0.297791 # DEPENDENCYPART_ARC
(31,1),0.0288276 # DEPENDENCYPART_ARC
(31,2),-0.367044 # DEPENDENCYPART_ARC
(31,3),-1.59283 # DEPENDENCYPART_ARC
(31,4),-1.80365 # DEPENDENCYPART_ARC
(31,5),-0.276509 # DEPENDENCYPART_ARC
(31,6),-1.32685 # DEPENDENCYPART_ARC
(31,7),-0.848701 # DEPENDENCYPART_ARC
(31,8),-1.26102 # DEPENDENCYPART_ARC
(31,9),0.0443078 # DEPENDENCYPART_ARC
(31,10),-1.20937 # DEPENDENCYPART_ARC
(31,11),-1.18503 # DEPENDENCYPART_ARC
(31,12),0.660671 # DEPENDENCYPART_ARC
(31,13),-0.152245 # DEPENDENCYPART_ARC
(31,14),0.0992022 # DEPENDENCYPART_ARC
(31,15),-1.90336 # DEPENDENCYPART_ARC
(31,16),0.0567957 # DEPENDENCYPART_ARC
(31,17),1.09504 # DEPENDENCYPART_ARC
(31,18),-0.415673 # DEPENDENCYPART_ARC
(31,19),0.014469 # DEPENDENCYPART_ARC
(31,20),0.243751 # DEPENDENCYPART_ARC
(31,21),1.47319 # DEPENDENCYPART_ARC
(31,22),-0.126806 # DEPENDENCYPART_ARC
(31,23),0.089212 # DEPENDENCYPART_ARC
(31,24),1.13809 # DEPENDENCYPART_ARC
(31,25),2.61712 # DEPENDENCYPART_ARC
(31,26),0.113806 # DEPENDENCYPART_ARC
(31,27),0.59825 # DEPENDENCYPART_ARC
(31,28),1.87854 # DEPENDENCYPART_ARC
(31,29),1.23276 # DEPENDENCYPART_ARC
(31,30),3.35897 # DEPENDENCYPART_ARC
(31,32),4.16506 # DEPENDENCYPART_ARC
(31,33),1.01178 # DEPENDENCYPART_ARC
(31,34),1.14699 # DEPENDENCYPART_ARC
(31,35),0.391347 # DEPENDENCYPART_ARC
(31,36),0.362581 # DEPENDENCYPART_ARC
(31,37),3.41519 # DEPENDENCYPART_ARC
(32,1),-2.96036 # DEPENDENCYPART_ARC
(32,2),-2.27562 # DEPENDENCYPART_ARC
(32,3),-2.58004 # DEPENDENCYPART_ARC
(32,4),-2.7667 # DEPENDENCYPART_ARC
(32,5),-2.84905 # DEPENDENCYPART_ARC
(32,6),-2.18634 # DEPENDENCYPART_ARC
(32,7),-2.09519 # DEPENDENCYPART_ARC
(32,8),-2.03715 # DEPENDENCYPART_ARC
(32,9),-1.65844 # DEPENDENCYPART_ARC
(32,10),-1.83026 # DEPENDENCYPART_ARC
(32,11),-2.61203 # DEPENDENCYPART_ARC
(32,12),-1.48421 # DEPENDENCYPART_ARC
(32,13),-1.99239 # DEPENDENCYPART_ARC
(32,14),-1.59527 # DEPENDENCYPART_ARC
(32,15),-0.830486 # DEPENDENCYPART_ARC
(32,16),1.4037 # DEPENDENCYPART_ARC
(32,17),-0.848963 # DEPENDENCYPART_ARC
(32,18),-1.17965 # DEPENDENCYPART_ARC
(32,19),-0.729735 # DEPENDENCYPART_ARC
(32,20),-1.41438 # DEPENDENCYPART_ARC
(32,21),-0.427761 # DEPENDENCYPART_ARC
(32,22),-0.6763 # DEPENDENCYPART_ARC
(32,23),-0.835745 # DEPENDENCYPART_ARC
(32,24),-0.562725 # DEPENDENCYPART_ARC
(32,25),-0.465318 # DEPENDENCYPART_ARC
(32,26),0.0577434 # DEPENDENCYPART_ARC
(32,27),-0.294452 # DEPENDENCYPART_ARC
(32,28),0.341246 # DEPENDENCYPART_ARC
(32,29),-0.214895 # DEPENDENCYPART_ARC
(32,30),0.73871 # DEPENDENCYPART_ARC
(32,31),0.952417 # DEPENDENCYPART_ARC
(32,33),3.27783 # DEPENDENCYPART_ARC
(32,34),1.15199 # DEPENDENCYPART_ARC
(32,35),1.22677 # DEPENDENCYPART_ARC
(32,36),0.978325 # DEPENDENCYPART_ARC
(32,37),0.602461 # DEPENDENCYPART_ARC
(33,1),-2.33346 # DEPENDENCYPART_ARC
(33,2),-3.2479 # DEPENDENCYPART_ARC
(33,3),-3.07186 # DEPENDENCYPART_ARC
(33,4),-2.52186 # DEPENDENCYPART_ARC
(33,5),-2.85903 # DEPENDENCYPART_ARC
(33,6),-3.02023 # DEPENDENCYPART_ARC
(33,7),-2.77832 # DEPENDENCYPART_ARC
(33,8),-1.5856 # DEPENDENCYPART_ARC
(33,9),-2.5675 # DEPENDENCYPART_ARC
(33,10),-1.58216 # DEPENDENCYPART_ARC
(33,11),-1.68047 # DEPENDENCYPART_ARC
(33,12),-2.69155 # DEPENDENCYPART_ARC
(33,13),-2.76104 # DEPENDENCYPART_ARC
(33,14),-2.22494 # DEPENDENCYPART_ARC
(33,15),-1.08729 # DEPENDENCYPART_ARC
(33,16),-0.55114 # DEPENDENCYPART_ARC
(33,17),-1.60435 # DEPENDENCYPART_ARC
(33,18),-1.84397 # DEPENDENCYPART_ARC
(33,19),-0.682453 # DEPENDENCYPART_ARC
(33,20),-1.79608 # DEPENDENCYPART_ARC
(33,21),-1.28109 # DEPENDENCYPART_ARC
(33,22),-1.42889 # DEPENDENCYPART_ARC
(33,23),-1.05974 # DEPENDENCYPART_ARC
(33,24),0.0015797 # DEPENDENCYPART_ARC
(33,25),-1.05945 # DEPENDENCYPART_ARC
(33,26),-0.304542 # DEPENDENCYPART_ARC
(33,27),-0.529242 # DEPENDENCYPART_ARC
(33,28),-0.648297 # DEPENDENCYPART_ARC
(33,29),-0.608702 # DEPENDENCYPART_ARC
(33,30),-0.111823 # DEPENDENCYPART_ARC
(33,31),0.231169 # DEPENDENCYPART_ARC
(33,32),0.995373 # DEPENDENCYPART_ARC
(33,34),0.607722 # DEPENDENCYPART_ARC
(33,35),-0.239252 # DEPENDENCYPART_ARC
(33,36),-0.0935971 # DEPENDENCYPART_ARC
(33,37),-0.344333 # DEPENDENCYPART_ARC
(34,1),-5.25705 # DEPENDENCYPART_ARC
(34,2),-5.14349 # DEPENDENCYPART_ARC
(34,3),-5.30263 # DEPENDENCYPART_ARC
(34,4),-5.13229 # DEPENDENCYPART_ARC
(34,5),-3.997 # DEPENDENCYPART_ARC
(34,6),-3.8545 # DEPENDENCYPART_ARC
(34,7),-3.52599 # DEPENDENCYPART_ARC
(34,8),-4.54623 # DEPENDENCYPART_ARC
(34,9),-4.4448 # DEPENDENCYPART_ARC
(34,10),-4.41365 # DEPENDENCYPART_ARC
(34,11),-4.1334 # DEPENDENCYPART_ARC
(34,12),-4.40896 # DEPENDENCYPART_ARC
(34,13),-4.0134 # DEPENDENCYPART_ARC
(34,14),-4.18461 # DEPENDENCYPART_ARC
(34,15),-1.59194 # DEPENDENCYPART_ARC
(34,16),-2.77237 # DEPENDENCYPART_ARC
(34,17),-3.5857 # DEPENDENCYPART_ARC
(34,18),-3.57066 # DEPENDENCYPART_ARC
(34,19),-3.32716 # DEPENDENCYPART_ARC
(34,20),-3.32499 # DEPENDENCYPART_ARC
(34,21),-3.20005 # DEPENDENCYPART_ARC
(34,22),-3.14206 # DEPENDENCYPART_ARC
(34,23),-2.96981 # DEPENDENCYPART_ARC
(34,24),-2.32568 # DEPENDENCYPART_ARC
(34,25),-2.47838 # DEPENDENCYPART_ARC
(34,26),-2.35512 # DEPENDENCYPART_ARC
(34,27),-2.05098 # DEPENDENCYPART_ARC
(34,28),-2.24537 # DEPENDENCYPART_ARC
(34,29),-2.61538 # DEPENDENCYPART_ARC
(34,30),-2.38365 # DEPENDENCYPART_ARC
(34,31),-2.02584 # DEPENDENCYPART_ARC
(34,32),-1.78005 # DEPENDENCYPART_ARC
(34,33),-1.37725 # DEPENDENCYPART_ARC
(34,35),-0.51577 # DEPENDENCYPART_ARC
(34,36),-0.841123 # DEPENDENCYPART_ARC
(34,37),-1.31051 # DEPENDENCYPART_ARC
(35,1),-6.0838 # DEPENDENCYPART_ARC
(35,2),-5.94128 # DEPENDENCYPART_ARC
(35,3),-5.34381 # DEPENDENCYPART_ARC
(35,4),-5.3677 # DEPENDENCYPART_ARC
(35,5),-3.90134 # DEPENDENCYPART_ARC
(35,6),-4.25497 # DEPENDENCYPART_ARC
(35,7),-5.01459 # DEPENDENCYPART_ARC
(35,8),-4.74814 # DEPENDENCYPART_ARC
(35,9),-5.15266 # DEPENDENCYPART_ARC
(35,10),-5.49587 # DEPENDENCYPART_ARC
(35,11),-4.45284 # DEPENDENCYPART_ARC
(35,12),-8.75324 # DEPENDENCYPART_ARC
(35,13),-4.75796 # DEPENDENCYPART_ARC
(35,14),-7.29178 # DEPENDENCYPART_ARC
(35,15),-2.95021 # DEPENDENCYPART_ARC
(35,16),-3.28844 # DEPENDENCYPART_ARC
(35,17),-3.57477 # DEPENDENCYPART_ARC
(35,18),-3.66735 # DEPENDENCYPART_ARC
(35,19),-3.41174 # DEPENDENCYPART_ARC
(35,20),-3.83117 # DEPENDENCYPART_ARC
(35,21),-3.071 # DEPENDENCYPART_ARC
(35,22),-3.21795 # DEPENDENCYPART_ARC
(35,23),-2.95226 # DEPENDENCYPART_ARC
(35,24),-2.50791 # DEPENDENCYPART_ARC
(35,25),-3.00912 # DEPENDENCYPART_ARC
(35,26),-1.71016 # DEPENDENCYPART_ARC
(35,27),-1.64343 # DEPENDENCYPART_ARC
(35,28),-2.20722 # DEPENDENCYPART_ARC
(35,29),-2.49429 # DEPENDENCYPART_ARC
(35,30),-1.11163 # DEPENDENCYPART_ARC
(35,31),-1.35353 # DEPENDENCYPART_ARC
(35,32),-0.494849 # DEPENDENCYPART_ARC
(35,33),-0.271861 # DEPENDENCYPART_ARC
(35,34),1.14745 # DEPENDENCYPART_ARC
(35,36),1.06805 # DEPENDENCYPART_ARC
(35,37),0.342611 # DEPENDENCYPART_ARC
(36,1),-2.68437 # DEPENDENCYPART_ARC
(36,2),-2.80112 # DEPENDENCYPART_ARC
(36,3),-0.333194 # DEPENDENCYPART_ARC
(36,4),-3.25401 # DEPENDENCYPART_ARC
(36,5),-1.61446 # DEPENDENCYPART_ARC
(36,6),-0.442721 # DEPENDENCYPART_ARC
(36,7),-2.12035 # DEPENDENCYPART_ARC
(36,8),-1.74784 # DEPENDENCYPART_ARC
(36,9),-2.10098 # DEPENDENCYPART_ARC
(36,10),-1.57235 # DEPENDENCYPART_ARC
(36,11),-1.25993 # DEPENDENCYPART_ARC
(36,12),-1.05316 # DEPENDENCYPART_ARC
(36,13),-0.978574 # DEPENDENCYPART_ARC
(36,14),-1.08444 # DEPENDENCYPART_ARC
(36,15),-1.59394 # DEPENDENCYPART_ARC
(36,16),-0.284096 # DEPENDENCYPART_ARC
(36,17),-1.15944 # DEPENDENCYPART_ARC
(36,18),1.1986 # DEPENDENCYPART_ARC
(36,19),-0.847259 # DEPENDENCYPART_ARC
(36,20),-0.383753 # DEPENDENCYPART_ARC
(36,21),-0.921901 # DEPENDENCYPART_ARC
(36,22),1.41225 # DEPENDENCYPART_ARC
(36,23),-0.734054 # DEPENDENCYPART_ARC
(36,24),0.34759 # DEPENDENCYPART_ARC
(36,25),0.875805 # DEPENDENCYPART_ARC
(36,26),-0.225103 # DEPENDENCYPART_ARC
(36,27),0.56029 # DEPENDENCYPART_ARC
(36,28),0.0602358 # DEPENDENCYPART_ARC
(36,29),0.611651 # DEPENDENCYPART_ARC
(36,30),-0.0901949 # DEPENDENCYPART_ARC
(36,31),1.74794 # DEPENDENCYPART_ARC
(36,32),0.662589 # DEPENDENCYPART_ARC
(36,33),0.910797 # DEPENDENCYPART_ARC
(36,34),4.73307 # DEPENDENCYPART_ARC
(36,35),3.28405 # DEPENDENCYPART_ARC
(36,37),6.86488 # DEPENDENCYPART_ARC
(37,1),-5.02853 # DEPENDENCYPART_ARC
(37,2),-4.79649 # DEPENDENCYPART_ARC
(37,3),-4.67843 # DEPENDENCYPART_ARC
(37,4),-4.30548 # DEPENDENCYPART_ARC
(37,5),-4.19213 # DEPENDENCYPART_ARC
(37,6),-3.49088 # DEPENDENCYPART_ARC
(37,7),-3.98141 # DEPENDENCYPART_ARC
(37,8),-4.32234 # DEPENDENCYPART_ARC
(37,9),-4.15814 # DEPENDENCYPART_ARC
(37,10),-4.12514 # DEPENDENCYPART_ARC
(37,11),-3.36952 # DEPENDENCYPART_ARC
(37,12),-4.05474 # DEPENDENCYPART_ARC
(37,13),-3.83214 # DEPENDENCYPART_ARC
(37,14),-4.02051 # DEPENDENCYPART_ARC
(37,15),-2.27795 # DEPENDENCYPART_ARC
(37,16),-2.79046 # DEPENDENCYPART_ARC
(37,17),-3.31633 # DEPENDENCYPART_ARC
(37,18),-2.95376 # DEPENDENCYPART_ARC
(37,19),-3.15528 # DEPENDENCYPART_ARC
(37,20),-2.93153 # DEPENDENCYPART_ARC
(37,21),-2.79047 # DEPENDENCYPART_ARC
(37,22),-2.50909 # DEPENDENCYPART_ARC
(37,23),-1.88816 # DEPENDENCYPART_ARC
(37,24),-0.866183 # DEPENDENCYPART_ARC
(37,25),-2.0518 # DEPENDENCYPART_ARC
(37,26),-2.33957 # DEPENDENCYPART_ARC
(37,27),-1.9279 # DEPENDENCYPART_ARC
(37,28),-2.09948 # DEPENDENCYPART_ARC
(37,29),-2.14236 # DEPENDENCYPART_ARC
(37,30),-2.0379 # DEPENDENCYPART_ARC
(37,31),-1.35644 # DEPENDENCYPART_ARC
(37,32),-2.03732 # DEPENDENCYPART_ARC
(37,33),-1.55296 # DEPENDENCYPART_ARC
(37,34),-0.403495 # DEPENDENCYPART_ARC
(37,35),-2.0329 # DEPENDENCYPART_ARC
(37,36),-0.688675 # DEPENDENCYPART_ARC
