# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
(30,31),2.82783 # DEPENDENCYPART_ARC
(30,32),1.43371 # DEPENDENCYPART_ARC
(30,33),1.08974 # DEPENDENCYPART_ARC
(30,34),0.689219 # DEPENDENCYPART_ARC
(31,1),-3.20338 # DEPENDENCYPART_ARC
(31,2),-4.75408 # DEPENDENCYPART_ARC
(31,3),-3.90902 # DEPENDENCYPART_ARC
(31,4),-3.20975 # DEPENDENCYPART_ARC
(31,5),-2.82012 # DEPENDENCYPART_ARC
(31,6),-3.0807 # DEPENDENCYPART_ARC
(31,7),-3.07623 # DEPENDENCYPART_ARC
(31,8),-2.8899 # DEPENDENCYPART_ARC
(31,9),-3.00258 # DEPENDENCYPART_ARC
(31,10),-2.91425 # DEPENDENCYPART_ARC
(31,11),-2.27581 # DEPENDENCYPART_ARC
(31,12),-2.17111 # DEPENDENCYPART_ARC
(31,13),-2.66461 # DEPENDENCYPART_ARC
(31,14),-1.95475 # DEPENDENCYPART_ARC
(31,15),-2.09707 # DEPENDENCYPART_ARC
(31,16),-2.88275 # DEPENDENCYPART_ARC
(31,17),-1.91269 # DEPENDENCYPART_ARC
(31,18),-1.49845 # DEPENDENCYPART_ARC
(31,19),-2.1441 # DEPENDENCYPART_ARC
(31,20),-1.14128 # DEPENDENCYPART_ARC
(31,21),-1.2299 # DEPENDENCYPART_ARC
(31,22),-0.903802 # DEPENDENCYPART_ARC
(31,23),-0.953016 # DEPENDENCYPART_ARC
(31,24),-0.746208 # DEPENDENCYPART_ARC
(31,25),-0.916487 # DEPENDENCYPART_ARC
(31,26),-0.363033 # DEPENDENCYPART_ARC
(31,27),-0.284341 # DEPENDENCYPART_ARC
(31,28),-0.0758759 # DEPENDENCYPART_ARC
(31,29),-0.507403 # DEPENDENCYPART_ARC
(31,30),0.258219 # DEPENDENCYPART_ARC
(31,32),0.991497 # DEPENDENCYPART_ARC
(31,33),3.57825 # DEPENDENCYPART_ARC
(31,34),-0.596429 # DEPENDENCYPART_ARC
(32,1),-4.91946 # DEPENDENCYPART_ARC
(32,2),-4.42808 # DEPENDENCYPART_ARC
(32,3),-3.72075 # DEPENDENCYPART_ARC
(32,4),-3.22849 # DEPENDENCYPART_ARC
(32,5),-3.35496 # DEPENDENCYPART_ARC
(32,6),-3.22208 # DEPENDENCYPART_ARC
(32,7),-3.70043 # DEPENDENCYPART_ARC
(32,8),-3.05272 # DEPENDENCYPART_ARC
(32,9),-3.43587 # DEPENDENCYPART_ARC
(32,10),-2.95595 # DEPENDENCYPART_ARC
(32,11),-2.781 # DEPENDENCYPART_ARC
(32,12),-2.13518 # DEPENDENCYPART_ARC
(32,13),-2.51217 # DEPENDENCYPART_ARC
(32,14),-2.16368 # DEPENDENCYPART_ARC
(32,15),-2.033 # DEPENDENCYPART_ARC
(32,16),-3.04836 # DEPENDENCYPART_ARC
(32,17),-2.72204 # DEPENDENCYPART_ARC
(32,18),-2.12834 # DEPENDENCYPART_ARC
(32,19),-2.65365 # DEPENDENCYPART_ARC
(32,20),-1.80257 # DEPENDENCYPART_ARC
(32,21),-2.17374 # DEPENDENCYPART_ARC
(32,22),-0.257582 # DEPENDENCYPART_ARC
(32,23),-0.614662 # DEPENDENCYPART_ARC
(32,24),-0.919291 # DEPENDENCYPART_ARC
(32,25),-1.54748 # DEPENDENCYPART_ARC
(32,26),-1.37519 # DEPENDENCYPART_ARC
(32,27),0.358931 # DEPENDENCYPART_ARC
(32,28),0.126479 # DEPENDENCYPART_ARC
(32,29),-0.399003 # DEPENDENCYPART_ARC
(32,30),-0.211497 # DEPENDENCYPART_ARC
(32,31),1.55394 # DEPENDENCYPART_ARC
(32,33),0.351316 # DEPENDENCYPART_ARC
(32,34),-0.865451 # DEPENDENCYPART_ARC
(33,1),-11.0856 # DEPENDENCYPART_ARC
(33,2),-7.72198 # DEPENDENCYPART_ARC
(33,3),-3.23424 # DEPENDENCYPART_ARC
(33,4),-3.21836 # DEPENDENCYPART_ARC
(33,5),-3.64568 # DEPENDENCYPART_ARC
(33,6),-4.17296 # DEPENDENCYPART_ARC
(33,7),-2.49821 # DEPENDENCYPART_ARC
(33,8),-5.54471 # DEPENDENCYPART_ARC
(33,9),-5.35107 # DEPENDENCYPART_ARC
(33,10),-2.51861 # DEPENDENCYPART_ARC
(33,11),-3.24119 # DEPENDENCYPART_ARC
(33,12),-3.52835 # DEPENDENCYPART_ARC
(33,13),-3.53045 # DEPENDENCYPART_ARC
(33,14),-3.41603 # DEPENDENCYPART_ARC
(33,15),-2.47109 # DEPENDENCYPART_ARC
(33,16),-3.78846 # DEPENDENCYPART_ARC
(33,17),-1.92987 # DEPENDENCYPART_ARC
(33,18),-1.89439 # DEPENDENCYPART_ARC
(33,19),-2.57797 # DEPENDENCYPART_ARC
(33,20),-1.66517 # DEPENDENCYPART_ARC
(33,21),-2.39426 # DEPENDENCYPART_ARC
(33,22),-2.20899 # DEPENDENCYPART_ARC
(33,23),-1.32489 # DEPENDENCYPART_ARC
(33,24),-1.68368 # DEPENDENCYPART_ARC
(33,25),-0.79298 # DEPENDENCYPART_ARC
(33,26),-0.580237 # DEPENDENCYPART_ARC
(33,27),-0.297641 # DEPENDENCYPART_ARC
(33,28),1.02978 # DEPENDENCYPART_ARC
(33,29),0.412665 # DEPENDENCYPART_ARC
(33,30),0.858057 # DEPENDENCYPART_ARC
(33,31),1.26484 # DEPENDENCYPART_ARC
(33,32),4.19554 # DEPENDENCYPART_ARC
(33,34),-0.214835 # DEPENDENCYPART_ARC
(34,1),-3.89487 # DEPENDENCYPART_ARC
(34,2),-4.33133 # DEPENDENCYPART_ARC
(34,3),-3.69681 # DEPENDENCYPART_ARC
(34,4),-3.40542 # DEPENDENCYPART_ARC
(34,5),-3.40698 # DEPENDENCYPART_ARC
(34,6),-3.31374 # DEPENDENCYPART_ARC
(34,7),-3.3721 # DEPENDENCYPART_ARC
(34,8),-3.09163 # DEPENDENCYPART_ARC
(34,9),-2.07516 # DEPENDENCYPART_ARC
(34,10),-2.53212 # DEPENDENCYPART_ARC
(34,11),-3.15542 # DEPENDENCYPART_ARC
(34,12),-1.62676 # DEPENDENCYPART_ARC
(34,13),-1.39281 # DEPENDENCYPART_ARC
(34,14),-2.46492 # DEPENDENCYPART_ARC
(34,15),-2.78404 # DEPENDENCYPART_ARC
(34,16),-2.44959 # DEPENDENCYPART_ARC
(34,17),-2.76716 # DEPENDENCYPART_ARC
(34,18),-2.03254 # DEPENDENCYPART_ARC
(34,19),-2.71482 # DEPENDENCYPART_ARC
(34,20),-2.11783 # DEPENDENCYPART_ARC
(34,21),-2.66691 # DEPENDENCYPART_ARC
(34,22),-2.14367 # DEPENDENCYPART_ARC
(34,23),-2.05032 # DEPENDENCYPART_ARC
(34,24),-0.901048 # DEPENDENCYPART_ARC
(34,25),-1.32877 # DEPENDENCYPART_ARC
(34,26),-1.86914 # DEPENDENCYPART_ARC
(34,27),-1.63548 # DEPENDENCYPART_ARC
(34,28),-1.50432 # DEPENDENCYPART_ARC
(34,29),-0.954528 # DEPENDENCYPART_ARC
(34,30),-1.29444 # DEPENDENCYPART_ARC
(34,31),-0.829754 # DEPENDENCYPART_ARC
(34,32),-1.49274 # DEPENDENCYPART_ARC
(34,33),-1.50853 # DEPENDENCYPART_ARC
