# _root_ Burmah , which owns the Castrol brand of lubricant oils , reported a 17 % rise in net income to # 43.5 million ( $ 68.3 million ) in the first half .
#goldHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
#predictedHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,20,32,32,29,12,
(31,27),-0.618374 # DEPENDENCYPART_ARC
(31,28),-0.867244 # DEPENDENCYPART_ARC
(31,29),0.0110534 # DEPENDENCYPART_ARC
(31,30),2.05832 # DEPENDENCYPART_ARC
(31,32),1.25292 # DEPENDENCYPART_ARC
(31,33),-0.538884 # DEPENDENCYPART_ARC
(32,1),-10.1694 # DEPENDENCYPART_ARC
(32,2),-2.9248 # DEPENDENCYPART_ARC
(32,3),-3.60827 # DEPENDENCYPART_ARC
(32,4),-2.75369 # DEPENDENCYPART_ARC
(32,5),-4.17403 # DEPENDENCYPART_ARC
(32,6),-5.66088 # DEPENDENCYPART_ARC
(32,7),-5.93031 # DEPENDENCYPART_ARC
(32,8),-1.73335 # DEPENDENCYPART_ARC
(32,9),-2.87141 # DEPENDENCYPART_ARC
(32,10),-2.90147 # DEPENDENCYPART_ARC
(32,11),-2.21862 # DEPENDENCYPART_ARC
(32,12),-1.42737 # DEPENDENCYPART_ARC
(32,13),0.0681981 # DEPENDENCYPART_ARC
(32,14),-0.673232 # DEPENDENCYPART_ARC
(32,15),-1.20123 # DEPENDENCYPART_ARC
(32,16),-3.9189 # DEPENDENCYPART_ARC
(32,17),-0.989754 # DEPENDENCYPART_ARC
(32,18),-0.305124 # DEPENDENCYPART_ARC
(32,19),-2.54547 # DEPENDENCYPART_ARC
(32,20),-0.89324 # DEPENDENCYPART_ARC
(32,21),0.594076 # DEPENDENCYPART_ARC
(32,22),0.301703 # DEPENDENCYPART_ARC
(32,23),0.113232 # DEPENDENCYPART_ARC
(32,24),0.667423 # DEPENDENCYPART_ARC
(32,25),-0.989663 # DEPENDENCYPART_ARC
(32,26),0.397935 # DEPENDENCYPART_ARC
(32,27),0.269539 # DEPENDENCYPART_ARC
(32,28),0.210397 # DEPENDENCYPART_ARC
(32,29),1.67903 # DEPENDENCYPART_ARC
(32,30),5.12979 # DEPENDENCYPART_ARC
(32,31),5.00879 # DEPENDENCYPART_ARC
(32,33),0.146525 # DEPENDENCYPART_ARC
(33,1),-4.06999 # DEPENDENCYPART_ARC
(33,2),-3.0507 # DEPENDENCYPART_ARC
(33,3),-2.71122 # DEPENDENCYPART_ARC
(33,4),-3.57157 # DEPENDENCYPART_ARC
(33,5),-3.08408 # DEPENDENCYPART_ARC
(33,6),-3.30757 # DEPENDENCYPART_ARC
(33,7),-3.63129 # DEPENDENCYPART_ARC
(33,8),-3.53137 # DEPENDENCYPART_ARC
(33,9),-3.28367 # DEPENDENCYPART_ARC
(33,10),-1.98452 # DEPENDENCYPART_ARC
(33,11),-2.00661 # DEPENDENCYPART_ARC
(33,12),-1.52413 # DEPENDENCYPART_ARC
(33,13),-2.60089 # DEPENDENCYPART_ARC
(33,14),-2.73335 # DEPENDENCYPART_ARC
(33,15),-2.63742 # DEPENDENCYPART_ARC
(33,16),-2.76716 # DEPENDENCYPART_ARC
(33,17),-2.33251 # DEPENDENCYPART_ARC
(33,18),-2.21983 # DEPENDENCYPART_ARC
(33,19),-2.54701 # DEPENDENCYPART_ARC
(33,20),-1.64271 # DEPENDENCYPART_ARC
(33,21),-1.55707 # DEPENDENCYPART_ARC
(33,22),-1.89918 # DEPENDENCYPART_ARC
(33,23),-1.82531 # DEPENDENCYPART_ARC
(33,24),-0.838246 # DEPENDENCYPART_ARC
(33,25),-1.59595 # DEPENDENCYPART_ARC
(33,26),-1.49446 # DEPENDENCYPART_ARC
(33,27),-1.3633 # DEPENDENCYPART_ARC
(33,28),-1.41309 # DEPENDENCYPART_ARC
(33,29),-1.27347 # DEPENDENCYPART_ARC
(33,30),-0.257598 # DEPENDENCYPART_ARC
(33,31),-1.18278 # DEPENDENCYPART_ARC
(33,32),-1.42903 # DEPENDENCYPART_ARC
