# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,23,23,31,31,28,31,34,32,34,37,35,3,
(27,17),-1.01434 # DEPENDENCYPART_ARC
(27,18),-1.06079 # DEPENDENCYPART_ARC
(27,19),-1.03915 # DEPENDENCYPART_ARC
(27,20),-0.847982 # DEPENDENCYPART_ARC
(27,21),-0.236825 # DEPENDENCYPART_ARC
(27,22),0.762464 # DEPENDENCYPART_ARC
(27,23),-0.496793 # DEPENDENCYPART_ARC
(27,24),0.275577 # DEPENDENCYPART_ARC
(27,25),0.284297 # DEPENDENCYPART_ARC
(27,26),1.14361 # DEPENDENCYPART_ARC
(27,28),1.13796 # DEPENDENCYPART_ARC
(27,29),0.0336975 # DEPENDENCYPART_ARC
(27,30),0.623789 # DEPENDENCYPART_ARC
(27,31),0.123866 # DEPENDENCYPART_ARC
(27,32),0.202541 # DEPENDENCYPART_ARC
(27,33),0.396086 # DEPENDENCYPART_ARC
(27,34),-1.07274 # DEPENDENCYPART_ARC
(27,35),-1.12921 # DEPENDENCYPART_ARC
(27,36),-1.4915 # DEPENDENCYPART_ARC
(27,37),-0.659931 # DEPENDENCYPART_ARC
(27,38),-0.622949 # DEPENDENCYPART_ARC
(28,1),-3.2213 # DEPENDENCYPART_ARC
(28,2),-3.63168 # DEPENDENCYPART_ARC
(28,3),-2.96042 # DEPENDENCYPART_ARC
(28,4),-2.82504 # DEPENDENCYPART_ARC
(28,5),-3.19986 # DEPENDENCYPART_ARC
(28,6),-2.88788 # DEPENDENCYPART_ARC
(28,7),-3.06508 # DEPENDENCYPART_ARC
(28,8),-2.71554 # DEPENDENCYPART_ARC
(28,9),-2.20064 # DEPENDENCYPART_ARC
(28,10),-2.47831 # DEPENDENCYPART_ARC
(28,11),-2.27957 # DEPENDENCYPART_ARC
(28,12),-2.34936 # DEPENDENCYPART_ARC
(28,13),-2.1487 # DEPENDENCYPART_ARC
(28,14),-2.1231 # DEPENDENCYPART_ARC
(28,15),-2.14486 # DEPENDENCYPART_ARC
(28,16),-2.41442 # DEPENDENCYPART_ARC
(28,17),-1.75528 # DEPENDENCYPART_ARC
(28,18),-1.47524 # DEPENDENCYPART_ARC
(28,19),-1.53746 # DEPENDENCYPART_ARC
(28,20),-1.57941 # DEPENDENCYPART_ARC
(28,21),-1.19438 # DEPENDENCYPART_ARC
(28,22),0.365197 # DEPENDENCYPART_ARC
(28,23),-1.00577 # DEPENDENCYPART_ARC
(28,24),-0.633384 # DEPENDENCYPART_ARC
(28,25),0.173873 # DEPENDENCYPART_ARC
(28,26),-0.568041 # DEPENDENCYPART_ARC
(28,27),0.99538 # DEPENDENCYPART_ARC
(28,29),0.843256 # DEPENDENCYPART_ARC
(28,30),1.10765 # DEPENDENCYPART_ARC
(28,31),2.86312 # DEPENDENCYPART_ARC
(28,32),1.04099 # DEPENDENCYPART_ARC
(28,33),-1.25624 # DEPENDENCYPART_ARC
(28,34),-0.203463 # DEPENDENCYPART_ARC
(28,35),0.0170413 # DEPENDENCYPART_ARC
(28,36),-2.54586 # DEPENDENCYPART_ARC
(28,37),-1.42685 # DEPENDENCYPART_ARC
(28,38),0.606075 # DEPENDENCYPART_ARC
(29,1),-4.41991 # DEPENDENCYPART_ARC
(29,2),-4.57248 # DEPENDENCYPART_ARC
(29,3),-4.39741 # DEPENDENCYPART_ARC
(29,4),-4.23549 # DEPENDENCYPART_ARC
(29,5),-4.12915 # DEPENDENCYPART_ARC
(29,6),-4.31803 # DEPENDENCYPART_ARC
(29,7),-4.10226 # DEPENDENCYPART_ARC
(29,8),-4.07855 # DEPENDENCYPART_ARC
(29,9),-3.79935 # DEPENDENCYPART_ARC
(29,10),-3.49367 # DEPENDENCYPART_ARC
(29,11),-3.30601 # DEPENDENCYPART_ARC
(29,12),-3.49616 # DEPENDENCYPART_ARC
(29,13),-3.12336 # DEPENDENCYPART_ARC
(29,14),-3.28329 # DEPENDENCYPART_ARC
(29,15),-3.21049 # DEPENDENCYPART_ARC
(29,16),-3.20717 # DEPENDENCYPART_ARC
(29,17),-3.09787 # DEPENDENCYPART_ARC
(29,18),-2.86821 # DEPENDENCYPART_ARC
(29,19),-2.61156 # DEPENDENCYPART_ARC
(29,20),-2.53442 # DEPENDENCYPART_ARC
(29,21),-2.33191 # DEPENDENCYPART_ARC
(29,22),-1.67531 # DEPENDENCYPART_ARC
(29,23),-2.26062 # DEPENDENCYPART_ARC
(29,24),-2.07025 # DEPENDENCYPART_ARC
(29,25),-2.24016 # DEPENDENCYPART_ARC
(29,26),-1.49483 # DEPENDENCYPART_ARC
(29,27),-1.29941 # DEPENDENCYPART_ARC
(29,28),-0.596883 # DEPENDENCYPART_ARC
(29,30),1.06666 # DEPENDENCYPART_ARC
(29,31),0.897031 # DEPENDENCYPART_ARC
(29,32),-0.0423479 # DEPENDENCYPART_ARC
(29,33),-0.828328 # DEPENDENCYPART_ARC
(29,34),-0.688012 # DEPENDENCYPART_ARC
(29,35),-0.542235 # DEPENDENCYPART_ARC
(29,36),-1.07287 # DEPENDENCYPART_ARC
(29,37),-0.64799 # DEPENDENCYPART_ARC
(29,38),-0.630036 # DEPENDENCYPART_ARC
(30,1),-3.71895 # DEPENDENCYPART_ARC
(30,2),-4.17119 # DEPENDENCYPART_ARC
(30,3),-3.89376 # DEPENDENCYPART_ARC
(30,4),-3.88595 # DEPENDENCYPART_ARC
(30,5),-3.27254 # DEPENDENCYPART_ARC
(30,6),-3.00676 # DEPENDENCYPART_ARC
(30,7),-3.70909 # DEPENDENCYPART_ARC
(30,8),-3.97929 # DEPENDENCYPART_ARC
(30,9),-3.37813 # DEPENDENCYPART_ARC
(30,10),-2.58309 # DEPENDENCYPART_ARC
(30,11),-2.14736 # DEPENDENCYPART_ARC
(30,12),-2.16532 # DEPENDENCYPART_ARC
(30,13),-1.58822 # DEPENDENCYPART_ARC
(30,14),-2.07261 # DEPENDENCYPART_ARC
(30,15),-2.52637 # DEPENDENCYPART_ARC
(30,16),-2.86754 # DEPENDENCYPART_ARC
(30,17),-2.32485 # DEPENDENCYPART_ARC
(30,18),-1.74025 # DEPENDENCYPART_ARC
(30,19),-2.06484 # DEPENDENCYPART_ARC
(30,20),-2.21867 # DEPENDENCYPART_ARC
(30,21),-1.4418 # DEPENDENCYPART_ARC
(30,22),-0.615635 # DEPENDENCYPART_ARC
(30,23),-2.03555 # DEPENDENCYPART_ARC
(30,24),-1.36144 # DEPENDENCYPART_ARC
(30,25),-1.47151 # DEPENDENCYPART_ARC
(30,26),-0.900092 # DEPENDENCYPART_ARC
(30,27),-0.0988167 # DEPENDENCYPART_ARC
(30,28),0.0291987 # DEPENDENCYPART_ARC
(30,29),1.37446 # DEPENDENCYPART_ARC
(30,31),0.812939 # DEPENDENCYPART_ARC
(30,32),-0.398514 # DEPENDENCYPART_ARC
(30,33),-0.919996 # DEPENDENCYPART_ARC
(30,34),-0.72014 # DEPENDENCYPART_ARC
(30,35),-0.784726 # DEPENDENCYPART_ARC
(30,36),-1.34013 # DEPENDENCYPART_ARC
(30,37),-0.946027 # DEPENDENCYPART_ARC
(30,38),-0.30689 # DEPENDENCYPART_ARC
(31,1),-1.95148 # DEPENDENCYPART_ARC
(31,2),-3.18332 # DEPENDENCYPART_ARC
(31,3),-3.02597 # DEPENDENCYPART_ARC
(31,4),-3.47342 # DEPENDENCYPART_ARC
(31,5),-2.05633 # DEPENDENCYPART_ARC
(31,6),-5.70349 # DEPENDENCYPART_ARC
(31,7),-7.25169 # DEPENDENCYPART_ARC
(31,8),-1.39755 # DEPENDENCYPART_ARC
(31,9),-2.8952 # DEPENDENCYPART_ARC
(31,10),-1.66399 # DEPENDENCYPART_ARC
(31,11),-2.19273 # DEPENDENCYPART_ARC
(31,12),-4.78291 # DEPENDENCYPART_ARC
(31,13),-1.35087 # DEPENDENCYPART_ARC
(31,14),-3.45155 # DEPENDENCYPART_ARC
(31,15),-4.11 # DEPENDENCYPART_ARC
(31,16),-2.12349 # DEPENDENCYPART_ARC
(31,17),-1.67495 # DEPENDENCYPART_ARC
(31,18),-2.3069 # DEPENDENCYPART_ARC
(31,19),-2.7884 # DEPENDENCYPART_ARC
(31,20),-3.66594 # DEPENDENCYPART_ARC
(31,21),-1.55407 # DEPENDENCYPART_ARC
(31,22),-0.294181 # DEPENDENCYPART_ARC
(31,23),-0.779787 # DEPENDENCYPART_ARC
(31,24),-0.833041 # DEPENDENCYPART_ARC
(31,25),-0.91418 # DEPENDENCYPART_ARC
(31,26),0.50565 # DEPENDENCYPART_ARC
(31,27),0.0527648 # DEPENDENCYPART_ARC
(31,28),0.505222 # DEPENDENCYPART_ARC
(31,29),3.92818 # DEPENDENCYPART_ARC
(31,30),4.21397 # DEPENDENCYPART_ARC
(31,32),2.87143 # DEPENDENCYPART_ARC
(31,33),0.41433 # DEPENDENCYPART_ARC
(31,34),1.00665 # DEPENDENCYPART_ARC
(31,35),1.62064 # DEPENDENCYPART_ARC
(31,36),0.525176 # DEPENDENCYPART_ARC
(31,37),-0.128751 # DEPENDENCYPART_ARC
(31,38),0.749385 # DEPENDENCYPART_ARC
(32,1),-3.74864 # DEPENDENCYPART_ARC
(32,2),-3.88496 # DEPENDENCYPART_ARC
(32,3),-3.42859 # DEPENDENCYPART_ARC
(32,4),-3.15588 # DEPENDENCYPART_ARC
(32,5),-3.15423 # DEPENDENCYPART_ARC
(32,6),-2.50984 # DEPENDENCYPART_ARC
(32,7),-2.63444 # DEPENDENCYPART_ARC
(32,8),-4.00022 # DEPENDENCYPART_ARC
(32,9),-2.78747 # DEPENDENCYPART_ARC
(32,10),-2.79333 # DEPENDENCYPART_ARC
(32,11),-2.9825 # DEPENDENCYPART_ARC
(32,12),-2.23872 # DEPENDENCYPART_ARC
(32,13),-2.6376 # DEPENDENCYPART_ARC
(32,14),-1.96046 # DEPENDENCYPART_ARC
(32,15),-2.12936 # DEPENDENCYPART_ARC
(32,16),-2.89248 # DEPENDENCYPART_ARC
(32,17),-2.1015 # DEPENDENCYPART_ARC
(32,18),-1.85815 # DEPENDENCYPART_ARC
(32,19),-1.87756 # DEPENDENCYPART_ARC
(32,20),-2.02686 # DEPENDENCYPART_ARC
(32,21),-1.84005 # DEPENDENCYPART_ARC
(32,22),-0.144231 # DEPENDENCYPART_ARC
(32,23),-1.35872 # DEPENDENCYPART_ARC
(32,24),-0.217094 # DEPENDENCYPART_ARC
(32,25),-1.51661 # DEPENDENCYPART_ARC
(32,26),-0.474713 # DEPENDENCYPART_ARC
(32,27),-0.752865 # DEPENDENCYPART_ARC
(32,28),-0.737006 # DEPENDENCYPART_ARC
(32,29),0.227618 # DEPENDENCYPART_ARC
(32,30),0.194982 # DEPENDENCYPART_ARC
(32,31),0.267151 # DEPENDENCYPART_ARC
(32,33),0.736014 # DEPENDENCYPART_ARC
(32,34),3.99118 # DEPENDENCYPART_ARC
(32,35),0.331645 # DEPENDENCYPART_ARC
(32,36),0.156166 # DEPENDENCYPART_ARC
(32,37),1.88725 # DEPENDENCYPART_ARC
(32,38),-0.300552 # DEPENDENCYPART_ARC
(33,1),-4.49045 # DEPENDENCYPART_ARC
(33,2),-4.57047 # DEPENDENCYPART_ARC
(33,3),-4.29858 # DEPENDENCYPART_ARC
(33,4),-4.35357 # DEPENDENCYPART_ARC
(33,5),-3.52142 # DEPENDENCYPART_ARC
(33,6),-3.81218 # DEPENDENCYPART_ARC
(33,7),-3.86247 # DEPENDENCYPART_ARC
(33,8),-4.24051 # DEPENDENCYPART_ARC
(33,9),-3.98624 # DEPENDENCYPART_ARC
(33,10),-3.14996 # DEPENDENCYPART_ARC
(33,11),-2.30459 # DEPENDENCYPART_ARC
(33,12),-3.45413 # DEPENDENCYPART_ARC
(33,13),-3.43279 # DEPENDENCYPART_ARC
(33,14),-3.21561 # DEPENDENCYPART_ARC
(33,15),-3.16903 # DEPENDENCYPART_ARC
(33,16),-3.35966 # DEPENDENCYPART_ARC
(33,17),-2.88231 # DEPENDENCYPART_ARC
(33,18),-2.99043 # DEPENDENCYPART_ARC
(33,19),-3.0214 # DEPENDENCYPART_ARC
(33,20),-2.96313 # DEPENDENCYPART_ARC
(33,21),-2.56939 # DEPENDENCYPART_ARC
(33,22),-1.90407 # DEPENDENCYPART_ARC
(33,23),-2.36862 # DEPENDENCYPART_ARC
(33,24),-2.44603 # DEPENDENCYPART_ARC
(33,25),-2.70194 # DEPENDENCYPART_ARC
(33,26),-2.20498 # DEPENDENCYPART_ARC
(33,27),-2.20664 # DEPENDENCYPART_ARC
(33,28),-0.969361 # DEPENDENCYPART_ARC
(33,29),-0.913488 # DEPENDENCYPART_ARC
(33,30),-1.07281 # DEPENDENCYPART_ARC
(33,31),-1.20513 # DEPENDENCYPART_ARC
(33,32),0.802764 # DEPENDENCYPART_ARC
(33,34),0.9811 # DEPENDENCYPART_ARC
(33,35),0.0621647 # DEPENDENCYPART_ARC
(33,36),-0.210459 # DEPENDENCYPART_ARC
(33,37),-0.941754 # DEPENDENCYPART_ARC
(33,38),-0.982597 # DEPENDENCYPART_ARC
(34,1),-5.15015 # DEPENDENCYPART_ARC
(34,2),-4.3402 # DEPENDENCYPART_ARC
(34,3),-4.65944 # DEPENDENCYPART_ARC
(34,4),-5.8349 # DEPENDENCYPART_ARC
(34,5),-4.9673 # DEPENDENCYPART_ARC
(34,6),-9.96956 # DEPENDENCYPART_ARC
(34,7),-10.6874 # DEPENDENCYPART_ARC
(34,8),-2.85685 # DEPENDENCYPART_ARC
(34,9),-5.10678 # DEPENDENCYPART_ARC
(34,10),-4.07906 # DEPENDENCYPART_ARC
(34,11),-5.04802 # DEPENDENCYPART_ARC
(34,12),-7.87382 # DEPENDENCYPART_ARC
(34,13),-4.24942 # DEPENDENCYPART_ARC
(34,14),-6.27749 # DEPENDENCYPART_ARC
(34,15),-7.05323 # DEPENDENCYPART_ARC
(34,16),-3.45772 # DEPENDENCYPART_ARC
(34,17),-2.88853 # DEPENDENCYPART_ARC
(34,18),-5.87082 # DEPENDENCYPART_ARC
(34,19),-6.03237 # DEPENDENCYPART_ARC
(34,20),-6.91983 # DEPENDENCYPART_ARC
(34,21),-2.86929 # DEPENDENCYPART_ARC
(34,22),-1.99544 # DEPENDENCYPART_ARC
(34,23),-1.37203 # DEPENDENCYPART_ARC
(34,24),-2.12898 # DEPENDENCYPART_ARC
(34,25),-1.49908 # DEPENDENCYPART_ARC
(34,26),-1.52224 # DEPENDENCYPART_ARC
(34,27),-1.97688 # DEPENDENCYPART_ARC
(34,28),-1.21941 # DEPENDENCYPART_ARC
(34,29),0.667192 # DEPENDENCYPART_ARC
(34,30),0.171145 # DEPENDENCYPART_ARC
(34,31),-0.15485 # DEPENDENCYPART_ARC
(34,32),0.513968 # DEPENDENCYPART_ARC
(34,33),4.50766 # DEPENDENCYPART_ARC
(34,35),3.79844 # DEPENDENCYPART_ARC
(34,36),1.04176 # DEPENDENCYPART_ARC
(34,37),0.560518 # DEPENDENCYPART_ARC
(34,38),0.754652 # DEPENDENCYPART_ARC
(35,1),-4.31012 # DEPENDENCYPART_ARC
(35,2),-4.38848 # DEPENDENCYPART_ARC
(35,3),-3.91686 # DEPENDENCYPART_ARC
(35,4),-3.60058 # DEPENDENCYPART_ARC
(35,5),-4.07368 # DEPENDENCYPART_ARC
(35,6),-3.38026 # DEPENDENCYPART_ARC
(35,7),-3.5116 # DEPENDENCYPART_ARC
(35,8),-4.17031 # DEPENDENCYPART_ARC
(35,9),-2.98703 # DEPENDENCYPART_ARC
(35,10),-3.74422 # DEPENDENCYPART_ARC
(35,11),-3.84596 # DEPENDENCYPART_ARC
(35,12),-3.10022 # DEPENDENCYPART_ARC
(35,13),-3.0347 # DEPENDENCYPART_ARC
(35,14),-2.82046 # DEPENDENCYPART_ARC
(35,15),-2.73544 # DEPENDENCYPART_ARC
(35,16),-3.21107 # DEPENDENCYPART_ARC
(35,17),-2.43679 # DEPENDENCYPART_ARC
(35,18),-2.30096 # DEPENDENCYPART_ARC
(35,19),-2.35045 # DEPENDENCYPART_ARC
(35,20),-2.37584 # DEPENDENCYPART_ARC
(35,21),-2.31192 # DEPENDENCYPART_ARC
(35,22),-0.752822 # DEPENDENCYPART_ARC
(35,23),-1.96073 # DEPENDENCYPART_ARC
(35,24),-1.35165 # DEPENDENCYPART_ARC
(35,25),-1.81714 # DEPENDENCYPART_ARC
(35,26),-1.23704 # DEPENDENCYPART_ARC
(35,27),-0.834865 # DEPENDENCYPART_ARC
(35,28),-1.0656 # DEPENDENCYPART_ARC
(35,29),-0.466742 # DEPENDENCYPART_ARC
(35,30),-0.848155 # DEPENDENCYPART_ARC
(35,31),-0.953574 # DEPENDENCYPART_ARC
(35,32),0.0260943 # DEPENDENCYPART_ARC
(35,33),-0.269827 # DEPENDENCYPART_ARC
(35,34),0.660522 # DEPENDENCYPART_ARC
(35,36),3.00997 # DEPENDENCYPART_ARC
(35,37),3.84435 # DEPENDENCYPART_ARC
(35,38),-0.29218 # DEPENDENCYPART_ARC
(36,1),-6.68604 # DEPENDENCYPART_ARC
(36,2),-6.2773 # DEPENDENCYPART_ARC
(36,3),-6.52461 # DEPENDENCYPART_ARC
(36,4),-8.20482 # DEPENDENCYPART_ARC
(36,5),-7.36042 # DEPENDENCYPART_ARC
(36,6),-12.8125 # DEPENDENCYPART_ARC
(36,7),-13.8487 # DEPENDENCYPART_ARC
(36,8),-4.74135 # DEPENDENCYPART_ARC
(36,9),-7.06813 # DEPENDENCYPART_ARC
(36,10),-5.9729 # DEPENDENCYPART_ARC
(36,11),-9.44457 # DEPENDENCYPART_ARC
(36,12),-10.843 # DEPENDENCYPART_ARC
(36,13),-6.19665 # DEPENDENCYPART_ARC
(36,14),-9.34482 # DEPENDENCYPART_ARC
(36,15),-10.3716 # DEPENDENCYPART_ARC
(36,16),-5.58697 # DEPENDENCYPART_ARC
(36,17),-4.95393 # DEPENDENCYPART_ARC
(36,18),-8.71 # DEPENDENCYPART_ARC
(36,19),-9.0435 # DEPENDENCYPART_ARC
(36,20),-9.77266 # DEPENDENCYPART_ARC
(36,21),-4.87417 # DEPENDENCYPART_ARC
(36,22),-4.12667 # DEPENDENCYPART_ARC
(36,23),-3.56115 # DEPENDENCYPART_ARC
(36,24),-4.47505 # DEPENDENCYPART_ARC
(36,25),-3.54809 # DEPENDENCYPART_ARC
(36,26),-3.65211 # DEPENDENCYPART_ARC
(36,27),-4.1855 # DEPENDENCYPART_ARC
(36,28),-3.42926 # DEPENDENCYPART_ARC
(36,29),-2.63504 # DEPENDENCYPART_ARC
(36,30),-3.50044 # DEPENDENCYPART_ARC
(36,31),-3.05524 # DEPENDENCYPART_ARC
(36,32),-1.75964 # DEPENDENCYPART_ARC
(36,33),-0.39207 # DEPENDENCYPART_ARC
(36,34),-1.44104 # DEPENDENCYPART_ARC
(36,35),0.000958671 # DEPENDENCYPART_ARC
(36,37),0.898758 # DEPENDENCYPART_ARC
(36,38),-1.82205 # DEPENDENCYPART_ARC
(37,1),-2.67691 # DEPENDENCYPART_ARC
(37,2),-4.08863 # DEPENDENCYPART_ARC
(37,3),-3.77193 # DEPENDENCYPART_ARC
(37,4),-4.92834 # DEPENDENCYPART_ARC
(37,5),-3.03498 # DEPENDENCYPART_ARC
(37,6),-6.70149 # DEPENDENCYPART_ARC
(37,7),-8.37724 # DEPENDENCYPART_ARC
(37,8),-2.16104 # DEPENDENCYPART_ARC
(37,9),-4.1868 # DEPENDENCYPART_ARC
(37,10),-2.19057 # DEPENDENCYPART_ARC
(37,11),-5.80955 # DEPENDENCYPART_ARC
(37,12),-6.11602 # DEPENDENCYPART_ARC
(37,13),-1.96362 # DEPENDENCYPART_ARC
(37,14),-4.82949 # DEPENDENCYPART_ARC
(37,15),-5.54457 # DEPENDENCYPART_ARC
(37,16),-2.57448 # DEPENDENCYPART_ARC
(37,17),-2.42782 # DEPENDENCYPART_ARC
(37,18),-3.77682 # DEPENDENCYPART_ARC
(37,19),-4.16584 # DEPENDENCYPART_ARC
(37,20),-5.44929 # DEPENDENCYPART_ARC
(37,21),-2.64364 # DEPENDENCYPART_ARC
(37,22),-1.52329 # DEPENDENCYPART_ARC
(37,23),-1.31483 # DEPENDENCYPART_ARC
(37,24),-3.08429 # DEPENDENCYPART_ARC
(37,25),-1.7434 # DEPENDENCYPART_ARC
(37,26),-2.11083 # DEPENDENCYPART_ARC
(37,27),-2.20031 # DEPENDENCYPART_ARC
(37,28),-1.2096 # DEPENDENCYPART_ARC
(37,29),0.128196 # DEPENDENCYPART_ARC
(37,30),-1.2387 # DEPENDENCYPART_ARC
(37,31),-1.70724 # DEPENDENCYPART_ARC
(37,32),-0.0399887 # DEPENDENCYPART_ARC
(37,33),1.30966 # DEPENDENCYPART_ARC
(37,34),0.461034 # DEPENDENCYPART_ARC
(37,35),0.617014 # DEPENDENCYPART_ARC
(37,36),4.96967 # DEPENDENCYPART_ARC
(37,38),0.401751 # DEPENDENCYPART_ARC
(38,1),-4.78876 # DEPENDENCYPART_ARC
(38,2),-3.53139 # DEPENDENCYPART_ARC
(38,3),-4.92375 # DEPENDENCYPART_ARC
(38,4),-3.80129 # DEPENDENCYPART_ARC
(38,5),-4.38056 # DEPENDENCYPART_ARC
(38,6),-4.39516 # DEPENDENCYPART_ARC
(38,7),-4.49541 # DEPENDENCYPART_ARC
(38,8),-3.71165 # DEPENDENCYPART_ARC
(38,9),-3.29036 # DEPENDENCYPART_ARC
(38,10),-3.65447 # DEPENDENCYPART_ARC
(38,11),-3.29569 # DEPENDENCYPART_ARC
(38,12),-3.63117 # DEPENDENCYPART_ARC
(38,13),-2.39499 # DEPENDENCYPART_ARC
(38,14),-3.51316 # DEPENDENCYPART_ARC
(38,15),-3.47586 # DEPENDENCYPART_ARC
(38,16),-2.86729 # DEPENDENCYPART_ARC
(38,17),-2.90026 # DEPENDENCYPART_ARC
(38,18),-2.95999 # DEPENDENCYPART_ARC
(38,19),-2.90845 # DEPENDENCYPART_ARC
(38,20),-2.97691 # DEPENDENCYPART_ARC
(38,21),-0.893734 # DEPENDENCYPART_ARC
(38,22),-1.47886 # DEPENDENCYPART_ARC
(38,23),-1.49992 # DEPENDENCYPART_ARC
(38,24),-1.94277 # DEPENDENCYPART_ARC
(38,25),-2.19733 # DEPENDENCYPART_ARC
(38,26),-1.67553 # DEPENDENCYPART_ARC
(38,27),-1.52134 # DEPENDENCYPART_ARC
(38,28),-2.24939 # DEPENDENCYPART_ARC
(38,29),-1.19332 # DEPENDENCYPART_ARC
(38,30),-1.83772 # DEPENDENCYPART_ARC
(38,31),-1.51028 # DEPENDENCYPART_ARC
(38,32),-1.52239 # DEPENDENCYPART_ARC
(38,33),-1.26319 # DEPENDENCYPART_ARC
(38,34),-1.40453 # DEPENDENCYPART_ARC
(38,35),-1.1652 # DEPENDENCYPART_ARC
(38,36),-1.78155 # DEPENDENCYPART_ARC
(38,37),-1.59577 # DEPENDENCYPART_ARC
